組別,分數區間均數,人數,百分比,累計人數,累計百分比
37,271.5,32,0.21,65,0.42
37,268.5,50,0.32,115,0.74
37,265.5,96,0.62,211,1.36
37,262.5,141,0.91,352,2.27
37,259.5,206,1.33,558,3.6
37,256.5,248,1.6,806,5.2
37,253.5,279,1.8,1085,7
37,250.5,341,2.2,1426,9.2
37,247.5,313,2.02,1739,11.22
37,244.5,312,2.01,2051,13.23
37,241.5,315,2.03,2366,15.26
37,238.5,363,2.34,2729,17.61
37,235.5,339,2.19,3068,19.79
37,232.5,359,2.32,3427,22.11
37,229.5,332,2.14,3759,24.25
37,226.5,334,2.15,4093,26.4
37,223.5,308,1.99,4401,28.39
37,220.5,298,1.92,4699,30.31
37,217.5,307,1.98,5006,32.29
37,214.5,320,2.06,5326,34.36
37,211.5,297,1.92,5623,36.28
37,208.5,302,1.95,5925,38.22
37,205.5,283,1.83,6208,40.05
37,202.5,279,1.8,6487,41.85
37,199.5,280,1.81,6767,43.66
37,196.5,298,1.92,7065,45.58
37,193.5,270,1.74,7335,47.32
37,190.5,267,1.72,7602,49.04
37,187.5,262,1.69,7864,50.73
37,184.5,272,1.75,8136,52.49
37,181.5,255,1.65,8391,54.13
37,178.5,261,1.68,8652,55.82
37,175.5,258,1.66,8910,57.48
37,172.5,258,1.66,9168,59.14
37,169.5,271,1.75,9439,60.89
37,166.5,264,1.7,9703,62.6
37,163.5,259,1.67,9962,64.27
37,160.5,265,1.71,10227,65.98
37,157.5,246,1.59,10473,67.56
37,154.5,249,1.61,10722,69.17
37,151.5,243,1.57,10965,70.74
37,148.5,240,1.55,11205,72.29
37,145.5,205,1.32,11410,73.61
37,142.5,188,1.21,11598,74.82
37,139.5,187,1.21,11785,76.03
37,136.5,208,1.34,11993,77.37
37,133.5,206,1.33,12199,78.7
37,130.5,184,1.19,12383,79.89
37,127.5,190,1.23,12573,81.11
37,124.5,182,1.17,12755,82.29
37,121.5,182,1.17,12937,83.46
37,118.5,161,1.04,13098,84.5
37,115.5,155,1,13253,85.5
37,112.5,166,1.07,13419,86.57
37,109.5,126,0.81,13545,87.38
37,106.5,139,0.9,13684,88.28
37,103.5,137,0.88,13821,89.16
37,100.5,116,0.75,13937,89.91
37,97.5,109,0.7,14046,90.61
37,94.5,90,0.58,14136,91.19
37,91.5,87,0.56,14223,91.76
37,88.5,71,0.46,14294,92.21
37,85.5,63,0.41,14357,92.62
37,82.5,58,0.37,14415,92.99
37,79.5,56,0.36,14471,93.36
37,76.5,54,0.35,14525,93.7
37,73.5,36,0.23,14561,93.94
37,70.5,42,0.27,14603,94.21
37,67.5,32,0.21,14635,94.41
37,64.5,31,0.2,14666,94.61
37,61.5,25,0.16,14691,94.77
37,58.5,21,0.14,14712,94.91
37,55.5,17,0.11,14729,95.02
37,52.5,11,0.07,14740,95.09
37,49.5,15,0.1,14755,95.19
37,46.5,3,0.02,14758,95.21
37,43.5,3,0.02,14761,95.23
37,40.5,8,0.05,14769,95.28
37,37.5,0,0,14769,95.28
37,34.5,2,0.01,14771,95.29
37,31.5,3,0.02,14774,95.31
37,28.5,2,0.01,14776,95.32
37,25.5,5,0.03,14781,95.36
37,22.5,4,0.03,14785,95.38
37,19.5,3,0.02,14788,95.4
37,16.5,2,0.01,14790,95.41
37,13.5,1,0.01,14791,95.42
37,10.5,1,0.01,14792,95.43
37,7.5,1,0.01,14793,95.43
37,4.5,0,0,14793,95.43
37,1.5,708,4.57,15501,100
39,298.5,0,0,0,0
39,295.5,0,0,0,0
39,292.5,0,0,0,0
39,289.5,0,0,0,0
39,286.5,0,0,0,0
39,283.5,2,0.01,2,0.01
39,280.5,14,0.06,16,0.07
39,277.5,22,0.1,38,0.17
39,274.5,27,0.12,65,0.29
39,271.5,55,0.24,120,0.53
39,268.5,79,0.35,199,0.89
39,265.5,127,0.57,326,1.45
39,262.5,175,0.78,501,2.23
39,259.5,208,0.93,709,3.16
39,256.5,258,1.15,967,4.3
39,253.5,284,1.26,1251,5.57
39,250.5,341,1.52,1592,7.09
39,247.5,385,1.71,1977,8.8
39,244.5,427,1.9,2404,10.7
39,241.5,398,1.77,2802,12.47
39,238.5,425,1.89,3227,14.36
39,235.5,404,1.8,3631,16.16
39,232.5,464,2.07,4095,18.23
39,229.5,473,2.11,4568,20.33
39,226.5,485,2.16,5053,22.49
39,223.5,439,1.95,5492,24.45
39,220.5,459,2.04,5951,26.49
39,217.5,442,1.97,6393,28.46
39,214.5,443,1.97,6836,30.43
39,211.5,450,2,7286,32.43
39,208.5,459,2.04,7745,34.47
39,205.5,451,2.01,8196,36.48
39,202.5,441,1.96,8637,38.44
39,199.5,464,2.07,9101,40.51
39,196.5,476,2.12,9577,42.63
39,193.5,373,1.66,9950,44.29
39,190.5,407,1.81,10357,46.1
39,187.5,394,1.75,10751,47.85
39,184.5,437,1.95,11188,49.8
39,181.5,392,1.74,11580,51.54
39,178.5,434,1.93,12014,53.48
39,175.5,403,1.79,12417,55.27
39,172.5,402,1.79,12819,57.06
39,169.5,382,1.7,13201,58.76
39,166.5,400,1.78,13601,60.54
39,163.5,380,1.69,13981,62.23
39,160.5,337,1.5,14318,63.73
39,157.5,373,1.66,14691,65.39
39,154.5,335,1.49,15026,66.88
39,151.5,348,1.55,15374,68.43
39,148.5,376,1.67,15750,70.11
39,145.5,346,1.54,16096,71.65
39,142.5,331,1.47,16427,73.12
39,139.5,316,1.41,16743,74.53
39,136.5,321,1.43,17064,75.95
39,133.5,267,1.19,17331,77.14
39,130.5,312,1.39,17643,78.53
39,127.5,313,1.39,17956,79.93
39,124.5,295,1.31,18251,81.24
39,121.5,302,1.34,18553,82.58
39,118.5,280,1.25,18833,83.83
39,115.5,244,1.09,19077,84.91
39,112.5,233,1.04,19310,85.95
39,109.5,271,1.21,19581,87.16
39,106.5,258,1.15,19839,88.31
39,103.5,234,1.04,20073,89.35
39,100.5,194,0.86,20267,90.21
39,97.5,177,0.79,20444,91
39,94.5,168,0.75,20612,91.75
39,91.5,150,0.67,20762,92.42
39,88.5,152,0.68,20914,93.09
39,85.5,112,0.5,21026,93.59
39,82.5,91,0.41,21117,94
39,79.5,96,0.43,21213,94.42
39,76.5,70,0.31,21283,94.73
39,73.5,46,0.2,21329,94.94
39,70.5,50,0.22,21379,95.16
39,67.5,53,0.24,21432,95.4
39,64.5,30,0.13,21462,95.53
39,61.5,32,0.14,21494,95.67
39,58.5,15,0.07,21509,95.74
39,55.5,15,0.07,21524,95.81
39,52.5,16,0.07,21540,95.88
39,49.5,11,0.05,21551,95.93
39,46.5,7,0.03,21558,95.96
39,43.5,5,0.02,21563,95.98
39,40.5,3,0.01,21566,95.99
39,37.5,6,0.03,21572,96.02
39,34.5,3,0.01,21575,96.03
39,31.5,6,0.03,21581,96.06
39,28.5,5,0.02,21586,96.08
39,25.5,6,0.03,21592,96.11
39,22.5,4,0.02,21596,96.13
39,19.5,4,0.02,21600,96.15
39,16.5,3,0.01,21603,96.16
39,13.5,3,0.01,21606,96.17
39,10.5,4,0.02,21610,96.19
39,7.5,2,0.01,21612,96.2
39,4.5,0,0,21612,96.2
39,1.5,854,3.8,22466,100
40,398,0,0,0,0
40,394,0,0,0,0
40,390,0,0,0,0
40,386,0,0,0,0
40,382,0,0,0,0
40,378,0,0,0,0
40,374,7,0.05,7,0.05
40,370,8,0.05,15,0.1
40,366,18,0.12,33,0.22
40,362,37,0.25,70,0.48
40,358,62,0.42,132,0.9
40,354,95,0.65,227,1.54
40,350,140,0.95,367,2.5
40,346,158,1.08,525,3.57
40,342,212,1.44,737,5.02
40,338,234,1.59,971,6.61
40,334,241,1.64,1212,8.25
40,330,296,2.01,1508,10.26
40,326,296,2.01,1804,12.28
40,322,308,2.1,2112,14.37
40,318,304,2.07,2416,16.44
40,314,282,1.92,2698,18.36
40,310,283,1.93,2981,20.29
40,306,303,2.06,3284,22.35
40,302,296,2.01,3580,24.37
40,298,287,1.95,3867,26.32
40,294,312,2.12,4179,28.44
40,290,282,1.92,4461,30.36
40,286,279,1.9,4740,32.26
40,282,295,2.01,5035,34.27
40,278,263,1.79,5298,36.06
40,274,257,1.75,5555,37.81
40,270,278,1.89,5833,39.7
40,266,296,2.01,6129,41.71
40,262,261,1.78,6390,43.49
40,258,268,1.82,6658,45.31
40,254,269,1.83,6927,47.14
40,250,284,1.93,7211,49.08
40,246,276,1.88,7487,50.96
40,242,254,1.73,7741,52.68
40,238,252,1.72,7993,54.4
40,234,233,1.59,8226,55.99
40,230,263,1.79,8489,57.78
40,226,262,1.78,8751,59.56
40,222,265,1.8,9016,61.36
40,218,219,1.49,9235,62.85
40,214,241,1.64,9476,64.49
40,210,215,1.46,9691,65.96
40,206,247,1.68,9938,67.64
40,202,220,1.5,10158,69.13
40,198,199,1.35,10357,70.49
40,194,207,1.41,10564,71.9
40,190,200,1.36,10764,73.26
40,186,195,1.33,10959,74.59
40,182,171,1.16,11130,75.75
40,178,197,1.34,11327,77.09
40,174,183,1.25,11510,78.34
40,170,191,1.3,11701,79.64
40,166,183,1.25,11884,80.88
40,162,177,1.2,12061,82.09
40,158,171,1.16,12232,83.25
40,154,168,1.14,12400,84.39
40,150,169,1.15,12569,85.54
40,146,149,1.01,12718,86.56
40,142,138,0.94,12856,87.5
40,138,125,0.85,12981,88.35
40,134,111,0.76,13092,89.1
40,130,118,0.8,13210,89.91
40,126,109,0.74,13319,90.65
40,122,100,0.68,13419,91.33
40,118,91,0.62,13510,91.95
40,114,91,0.62,13601,92.57
40,110,73,0.5,13674,93.06
40,106,60,0.41,13734,93.47
40,102,55,0.37,13789,93.85
40,98,41,0.28,13830,94.13
40,94,37,0.25,13867,94.38
40,90,37,0.25,13904,94.63
40,86,32,0.22,13936,94.85
40,82,24,0.16,13960,95.01
40,78,32,0.22,13992,95.23
40,74,16,0.11,14008,95.34
40,70,11,0.07,14019,95.41
40,66,11,0.07,14030,95.49
40,62,7,0.05,14037,95.54
40,58,5,0.03,14042,95.57
40,54,6,0.04,14048,95.61
40,50,3,0.02,14051,95.63
40,46,5,0.03,14056,95.66
40,42,1,0.01,14057,95.67
40,38,2,0.01,14059,95.69
40,34,5,0.03,14064,95.72
40,30,0,0,14064,95.72
40,26,7,0.05,14071,95.77
40,22,1,0.01,14072,95.77
40,18,3,0.02,14075,95.79
40,14,0,0,14075,95.79
40,10,2,0.01,14077,95.81
40,6,0,0,14077,95.81
40,2,616,4.19,14693,100
42,298.5,0,0,0,0
42,295.5,0,0,0,0
42,292.5,0,0,0,0
42,289.5,0,0,0,0
42,286.5,0,0,0,0
42,283.5,0,0,0,0
42,280.5,3,0.01,3,0.01
42,277.5,13,0.06,16,0.08
42,274.5,10,0.05,26,0.12
42,271.5,27,0.13,53,0.25
42,268.5,44,0.21,97,0.46
42,265.5,48,0.23,145,0.69
42,262.5,77,0.36,222,1.05
42,259.5,95,0.45,317,1.5
42,256.5,145,0.69,462,2.18
42,253.5,206,0.97,668,3.16
42,250.5,247,1.17,915,4.32
42,247.5,252,1.19,1167,5.52
42,244.5,301,1.42,1468,6.94
42,241.5,306,1.45,1774,8.38
42,238.5,363,1.72,2137,10.1
42,235.5,391,1.85,2528,11.95
42,232.5,384,1.81,2912,13.76
42,229.5,426,2.01,3338,15.78
42,226.5,407,1.92,3745,17.7
42,223.5,439,2.07,4184,19.78
42,220.5,401,1.9,4585,21.67
42,217.5,412,1.95,4997,23.62
42,214.5,399,1.89,5396,25.5
42,211.5,433,2.05,5829,27.55
42,208.5,443,2.09,6272,29.64
42,205.5,418,1.98,6690,31.62
42,202.5,427,2.02,7117,33.64
42,199.5,490,2.32,7607,35.95
42,196.5,474,2.24,8081,38.19
42,193.5,444,2.1,8525,40.29
42,190.5,460,2.17,8985,42.47
42,187.5,452,2.14,9437,44.6
42,184.5,429,2.03,9866,46.63
42,181.5,360,1.7,10226,48.33
42,178.5,428,2.02,10654,50.35
42,175.5,411,1.94,11065,52.3
42,172.5,441,2.08,11506,54.38
42,169.5,440,2.08,11946,56.46
42,166.5,418,1.98,12364,58.44
42,163.5,375,1.77,12739,60.21
42,160.5,447,2.11,13186,62.32
42,157.5,368,1.74,13554,64.06
42,154.5,340,1.61,13894,65.67
42,151.5,397,1.88,14291,67.54
42,148.5,352,1.66,14643,69.21
42,145.5,344,1.63,14987,70.83
42,142.5,358,1.69,15345,72.53
42,139.5,333,1.57,15678,74.1
42,136.5,313,1.48,15991,75.58
42,133.5,303,1.43,16294,77.01
42,130.5,306,1.45,16600,78.46
42,127.5,310,1.47,16910,79.92
42,124.5,321,1.52,17231,81.44
42,121.5,299,1.41,17530,82.85
42,118.5,314,1.48,17844,84.34
42,115.5,276,1.3,18120,85.64
42,112.5,251,1.19,18371,86.83
42,109.5,242,1.14,18613,87.97
42,106.5,216,1.02,18829,88.99
42,103.5,215,1.02,19044,90.01
42,100.5,188,0.89,19232,90.9
42,97.5,176,0.83,19408,91.73
42,94.5,171,0.81,19579,92.54
42,91.5,127,0.6,19706,93.14
42,88.5,99,0.47,19805,93.61
42,85.5,95,0.45,19900,94.05
42,82.5,79,0.37,19979,94.43
42,79.5,69,0.33,20048,94.75
42,76.5,64,0.3,20112,95.06
42,73.5,48,0.23,20160,95.28
42,70.5,41,0.19,20201,95.48
42,67.5,26,0.12,20227,95.6
42,64.5,32,0.15,20259,95.75
42,61.5,19,0.09,20278,95.84
42,58.5,14,0.07,20292,95.91
42,55.5,16,0.08,20308,95.98
42,52.5,12,0.06,20320,96.04
42,49.5,6,0.03,20326,96.07
42,46.5,7,0.03,20333,96.1
42,43.5,3,0.01,20336,96.11
42,40.5,1,0,20337,96.12
42,37.5,5,0.02,20342,96.14
42,34.5,5,0.02,20347,96.17
42,31.5,6,0.03,20353,96.2
42,28.5,3,0.01,20356,96.21
42,25.5,9,0.04,20365,96.25
42,22.5,6,0.03,20371,96.28
42,19.5,10,0.05,20381,96.33
42,16.5,4,0.02,20385,96.35
42,13.5,2,0.01,20387,96.36
42,10.5,1,0,20388,96.36
42,7.5,1,0,20389,96.37
42,4.5,0,0,20389,96.37
42,1.5,769,3.63,21158,100
43,398,0,0,0,0
43,394,0,0,0,0
43,390,0,0,0,0
43,386,0,0,0,0
43,382,0,0,0,0
43,378,0,0,0,0
43,374,1,0.01,1,0.01
43,370,3,0.02,4,0.03
43,366,9,0.07,13,0.1
43,362,21,0.16,34,0.26
43,358,25,0.19,59,0.45
43,354,48,0.37,107,0.82
43,350,68,0.52,175,1.34
43,346,98,0.75,273,2.09
43,342,128,0.98,401,3.06
43,338,164,1.25,565,4.32
43,334,186,1.42,751,5.74
43,330,218,1.67,969,7.4
43,326,224,1.71,1193,9.12
43,322,221,1.69,1414,10.81
43,318,271,2.07,1685,12.88
43,314,272,2.08,1957,14.95
43,310,266,2.03,2223,16.99
43,306,252,1.93,2475,18.91
43,302,266,2.03,2741,20.95
43,298,249,1.9,2990,22.85
43,294,264,2.02,3254,24.87
43,290,264,2.02,3518,26.88
43,286,249,1.9,3767,28.79
43,282,281,2.15,4048,30.93
43,278,238,1.82,4286,32.75
43,274,264,2.02,4550,34.77
43,270,259,1.98,4809,36.75
43,266,244,1.86,5053,38.61
43,262,308,2.35,5361,40.97
43,258,248,1.9,5609,42.86
43,254,261,1.99,5870,44.86
43,250,244,1.86,6114,46.72
43,246,252,1.93,6366,48.65
43,242,275,2.1,6641,50.75
43,238,270,2.06,6911,52.81
43,234,257,1.96,7168,54.78
43,230,254,1.94,7422,56.72
43,226,245,1.87,7667,58.59
43,222,242,1.85,7909,60.44
43,218,239,1.83,8148,62.27
43,214,215,1.64,8363,63.91
43,210,200,1.53,8563,65.44
43,206,204,1.56,8767,67
43,202,232,1.77,8999,68.77
43,198,207,1.58,9206,70.35
43,194,186,1.42,9392,71.77
43,190,185,1.41,9577,73.19
43,186,190,1.45,9767,74.64
43,182,193,1.47,9960,76.11
43,178,173,1.32,10133,77.43
43,174,166,1.27,10299,78.7
43,170,182,1.39,10481,80.09
43,166,161,1.23,10642,81.32
43,162,175,1.34,10817,82.66
43,158,166,1.27,10983,83.93
43,154,163,1.25,11146,85.17
43,150,165,1.26,11311,86.44
43,146,122,0.93,11433,87.37
43,142,125,0.96,11558,88.32
43,138,86,0.66,11644,88.98
43,134,104,0.79,11748,89.78
43,130,112,0.86,11860,90.63
43,126,85,0.65,11945,91.28
43,122,72,0.55,12017,91.83
43,118,84,0.64,12101,92.47
43,114,70,0.53,12171,93.01
43,110,47,0.36,12218,93.37
43,106,50,0.38,12268,93.75
43,102,43,0.33,12311,94.08
43,98,37,0.28,12348,94.36
43,94,36,0.28,12384,94.64
43,90,31,0.24,12415,94.87
43,86,23,0.18,12438,95.05
43,82,22,0.17,12460,95.22
43,78,21,0.16,12481,95.38
43,74,18,0.14,12499,95.51
43,70,9,0.07,12508,95.58
43,66,6,0.05,12514,95.63
43,62,5,0.04,12519,95.67
43,58,7,0.05,12526,95.72
43,54,7,0.05,12533,95.77
43,50,4,0.03,12537,95.8
43,46,6,0.05,12543,95.85
43,42,1,0.01,12544,95.86
43,38,1,0.01,12545,95.87
43,34,3,0.02,12548,95.89
43,30,1,0.01,12549,95.9
43,26,2,0.02,12551,95.91
43,22,2,0.02,12553,95.93
43,18,1,0.01,12554,95.93
43,14,2,0.02,12556,95.95
43,10,2,0.02,12558,95.97
43,6,0,0,12558,95.97
43,2,528,4.03,13086,100
44,398,0,0,0,0
44,394,0,0,0,0
44,390,0,0,0,0
44,386,0,0,0,0
44,382,0,0,0,0
44,378,0,0,0,0
44,374,6,0.03,6,0.03
44,370,10,0.05,16,0.08
44,366,17,0.08,33,0.16
44,362,35,0.17,68,0.33
44,358,54,0.26,122,0.59
44,354,61,0.29,183,0.88
44,350,83,0.4,266,1.28
44,346,127,0.61,393,1.9
44,342,178,0.86,571,2.76
44,338,191,0.92,762,3.68
44,334,245,1.18,1007,4.86
44,330,247,1.19,1254,6.05
44,326,286,1.38,1540,7.43
44,322,303,1.46,1843,8.9
44,318,326,1.57,2169,10.47
44,314,352,1.7,2521,12.17
44,310,367,1.77,2888,13.94
44,306,368,1.78,3256,15.72
44,302,363,1.75,3619,17.47
44,298,386,1.86,4005,19.33
44,294,384,1.85,4389,21.18
44,290,372,1.8,4761,22.98
44,286,398,1.92,5159,24.9
44,282,359,1.73,5518,26.63
44,278,419,2.02,5937,28.65
44,274,412,1.99,6349,30.64
44,270,443,2.14,6792,32.78
44,266,416,2.01,7208,34.79
44,262,403,1.95,7611,36.73
44,258,447,2.16,8058,38.89
44,254,445,2.15,8503,41.04
44,250,375,1.81,8878,42.85
44,246,418,2.02,9296,44.87
44,242,406,1.96,9702,46.83
44,238,425,2.05,10127,48.88
44,234,417,2.01,10544,50.89
44,230,419,2.02,10963,52.91
44,226,367,1.77,11330,54.68
44,222,357,1.72,11687,56.41
44,218,369,1.78,12056,58.19
44,214,349,1.68,12405,59.87
44,210,343,1.66,12748,61.53
44,206,382,1.84,13130,63.37
44,202,328,1.58,13458,64.95
44,198,321,1.55,13779,66.5
44,194,344,1.66,14123,68.16
44,190,325,1.57,14448,69.73
44,186,318,1.53,14766,71.27
44,182,322,1.55,15088,72.82
44,178,321,1.55,15409,74.37
44,174,327,1.58,15736,75.95
44,170,298,1.44,16034,77.39
44,166,308,1.49,16342,78.87
44,162,298,1.44,16640,80.31
44,158,309,1.49,16949,81.8
44,154,274,1.32,17223,83.13
44,150,300,1.45,17523,84.57
44,146,255,1.23,17778,85.81
44,142,237,1.14,18015,86.95
44,138,245,1.18,18260,88.13
44,134,240,1.16,18500,89.29
44,130,201,0.97,18701,90.26
44,126,174,0.84,18875,91.1
44,122,157,0.76,19032,91.86
44,118,156,0.75,19188,92.61
44,114,146,0.7,19334,93.32
44,110,103,0.5,19437,93.81
44,106,91,0.44,19528,94.25
44,102,96,0.46,19624,94.71
44,98,75,0.36,19699,95.08
44,94,42,0.2,19741,95.28
44,90,37,0.18,19778,95.46
44,86,29,0.14,19807,95.6
44,82,34,0.16,19841,95.76
44,78,30,0.14,19871,95.91
44,74,19,0.09,19890,96
44,70,20,0.1,19910,96.1
44,66,10,0.05,19920,96.14
44,62,6,0.03,19926,96.17
44,58,7,0.03,19933,96.21
44,54,7,0.03,19940,96.24
44,50,9,0.04,19949,96.28
44,46,3,0.01,19952,96.3
44,42,5,0.02,19957,96.32
44,38,3,0.01,19960,96.34
44,34,4,0.02,19964,96.36
44,30,0,0,19964,96.36
44,26,4,0.02,19968,96.38
44,22,5,0.02,19973,96.4
44,18,2,0.01,19975,96.41
44,14,1,0,19976,96.41
44,10,1,0,19977,96.42
44,6,0,0,19977,96.42
44,2,742,3.58,20719,100
45,497.5,0,0,0,0
45,492.5,0,0,0,0
45,487.5,0,0,0,0
45,482.5,0,0,0,0
45,477.5,0,0,0,0
45,472.5,0,0,0,0
45,467.5,1,0.01,1,0.01
45,462.5,8,0.06,9,0.07
45,457.5,10,0.08,19,0.15
45,452.5,19,0.15,38,0.29
45,447.5,42,0.32,80,0.62
45,442.5,66,0.51,146,1.13
45,437.5,78,0.6,224,1.73
45,432.5,104,0.8,328,2.53
45,427.5,142,1.09,470,3.62
45,422.5,178,1.37,648,5
45,417.5,193,1.49,841,6.48
45,412.5,198,1.53,1039,8.01
45,407.5,203,1.56,1242,9.57
45,402.5,235,1.81,1477,11.39
45,397.5,242,1.87,1719,13.25
45,392.5,271,2.09,1990,15.34
45,387.5,249,1.92,2239,17.26
45,382.5,234,1.8,2473,19.06
45,377.5,252,1.94,2725,21.01
45,372.5,250,1.93,2975,22.93
45,367.5,243,1.87,3218,24.81
45,362.5,244,1.88,3462,26.69
45,357.5,266,2.05,3728,28.74
45,352.5,274,2.11,4002,30.85
45,347.5,255,1.97,4257,32.82
45,342.5,240,1.85,4497,34.67
45,337.5,256,1.97,4753,36.64
45,332.5,233,1.8,4986,38.44
45,327.5,232,1.79,5218,40.23
45,322.5,273,2.1,5491,42.33
45,317.5,249,1.92,5740,44.25
45,312.5,236,1.82,5976,46.07
45,307.5,246,1.9,6222,47.96
45,302.5,247,1.9,6469,49.87
45,297.5,260,2,6729,51.87
45,292.5,236,1.82,6965,53.69
45,287.5,222,1.71,7187,55.4
45,282.5,229,1.77,7416,57.17
45,277.5,238,1.83,7654,59
45,272.5,209,1.61,7863,60.62
45,267.5,234,1.8,8097,62.42
45,262.5,212,1.63,8309,64.05
45,257.5,187,1.44,8496,65.49
45,252.5,202,1.56,8698,67.05
45,247.5,189,1.46,8887,68.51
45,242.5,180,1.39,9067,69.9
45,237.5,168,1.3,9235,71.19
45,232.5,192,1.48,9427,72.67
45,227.5,183,1.41,9610,74.08
45,222.5,178,1.37,9788,75.45
45,217.5,181,1.4,9969,76.85
45,212.5,181,1.4,10150,78.25
45,207.5,175,1.35,10325,79.59
45,202.5,155,1.19,10480,80.79
45,197.5,156,1.2,10636,81.99
45,192.5,161,1.24,10797,83.23
45,187.5,148,1.14,10945,84.37
45,182.5,149,1.15,11094,85.52
45,177.5,134,1.03,11228,86.56
45,172.5,139,1.07,11367,87.63
45,167.5,113,0.87,11480,88.5
45,162.5,114,0.88,11594,89.38
45,157.5,96,0.74,11690,90.12
45,152.5,108,0.83,11798,90.95
45,147.5,94,0.72,11892,91.67
45,142.5,87,0.67,11979,92.35
45,137.5,71,0.55,12050,92.89
45,132.5,54,0.42,12104,93.31
45,127.5,52,0.4,12156,93.71
45,122.5,46,0.35,12202,94.06
45,117.5,47,0.36,12249,94.43
45,112.5,35,0.27,12284,94.7
45,107.5,31,0.24,12315,94.94
45,102.5,30,0.23,12345,95.17
45,97.5,24,0.19,12369,95.35
45,92.5,14,0.11,12383,95.46
45,87.5,12,0.09,12395,95.55
45,82.5,11,0.08,12406,95.64
45,77.5,8,0.06,12414,95.7
45,72.5,9,0.07,12423,95.77
45,67.5,3,0.02,12426,95.79
45,62.5,5,0.04,12431,95.83
45,57.5,4,0.03,12435,95.86
45,52.5,3,0.02,12438,95.88
45,47.5,4,0.03,12442,95.91
45,42.5,2,0.02,12444,95.93
45,37.5,1,0.01,12445,95.94
45,32.5,2,0.02,12447,95.95
45,27.5,3,0.02,12450,95.98
45,22.5,1,0.01,12451,95.98
45,17.5,1,0.01,12452,95.99
45,12.5,1,0.01,12453,96
45,7.5,1,0.01,12454,96.01
45,2.5,518,3.99,12972,100
46,298.5,0,0,0,0
46,295.5,0,0,0,0
46,292.5,0,0,0,0
46,289.5,0,0,0,0
46,286.5,0,0,0,0
46,283.5,1,0,1,0
46,280.5,2,0.01,3,0.01
46,277.5,4,0.02,7,0.03
46,274.5,10,0.04,17,0.07
46,271.5,28,0.11,45,0.18
46,268.5,26,0.11,71,0.29
46,265.5,63,0.26,134,0.54
46,262.5,84,0.34,218,0.89
46,259.5,107,0.43,325,1.32
46,256.5,165,0.67,490,1.99
46,253.5,213,0.87,703,2.86
46,250.5,229,0.93,932,3.79
46,247.5,291,1.18,1223,4.97
46,244.5,310,1.26,1533,6.23
46,241.5,307,1.25,1840,7.48
46,238.5,322,1.31,2162,8.79
46,235.5,391,1.59,2553,10.38
46,232.5,409,1.66,2962,12.04
46,229.5,416,1.69,3378,13.73
46,226.5,429,1.74,3807,15.48
46,223.5,407,1.65,4214,17.13
46,220.5,472,1.92,4686,19.05
46,217.5,444,1.81,5130,20.86
46,214.5,420,1.71,5550,22.56
46,211.5,465,1.89,6015,24.45
46,208.5,440,1.79,6455,26.24
46,205.5,471,1.91,6926,28.16
46,202.5,460,1.87,7386,30.03
46,199.5,420,1.71,7806,31.73
46,196.5,427,1.74,8233,33.47
46,193.5,470,1.91,8703,35.38
46,190.5,427,1.74,9130,37.12
46,187.5,446,1.81,9576,38.93
46,184.5,450,1.83,10026,40.76
46,181.5,466,1.89,10492,42.65
46,178.5,450,1.83,10942,44.48
46,175.5,475,1.93,11417,46.41
46,172.5,451,1.83,11868,48.25
46,169.5,498,2.02,12366,50.27
46,166.5,492,2,12858,52.27
46,163.5,483,1.96,13341,54.24
46,160.5,498,2.02,13839,56.26
46,157.5,530,2.15,14369,58.42
46,154.5,498,2.02,14867,60.44
46,151.5,500,2.03,15367,62.47
46,148.5,482,1.96,15849,64.43
46,145.5,497,2.02,16346,66.45
46,142.5,488,1.98,16834,68.44
46,139.5,481,1.96,17315,70.39
46,136.5,445,1.81,17760,72.2
46,133.5,450,1.83,18210,74.03
46,130.5,468,1.9,18678,75.93
46,127.5,451,1.83,19129,77.77
46,124.5,434,1.76,19563,79.53
46,121.5,395,1.61,19958,81.14
46,118.5,372,1.51,20330,82.65
46,115.5,342,1.39,20672,84.04
46,112.5,341,1.39,21013,85.43
46,109.5,293,1.19,21306,86.62
46,106.5,296,1.2,21602,87.82
46,103.5,262,1.07,21864,88.89
46,100.5,222,0.9,22086,89.79
46,97.5,212,0.86,22298,90.65
46,94.5,176,0.72,22474,91.37
46,91.5,175,0.71,22649,92.08
46,88.5,138,0.56,22787,92.64
46,85.5,135,0.55,22922,93.19
46,82.5,146,0.59,23068,93.78
46,79.5,105,0.43,23173,94.21
46,76.5,85,0.35,23258,94.55
46,73.5,85,0.35,23343,94.9
46,70.5,58,0.24,23401,95.13
46,67.5,47,0.19,23448,95.32
46,64.5,42,0.17,23490,95.5
46,61.5,35,0.14,23525,95.64
46,58.5,24,0.1,23549,95.74
46,55.5,19,0.08,23568,95.81
46,52.5,11,0.04,23579,95.86
46,49.5,13,0.05,23592,95.91
46,46.5,8,0.03,23600,95.94
46,43.5,7,0.03,23607,95.97
46,40.5,5,0.02,23612,95.99
46,37.5,5,0.02,23617,96.01
46,34.5,5,0.02,23622,96.03
46,31.5,5,0.02,23627,96.05
46,28.5,3,0.01,23630,96.06
46,25.5,1,0,23631,96.07
46,22.5,0,0,23631,96.07
46,19.5,1,0,23632,96.07
46,16.5,1,0,23633,96.08
