系組.代碼,校名,系組名,國文,英文,數學甲,數學乙,歷史,地理,公民與社會,物理,化學,生物,錄取人數..含外加.,普通生錄取分數
1155,中國文化大學,財務金融學系財務金融組,1.5,2,0,2,1,1,0,0,0,0,46,287.25 
1156,中國文化大學,全球商務學士學位學程,1,2,0,1,1,1,0,0,0,0,1,207.20 
1157,中國文化大學,新聞學系,2,2,0,1,1,0,2,0,0,0,65,345.20 
1160,中國文化大學,廣告學系,2,2,0,1,0,0,1,0,0,0,55,246.60 
1161,中國文化大學,資訊傳播學系,1.5,2,0,2,0,0,0,0,0,0,41,190.60 
1162,中國文化大學,大眾傳播學系,2,1,0,1,2,0,2,0,0,0,61,401.40 
1165,中國文化大學,音樂學系B組,2,1.5,0,0,1,0,0,0,0,0,3,247.65 
1166,中國文化大學,戲劇學系,2,1,0,0,1,1,0,0,0,0,4,327.50 
1167,中國文化大學,都市計劃與開發管理學系,1.5,2,0,1,1,1.5,0,0,0,0,36,255.00 
1170,中國文化大學,建築及都市設計學系,2,2,0,1.5,0,0,0,0,0,0,22,214.20 
1171,中國文化大學,景觀學系,2,2,0,1,0,0,0,0,0,0,26,183.00 
1172,中國文化大學,教育學系,2,1.5,0,0,0,0,1.5,0,0,0,20,220.20 
1173,中國文化大學,體育學系,2,2,0,0,0,0,0,0,0,1,2,208.80 
1174,中國文化大學,心理輔導學系,2,2,0,1.75,0,0,0,0,0,0,35,218.30 
1175,中國文化大學,運動與健康促進學系,2,2,0,0,0,0,0,0,0,1.5,5,209.20 
1176,靜宜大學,英國語文學系(外貿英文組),1.5,2,0,0,1.5,0,0,0,0,0,13,233.20 
1177,靜宜大學,英國語文學系(口筆譯組),1.5,2,0,0,1.5,0,0,0,0,0,13,205.55 
1200,靜宜大學,英國語文學系(中小學師資組),1.5,2,0,0,1.5,0,0,0,0,0,14,196.40 
1201,靜宜大學,西班牙語文學系,2,1.5,0,0,1,1,0,0,0,0,40,247.50 
1202,靜宜大學,日本語文學系,2,1,0,0,1.5,1.5,0,0,0,0,59,303.75 
1203,靜宜大學,中國文學系,2,0,0,0,2,1,0,0,0,0,56,257.00 
1204,靜宜大學,社會工作與兒童少年福利學系,2,1,0,0,2,1,0,0,0,0,29,307.80 
1205,靜宜大學,台灣文學系,2,0,0,0,1.25,1.25,0,0,0,0,35,215.10 
1206,靜宜大學,法律學系,2,1,0,1,0,0,1,0,0,0,20,256.10 
1207,靜宜大學,生態人文學系,2,2,0,0,1.5,0,0,0,0,0,9,222.40 
1210,靜宜大學,大眾傳播學系,1.75,2,0,1,0,0,1.75,0,0,0,32,282.18 
1211,靜宜大學,財務與計算數學系計算數學組,2,1.5,0,2,0,0,0,0,0,0,8,205.25 
1212,靜宜大學,財務與計算數學系財務工程組,2,1.5,0,2,0,0,0,0,0,0,6,210.35 
1213,靜宜大學,應用化學系,2,1.5,0,0,0,0,0,0,2,0,18,190.25 
1214,靜宜大學,食品營養學系營養與保健組,2,1,0,0,0,0,0,0,2,2,19,303.00 
1215,靜宜大學,食品營養學系食品生物技術組,2,1,0,0,0,0,0,0,2,2,14,284.30 
1216,靜宜大學,化粧品科學系,2,1,0,0,0,0,0,0,2,0,20,197.70 
1217,靜宜大學,統計資訊學系,1.5,1.5,0,2,0,0,0,0,0,0,6,194.90 
1220,靜宜大學,企業管理學系,2,0,0,0,2,1,2,0,0,0,52,379.40 
1221,靜宜大學,國際企業學系(經營與行銷組),1.5,1.5,0,0,1,0,1,0,0,0,23,232.95 
1222,靜宜大學,國際企業學系(貿易與運籌組),1.5,1.5,0,0,1,1,0,0,0,0,22,231.00 
1223,靜宜大學,會計學系,2,1.5,0,1.5,1,1,0,0,0,0,47,289.70 
1224,靜宜大學,觀光事業學系(甲組),2,0,0,0,1,2,2,0,0,0,16,387.70 
1225,靜宜大學,觀光事業學系(乙組),2,0,0,1,2,2,0,0,0,0,15,352.20 
1226,靜宜大學,觀光事業學系(丙組),2,1,0,0,2,2,0,0,0,0,15,348.20 
1227,靜宜大學,財務金融學系(金融管理組),1.5,1.25,0,1,1.5,0,0,0,0,0,25,221.98 
1230,靜宜大學,財務金融學系(投資管理組),1.5,1,0,1.25,0,1.5,0,0,0,0,25,225.95 
1231,靜宜大學,資訊管理系(應用軟體開發組),2,2,0,1.75,0,0,0,0,0,0,13,214.85 
1232,靜宜大學,資訊管理系(行動雲端商務組),2,0,0,2,1,1,0,0,0,0,15,273.80 
1233,靜宜大學,資訊管理學系(商業智慧組),2,2,0,0,1,1,0,0,0,0,13,265.10 
1234,靜宜大學,資訊工程系(電子系統設計組),2,1.5,0,2,0,0,0,0,0,0,11,218.10 
1235,靜宜大學,資訊工程系(網路雲端運算組),2,1.5,0,2,0,0,0,0,0,0,10,206.35 
1236,靜宜大學,資訊工程系(智慧生活服務組),2,0,0,2,0,0,1.5,0,0,0,10,239.40 
1237,靜宜大學,資傳工程系(網路與多媒體組),2,1,0,2,0,0,0,0,0,0,10,195.60 
1240,靜宜大學,資訊傳播工程系(遊戲設計組),2,1,0,2,0,0,0,0,0,0,12,199.80 
1241,靜宜大學,資訊傳播工程系(動畫設計組),2,0,0,1,0,0,2,0,0,0,10,241.00 
1242,靜宜大學,寰宇管理學士學位學程,1.25,2,0,1,0,0,0,0,0,0,21,137.30 
1243,靜宜大學,寰宇外語教育學士學位學程,1,2,0,0,1,0,0,0,0,0,9,170.60 
1244,大同大學,機械工程學系電子機械組(甲),2,1.75,2,0,0,0,0,0,0,0,17,172.20 
1245,大同大學,機械工程學系電子機械組(乙),2,1.75,0,2,0,0,0,0,0,0,6,233.40 
1246,大同大學,機械工程學系精密機械組(甲),2,1.75,2,0,0,0,0,0,0,0,8,173.25 
1247,大同大學,機械工程學系精密機械組(乙),2,1.75,0,2,0,0,0,0,0,0,4,266.55 
1250,大同大學,電機工程學系電機與系統組,2,1,2,0,0,0,0,0,0,0,26,162.10 
1251,大同大學,電機工程學系電子與通訊組,2,1,2,0,0,0,0,0,0,0,18,155.50 
1252,大同大學,化學工程學系,2,1.75,0,0,0,0,0,0,2,0,17,215.85 
1253,大同大學,工業設計學系(自然一組),2,2,1,0,0,0,0,0,0,0,15,205.20 
1254,大同大學,工業設計學系(自然二組),0,2,1,0,0,0,0,2,0,0,10,177.40 
1255,大同大學,工業設計學系(社會一組),2,2,0,1,0,0,0,0,0,0,17,249.20 
1256,大同大學,工業設計學系(社會二組),0,2,0,0,2,1,0,0,0,0,17,285.60 
1257,大同大學,事業經營學系(甲組),1,2,0,0,1,1,0,0,0,0,34,232.10 
1260,大同大學,事業經營學系(乙組),1,1.5,0,1.5,0,0,0,0,0,0,15,163.35 
1261,大同大學,資訊工程學系(甲組),2,1.5,1,0,0,0,0,0,0,0,29,173.85 
1262,大同大學,資訊工程學系(乙組),2,1.5,0,1,0,0,0,0,0,0,29,195.60 
1263,大同大學,材料工程學系,2,1,0,2,0,0,0,0,0,0,37,191.40 
1264,大同大學,生物工程學系,2,1.75,0,0,0,0,0,0,0,2,24,247.40 
1265,大同大學,資訊經營學系,1.75,2,0,2,0,0,0,0,0,0,27,212.80 
1266,大同大學,媒體設計系互動媒體設計組一,1.75,2,0,2,0,0,0,0,0,0,13,269.10 
1267,大同大學,媒體設計系互動媒體設計組二,0,1,0,0,2,1.5,0,0,0,0,12,277.30 
1270,大同大學,媒體設計系數位遊戲設計組一,1.75,2,0,2,0,0,0,0,0,0,12,276.80 
1271,大同大學,媒體設計系數位遊戲設計組二,0,1,0,0,2,1.5,0,0,0,0,9,286.60 
1272,大同大學,應用外語學系,2,2,0,0,1.75,0,0,0,0,0,27,282.05 
1273,輔仁大學,中國文學系,2,1.25,0,0,2,0,0,0,0,0,50,323.55 
1274,輔仁大學,歷史學系,2,1.75,0,0,2,0,0,0,0,0,77,335.15 
1275,輔仁大學,哲學系,1.5,1.5,0,1,1,1,0,0,0,0,58,318.30 
1301,輔仁大學,應用美術學系,1,1,0,1,1,1,0,0,0,0,31,312.70 
1302,輔仁大學,景觀設計學系(社會組),1,1.5,0,1,2,2,0,0,0,0,18,486.35 
1303,輔仁大學,景觀設計學系(自然組),1,1.5,1,0,0,0,0,0,0,2,15,270.20 
1304,輔仁大學,影像傳播學系,1.5,2,0,1,1,1,0,0,0,0,24,436.40 
1305,輔仁大學,新聞傳播學系,2,2,0,1,1,0,1,0,0,0,34,466.60 
1306,輔仁大學,廣告傳播學系,1.5,1.5,0,1.5,1,1,0,0,0,0,28,443.60 
1307,輔仁大學,圖書資訊學系,2,2,0,2,1,1,0,0,0,0,20,487.50 
1311,輔仁大學,體育學系運動健康管理組,2,2,2,0,0,0,0,0,0,1,26,250.40 
1312,輔仁大學,教育領導與科技發展學位學程,2,2,0,1,1,1,0,0,0,0,13,424.00 
1313,輔仁大學,護理學系,1.5,1.5,1,0,0,0,0,0,0,1.25,43,286.60 
1314,輔仁大學,公共衛生學系,1.5,1.5,1,0,0,0,0,0,1,1.25,25,318.55 
1315,輔仁大學,醫學系,0,1.25,1,0,0,0,0,1,1,1.25,29,473.30 
1316,輔仁大學,臨床心理學系,1.25,1.5,1,0,0,0,0,0,0,1.25,20,311.85 
1317,輔仁大學,職能治療學系,1.25,2,1,0,0,0,0,1,0,2,21,473.50 
1320,輔仁大學,呼吸治療學系,1,1.25,0,0,0,0,0,1,0,1.25,15,291.88 
1321,輔仁大學,數學系資訊數學組,1.25,1.25,2,0,0,0,0,0,0,0,30,162.43 
1322,輔仁大學,數學系應用數學組,1.25,1.25,2,0,0,0,0,0,0,0,29,177.63 
1323,輔仁大學,化學系,0,1.5,1.5,0,0,0,0,0,2,0,16,233.65 
1324,輔仁大學,資訊工程學系,1,1,1,0,0,0,0,1,1,0,43,247.20 
1325,輔仁大學,生命科學系,0,2,0,0,0,0,0,0,1.5,2,45,291.50 
1326,輔仁大學,物理學系物理組,1,1.5,2,0,0,0,0,2,1,0,30,237.00 
1327,輔仁大學,物理學系光電物理組,1,1.5,2,0,0,0,0,2,1,0,29,272.80 
1330,輔仁大學,電機工程系系統與晶片設計組,1,1,1,0,0,0,0,1,0,0,33,187.50 
1331,輔仁大學,電機工程系電腦與通訊工程組,1,1,1,0,0,0,0,1,0,0,34,175.90 
1332,輔仁大學,醫學資訊與創新應用學位學程,1,1,1,0,0,0,0,1,1,0,10,236.80 
1333,輔仁大學,英國語文學系,1,2,0,0,1,0,0,0,0,0,23,292.90 
1334,輔仁大學,法國語文學系,1.5,1.5,0,0,1,1,0,0,0,0,24,341.25 
1335,輔仁大學,西班牙語文學系,1.5,1.5,0,0,1,1,0,0,0,0,21,343.15 
1336,輔仁大學,日本語文學系,1.5,1.5,0,1,1,1,0,0,0,0,39,389.45 
1337,輔仁大學,義大利語文學系,1.5,1.5,0,0,1,1,0,0,0,0,23,330.90 
1340,輔仁大學,德語語文學系,1.5,1.5,0,0,1.25,0,0,0,0,0,17,299.38 
1341,輔仁大學,織品服裝學系織品設計組,2,2,0,1.5,0,0,0,0,0,0,13,310.00 
1342,輔仁大學,織品服裝學系服飾設計組,2,2,0,1.5,0,0,0,0,0,0,29,312.80 
1343,輔仁大學,織品服裝學系織品服飾行銷組,2,2,0,1.5,0,0,0,0,0,0,39,317.20 
1344,輔仁大學,餐旅管理學系,2,2,0,1.5,1,1,0,0,0,0,20,474.70 
1345,輔仁大學,兒童與家庭學系,2,2,0,1,0,0,1,0,0,0,24,339.20 
1346,輔仁大學,食品科學系,1,2,1,0,0,0,0,0,2,2,24,432.00 
1347,輔仁大學,營養科學系,1,2,1,0,0,0,0,0,2,2,14,497.90 
1350,輔仁大學,法律學系,1.5,1.5,0,1,1,0,1,0,0,0,48,423.25 
1351,輔仁大學,財經法律學系,1.5,1.5,0,1,1,0,1,0,0,0,28,432.25 
1352,輔仁大學,企業管理學系,1.5,1.5,0,1.5,1,1,0,0,0,0,56,444.80 
1353,輔仁大學,會計學系,1.5,1.5,0,1.5,1,1,0,0,0,0,53,454.35 
1354,輔仁大學,資訊管理學系,1.5,2,0,2,0,0,0,0,0,0,37,362.85 
1355,輔仁大學,統計資訊學系,1.5,2,0,2,0,0,0,0,0,0,43,356.70 
1356,輔仁大學,金融與國際企業學系,1.5,2,0,1.5,0,0,0,0,0,0,57,350.55 
1357,輔仁大學,社會學系,1.5,1.5,0,1.5,0,0,1,0,0,0,24,345.65 
1360,輔仁大學,社會工作學系,1.5,1.5,0,1,0,0,1,0,0,0,31,298.80 
1361,輔仁大學,經濟學系,1,2,0,2,1,1,0,0,0,0,52,473.00 
1362,輔仁大學,宗教學系,2,2,0,0,1.5,0,0,0,0,0,9,289.95 
1363,輔仁大學,心理學系,1.5,1.5,1,0,0,0,0,0,0,0,20,235.35 
1364,國立臺灣海洋大學,商船學系,1,1.5,1.5,0,0,0,0,1.5,0,0,28,285.35 
1365,國立臺灣海洋大學,航運管理學系,1,2,0,1.5,0,0,0,0,0,0,34,324.60 
1366,國立臺灣海洋大學,運輸科學系A組,1,2,0,2,0,0,0,0,0,0,17,360.70 
1367,國立臺灣海洋大學,運輸科學系B組,1,2,2,0,0,0,0,0,0,0,19,274.20 
1370,國立臺灣海洋大學,輪機工程學系能源應用組,1,1.5,1.5,0,0,0,0,1.5,1,0,22,356.05 
1371,國立臺灣海洋大學,輪機工程學系動力工程組,1,1.5,1.5,0,0,0,0,1.5,1,0,10,378.40 
1372,國立臺灣海洋大學,食品科學系食品科學組,1,2,1,0,0,0,0,0,2,2,11,452.30 
1373,國立臺灣海洋大學,食品科學系生物科技組,1,2,1,0,0,0,0,0,2,2,20,453.70 
1374,國立臺灣海洋大學,水產養殖學系,1,2,1,0,0,0,0,0,1.5,2,21,381.75 
1375,國立臺灣海洋大學,生命科學暨生物科技學系,1,2,1,0,0,0,0,0,1.5,2,19,410.80 
1376,國立臺灣海洋大學,環境生物與漁業科學學系,1,1.5,1.5,0,0,0,0,0,0,1.25,21,258.40 
1377,國立臺灣海洋大學,海洋環境資訊系,1,1.5,1.5,0,0,0,0,1.5,1,0,16,326.80 
1400,國立臺灣海洋大學,機械與機電工程學系,1,1.5,1.5,0,0,0,0,1.5,1,0,41,383.35 
1401,國立臺灣海洋大學,系統工程暨造船學系,1,1.25,1.25,0,0,0,0,1.25,1,0,18,308.78 
1402,國立臺灣海洋大學,河海工程學系,1,1.5,1.5,0,0,0,0,1.5,1,0,26,336.70 
1403,國立臺灣海洋大學,電機工程學系,1,1,1,0,0,0,0,1,1,0,40,307.60 
1404,國立臺灣海洋大學,資訊工程學系,1,1,1,0,0,0,0,1,0,0,40,242.90 
1405,國立臺灣海洋大學,通訊與導航工程學系,1,1.5,1.5,0,0,0,0,1.5,0,0,15,324.30 
1406,國立臺灣海洋大學,海洋觀光管理學士學位學程,1,2,0,1.5,0,0,0,0,0,0,13,302.00 
1407,國立臺灣海洋大學,海洋法政學士學位學程,2,2,0,1,0,0,1,0,0,0,10,414.00 
1410,國立臺灣海洋大學,光電與材料科技學士學位學程,1,1.25,1.5,0,0,0,0,1.5,1,0,12,376.00 
1411,國立臺灣海洋大學,海洋文創設計產業學位學程,1.5,1,0,1,0,0,0,0,0,0,12,223.05 
1412,國立臺灣海洋大學,海洋生物科技學士學位學程,1,1.5,1,0,0,0,0,0,1.5,1.5,4,348.20 
1413,國立臺灣海洋大學,海洋工程科技學士學位學程,1,1.5,1.5,0,0,0,0,1.5,1,0,5,359.55 
1414,國立臺灣海洋大學,海洋經營管理學士學位學程,1,2,0,1.5,0,0,0,0,0,0,6,310.20 
1415,國立高雄師範大學,國文學系,1.5,1.25,0,1,1.25,1,0,0,0,0,39,397.63 
1416,國立高雄師範大學,英語學系,1.25,2,0,1,1,1,0,0,0,0,58,430.48 
1417,國立高雄師範大學,地理學系,1,1.25,0,1,1,1.25,0,0,0,0,25,382.63 
1420,國立高雄師範大學,教育學系,1.5,1.5,0,1.5,1,1,0,0,0,0,21,435.70 
1421,國立高雄師範大學,特殊教育學系,1.25,1.25,0,1,1,1,0,0,0,0,27,356.28 
1422,國立高雄師範大學,事業經營學系,1.5,2,0,1.75,0,0,0,0,0,0,19,371.20 
1430,國立高雄師範大學,數學系數學組,1,1.25,2,0,0,0,0,1.25,0,0,17,297.30 
1431,國立高雄師範大學,數學系應用數學組,1,1.25,2,0,0,0,0,1.25,0,0,22,303.88 
1432,國立高雄師範大學,物理學系,1,1,1.5,0,0,0,0,2,1,0,30,374.20 
1433,國立高雄師範大學,化學系,1,1,1.5,0,0,0,0,1.5,2,0,19,414.05 
1434,國立高雄師範大學,生物科技系,1,1.25,1,0,0,0,0,0,1,2,23,358.60 
1435,國立高雄師範大學,工業科技教育系教育與訓練組,1,1.25,1.25,0,0,0,0,1.25,1,0,7,298.80 
1436,國立高雄師範大學,工業科技教育系能源與冷凍組,1,1.25,1.25,0,0,0,0,1.25,1,0,9,284.88 
1437,國立高雄師範大學,光電與通訊工程學系,1,1,1,0,0,0,0,1,1,0,34,277.90 
1440,國立高雄師範大學,工業設計學系,1,1.5,1,0,0,0,0,1.5,1,0,24,322.75 
1441,國立高雄師範大學,電子工程學系,1,1,1.5,0,0,0,0,1.5,1,0,33,344.10 
1442,國立高雄師範大學,軟體工程與管理學系,1.25,1.5,1.5,0,0,0,0,1,1,0,17,349.48 
1443,國立彰化師範大學,輔導與諮商系學校輔導諮商組,1.75,1.75,0,1.5,1,0,1,0,0,0,27,495.88 
1444,國立彰化師範大學,輔導與諮商系社區輔導諮商組,1.75,1.75,0,1.5,1,0,1,0,0,0,32,481.83 
1445,國立彰化師範大學,特殊教育學系,1.5,1.5,0,1,1,1,0,0,0,0,37,383.25 
1446,國立彰化師範大學,英語學系,1.5,2,0,1,1,1,0,0,0,0,31,449.80 
1447,國立彰化師範大學,國文學系,2,1.5,0,0,1.5,1,0,0,0,0,61,402.25 
1450,國立彰化師範大學,地理學系,1,1.25,0,1,1,1.25,0,0,0,0,30,380.08 
1452,國立彰化師範大學,電子工程學系,1,2,2,0,0,0,0,2,1,0,19,481.20 
1453,國立彰化師範大學,機電工程學系,1,2,2,0,0,0,0,2,1,0,29,467.20 
1454,國立彰化師範大學,電機工程學系,1,2,2,0,0,0,0,2,1,0,30,491.90 
1455,國立彰化師範大學,資訊工程學系,1,1.5,2,0,0,0,0,1.5,0,0,24,364.65 
1456,國立彰化師範大學,生物學系,1,1.75,1,0,0,0,0,0,1.5,2,26,410.68 
1457,國立彰化師範大學,數學系,1,1.25,2,0,0,0,0,1.25,0,0,53,284.93 
1460,國立彰化師範大學,化學系,1,1.25,1,0,0,0,0,1.25,2,0,21,398.68 
1461,國立彰化師範大學,物理學系物理組,1,1,1.5,0,0,0,0,2,1.5,0,25,401.00 
1462,國立彰化師範大學,物理學系光電組,1,1,1.5,0,0,0,0,2,1.5,0,19,408.10 
1463,國立彰化師範大學,企業管理學系,1,2,0,2,0,0,0,0,0,0,28,364.60 
1464,國立彰化師範大學,會計學系,1.5,2,0,2,1,1,0,0,0,0,48,537.10 
1465,國立彰化師範大學,資訊管理學系資訊管理組,1,2,0,2,0,0,0,0,0,0,8,377.00 
1466,國立彰化師範大學,資訊管理學系數位科技管理組,1,2,2,0,0,0,0,0,0,0,12,293.30 
1470,國立彰化師範大學,公務與公民教育系公共事務組,1.25,1.25,0,1,1,0,2,0,0,0,13,468.50 
1471,國立彰化師範大學,公務與公民教育系公民教育組,1.25,1.25,0,1,1,0,2,0,0,0,11,463.50 
1472,國立陽明大學,醫學系(自費),0,1,1,0,0,0,0,1,1,1,47,444.90 
1473,國立陽明大學,醫學系(公費),0,1,1,0,0,0,0,1,1,1,10,425.25 
1474,國立陽明大學,牙醫學系,0,1,1,0,0,0,0,1,1,1,28,428.60 
1475,國立陽明大學,醫學生物技術暨檢驗學系,0,1.25,1,0,0,0,0,1,1.25,1.25,31,437.28 
1476,國立陽明大學,生物醫學影像暨放射科學系,0,1,1.25,0,0,0,0,1.25,1.25,1,24,426.08 
1477,國立陽明大學,物理治療暨輔助科技學系,0,1.25,1,0,0,0,0,1,1,1.25,30,431.20 
1500,國立陽明大學,護理學系,1,1.5,1,0,0,0,0,0,1,1.5,18,426.45 
1501,國立陽明大學,生命科學系暨基因科學研究所,0,1.25,1.25,0,0,0,0,1.25,1,1,11,435.88 
1502,國立陽明大學,生物醫學工程學系,1,1,1,0,0,0,0,1,1,0,19,366.40 
1503,國立陽明大學,學士班大一大二不分系,0,1.25,1.25,0,0,0,0,1.25,1,1,11,449.65 
1504,國立陽明大學,藥學系,0,1,1,0,0,0,0,1,1,1,15,417.90 
1505,中山醫學大學,醫學系,1,0,1,0,0,0,0,1,1,1,52,406.70 
1506,中山醫學大學,牙醫學系,1,1,1,0,0,0,0,0,1,1.25,69,417.58 
1507,中山醫學大學,醫學檢驗暨生物技術學系,1,1.5,0,0,0,0,0,1,1.5,1.75,63,423.15 
1510,中山醫學大學,物理治療學系,1.5,1.5,1,0,0,0,0,1,0,1.5,14,446.45 
1511,中山醫學大學,職能治療學系,1.25,2,1,0,0,0,0,1,0,1.25,29,431.60 
1512,中山醫學大學,語言治療與聽力系語言治療組,1.5,2,0,0,0,0,0,1,0,1.5,26,417.15 
1513,中山醫學大學,語言治療與聽力學系聽力組,1.5,2,0,0,0,0,0,1.5,0,1,27,394.00 
1514,中山醫學大學,生物醫學科學學系,1,1.5,1,0,0,0,0,0,1.5,2,52,374.65 
1515,中山醫學大學,視光學系,1,1.5,1,0,0,0,0,1.5,0,2,20,379.30 
1516,中山醫學大學,醫學影像暨放射科學系,0,1.5,1.5,0,0,0,0,2,1,1,48,405.65 
1517,中山醫學大學,心理學系,1.5,2,1,0,0,0,0,0,0,0,28,266.15 
1520,中山醫學大學,營養學系,1,2,1,0,0,0,0,0,2,2,42,453.40 
1521,中山醫學大學,公共衛生學系,1,1.5,1.5,0,0,0,0,0,1,1,39,291.20 
1522,中山醫學大學,醫療產業科技管理學系,1,1.5,0,1.5,0,1,0,0,0,0,35,302.25 
1523,中山醫學大學,職業安全衛生學系,2,1,1,0,0,0,0,0,1.5,2,36,358.10 
1524,中山醫學大學,醫學應用化學系,1,1,1.5,0,0,0,0,0,2,0,29,288.10 
1525,中山醫學大學,健康餐飲暨產業管理學系,2,1,1,0,0,0,0,0,2,2,39,366.20 
1526,中山醫學大學,醫學資訊學系,1,2,2,0,0,0,0,0,0,0,22,241.60 
1527,中山醫學大學,醫學社會暨社會工作學系,2,2,0,1,1,1,0,0,0,0,64,371.50 
1530,中山醫學大學,應用外國語言學系,1.5,2,0,1,1,1,0,0,0,0,23,369.20 
1531,中山醫學大學,護理學系(男),1.25,1.5,1,0,0,0,0,0,1,1.25,27,293.00 
1532,中山醫學大學,護理學系(女),1.25,1.5,1,0,0,0,0,0,1,1.25,49,310.30 
1533,國立中山大學,中國文學系,2,1,0,0,2,2,0,0,0,0,20,519.50 
1534,國立中山大學,外國語文學系,1.5,2,0,1,1,1,0,0,0,0,13,489.20 
1536,國立中山大學,劇場藝術學系(男),2,2,0,1,1,0,0,0,0,0,8,394.20 
1537,國立中山大學,劇場藝術學系(女),2,2,0,1,1,0,0,0,0,0,10,418.40 
1540,國立中山大學,生物科學系,1,1.25,1,0,0,0,0,0,1.25,1.5,28,372.45 
1541,國立中山大學,化學系,1,1,1,0,0,0,0,1,2,0,22,399.60 
1542,國立中山大學,物理學系,1,1.75,1.5,0,0,0,0,1.5,1,0,17,438.38 
1543,國立中山大學,應用數學系,0,1,2,0,0,0,0,1.5,0,0,16,301.50 
1544,國立中山大學,電機工程學系甲組,1,1,1,0,0,0,0,1,1,0,5,365.90 
1545,國立中山大學,電機工程學系乙組,0,1,2,0,0,0,0,2,1,0,27,440.10 
1546,國立中山大學,機械與機電工程學系,1,1.5,2,0,0,0,0,2,1,0,43,491.45 
1547,國立中山大學,資訊工程學系,0,1,2,0,0,0,0,2,0,0,24,368.90 
1550,國立中山大學,材料與光電科學學系,1,1,1,0,0,0,0,1,1,0,28,333.20 
1551,國立中山大學,光電工程學系,1,1,1.5,0,0,0,0,1.5,1,0,11,399.00 
1552,國立中山大學,企業管理學系,1.75,1.75,0,1.5,0,0,0,0,0,0,32,376.23 
1553,國立中山大學,資訊管理學系(社會組),1.5,2,0,2,0,1,0,0,0,0,10,502.70 
1554,國立中山大學,資訊管理學系(自然組),1.5,2,2,0,0,0,0,0,0,0,11,361.00 
1555,國立中山大學,財務管理學系,1,1.5,0,1.5,0,0,0,0,0,0,18,317.20 
1556,國立中山大學,海洋生物科技暨資源學系,0,1.5,1,0,0,0,0,0,1.5,1.5,17,334.40 
1557,國立中山大學,海洋環境及工程學系,0,1.25,1.5,0,0,0,0,1.5,1,0,20,329.98 
1560,國立中山大學,海洋科學系,1,1.25,1,0,0,0,0,0,1,0,19,255.63 
1561,國立中山大學,政治經濟學系,1,1.5,0,1.5,0,0,1,0,0,0,16,384.15 
1562,國立中山大學,社會學系,0,2,0,1,0,0,2,0,0,0,16,391.00 
1563,長庚大學,醫學系(自費),0,1,1,0,0,0,0,1,1,1,54,434.70 
1564,長庚大學,醫學系(公費),0,1,1,0,0,0,0,1,1,1,6,423.10 
1565,長庚大學,中醫學系,1.25,1.25,1,0,0,0,0,0,1,1.25,11,465.65 
1566,長庚大學,護理學系,1,1.5,1,0,0,0,0,0,1,1.5,63,356.60 
1567,長庚大學,醫學生物技術暨檢驗學系,1,1,1,0,0,0,0,0,1.5,1.5,19,415.30 
1570,長庚大學,醫學影像暨放射科學系,0,1.25,1.25,0,0,0,0,1.25,1,1,10,389.88 
1571,長庚大學,物理治療學系,0,1.25,1,0,0,0,0,1,1,1.25,25,407.50 
1572,長庚大學,職能治療學系,0,1.25,1,0,0,0,0,1,1,1.25,24,394.08 
1573,長庚大學,生物醫學系,0,1.25,1,0,0,0,0,1,1.25,1.25,47,335.03 
1574,長庚大學,呼吸治療學系,0,1.25,1,0,0,0,0,1.25,1,1.25,23,375.05 
1575,長庚大學,電機工程學系系統晶片設計組,1,1.25,1.5,0,0,0,0,1.5,0,0,13,307.18 
1576,長庚大學,電機工程學系通訊組,1,1.25,1.5,0,0,0,0,1.5,0,0,13,293.78 
1577,長庚大學,機械工程學系,1,1.25,1.5,0,0,0,0,1.5,1,0,24,310.53 
1600,長庚大學,化工與材料工程學系,1,1.25,1.25,0,0,0,0,1,1.25,0,24,321.78 
1601,長庚大學,電子工程學系,1,1,1,0,0,0,0,1,1,0,47,240.50 
1602,長庚大學,資訊工程學系,1,1.25,1.5,0,0,0,0,1.25,0,0,20,272.68 
1603,長庚大學,醫務管理學系(社會組),1,1.5,0,1.25,0,0,0,0,0,0,10,257.10 
1604,長庚大學,醫務管理學系(自然組),1,1.5,1.25,0,0,0,0,0,0,0,7,222.30 
1605,長庚大學,工商管理學系(社會組),1,1.25,0,1.25,0,0,0,0,0,0,21,218.88 
1606,長庚大學,工商管理學系(自然組),1,1.25,1.25,0,0,0,0,0,0,0,16,161.35 
1607,長庚大學,工業設計學系(社會組),1,1.5,0,1,0,0,0,0,0,0,18,141.50 
1610,長庚大學,工業設計學系(自然組),1,1.5,1,0,0,0,0,0,0,0,16,138.35 
1611,長庚大學,資訊管理學系(社會組),1.25,1.5,0,1.5,0,0,0,0,0,0,46,243.28 
1612,長庚大學,資訊管理學系(自然組),1.25,1.5,1.5,0,0,0,0,0,0,0,16,210.65 
1613,國立臺中教育大學,教育學系,1.25,1,0,1,1,1,0,0,0,0,24,343.18 
1614,國立臺中教育大學,幼兒教育學系,1.5,1.25,0,1,1,0,1,0,0,0,13,368.48 
1615,國立臺中教育大學,數學教育學系,1,2,2,0,0,0,0,1,1,0,28,307.60 
1616,國立臺中教育大學,區域與社會發展學系,1,1,0,0,2,2,2,0,0,0,28,570.40 
1617,國立臺中教育大學,語文教育學系,2,1.25,0,1,1.25,1,0,0,0,0,18,413.55 
