系組.代碼,校名,系組名,國文,英文,數學甲,數學乙,歷史,地理,公民與社會,物理,化學,生物,錄取人數..含外加.,普通生錄取分數
250,國立成功大學,企業管理學系,1,1,0,1,0,0,0,0,0,0,37,241.1
251,國立成功大學,統計學系,1,1.5,1.5,0,0,0,0,0,0,0,34,300.13
252,國立成功大學,會計學系,1,2,0,2,1,1,0,0,0,0,29,562
253,國立成功大學,醫學系(自費),0,1,1,0,0,0,0,1,1,1,30,441.25
254,國立成功大學,醫學系(公費),0,1,1,0,0,0,0,1,1,1,6,427.1
255,國立成功大學,醫學檢驗生物技術學系,1,1.25,1,0,0,0,0,0,1.25,1.25,24,428.34
256,國立成功大學,護理學系,1,1.5,1,0,0,0,0,0,1,1.5,21,423.05
257,國立成功大學,職能治療學系,1,1,1,0,0,0,0,1,0,1,20,372.9
260,國立成功大學,物理治療學系,1,1.25,1,0,0,0,0,1,0,1,18,399.84
261,國立成功大學,藥學系,1,1,1,0,0,0,0,0,1.25,1,7,434.25
262,國立成功大學,政治學系,1.25,1.25,0,1,1,0,1,0,0,0,34,412.11
263,國立成功大學,經濟學系,1.5,2,0,2,0,0,0,0,0,0,25,451
264,國立成功大學,法律學系,1,1,0,1,1,0,1,0,0,0,43,392.35
265,國立成功大學,心理學系,1,1.5,1.5,0,0,0,0,0,1,1,34,435.35
266,國立成功大學,電機工程學系,1,1,1,0,0,0,0,1,1,0,25,403.15
267,國立成功大學,資訊工程學系,1,1,1,0,0,0,0,1,1,0,57,394.15
270,國立成功大學,建築學系,1.25,1,1.25,0,0,0,0,1.25,1,0,23,441.9
271,國立成功大學,都市計劃學系(自然組),1.5,1.5,1.5,0,0,0,0,1,1,0,11,459.06
272,國立成功大學,都市計劃學系(社會組),1.5,1.5,0,1.5,1,1,0,0,0,0,11,500.73
273,國立成功大學,工業設計學系,1,1.5,1,0,0,0,0,1.5,1,0,29,430.81
274,國立成功大學,生命科學系,0,1.25,1,0,0,0,0,1,1.5,1.5,21,433.28
275,國立成功大學,生物科技與產業科學系,0,1.25,1,0,0,0,0,1,1.5,1.5,17,433.01
276,國立成功大學,全校不分系學士學位學程,1,1,1,0,0,0,0,1,1,0,4,399.25
277,東吳大學,中國文學系,2,1,0,0,1,0,0,0,0,0,82,242.25
300,東吳大學,歷史學系,2,1.5,0,0,2,0,0,0,0,0,20,367.9
301,東吳大學,哲學系,2,2,0,2,1,0,1,0,0,0,21,462.1
302,東吳大學,政治學系,1.5,1.5,0,1,0,0,1.5,0,0,0,32,374.75
303,東吳大學,社會學系,1.5,1.5,0,1,0,0,1.5,0,0,0,54,342.33
304,東吳大學,社會工作學系,1.5,1.5,0,1,0,0,1.5,0,0,0,60,320.93
307,東吳大學,英文學系,1.5,2,0,1,0,0,0,0,0,0,73,285.4
310,東吳大學,日本語文學系,1.5,1.5,0,1,1,1,0,0,0,0,59,399.15
311,東吳大學,德國文化學系,1.5,2,0,1,0,0,0,0,0,0,29,290.3
312,東吳大學,數學系,1.5,1.5,2,0,0,0,0,0,0,0,21,231.2
313,東吳大學,物理學系,0,1,1.5,0,0,0,0,2,0,0,8,197.6
314,東吳大學,化學系,0,1,1.5,0,0,0,0,1.5,2,0,30,225.85
315,東吳大學,微生物學系應用微生物組,1,2,0,0,0,0,0,0,2,1.5,13,338.25
316,東吳大學,微生物學系生物科技組,1,2,0,0,0,0,0,0,1.5,2,13,336.6
317,東吳大學,心理學系,1,2,1.5,0,0,0,0,0,0,0,21,256.5
320,東吳大學,法律學系,1,1,0,1,1,0,1.5,0,0,0,78,414.15
321,東吳大學,經濟學系,1.5,2,0,2,0,0,0,0,0,0,71,373.2
322,東吳大學,會計學系,1.5,2,0,1.5,1,1,0,0,0,0,79,504.8
323,東吳大學,企業管理學系,1,1.5,0,1.5,0,0,0,0,0,0,105,267.7
324,東吳大學,國際經營與貿易學系,1,2,0,1.5,0,0,0,0,0,0,69,325.5
325,東吳大學,財務工程與精算數學系,1,1,0,2,0,0,0,0,0,0,74,284.3
326,東吳大學,資訊管理學系,1,1.5,0,2,0,0,0,0,0,0,33,304.93
327,東吳大學,巨量資料管理學院學位學程,1.5,1.5,0,2,0,0,0,0,0,0,31,354
330,國立政治大學,中國文學系,1.5,1.25,0,1,1,0,0,0,0,0,51,363.53
331,國立政治大學,歷史學系,1,1,0,1,1.5,1,0,0,0,0,27,428.75
332,國立政治大學,哲學系,1.25,1.25,0,1.25,1,0,1,0,0,0,15,440.93
333,國立政治大學,教育學系,1.25,2,0,1,1,0,1,0,0,0,32,480.5
334,國立政治大學,政治學系,1.5,1.5,0,1.25,0,0,1,0,0,0,27,412.85
335,國立政治大學,社會學系,1.5,1.5,0,1.5,0,0,1,0,0,0,22,433.13
336,國立政治大學,財政學系,1,1.5,0,1.5,0,0,0,0,0,0,50,332.58
337,國立政治大學,公共行政學系,1,1.5,0,1.25,0,0,1.25,0,0,0,23,397.65
340,國立政治大學,地政學系土地資源規劃組,1.5,1.5,0,1.5,1,1,0,0,0,0,32,512.63
341,國立政治大學,地政學系土地管理組,1.5,1.5,0,1.5,1,1,0,0,0,0,26,517.05
342,國立政治大學,地政學系土地測量與資訊組,1.25,1.5,2,0,0,0,0,1,1,0,26,459.35
343,國立政治大學,經濟學系,1,1.5,0,2,0,0,0,0,0,0,56,377.25
344,國立政治大學,民族學系,1,1,0,0,0,0,1.25,0,0,0,23,242.2
345,國立政治大學,外交學系,1.5,1.75,0,1.25,1,1,0,0,0,0,27,519.81
346,國立政治大學,國際經營與貿易學系,1.5,2,0,2,0,0,0,0,0,0,40,467.9
347,國立政治大學,金融學系,1,1.5,0,2,0,0,0,0,0,0,36,391.48
350,國立政治大學,會計學系,1.5,2,0,2,1,1,0,0,0,0,64,617.5
351,國立政治大學,統計學系社會組,1.5,1.5,0,2,1,1,0,0,0,0,16,573.83
352,國立政治大學,統計學系自然組,1.5,1.5,2,0,0,0,0,1,1,0,7,518.23
353,國立政治大學,企業管理學系,1,2,0,2,0,0,0,0,0,0,47,423.1
354,國立政治大學,資訊管理學系社會組,1,2,0,2,0,0,0,0,0,0,30,421.2
355,國立政治大學,資訊管理學系自然組,1,2,2,0,0,0,0,0,0,0,30,379.8
356,國立政治大學,財務管理學系,1,2,0,2,0,0,0,0,0,0,24,438
357,國立政治大學,風險管理與保險學系,1,1.5,0,1.5,0,0,0,0,0,0,26,336.43
360,國立政治大學,傳播學院大一大二不分系,1.5,1.5,0,1,1,0,1,0,0,0,80,471.3
361,國立政治大學,英國語文學系,1.5,2,0,1,1,1,0,0,0,0,47,515.8
362,國立政治大學,阿拉伯語文學系,1.5,1.5,0,1,1.25,1,0,0,0,0,26,481.05
363,國立政治大學,斯拉夫語文學系,1.5,1.5,0,1,1,1,0,0,0,0,36,462.43
364,國立政治大學,日本語文學系,1.5,1.5,0,1,1,1,0,0,0,0,18,473.93
365,國立政治大學,韓國語文學系,1.5,1.5,0,1,1,1,0,0,0,0,14,472.15
366,國立政治大學,土耳其語文學系,2,2,0,1,1,1,0,0,0,0,16,538.8
367,國立政治大學,歐洲語文學系法文組,1.5,1.5,0,1,1,1,0,0,0,0,13,473.78
370,國立政治大學,歐洲語文學系德文組,1.5,1.5,0,1,1,1,0,0,0,0,9,476.68
371,國立政治大學,歐洲語文學系西班牙文組,1.5,1.5,0,1,1,1,0,0,0,0,12,475.2
372,國立政治大學,東南亞語言文化學士學位學程,1.5,1.5,0,1,1,1,0,0,0,0,14,466.18
373,國立政治大學,法律學系,1,2,0,1,1,0,1,0,0,0,71,490
374,國立政治大學,應用數學系,1,1,1.5,0,0,0,0,1,1,0,23,386.35
375,國立政治大學,心理學系,1,1.25,1,0,0,0,0,0,0,0,22,249.05
376,國立政治大學,資訊科學系,1,1.5,1.5,0,0,0,0,1,1,0,22,435.55
377,高雄醫學大學,醫學系(自費),0,1,1,0,0,0,0,1,1,1,33,432.25
400,高雄醫學大學,醫學系(公費),0,1,1,0,0,0,0,1,1,1,2,425.7
401,高雄醫學大學,運動醫學系,1,1.5,0,0,0,0,0,1,1.25,1.25,18,345.93
402,高雄醫學大學,呼吸治療學系,1,1,0,0,0,0,0,1,1,1,22,315.05
403,高雄醫學大學,牙醫學系,1,0,1,0,0,0,0,1,1,1,48,416.8
404,高雄醫學大學,口腔衛生學系,1.25,1.5,1,0,0,0,0,0,1,1.5,20,351.55
405,高雄醫學大學,藥學系,1,1,0,0,0,0,0,1,1.25,1.25,39,441.63
406,高雄醫學大學,香粧品學系,1,2,1,0,0,0,0,0,1.5,1.5,23,393.55
407,高雄醫學大學,護理學系,1.25,1.5,1,0,0,0,0,0,1,1.5,32,363.3
410,高雄醫學大學,醫學檢驗生物技術學系,1,1.25,1,0,0,0,0,0,1.25,1.25,28,388.09
411,高雄醫學大學,醫學影像暨放射科學系,0,1,1,0,0,0,0,1.25,1.25,1.25,11,372.2
412,高雄醫學大學,公共衛生學系,1,2,2,0,0,0,0,0,1,1.5,21,402.8
413,高雄醫學大學,心理學系,2,2,1.5,0,0,0,0,0,0,1,25,425.1
414,高雄醫學大學,職能治療學系,1.5,1.5,0,0,0,0,0,1,0,1.5,31,386.18
415,高雄醫學大學,物理治療學系,1,1.5,1.5,0,0,0,0,1,0,1.5,24,457.68
416,高雄醫學大學,醫學社會學與社會工作學系,2,2,1.75,0,0,0,0,0,0,1,36,352.54
417,高雄醫學大學,醫務管理暨醫療資訊學系,1.5,2,2,0,0,0,0,1,0,1,7,417.6
420,高雄醫學大學,醫藥暨應用化學系醫藥化學組,1,1.5,1.5,0,0,0,0,1,1.5,0,22,405.43
421,高雄醫學大學,醫藥暨應用化學系應用化學組,1,1.5,1.5,0,0,0,0,1,1.5,0,18,387.13
422,高雄醫學大學,生物醫學暨環境生物學系,1,1.5,1,0,0,0,0,0,1.25,1.5,15,359
423,高雄醫學大學,生物科技學系,1,1.25,1,0,0,0,0,0,1.25,1.75,23,367.73
424,中原大學,應用數學系,1.25,1.25,2,0,0,0,0,0,0,0,11,218.29
425,中原大學,物理學系物理組,0,1,1.5,0,0,0,0,2,0,0,9,212.7
426,中原大學,物理學系光電與材料科學組,0,1,1.5,0,0,0,0,2,0,0,17,206.55
427,中原大學,化學系化學組,0,1,1.5,0,0,0,0,1.5,2,0,8,322.95
430,中原大學,化學系材料化學組,0,1,1.5,0,0,0,0,1.5,2,0,19,290.15
431,中原大學,心理學系,1.5,2,2,0,0,0,0,0,0,0,38,272.7
432,中原大學,生物科技學系,0,1.75,0,0,0,0,0,0,2,2,28,263.09
433,中原大學,化學工程學系綠能製程組,1,1.5,1.5,0,0,0,0,1.5,1,0,11,313.13
434,中原大學,化學工程學系生化工程組,1,1.5,1.5,0,0,0,0,1.5,1,0,13,342.13
435,中原大學,化學工程學系材料工程組,1,1.5,1.5,0,0,0,0,1.5,1,0,13,361.78
436,中原大學,土木工程學系,2,1,1,0,0,0,0,2,0,0,32,287.25
437,中原大學,機械工程學系,2,1,2,0,0,0,0,2,1,0,16,427.4
440,中原大學,生物醫學工程學系,0,1,2,0,0,0,0,2,2,0,34,301.6
441,中原大學,環境工程學系,2,1.5,1,0,0,0,0,1,2,0,16,336.98
442,中原大學,電機資訊學院學士班,0,1,1,0,0,0,0,1,0,0,13,165.55
443,中原大學,工業與系統工程學系工程組,2,2,2,0,0,0,0,1,0,0,16,313.1
444,中原大學,工業與系統工程學系管理組,2,2,0,1.5,0,0,0,0,0,0,6,310.2
445,中原大學,電子工程學系,1,1,1,0,0,0,0,1,1,0,27,255.05
446,中原大學,資訊工程學系,1,1,1,0,0,0,0,1,0,0,23,234.4
447,中原大學,電機工程學系,0,1,1,0,0,0,0,1,0,0,27,176.25
450,中原大學,商學院不分系,1.75,2,0,2,1,1,0,0,0,0,50,427.4
451,中原大學,企業管理學系服務業管理組,2,2,0,1.75,1,1,0,0,0,0,11,424.3
452,中原大學,企業管理學系高科技業管理組,1.75,2,0,2,1,1,0,0,0,0,7,421.46
453,中原大學,企業管理學系工商管理組,2,2,0,1.75,1,1,0,0,0,0,13,420.25
454,中原大學,國際經營與貿易學系,1.75,2,0,2,0,0,0,0,0,0,31,323.8
455,中原大學,會計學系,1.75,2,0,2,1,1,0,0,0,0,32,461.9
456,中原大學,資訊管理學系,1.75,2,0,2,0,0,0,0,0,0,15,351
457,中原大學,財務金融學系,1.75,2,0,2,1,1,0,0,0,0,44,446.5
460,中原大學,財經法律學系,1.5,1.5,0,1.5,1,0,1,0,0,0,39,405.73
461,中原大學,建築學系,1.75,1.75,2,0,0,0,0,1,1,0,18,458.49
