系組.代碼,校名,系組名,國文,英文,數學甲,數學乙,歷史,地理,公民與社會,物理,化學,生物,錄取人數..含外加.,普通生錄取分數
462,中原大學,室內設計學系,2,1,0,1,2,1.5,0,0,0,0,20,485.25
463,中原大學,商業設計學系,2,2,0,1,1.5,1,0,0,0,0,32,422.85
464,中原大學,景觀學系,1,1.5,0,1,2,2,0,0,0,0,20,442.18
465,中原大學,特殊教育學系,1.5,1.5,0,1.5,1,1,0,0,0,0,20,331.4
466,中原大學,應用外國語文學系,1.5,2,0,0,1,1,0,0,0,0,42,319.1
467,中原大學,應用華語文學系,2,1.75,0,0,1.25,1,0,0,0,0,17,335.83
470,東海大學,中國文學系,2,1.75,0,0,2,0,0,0,0,0,51,296.39
471,東海大學,外國語文學系,1.25,2,0,0,1,0,0,0,0,0,44,193.5
472,東海大學,歷史學系,2,1.75,0,0,2,0,0,0,0,0,36,300.81
473,東海大學,日本語言文化學系,1.5,1.5,0,1,1,1,0,0,0,0,51,330.5
474,東海大學,哲學系,2,1.5,0,1,1,0,1.75,0,0,0,18,358.48
475,東海大學,應用物理學系(A組),1,1,1,0,0,0,0,0,0,0,4,144.75
476,東海大學,應用物理學系(B組),1,1,0,1,0,0,0,0,0,0,3,146.6
477,東海大學,化學系化學組,1,1.5,1.5,0,0,0,0,1,2,0,11,295.73
500,東海大學,化學系化學生物組(A組),1,1.5,1.5,0,0,0,0,1,2,0,6,281.8
501,東海大學,化學系化學生物組(B組),1,1.5,1,0,0,0,0,0,2,1.5,7,317.13
502,東海大學,生命科學系生物醫學組,1.75,2,0,0,0,0,0,0,1,2,18,338.44
503,東海大學,生命科學系生態生物多樣性組,1.75,2,0,0,0,0,0,0,0,2,20,292
504,東海大學,應用數學系(A組),1.75,1.75,2,0,0,0,0,0,0,0,6,249.86
505,東海大學,應用數學系(B組),1.75,1.75,0,2,0,0,0,0,0,0,6,271.11
506,東海大學,化工與材工系(製程及能源組),1,1,2,0,0,0,0,2,2,0,14,312.9
507,東海大學,化工與材工系(材料工程組),1,1,2,0,0,0,0,2,2,0,14,332.7
510,東海大學,化工與材工系(生化工程組),1,1,2,0,0,0,0,0,1,2,13,299.9
511,東海大學,工工與經營系(設計與生產組),2,2,2,0,0,0,0,1,0,0,10,303.4
512,東海大學,工工與經營系(經營與管理組),2,2,0,1.75,0,0,0,0,0,0,12,278.95
513,東海大學,環境科學與工程系(自然A組),2,1.5,1,0,0,0,0,0,2,0,15,264.65
514,東海大學,環境科學與工程系(自然B組),2,1.5,1,0,0,0,0,0,0,2,26,285.53
515,東海大學,資訊工程學系資電工程組,1.5,2,2,0,0,0,0,0,0,0,19,272.7
516,東海大學,資訊工程學系數位創意組,2,2,0,1.5,0,0,0,0,0,0,3,324
517,東海大學,資訊工程學系軟體工程組,1.5,2,2,0,0,0,0,0,0,0,21,276.3
520,東海大學,電機系IC設計與無線通訊組,2,1,1.25,0,0,0,0,0,0,0,12,225.45
521,東海大學,電機系奈米電子與能源技術組,2,1.25,0,1.25,0,0,0,0,0,0,11,248.1
522,東海大學,企管系(行銷與數位經營組),1.5,2,0,2,0,0,0,0,0,0,21,283.2
523,東海大學,企管系(服務創新與經營組),1.5,2,0,1.5,0,0,0,0,0,0,19,243.1
524,東海大學,企管系(創業與組織領導組),1.5,2,0,2,0,0,0,0,0,0,14,281.5
525,東海大學,國際經營與貿易學系,1.5,2,0,1.5,0,0,0,0,0,0,103,250.1
526,東海大學,會計學系,1.75,2,0,2,1,1,0,0,0,0,59,437.4
527,東海大學,財務金融學系,1.75,2,0,2,0,0,0,0,0,0,70,322.4
530,東海大學,統計學系(巨量資料管理組),1,1.5,2,0,0,0,0,0,0,0,9,200.2
531,東海大學,統計學系(決策管理組),1,1.5,0,2,0,0,0,0,0,0,8,242.55
532,東海大學,資管系(物聯網與大數據組),2,2,0,1.75,0,0,0,0,0,0,15,318.35
533,東海大學,資管系(行銷與電子商務組),2,2,0,1.75,0,0,0,0,0,0,17,306.25
534,東海大學,經濟學系一般經濟組,1.5,1.5,0,1.5,1,1,0,0,0,0,59,329.1
535,東海大學,經濟學系產業經濟組,1.5,1.5,0,1.5,1,1,0,0,0,0,23,326.55
536,東海大學,政治學系政治理論組,1.75,2,0,0,0,0,2,0,0,0,26,299.5
537,東海大學,政治學系國際關係組,1.75,2,0,0,0,0,2,0,0,0,23,306.4
540,東海大學,行政管理暨政策學系,2,2,0,0,0,0,1.5,0,0,0,41,297.2
541,東海大學,社會學系,2,1.5,0,1,0,0,1.5,0,0,0,58,297.4
542,東海大學,社會工作學系,2,2,0,0,0,0,1.75,0,0,0,51,291.1
543,東海大學,畜產與生物科技學系(A組),1,1,0,0,0,0,0,0,0,2,9,211.35
544,東海大學,畜產與生物科技學系(B組),1,1,0,0,0,0,0,0,2,0,9,178.2
545,東海大學,畜產與生物科技學系(C組),1,1,0,2,0,0,0,0,0,0,6,231.3
546,東海大學,食品科學系(A組),1,2,1,0,0,0,0,0,2,2,15,360
547,東海大學,食品科學系(B組),1,2,0,1,0,0,0,0,2,2,13,362.7
550,東海大學,餐旅管理學系,2,2,0,1.5,1,1,0,0,0,0,16,380.8
553,東海大學,建築學系,1.5,2,1.75,0,0,0,0,1,1,0,14,482.7
554,東海大學,工業設計學系,2,2,1.75,0,0,0,0,1,0,0,24,349.9
555,東海大學,景觀學系(社會組),2,2,0,1,0,0,0,0,0,0,12,288.2
556,東海大學,景觀學系(自然A組),2,2,1,0,0,0,0,0,0,0,4,278.9
557,東海大學,景觀學系(自然B組),2,2,0,0,0,0,0,0,0,1.5,4,299.55
560,東海大學,法律學系,1.5,1.5,0,1,1,0,1,0,0,0,86,389.7
561,東海大學,國際經管學位學程(英語專班),1,2,0,1.25,0,0,0,0,0,0,10,253.9
562,東海大學,永續科學與工程學士學位學程,0,2,1.5,0,0,0,0,0,1,1,14,151.4
563,國立清華大學,中國文學系甲組(一般組),1.5,1.25,0,1,1,1,0,0,0,0,12,434.68
564,國立清華大學,中國文學系乙組(華語教學組),1.5,1.5,0,1,1,1,0,0,0,0,8,449.85
565,國立清華大學,外國語文學系,1,2,0,1,1,1,0,0,0,0,15,471.8
566,國立清華大學,人文社會學院學士班,1.5,1.5,0,1,1,0,1,0,0,0,30,455.3
567,國立清華大學,教育與學習科技學系(自費),2,2,0,2,1,0,0,0,0,0,18,517.8
570,國立清華大學,教育學習科技系(公費)-臺中,2,2,0,2,1,0,0,0,0,0,1,586.4
571,國立清華大學,幼兒教育學系,1.5,1.5,0,1,1,1,0,0,0,0,9,437.28
572,國立清華大學,特殊教育學系,2,2,0,1.5,0,0,1,0,0,0,18,465.8
573,國立清華大學,教育心理與諮商學系,1.5,2,0,1.5,0,0,0,0,0,0,19,390.8
574,國立清華大學,環境與文化資源學系,1,1.5,0,1,1.5,1.5,0,0,0,0,18,486.1
575,國立清華大學,英語教學系,1.5,2,0,1.5,1,1,0,0,0,0,22,517.3
576,國立清華大學,竹師教育學院學士班,1,2,0,2,0,0,0,0,0,0,7,394.2
577,國立清華大學,經濟學系第1組,1,2,0,2,1,1,0,0,0,0,28,566.6
600,國立清華大學,經濟學系第2組,1,2,0,2,0,0,0,0,0,0,28,418
601,國立清華大學,科技管理學院學士班,1.5,2,1.5,0,0,0,0,1,1,0,10,535.6
602,國立清華大學,計量財務金融學系甲組,1,1.5,1.5,0,0,0,0,0,0,0,12,321.03
603,國立清華大學,計量財務金融學系乙組,1,1.5,0,1.5,0,0,0,0,0,0,12,343.6
604,國立清華大學,數學系數學組,1,1.25,1.5,0,0,0,0,1.5,1,0,6,479.53
605,國立清華大學,數學系應用數學組,1,1.25,1.5,0,0,0,0,1.5,1,0,9,493.4
606,國立清華大學,物理學系物理組(甲組一般組),1,1,1,0,0,0,0,1,1,0,7,396.05
607,國立清華大學,物理學系物理組(天文物理組),1,1,1,0,0,0,0,1,1,0,2,401.3
610,國立清華大學,物理學系光電物理組,1,1,1,0,0,0,0,1,1,0,8,391.1
611,國立清華大學,化學系,1,1,1,0,0,0,0,1,1,0,29,385.7
612,國立清華大學,理學院學士班,1,1,1,0,0,0,0,1,1,0,7,393.8
613,國立清華大學,生醫工程與環境科學系,1,1,1,0,0,0,0,1,1,0,13,377.67
614,國立清華大學,工程與系統科學系甲組,1,1,1,0,0,0,0,1,1,0,7,389.95
615,國立清華大學,工程與系統科學系乙組,1,1,1,0,0,0,0,1,1,0,7,389.73
616,國立清華大學,原子科學院學士班,1,1,1,0,0,0,0,1,1,0,4,386.55
617,國立清華大學,化學工程學系,1,1,1,0,0,0,0,1,1,0,31,393.15
620,國立清華大學,動力機械工程學系甲組,1,1,1,0,0,0,0,1,1,0,3,407.1
621,國立清華大學,動力機械工程學系乙組,1,1,1,0,0,0,0,1,1,0,6,401.65
622,國立清華大學,材料科學工程學系甲組,1,1,1,0,0,0,0,1,1,0,3,410.95
623,國立清華大學,材料科學工程學系乙組,1,1,1,0,0,0,0,1,1,0,11,402.35
624,國立清華大學,工業工程與工程管理學系,1,1.5,1.5,0,0,0,0,1,1,0,14,458.2
625,國立清華大學,工學院學士班,1,1,1,0,0,0,0,1,1,0,5,402.9
626,國立清華大學,電機工程學系甲組,1,1,1,0,0,0,0,1,1,0,5,426.75
627,國立清華大學,電機工程學系乙組,1,1.5,1.5,0,0,0,0,1.5,1,0,31,536.88
630,國立清華大學,資訊工程學系(電子資訊組),1,1,1,0,0,0,0,1,1,0,5,416.95
631,國立清華大學,資訊工程學系(資訊工程組),1,1,1,0,0,0,0,1,1,0,31,403.5
632,國立清華大學,電機資訊學院學士班,1,1,1,0,0,0,0,1,1,0,3,421.9
633,國立清華大學,生命科學系,0,1.25,1,0,0,0,0,1,1.25,1.25,27,409.65
634,國立清華大學,醫學科學系,0,1.5,1,0,0,0,0,1,1.5,1.5,19,484.28
635,國立清華大學,生命科學院學士班,0,1,1,0,0,0,0,1,1,1,6,368.45
636,國立清華大學,藝術與設計學系設計組,1.5,1,0,0,1.5,0,0,0,0,0,13,299.3
637,國立清華大學,藝術與設計學系創作組,1.5,1,0,0,1.5,0,0,0,0,0,25,291.25
640,中國醫藥大學,牙醫學系,0,1,1,0,0,0,0,1,1,1,26,426.1
641,中國醫藥大學,醫學系,0,1,1,0,0,0,0,1,1,1,22,431.75
642,中國醫藥大學,中醫學系甲組,1,1,1.5,0,0,0,0,0,1,1,11,463.27
643,中國醫藥大學,中醫學系乙組,1,1,1.5,0,0,0,0,0,1,1,11,458.5
644,中國醫藥大學,藥學系,1,1,1,0,0,0,0,0,1,1,50,399.35
645,中國醫藥大學,公共衛生學院大一不分系,2,2,2,0,0,0,0,0,1,1,19,459.4
646,中國醫藥大學,護理學系,1,2,1,0,0,0,0,0,1,1.5,22,377.95
647,中國醫藥大學,醫學檢驗生物技術學系,1,1,1,0,0,0,0,0,1.5,1.75,8,443.98
650,中國醫藥大學,營養學系,1,2,1,0,0,0,0,0,2,2,9,523.7
651,中國醫藥大學,物理治療學系,1,1.5,1,0,0,0,0,1,0,1.25,11,415.7
652,中國醫藥大學,生物科技學系,1,1.25,1,0,0,0,0,0,1.25,1.5,16,368.95
653,中國醫藥大學,運動醫學系,0,2,1,0,0,0,0,1.25,1,1.5,8,389.13
654,中國醫藥大學,中國藥學暨中藥資源學系,1,1.5,1,0,0,0,0,0,1.5,1.5,16,444.23
655,中國醫藥大學,藥用化妝品學系,1,1.5,1,0,0,0,0,0,1.5,1.5,26,392.8
656,中國醫藥大學,生物醫學影像暨放射科學學系,0,1.25,1.5,0,0,0,0,1.25,1,1,7,409.03
657,國立交通大學,電機資訊學士班,1,1.5,2,0,0,0,0,2,1,0,5,640.75
660,國立交通大學,奈米科學及工程學士學位學程,1,1,1,0,0,0,0,1,1,0,4,396.55
661,國立交通大學,電子工程學系甲組,1,1,1,0,0,0,0,1,1,0,5,422.75
662,國立交通大學,電子工程學系乙組,0,1.5,2,0,0,0,0,2,1,0,8,553.1
663,國立交通大學,電機工程學系甲組,1,1,1,0,0,0,0,1,1,0,4,425.05
664,國立交通大學,電機工程學系乙組,1,1,1,0,0,0,0,1,1,0,11,417.65
665,國立交通大學,光電工程學系,1,1.5,1.5,0,0,0,0,1.5,1,0,15,515.95
666,國立交通大學,資訊工程學系資電工程組,1,1,1,0,0,0,0,1,1,0,17,409.9
667,國立交通大學,資訊工程學系資訊工程組,1,1,1,0,0,0,0,1,1,0,21,407.85
670,國立交通大學,資訊工程學系網路多媒體組,1,1,1,0,0,0,0,1,1,0,13,403.7
671,國立交通大學,材料科學與工程學系,1,1,1,0,0,0,0,1,1,0,30,393.2
672,國立交通大學,機械工程學系,1,1,1,0,0,0,0,1,1,0,34,386.95
673,國立交通大學,土木工程學系,1,1,1,0,0,0,0,1,1,0,46,365.75
674,國立交通大學,理學院科學學士學位學程甲組,1,1,1,0,0,0,0,1,1,0,5,388.65
675,國立交通大學,電子物理學系光電奈米科學組,1,1,1,0,0,0,0,1,1,0,5,398.15
676,國立交通大學,電子物理學系電子物理組,1,1,1,0,0,0,0,1,1,0,15,392.45
677,國立交通大學,應用化學系,1,1,1,0,0,0,0,1,1,0,27,378.45
700,國立交通大學,應用數學系,1,1,1.5,0,0,0,0,1,1,0,23,417.4
701,國立交通大學,生物科技學系,0,1.25,1,0,0,0,0,1,1.5,1.5,21,439.49
702,國立交通大學,資管與財金學系資訊管理組,1,2,2,0,0,0,0,0,0,0,4,415.7
703,國立交通大學,資管與財金學系財務金融組,1,2,0,2,0,0,0,0,0,0,2,443.8
704,國立交通大學,管理科學系,1,2,0,2,0,0,0,0,0,0,24,415.7
705,國立交通大學,運輸與物流管理學系,1,1.5,1.5,0,0,0,0,1,0,0,15,374.38
706,國立交通大學,工業工程與管理學系,1,1.5,1.5,0,0,0,0,1,1,0,30,445.23
707,國立交通大學,外國語文學系,1.5,2,0,1,1,1,0,0,0,0,15,503.5
710,國立交通大學,傳播與科技學系,1.5,1.5,0,1,1,1,0,0,0,0,16,465.6
711,國立交通大學,人文社會學系,1,1,0,1,1,0,1,0,0,0,25,372.65
712,淡江大學,中國文學學系,2,1,0,0,1.5,0,0,0,0,0,50,254.35
713,淡江大學,歷史學系,1.5,1,0,0,1.5,0,0,0,0,0,58,215.35
714,淡江大學,資訊與圖書館學系,2,2,0,1.5,1,0,0,0,0,0,65,300.7
715,淡江大學,大眾傳播學系,1.5,1.5,0,0,1,1,1,0,0,0,30,372.7
716,淡江大學,資訊傳播學系,1.5,1.5,0,1.5,1,1,0,0,0,0,40,363.88
717,淡江大學,教育科技學系,2,2,0,1.5,0,0,0,0,0,0,52,254.5
720,淡江大學,英文學系,1,2,0,0,1,0,0,0,0,0,73,240.2
721,淡江大學,法國語文學系,2,2,0,0,1,1,0,0,0,0,75,349.6
722,淡江大學,德國語文學系,1.5,2,0,0,1,1,0,0,0,0,33,339.3
723,淡江大學,西班牙語文學系,1,2,0,0,1,1,0,0,0,0,55,299.3
724,淡江大學,日本語文學系,1.5,1.5,0,0,1,0,0,0,0,0,70,237.15
725,淡江大學,俄國語文學系,2,2,0,0,1,0,0,0,0,0,37,280.8
726,淡江大學,商管學院全球財管學位學程,1,2,0,2,0,0,0,0,0,0,21,331.4
727,淡江大學,財務金融學系,1,1.5,0,2,0,0,0,0,0,0,55,293.9
730,淡江大學,產業經濟學系,1,1.5,0,2,0,0,0,0,0,0,45,252.63
731,淡江大學,國際企業學系經貿管理組,1,1.5,0,2,0,0,0,0,0,0,32,288.2
732,淡江大學,國際企業系國際商學全英語組,1,2,0,2,0,0,0,0,0,0,13,330
733,淡江大學,風險管理與保險學系,1,1.5,0,2,0,0,0,0,0,0,47,231.13
734,淡江大學,經濟學系,1,1.5,0,2,0,0,0,0,0,0,85,268.95
735,淡江大學,會計學系,1,1.5,0,2,0,0,0,0,0,0,57,285.68
736,淡江大學,企業管理學系,1,1.5,0,2,0,0,0,0,0,0,73,270.98
737,淡江大學,統計學系,1,1.5,0,2,0,0,0,0,0,0,75,240.28
740,淡江大學,資訊管理學系,1,1.5,0,2,0,0,0,0,0,0,90,255.28
741,淡江大學,運輸管理學系,1,1.5,0,2,0,0,0,0,0,0,39,235.28
742,淡江大學,公共行政學系,1.5,2,0,0,1,0,1,0,0,0,52,304.4
743,淡江大學,管理科學學系(事業經營組),1,1.5,0,2,0,0,0,0,0,0,29,236.93
744,淡江大學,管理科學學系(行銷與流通組),1,1.5,0,2,0,0,0,0,0,0,30,238.5
745,淡江大學,外交與國際關係學系學士班,1.5,2,0,0,1.5,0,0,0,0,0,3,364.1
746,淡江大學,理學院尖端材料科學學位學程,1,1,2,0,0,0,0,1.5,1.5,0,20,255.9
747,淡江大學,數學學系數學組,1.5,1,2,0,0,0,0,1.5,0,0,35,230.5
750,淡江大學,數學系資料科學與數理統計組,1.5,1,2,0,0,0,0,1.5,0,0,18,234.3
751,淡江大學,化學學系化學與生物化學組,1,1,2,0,0,0,0,2,2,0,27,303.05
752,淡江大學,化學學系材料化學組,1,1,2,0,0,0,0,2,2,0,30,313.8
753,淡江大學,物理學系光電物理組,1,0,0,0,0,0,0,2,1.5,0,28,186
754,淡江大學,物理學系應用物理組,1,0,0,0,0,0,0,2,1.5,0,25,181.6
755,淡江大學,建築學系,1.5,2,1.5,0,0,0,0,1,1,0,30,380.4
756,淡江大學,土木工程學系,2,0,1,0,0,0,0,1.5,0,0,54,199.2
757,淡江大學,資訊工程學系,2,1,1.5,0,0,0,0,1,0,0,41,298.4
760,淡江大學,機械與機電工程學系光機電組,1.5,1,2,0,0,0,0,2,1,0,33,328.4
761,淡江大學,機械與機電工程系精密機械組,1.5,1,2,0,0,0,0,2,1,0,34,314.05
762,淡江大學,電機工程學系電機資訊組,1.5,1,2,0,0,0,0,2,1,0,22,398.1
763,淡江大學,電機工程學系電機通訊組,1.5,1,2,0,0,0,0,2,1,0,11,390.75
764,淡江大學,電機工程學系電機與系統組,1.5,1,2,0,0,0,0,2,1,0,14,417.9
765,淡江大學,化學工程與材料工程學系,2,1,1.5,0,0,0,0,1,2,0,54,310.15
766,淡江大學,航空太空工程學系,1,2,2,0,0,0,0,2,1,0,31,351.7
767,淡江大學,水資源及環工系水資源工程組,2,0,1.5,0,0,0,0,1,0,0,20,196.4
770,淡江大學,水資源及環工學系環境工程組,2,0,1.5,0,0,0,0,0,1,0,11,199.6
771,淡江大學,資訊創新與科技系軟體工程組,1,2,2,0,0,0,0,0,0,0,27,182.7
772,淡江大學,資訊創新與科技系應用資訊組,1,2,0,2,0,0,0,0,0,0,41,193.7
773,淡江大學,國際觀光管理系(海外實習組),1,2,0,0,0,1,0,0,0,0,34,182.7
774,淡江大學,國際觀光管理系(產業實習組),1,2,0,0,0,1,0,0,0,0,19,181.2
775,淡江大學,英美語言文化學系全英語班,1,2,0,0,1,0,0,0,0,0,35,184.1
776,淡江大學,全球政治經濟學系全英語班,1,2,0,0,1,0,0,0,0,0,23,196.2
777,逢甲大學,機械與電腦輔助工程學系,2,0,1.5,0,0,0,0,1.5,0,0,51,227.5
1000,逢甲大學,纖維與複合材料學系,2,1,2,0,0,0,0,1,2,0,29,306.2
1001,逢甲大學,工業工程與系統管理學系A組,2,2,1,0,0,0,0,0,0,0,13,224.2
1002,逢甲大學,工業工程與系統管理學系B組,2,2,0,1,0,0,0,0,0,0,16,240.8
1003,逢甲大學,化學工程學系,2,1,2,0,0,0,0,1,2,0,31,350.15
1004,逢甲大學,航太與系統工程學系,2,1,2,0,0,0,0,2,1,0,15,402.7
1005,逢甲大學,精密系統設計學士學位學程,2,0,1.5,0,0,0,0,2,0,0,9,245
1006,逢甲大學,會計學系,2,2,0,2,1,1,0,0,0,0,60,426.5
1007,逢甲大學,國際經營與貿易學系,1.25,2,0,1.5,0,0,0,0,0,0,48,246.3
1010,逢甲大學,國際經營與貿易系國企管理班,1,2,0,1.25,0,0,0,0,0,0,7,254.4
1011,逢甲大學,財稅學系,1.5,1.5,0,1.5,1,1,0,0,0,0,21,349.8
1012,逢甲大學,合作經濟暨社會事業經營學系,1.5,2,0,2,1,1,0,0,0,0,11,370.5
1013,逢甲大學,統計學系商業大數據組,1.5,1.75,0,2,0,0,0,0,0,0,11,260.05
1014,逢甲大學,統計系數據分析與市場決策組,1.5,1.75,0,2,0,0,0,0,0,0,19,258.66
1015,逢甲大學,經濟學系,1.5,2,0,2,1,1,0,0,0,0,45,371.2
1016,逢甲大學,企業管理學系,2,2,0,1.75,1,1,0,0,0,0,66,392.05
1017,逢甲大學,行銷學系,2,2,0,1.75,0,0,0,0,0,0,14,328.05
1020,逢甲大學,應用數學系A組,1.75,1.75,2,0,0,0,0,0,0,0,8,264.9
1021,逢甲大學,應用數學系B組,1.75,1.75,0,2,0,0,0,0,0,0,12,267.83
1022,逢甲大學,材料科學與工程學系,1,1,1,0,0,0,0,1,1,0,40,206
1023,逢甲大學,環境工程與科學學系,2,0,1.75,0,0,0,0,0,2,0,25,247.7
1024,逢甲大學,光電科學與工程學系A組,2,1.5,1.5,0,0,0,0,0,0,0,15,238.9
1025,逢甲大學,光電科學與工程學系B組,2,1.5,0,1.5,0,0,0,0,0,0,8,257.8
1026,逢甲大學,中國文學系,2,1,0,0,1.25,0,0,0,0,0,19,224.48
1027,逢甲大學,外國語文學系,1.5,2,0,0,1.25,0,0,0,0,0,58,250.23
1030,逢甲大學,資訊工程學系甲組,2,1,1.5,0,0,0,0,1.75,0,0,16,349.15
1031,逢甲大學,資訊工程學系乙組,2,1.5,0,1.5,0,0,0,0,0,0,15,309.15
1032,逢甲大學,電子工程學系甲組,1,1,1,0,0,0,0,1.5,0,0,18,231.05
1033,逢甲大學,電子工程學系乙組,1,1,0,1.75,0,0,0,0,0,0,13,220.3
1034,逢甲大學,電機工程學系甲組,2,1,1.5,0,0,0,0,1.5,0,0,11,345.65
1035,逢甲大學,電機工程學系乙組,1.5,1.25,0,1.5,0,0,0,0,0,0,10,261.58
1036,逢甲大學,自動控制工程學系,2,1,1,0,0,0,0,1,0,0,19,233.35
1037,逢甲大學,資訊電機學院不分系甲組,1.5,1,1,0,0,0,0,1.5,0,0,8,268.1
1040,逢甲大學,資訊電機學院不分系乙組,1.5,1.25,0,2,0,0,0,0,0,0,9,285.76
1041,逢甲大學,通訊工程學系甲組,1,1,1,0,0,0,0,1,0,0,10,194.65
1042,逢甲大學,通訊工程學系乙組,1,1,0,1.5,0,0,0,0,0,0,8,194.1
1043,逢甲大學,土木工程學系,2,0,1.5,0,0,0,0,2,0,0,23,252.8
1044,逢甲大學,水利工程與資源保育學系A組,2,2,1,0,0,0,0,0,0,0,5,239
1045,逢甲大學,水利工程與資源保育學系B組,2,2,0,1,0,0,0,0,0,0,4,255.1
1046,逢甲大學,都計與空間資訊系都市計畫組,2,1,0,1,1,2,0,0,0,0,7,422
1047,逢甲大學,都計與空間資訊系空間資訊組,2,1,0,1,1,2,0,0,0,0,16,382.7
1050,逢甲大學,運輸與物流學系,2,2,0,1.75,0,0,0,0,0,0,13,285.7
1051,逢甲大學,土地管理學系,1.5,1,0,1,1,1.5,0,0,0,0,13,329.25
1052,逢甲大學,財務金融學系,1,1.5,0,1.5,0,0,0,0,0,0,45,219.05
1053,逢甲大學,風險管理與保險學系,1,1.5,0,1,0,0,0,0,0,0,27,162.5
1054,逢甲大學,財務工程與精算學士學位學程,1,1,0,1.5,0,0,0,0,0,0,21,182.6
1055,逢甲大學,建築專業學院學士班,2,2,1.75,0,0,0,0,1,0,0,25,337.2
1056,國立中央大學,中國文學系,2,1.5,0,0,1.5,1,0,0,0,0,28,441.73
1057,國立中央大學,英美語文學系,1.5,2,0,0,1.25,1,0,0,0,0,35,437.35
1060,國立中央大學,法國語文學系,1.5,2,0,0,1.25,1,1,0,0,0,27,508
1061,國立中央大學,數學系,1,1.25,1.5,0,0,0,0,1.25,1,0,24,414.06
1062,國立中央大學,物理學系,1,1,1.5,0,0,0,0,1.5,1,0,24,428.4
1063,國立中央大學,化學學系,1,1,1,0,0,0,0,1,1,0,21,351.9
1064,國立中央大學,光電科學與工程學系,1,2,2,0,0,0,0,2,1,0,13,586.1
1065,國立中央大學,理學院學士班,1,1,1.5,0,0,0,0,1.25,1.25,0,8,427.93
1066,國立中央大學,土木工程學系,1,1.5,2,0,0,0,0,2,1,0,44,508.3
1067,國立中央大學,機械工程學系光機電工程組,1,1.5,2,0,0,0,0,2,1,0,12,545.38
1070,國立中央大學,機械工程系材料與精密製造組,1,1.5,2,0,0,0,0,2,1,0,17,535.68
1071,國立中央大學,機械工程學系設計與分析組,1,1.5,2,0,0,0,0,2,1,0,17,529.95
1072,國立中央大學,化學工程與材料工程學系,1,1,1,0,0,0,0,1,1,0,28,361.55
1073,國立中央大學,工學院學士班,1,1,2,0,0,0,0,2,2,0,6,583.3
1074,國立中央大學,企業管理學系,1.5,2,0,2,0,0,0,0,0,0,55,429.14
1075,國立中央大學,資訊管理學系,1.5,2,2,0,0,0,0,0,0,0,49,400.1
1076,國立中央大學,經濟學系,1.25,2,0,2,0,0,0,0,0,0,21,424.5
1077,國立中央大學,財務金融學系,1,1.5,0,1.5,0,0,0,0,0,0,16,328.85
1100,國立中央大學,電機工程學系,1,1,1,0,0,0,0,1,1,0,23,379.78
1101,國立中央大學,資訊工程學系,1,1,1,0,0,0,0,1,0,0,15,307.6
1102,國立中央大學,通訊工程學系,1,1,1,0,0,0,0,1,0,0,12,292.4
1103,國立中央大學,資訊電機學院學士班,1,1,1,0,0,0,0,1,1,0,8,375.6
1104,國立中央大學,大氣科學學系大氣組,1,1,2,0,0,0,0,2,1,0,14,484.7
1105,國立中央大學,大氣科學學系太空組,1,1,2,0,0,0,0,2,1,0,11,485.7
1106,國立中央大學,地球科學學系,1,1.5,2,0,0,0,0,2,1,0,16,502.75
1107,國立中央大學,客家語文暨社會科學學系,1.5,1,0,1,1,0,1.5,0,0,0,5,437.15
1110,國立中央大學,生命科學系,1,1,1,0,0,0,0,0,1.25,1.5,30,375.58
1111,國立中央大學,生醫科學與工程學系,0,1,0,0,0,0,0,1.25,1.25,0,5,268.25
1112,中國文化大學,哲學系,2,1.5,0,0,2,0,0,0,0,0,35,221.2
1113,中國文化大學,中國文學系中國文學組,2,2,0,0,2,1,0,0,0,0,87,279.9
1114,中國文化大學,中國文學系文藝創作組,2,2,0,0,2,1,0,0,0,0,50,286
1115,中國文化大學,史學系,2,2,0,0,2,1,1,0,0,0,39,359.8
1116,中國文化大學,日本語文學系,2,1.5,0,0,2,1,0,0,0,0,82,314.65
1117,中國文化大學,韓國語文學系,2,2,0,0,1,1,0,0,0,0,29,305.1
1120,中國文化大學,俄國語文學系,2,2,0,0,1,1,0,0,0,0,38,253.5
1121,中國文化大學,英國語文學系,1.25,2,0,0,1.5,0,0,0,0,0,73,192.2
1122,中國文化大學,法國語文學系,2,2,0,0,1,1,0,0,0,0,41,271.9
1123,中國文化大學,德國語文學系,2,2,0,1,1,1,0,0,0,0,47,282.1
1124,中國文化大學,應用數學系,2,1.5,2,0,0,0,0,0,0,0,41,177.4
1125,中國文化大學,光電物理學系,1,1,1.5,0,0,0,0,2,1,0,25,197.2
1126,中國文化大學,化學系,1.5,1,1.5,0,0,0,0,1,2,0,29,213.9
1127,中國文化大學,地理學系A組,1,2,1,0,0,0,0,1,1,0,14,156.5
1130,中國文化大學,地理學系B組,1,2,0,1,1,2,0,0,0,0,15,338.2
1131,中國文化大學,大氣科學系,1,1.5,2,0,0,0,0,1.5,1,0,27,200.45
1132,中國文化大學,地質學系,1,1.5,1,0,0,0,0,1.75,2,0,29,183.73
1133,中國文化大學,生命科學系,1,1.5,1,0,0,0,0,0,1.5,2,31,235.3
1134,中國文化大學,法律學系法學組,1.5,1.5,0,0,1,1,1,0,0,0,113,303.73
