組別,科目名稱                                                                                            ,分數區間均數,人數,百分比,累計人數,累計百分比
01,英文、化學、生物                                                                                            ,70.5,88,0.62,13189     ,92.42
01,英文、化學、生物                                                                                            ,67.5,76,0.53,13265     ,92.95
01,英文、化學、生物                                                                                            ,64.5,83,0.58,13348     ,93.53
01,英文、化學、生物                                                                                            ,61.5,75,0.53,13423     ,94.06
01,英文、化學、生物                                                                                            ,58.5,59,0.41,13482     ,94.47
01,英文、化學、生物                                                                                            ,55.5,47,0.33,13529     ,94.80
01,英文、化學、生物                                                                                            ,52.5,57,0.4,13586     ,95.20
01,英文、化學、生物                                                                                            ,49.5,33,0.23,13619     ,95.43
01,英文、化學、生物                                                                                            ,46.5,19,0.13,13638     ,95.56
01,英文、化學、生物                                                                                            ,43.5,13,0.09,13651     ,95.66
01,英文、化學、生物                                                                                            ,40.5,16,0.11,13667     ,95.77
01,英文、化學、生物                                                                                            ,37.5,8,0.06,13675     ,95.82
01,英文、化學、生物                                                                                            ,34.5,8,0.06,13683     ,95.88
01,英文、化學、生物                                                                                            ,31.5,6,0.04,13689     ,95.92
01,英文、化學、生物                                                                                            ,28.5,3,0.02,13692     ,95.94
01,英文、化學、生物                                                                                            ,25.5,7,0.05,13699     ,95.99
01,英文、化學、生物                                                                                            ,22.5,6,0.04,13705     ,96.03
01,英文、化學、生物                                                                                            ,19.5,3,0.02,13708     ,96.05
01,英文、化學、生物                                                                                            ,16.5,9,0.06,13717     ,96.12
01,英文、化學、生物                                                                                            ,13.5,3,0.02,13720     ,96.14
01,英文、化學、生物                                                                                            ,10.5,2,0.01,13722     ,96.15
01,英文、化學、生物                                                                                            ,7.5,0,0,13722     ,96.15
01,英文、化學、生物                                                                                            ,4.5,0,0,13722     ,96.15
01,英文、化學、生物                                                                                            ,1.5,549,3.85,14271     ,100.0
02,英文、物理、化學                                                                                            ,298.5,0,0,0         ,0.0
02,英文、物理、化學                                                                                            ,295.5,0,0,0         ,0.0
02,英文、物理、化學                                                                                            ,292.5,1,0.01,1         ,0.01
02,英文、物理、化學                                                                                            ,289.5,1,0.01,2         ,0.01
02,英文、物理、化學                                                                                            ,286.5,1,0.01,3         ,0.02
02,英文、物理、化學                                                                                            ,283.5,10,0.05,13        ,0.07
02,英文、物理、化學                                                                                            ,280.5,27,0.14,40        ,0.20
02,英文、物理、化學                                                                                            ,277.5,38,0.19,78        ,0.40
02,英文、物理、化學                                                                                            ,274.5,56,0.29,134       ,0.68
02,英文、物理、化學                                                                                            ,271.5,79,0.4,213       ,1.08
02,英文、物理、化學                                                                                            ,268.5,122,0.62,335       ,1.71
02,英文、物理、化學                                                                                            ,265.5,142,0.72,477       ,2.43
02,英文、物理、化學                                                                                            ,262.5,148,0.75,625       ,3.18
02,英文、物理、化學                                                                                            ,259.5,203,1.03,828       ,4.22
02,英文、物理、化學                                                                                            ,256.5,231,1.18,1059      ,5.39
02,英文、物理、化學                                                                                            ,253.5,240,1.22,1299      ,6.62
02,英文、物理、化學                                                                                            ,250.5,280,1.43,1579      ,8.04
02,英文、物理、化學                                                                                            ,247.5,287,1.46,1866      ,9.50
02,英文、物理、化學                                                                                            ,244.5,294,1.5,2160      ,11.0
02,英文、物理、化學                                                                                            ,241.5,307,1.56,2467      ,12.56
02,英文、物理、化學                                                                                            ,238.5,325,1.66,2792      ,14.22
02,英文、物理、化學                                                                                            ,235.5,316,1.61,3108      ,15.83
02,英文、物理、化學                                                                                            ,232.5,309,1.57,3417      ,17.40
02,英文、物理、化學                                                                                            ,229.5,287,1.46,3704      ,18.86
02,英文、物理、化學                                                                                            ,226.5,342,1.74,4046      ,20.61
02,英文、物理、化學                                                                                            ,223.5,275,1.4,4321      ,22.01
02,英文、物理、化學                                                                                            ,220.5,301,1.53,4622      ,23.54
02,英文、物理、化學                                                                                            ,217.5,327,1.67,4949      ,25.20
02,英文、物理、化學                                                                                            ,214.5,341,1.74,5290      ,26.94
02,英文、物理、化學                                                                                            ,211.5,295,1.5,5585      ,28.44
02,英文、物理、化學                                                                                            ,208.5,308,1.57,5893      ,30.01
02,英文、物理、化學                                                                                            ,205.5,294,1.5,6187      ,31.51
02,英文、物理、化學                                                                                            ,202.5,313,1.59,6500      ,33.10
02,英文、物理、化學                                                                                            ,199.5,319,1.62,6819      ,34.73
02,英文、物理、化學                                                                                            ,196.5,298,1.52,7117      ,36.25
02,英文、物理、化學                                                                                            ,193.5,320,1.63,7437      ,37.88
02,英文、物理、化學                                                                                            ,190.5,304,1.55,7741      ,39.42
02,英文、物理、化學                                                                                            ,187.5,322,1.64,8063      ,41.06
02,英文、物理、化學                                                                                            ,184.5,317,1.61,8380      ,42.68
02,英文、物理、化學                                                                                            ,181.5,304,1.55,8684      ,44.23
02,英文、物理、化學                                                                                            ,178.5,298,1.52,8982      ,45.74
02,英文、物理、化學                                                                                            ,175.5,261,1.33,9243      ,47.07
02,英文、物理、化學                                                                                            ,172.5,284,1.45,9527      ,48.52
02,英文、物理、化學                                                                                            ,169.5,267,1.36,9794      ,49.88
02,英文、物理、化學                                                                                            ,166.5,276,1.41,10070     ,51.29
02,英文、物理、化學                                                                                            ,163.5,292,1.49,10362     ,52.77
02,英文、物理、化學                                                                                            ,160.5,297,1.51,10659     ,54.29
02,英文、物理、化學                                                                                            ,157.5,278,1.42,10937     ,55.70
02,英文、物理、化學                                                                                            ,154.5,290,1.48,11227     ,57.18
02,英文、物理、化學                                                                                            ,151.5,285,1.45,11512     ,58.63
02,英文、物理、化學                                                                                            ,148.5,284,1.45,11796     ,60.08
02,英文、物理、化學                                                                                            ,145.5,278,1.42,12074     ,61.49
02,英文、物理、化學                                                                                            ,142.5,280,1.43,12354     ,62.92
02,英文、物理、化學                                                                                            ,139.5,251,1.28,12605     ,64.20
02,英文、物理、化學                                                                                            ,136.5,235,1.2,12840     ,65.39
02,英文、物理、化學                                                                                            ,133.5,299,1.52,13139     ,66.92
02,英文、物理、化學                                                                                            ,130.5,238,1.21,13377     ,68.13
02,英文、物理、化學                                                                                            ,127.5,253,1.29,13630     ,69.42
02,英文、物理、化學                                                                                            ,124.5,268,1.36,13898     ,70.78
02,英文、物理、化學                                                                                            ,121.5,234,1.19,14132     ,71.97
02,英文、物理、化學                                                                                            ,118.5,279,1.42,14411     ,73.39
02,英文、物理、化學                                                                                            ,115.5,252,1.28,14663     ,74.68
02,英文、物理、化學                                                                                            ,112.5,273,1.39,14936     ,76.07
02,英文、物理、化學                                                                                            ,109.5,254,1.29,15190     ,77.36
02,英文、物理、化學                                                                                            ,106.5,225,1.15,15415     ,78.51
02,英文、物理、化學                                                                                            ,103.5,263,1.34,15678     ,79.85
02,英文、物理、化學                                                                                            ,100.5,224,1.14,15902     ,80.99
02,英文、物理、化學                                                                                            ,97.5,226,1.15,16128     ,82.14
02,英文、物理、化學                                                                                            ,94.5,238,1.21,16366     ,83.35
02,英文、物理、化學                                                                                            ,91.5,240,1.22,16606     ,84.57
02,英文、物理、化學                                                                                            ,88.5,206,1.05,16812     ,85.62
02,英文、物理、化學                                                                                            ,85.5,219,1.12,17031     ,86.74
02,英文、物理、化學                                                                                            ,82.5,191,0.97,17222     ,87.71
02,英文、物理、化學                                                                                            ,79.5,197,1,17419     ,88.71
02,英文、物理、化學                                                                                            ,76.5,189,0.96,17608     ,89.68
02,英文、物理、化學                                                                                            ,73.5,200,1.02,17808     ,90.70
02,英文、物理、化學                                                                                            ,70.5,172,0.88,17980     ,91.57
02,英文、物理、化學                                                                                            ,67.5,154,0.78,18134     ,92.36
02,英文、物理、化學                                                                                            ,64.5,146,0.74,18280     ,93.10
02,英文、物理、化學                                                                                            ,61.5,150,0.76,18430     ,93.86
02,英文、物理、化學                                                                                            ,58.5,115,0.59,18545     ,94.45
02,英文、物理、化學                                                                                            ,55.5,86,0.44,18631     ,94.89
02,英文、物理、化學                                                                                            ,52.5,94,0.48,18725     ,95.37
02,英文、物理、化學                                                                                            ,49.5,80,0.41,18805     ,95.77
02,英文、物理、化學                                                                                            ,46.5,57,0.29,18862     ,96.06
02,英文、物理、化學                                                                                            ,43.5,35,0.18,18897     ,96.24
02,英文、物理、化學                                                                                            ,40.5,29,0.15,18926     ,96.39
02,英文、物理、化學                                                                                            ,37.5,15,0.08,18941     ,96.47
02,英文、物理、化學                                                                                            ,34.5,21,0.11,18962     ,96.57
02,英文、物理、化學                                                                                            ,31.5,7,0.04,18969     ,96.61
02,英文、物理、化學                                                                                            ,28.5,8,0.04,18977     ,96.65
02,英文、物理、化學                                                                                            ,25.5,5,0.03,18982     ,96.67
02,英文、物理、化學                                                                                            ,22.5,3,0.02,18985     ,96.69
02,英文、物理、化學                                                                                            ,19.5,4,0.02,18989     ,96.71
02,英文、物理、化學                                                                                            ,16.5,11,0.06,19000     ,96.77
02,英文、物理、化學                                                                                            ,13.5,4,0.02,19004     ,96.79
02,英文、物理、化學                                                                                            ,10.5,1,0.01,19005     ,96.79
02,英文、物理、化學                                                                                            ,7.5,0,0,19005     ,96.79
02,英文、物理、化學                                                                                            ,4.5,0,0,19005     ,96.79
02,英文、物理、化學                                                                                            ,1.5,630,3.21,19635     ,100.0
03,英文、物理、化學、生物                                                                                         ,398,0,0,0         ,0.0
03,英文、物理、化學、生物                                                                                         ,394,0,0,0         ,0.0
03,英文、物理、化學、生物                                                                                         ,390,0,0,0         ,0.0
03,英文、物理、化學、生物                                                                                         ,386,1,0.01,1         ,0.01
03,英文、物理、化學、生物                                                                                         ,382,0,0,1         ,0.01
03,英文、物理、化學、生物                                                                                         ,378,3,0.02,4         ,0.03
03,英文、物理、化學、生物                                                                                         ,374,15,0.12,19        ,0.15
03,英文、物理、化學、生物                                                                                         ,370,23,0.18,42        ,0.33
03,英文、物理、化學、生物                                                                                         ,366,30,0.24,72        ,0.57
03,英文、物理、化學、生物                                                                                         ,362,53,0.42,125       ,0.99
03,英文、物理、化學、生物                                                                                         ,358,90,0.72,215       ,1.71
03,英文、物理、化學、生物                                                                                         ,354,114,0.91,329       ,2.62
03,英文、物理、化學、生物                                                                                         ,350,146,1.16,475       ,3.78
03,英文、物理、化學、生物                                                                                         ,346,165,1.31,640       ,5.09
03,英文、物理、化學、生物                                                                                         ,342,182,1.45,822       ,6.53
03,英文、物理、化學、生物                                                                                         ,338,216,1.72,1038      ,8.25
03,英文、物理、化學、生物                                                                                         ,334,231,1.84,1269      ,10.09
03,英文、物理、化學、生物                                                                                         ,330,241,1.92,1510      ,12.0
03,英文、物理、化學、生物                                                                                         ,326,223,1.77,1733      ,13.77
03,英文、物理、化學、生物                                                                                         ,322,262,2.08,1995      ,15.86
03,英文、物理、化學、生物                                                                                         ,318,209,1.66,2204      ,17.52
03,英文、物理、化學、生物                                                                                         ,314,210,1.67,2414      ,19.19
03,英文、物理、化學、生物                                                                                         ,310,224,1.78,2638      ,20.97
03,英文、物理、化學、生物                                                                                         ,306,214,1.7,2852      ,22.67
03,英文、物理、化學、生物                                                                                         ,302,244,1.94,3096      ,24.61
03,英文、物理、化學、生物                                                                                         ,298,212,1.69,3308      ,26.29
03,英文、物理、化學、生物                                                                                         ,294,190,1.51,3498      ,27.80
03,英文、物理、化學、生物                                                                                         ,290,208,1.65,3706      ,29.46
03,英文、物理、化學、生物                                                                                         ,286,199,1.58,3905      ,31.04
03,英文、物理、化學、生物                                                                                         ,282,235,1.87,4140      ,32.91
03,英文、物理、化學、生物                                                                                         ,278,215,1.71,4355      ,34.62
03,英文、物理、化學、生物                                                                                         ,274,177,1.41,4532      ,36.02
03,英文、物理、化學、生物                                                                                         ,270,194,1.54,4726      ,37.56
03,英文、物理、化學、生物                                                                                         ,266,227,1.8,4953      ,39.37
03,英文、物理、化學、生物                                                                                         ,262,220,1.75,5173      ,41.12
03,英文、物理、化學、生物                                                                                         ,258,217,1.72,5390      ,42.84
03,英文、物理、化學、生物                                                                                         ,254,194,1.54,5584      ,44.38
03,英文、物理、化學、生物                                                                                         ,250,203,1.61,5787      ,46.0
03,英文、物理、化學、生物                                                                                         ,246,180,1.43,5967      ,47.43
03,英文、物理、化學、生物                                                                                         ,242,204,1.62,6171      ,49.05
03,英文、物理、化學、生物                                                                                         ,238,183,1.45,6354      ,50.50
03,英文、物理、化學、生物                                                                                         ,234,180,1.43,6534      ,51.94
03,英文、物理、化學、生物                                                                                         ,230,179,1.42,6713      ,53.36
03,英文、物理、化學、生物                                                                                         ,226,197,1.57,6910      ,54.92
03,英文、物理、化學、生物                                                                                         ,222,186,1.48,7096      ,56.40
03,英文、物理、化學、生物                                                                                         ,218,169,1.34,7265      ,57.75
03,英文、物理、化學、生物                                                                                         ,214,171,1.36,7436      ,59.10
03,英文、物理、化學、生物                                                                                         ,210,186,1.48,7622      ,60.58
03,英文、物理、化學、生物                                                                                         ,206,180,1.43,7802      ,62.01
03,英文、物理、化學、生物                                                                                         ,202,189,1.5,7991      ,63.52
03,英文、物理、化學、生物                                                                                         ,198,152,1.21,8143      ,64.72
03,英文、物理、化學、生物                                                                                         ,194,166,1.32,8309      ,66.04
03,英文、物理、化學、生物                                                                                         ,190,169,1.34,8478      ,67.39
03,英文、物理、化學、生物                                                                                         ,186,148,1.18,8626      ,68.56
03,英文、物理、化學、生物                                                                                         ,182,175,1.39,8801      ,69.95
03,英文、物理、化學、生物                                                                                         ,178,173,1.38,8974      ,71.33
03,英文、物理、化學、生物                                                                                         ,174,140,1.11,9114      ,72.44
03,英文、物理、化學、生物                                                                                         ,170,160,1.27,9274      ,73.71
03,英文、物理、化學、生物                                                                                         ,166,152,1.21,9426      ,74.92
03,英文、物理、化學、生物                                                                                         ,162,169,1.34,9595      ,76.27
03,英文、物理、化學、生物                                                                                         ,158,141,1.12,9736      ,77.39
03,英文、物理、化學、生物                                                                                         ,154,117,0.93,9853      ,78.32
03,英文、物理、化學、生物                                                                                         ,150,131,1.04,9984      ,79.36
03,英文、物理、化學、生物                                                                                         ,146,163,1.3,10147     ,80.65
03,英文、物理、化學、生物                                                                                         ,142,142,1.13,10289     ,81.78
03,英文、物理、化學、生物                                                                                         ,138,125,0.99,10414     ,82.78
03,英文、物理、化學、生物                                                                                         ,134,127,1.01,10541     ,83.79
03,英文、物理、化學、生物                                                                                         ,130,114,0.91,10655     ,84.69
03,英文、物理、化學、生物                                                                                         ,126,115,0.91,10770     ,85.61
03,英文、物理、化學、生物                                                                                         ,122,124,0.99,10894     ,86.59
03,英文、物理、化學、生物                                                                                         ,118,115,0.91,11009     ,87.50
03,英文、物理、化學、生物                                                                                         ,114,116,0.92,11125     ,88.43
03,英文、物理、化學、生物                                                                                         ,110,100,0.79,11225     ,89.22
03,英文、物理、化學、生物                                                                                         ,106,101,0.8,11326     ,90.02
03,英文、物理、化學、生物                                                                                         ,102,97,0.77,11423     ,90.80
03,英文、物理、化學、生物                                                                                         ,98,82,0.65,11505     ,91.45
03,英文、物理、化學、生物                                                                                         ,94,105,0.83,11610     ,92.28
03,英文、物理、化學、生物                                                                                         ,90,82,0.65,11692     ,92.93
03,英文、物理、化學、生物                                                                                         ,86,67,0.53,11759     ,93.47
03,英文、物理、化學、生物                                                                                         ,82,63,0.5,11822     ,93.97
03,英文、物理、化學、生物                                                                                         ,78,60,0.48,11882     ,94.44
03,英文、物理、化學、生物                                                                                         ,74,56,0.45,11938     ,94.89
03,英文、物理、化學、生物                                                                                         ,70,49,0.39,11987     ,95.28
03,英文、物理、化學、生物                                                                                         ,66,34,0.27,12021     ,95.55
03,英文、物理、化學、生物                                                                                         ,62,28,0.22,12049     ,95.77
03,英文、物理、化學、生物                                                                                         ,58,15,0.12,12064     ,95.89
03,英文、物理、化學、生物                                                                                         ,54,16,0.13,12080     ,96.02
03,英文、物理、化學、生物                                                                                         ,50,10,0.08,12090     ,96.10
03,英文、物理、化學、生物                                                                                         ,46,3,0.02,12093     ,96.12
03,英文、物理、化學、生物                                                                                         ,42,4,0.03,12097     ,96.15
03,英文、物理、化學、生物                                                                                         ,38,2,0.02,12099     ,96.17
03,英文、物理、化學、生物                                                                                         ,34,7,0.06,12106     ,96.22
03,英文、物理、化學、生物                                                                                         ,30,4,0.03,12110     ,96.26
03,英文、物理、化學、生物                                                                                         ,26,3,0.02,12113     ,96.28
03,英文、物理、化學、生物                                                                                         ,22,4,0.03,12117     ,96.31
