組別,科目名稱                                                                                            ,分數區間均數,人數,百分比,累計人數,累計百分比
1,數乙、歷史、地理                                                                                            ,112.5,400,1.52,21483,81.82
1,數乙、歷史、地理                                                                                            ,109.5,389,1.48,21872,83.3
1,數乙、歷史、地理                                                                                            ,106.5,391,1.49,22263,84.79
1,數乙、歷史、地理                                                                                            ,103.5,294,1.12,22557,85.91
1,數乙、歷史、地理                                                                                            ,100.5,293,1.12,22850,87.03
1,數乙、歷史、地理                                                                                            ,97.5,301,1.15,23151,88.17
1,數乙、歷史、地理                                                                                            ,94.5,237,0.9,23388,89.08
1,數乙、歷史、地理                                                                                            ,91.5,239,0.91,23627,89.99
1,數乙、歷史、地理                                                                                            ,88.5,216,0.82,23843,90.81
1,數乙、歷史、地理                                                                                            ,85.5,214,0.82,24057,91.62
1,數乙、歷史、地理                                                                                            ,82.5,165,0.63,24222,92.25
1,數乙、歷史、地理                                                                                            ,79.5,161,0.61,24383,92.87
1,數乙、歷史、地理                                                                                            ,76.5,147,0.56,24530,93.43
1,數乙、歷史、地理                                                                                            ,73.5,115,0.44,24645,93.86
1,數乙、歷史、地理                                                                                            ,70.5,107,0.41,24752,94.27
1,數乙、歷史、地理                                                                                            ,67.5,82,0.31,24834,94.58
1,數乙、歷史、地理                                                                                            ,64.5,85,0.32,24919,94.91
1,數乙、歷史、地理                                                                                            ,61.5,63,0.24,24982,95.15
1,數乙、歷史、地理                                                                                            ,58.5,56,0.21,25038,95.36
1,數乙、歷史、地理                                                                                            ,55.5,43,0.16,25081,95.52
1,數乙、歷史、地理                                                                                            ,52.5,29,0.11,25110,95.64
1,數乙、歷史、地理                                                                                            ,49.5,20,0.08,25130,95.71
1,數乙、歷史、地理                                                                                            ,46.5,25,0.1,25155,95.81
1,數乙、歷史、地理                                                                                            ,43.5,15,0.06,25170,95.86
1,數乙、歷史、地理                                                                                            ,40.5,7,0.03,25177,95.89
1,數乙、歷史、地理                                                                                            ,37.5,13,0.05,25190,95.94
1,數乙、歷史、地理                                                                                            ,34.5,8,0.03,25198,95.97
1,數乙、歷史、地理                                                                                            ,31.5,8,0.03,25206,96
1,數乙、歷史、地理                                                                                            ,28.5,8,0.03,25214,96.03
1,數乙、歷史、地理                                                                                            ,25.5,7,0.03,25221,96.06
1,數乙、歷史、地理                                                                                            ,22.5,9,0.03,25230,96.09
1,數乙、歷史、地理                                                                                            ,19.5,8,0.03,25238,96.12
1,數乙、歷史、地理                                                                                            ,16.5,13,0.05,25251,96.17
1,數乙、歷史、地理                                                                                            ,13.5,5,0.02,25256,96.19
1,數乙、歷史、地理                                                                                            ,10.5,8,0.03,25264,96.22
1,數乙、歷史、地理                                                                                            ,7.5,4,0.02,25268,96.24
1,數乙、歷史、地理                                                                                            ,4.5,6,0.02,25274,96.26
1,數乙、歷史、地理                                                                                            ,1.5,982,3.74,26256,100
2,數甲、物理、化學                                                                                            ,298.5,0,0,0,0
2,數甲、物理、化學                                                                                            ,295.5,0,0,0,0
2,數甲、物理、化學                                                                                            ,292.5,6,0.03,6,0.03
2,數甲、物理、化學                                                                                            ,289.5,11,0.05,17,0.08
2,數甲、物理、化學                                                                                            ,286.5,26,0.13,43,0.21
2,數甲、物理、化學                                                                                            ,283.5,31,0.15,74,0.36
2,數甲、物理、化學                                                                                            ,280.5,52,0.25,126,0.61
2,數甲、物理、化學                                                                                            ,277.5,55,0.27,181,0.88
2,數甲、物理、化學                                                                                            ,274.5,88,0.43,269,1.31
2,數甲、物理、化學                                                                                            ,271.5,67,0.33,336,1.64
2,數甲、物理、化學                                                                                            ,268.5,93,0.45,429,2.09
2,數甲、物理、化學                                                                                            ,265.5,111,0.54,540,2.63
2,數甲、物理、化學                                                                                            ,262.5,168,0.82,708,3.45
2,數甲、物理、化學                                                                                            ,259.5,137,0.67,845,4.12
2,數甲、物理、化學                                                                                            ,256.5,156,0.76,1001,4.88
2,數甲、物理、化學                                                                                            ,253.5,143,0.7,1144,5.58
2,數甲、物理、化學                                                                                            ,250.5,187,0.91,1331,6.49
2,數甲、物理、化學                                                                                            ,247.5,190,0.93,1521,7.42
2,數甲、物理、化學                                                                                            ,244.5,213,1.04,1734,8.46
2,數甲、物理、化學                                                                                            ,241.5,226,1.1,1960,9.56
2,數甲、物理、化學                                                                                            ,238.5,233,1.14,2193,10.7
2,數甲、物理、化學                                                                                            ,235.5,206,1,2399,11.7
2,數甲、物理、化學                                                                                            ,232.5,255,1.24,2654,12.95
2,數甲、物理、化學                                                                                            ,229.5,219,1.07,2873,14.01
2,數甲、物理、化學                                                                                            ,226.5,247,1.2,3120,15.22
2,數甲、物理、化學                                                                                            ,223.5,256,1.25,3376,16.47
2,數甲、物理、化學                                                                                            ,220.5,268,1.31,3644,17.77
2,數甲、物理、化學                                                                                            ,217.5,259,1.26,3903,19.04
2,數甲、物理、化學                                                                                            ,214.5,241,1.18,4144,20.21
2,數甲、物理、化學                                                                                            ,211.5,264,1.29,4408,21.5
2,數甲、物理、化學                                                                                            ,208.5,299,1.46,4707,22.96
2,數甲、物理、化學                                                                                            ,205.5,264,1.29,4971,24.25
2,數甲、物理、化學                                                                                            ,202.5,293,1.43,5264,25.68
2,數甲、物理、化學                                                                                            ,199.5,306,1.49,5570,27.17
2,數甲、物理、化學                                                                                            ,196.5,300,1.46,5870,28.63
2,數甲、物理、化學                                                                                            ,193.5,296,1.44,6166,30.08
2,數甲、物理、化學                                                                                            ,190.5,286,1.4,6452,31.47
2,數甲、物理、化學                                                                                            ,187.5,316,1.54,6768,33.01
2,數甲、物理、化學                                                                                            ,184.5,297,1.45,7065,34.46
2,數甲、物理、化學                                                                                            ,181.5,268,1.31,7333,35.77
2,數甲、物理、化學                                                                                            ,178.5,289,1.41,7622,37.18
2,數甲、物理、化學                                                                                            ,175.5,317,1.55,7939,38.72
2,數甲、物理、化學                                                                                            ,172.5,305,1.49,8244,40.21
2,數甲、物理、化學                                                                                            ,169.5,330,1.61,8574,41.82
2,數甲、物理、化學                                                                                            ,166.5,301,1.47,8875,43.29
2,數甲、物理、化學                                                                                            ,163.5,275,1.34,9150,44.63
2,數甲、物理、化學                                                                                            ,160.5,324,1.58,9474,46.21
2,數甲、物理、化學                                                                                            ,157.5,317,1.55,9791,47.76
2,數甲、物理、化學                                                                                            ,154.5,293,1.43,10084,49.19
2,數甲、物理、化學                                                                                            ,151.5,295,1.44,10379,50.63
2,數甲、物理、化學                                                                                            ,148.5,278,1.36,10657,51.98
2,數甲、物理、化學                                                                                            ,145.5,269,1.31,10926,53.29
2,數甲、物理、化學                                                                                            ,142.5,308,1.5,11234,54.8
2,數甲、物理、化學                                                                                            ,139.5,338,1.65,11572,56.45
2,數甲、物理、化學                                                                                            ,136.5,296,1.44,11868,57.89
2,數甲、物理、化學                                                                                            ,133.5,278,1.36,12146,59.25
2,數甲、物理、化學                                                                                            ,130.5,261,1.27,12407,60.52
2,數甲、物理、化學                                                                                            ,127.5,274,1.34,12681,61.86
2,數甲、物理、化學                                                                                            ,124.5,276,1.35,12957,63.2
2,數甲、物理、化學                                                                                            ,121.5,266,1.3,13223,64.5
2,數甲、物理、化學                                                                                            ,118.5,284,1.39,13507,65.88
2,數甲、物理、化學                                                                                            ,115.5,252,1.23,13759,67.11
2,數甲、物理、化學                                                                                            ,112.5,274,1.34,14033,68.45
2,數甲、物理、化學                                                                                            ,109.5,297,1.45,14330,69.9
2,數甲、物理、化學                                                                                            ,106.5,280,1.37,14610,71.26
2,數甲、物理、化學                                                                                            ,103.5,267,1.3,14877,72.57
2,數甲、物理、化學                                                                                            ,100.5,258,1.26,15135,73.83
2,數甲、物理、化學                                                                                            ,97.5,313,1.53,15448,75.35
2,數甲、物理、化學                                                                                            ,94.5,273,1.33,15721,76.68
2,數甲、物理、化學                                                                                            ,91.5,276,1.35,15997,78.03
2,數甲、物理、化學                                                                                            ,88.5,265,1.29,16262,79.32
2,數甲、物理、化學                                                                                            ,85.5,263,1.28,16525,80.61
2,數甲、物理、化學                                                                                            ,82.5,269,1.31,16794,81.92
2,數甲、物理、化學                                                                                            ,79.5,259,1.26,17053,83.18
2,數甲、物理、化學                                                                                            ,76.5,253,1.23,17306,84.42
2,數甲、物理、化學                                                                                            ,73.5,261,1.27,17567,85.69
2,數甲、物理、化學                                                                                            ,70.5,212,1.03,17779,86.72
2,數甲、物理、化學                                                                                            ,67.5,235,1.15,18014,87.87
2,數甲、物理、化學                                                                                            ,64.5,218,1.06,18232,88.93
2,數甲、物理、化學                                                                                            ,61.5,193,0.94,18425,89.87
2,數甲、物理、化學                                                                                            ,58.5,200,0.98,18625,90.85
2,數甲、物理、化學                                                                                            ,55.5,183,0.89,18808,91.74
2,數甲、物理、化學                                                                                            ,52.5,157,0.77,18965,92.51
2,數甲、物理、化學                                                                                            ,49.5,137,0.67,19102,93.18
2,數甲、物理、化學                                                                                            ,46.5,133,0.65,19235,93.82
2,數甲、物理、化學                                                                                            ,43.5,103,0.5,19338,94.33
2,數甲、物理、化學                                                                                            ,40.5,84,0.41,19422,94.74
2,數甲、物理、化學                                                                                            ,37.5,66,0.32,19488,95.06
2,數甲、物理、化學                                                                                            ,34.5,47,0.23,19535,95.29
2,數甲、物理、化學                                                                                            ,31.5,32,0.16,19567,95.44
2,數甲、物理、化學                                                                                            ,28.5,29,0.14,19596,95.59
2,數甲、物理、化學                                                                                            ,25.5,21,0.1,19617,95.69
2,數甲、物理、化學                                                                                            ,22.5,9,0.04,19626,95.73
2,數甲、物理、化學                                                                                            ,19.5,11,0.05,19637,95.79
2,數甲、物理、化學                                                                                            ,16.5,5,0.02,19642,95.81
2,數甲、物理、化學                                                                                            ,13.5,3,0.01,19645,95.82
2,數甲、物理、化學                                                                                            ,10.5,4,0.02,19649,95.84
2,數甲、物理、化學                                                                                            ,7.5,2,0.01,19651,95.85
2,數甲、物理、化學                                                                                            ,4.5,1,0,19652,95.86
2,數甲、物理、化學                                                                                            ,1.5,849,4.14,20501,100
3,英文、化學、生物                                                                                            ,298.5,0,0,0,0
3,英文、化學、生物                                                                                            ,295.5,0,0,0,0
3,英文、化學、生物                                                                                            ,292.5,0,0,0,0
3,英文、化學、生物                                                                                            ,289.5,2,0.01,2,0.01
3,英文、化學、生物                                                                                            ,286.5,5,0.03,7,0.05
3,英文、化學、生物                                                                                            ,283.5,1,0.01,8,0.06
3,英文、化學、生物                                                                                            ,280.5,10,0.07,18,0.12
3,英文、化學、生物                                                                                            ,277.5,13,0.09,31,0.21
3,英文、化學、生物                                                                                            ,274.5,28,0.19,59,0.41
3,英文、化學、生物                                                                                            ,271.5,40,0.28,99,0.68
3,英文、化學、生物                                                                                            ,268.5,58,0.4,157,1.08
3,英文、化學、生物                                                                                            ,265.5,63,0.43,220,1.52
3,英文、化學、生物                                                                                            ,262.5,93,0.64,313,2.16
3,英文、化學、生物                                                                                            ,259.5,94,0.65,407,2.81
3,英文、化學、生物                                                                                            ,256.5,136,0.94,543,3.75
3,英文、化學、生物                                                                                            ,253.5,145,1,688,4.75
3,英文、化學、生物                                                                                            ,250.5,151,1.04,839,5.79
3,英文、化學、生物                                                                                            ,247.5,186,1.28,1025,7.07
3,英文、化學、生物                                                                                            ,244.5,174,1.2,1199,8.27
3,英文、化學、生物                                                                                            ,241.5,200,1.38,1399,9.65
3,英文、化學、生物                                                                                            ,238.5,205,1.41,1604,11.06
3,英文、化學、生物                                                                                            ,235.5,203,1.4,1807,12.46
3,英文、化學、生物                                                                                            ,232.5,195,1.34,2002,13.81
3,英文、化學、生物                                                                                            ,229.5,213,1.47,2215,15.28
3,英文、化學、生物                                                                                            ,226.5,218,1.5,2433,16.78
3,英文、化學、生物                                                                                            ,223.5,200,1.38,2633,18.16
3,英文、化學、生物                                                                                            ,220.5,208,1.43,2841,19.59
3,英文、化學、生物                                                                                            ,217.5,208,1.43,3049,21.03
3,英文、化學、生物                                                                                            ,214.5,245,1.69,3294,22.72
3,英文、化學、生物                                                                                            ,211.5,194,1.34,3488,24.06
3,英文、化學、生物                                                                                            ,208.5,190,1.31,3678,25.37
3,英文、化學、生物                                                                                            ,205.5,207,1.43,3885,26.79
3,英文、化學、生物                                                                                            ,202.5,200,1.38,4085,28.17
3,英文、化學、生物                                                                                            ,199.5,182,1.26,4267,29.43
3,英文、化學、生物                                                                                            ,196.5,227,1.57,4494,31
3,英文、化學、生物                                                                                            ,193.5,226,1.56,4720,32.55
3,英文、化學、生物                                                                                            ,190.5,196,1.35,4916,33.91
3,英文、化學、生物                                                                                            ,187.5,219,1.51,5135,35.42
3,英文、化學、生物                                                                                            ,184.5,220,1.52,5355,36.93
3,英文、化學、生物                                                                                            ,181.5,212,1.46,5567,38.4
3,英文、化學、生物                                                                                            ,178.5,245,1.69,5812,40.09
3,英文、化學、生物                                                                                            ,175.5,233,1.61,6045,41.69
3,英文、化學、生物                                                                                            ,172.5,210,1.45,6255,43.14
3,英文、化學、生物                                                                                            ,169.5,218,1.5,6473,44.64
3,英文、化學、生物                                                                                            ,166.5,201,1.39,6674,46.03
3,英文、化學、生物                                                                                            ,163.5,186,1.28,6860,47.31
3,英文、化學、生物                                                                                            ,160.5,214,1.48,7074,48.79
3,英文、化學、生物                                                                                            ,157.5,207,1.43,7281,50.22
3,英文、化學、生物                                                                                            ,154.5,221,1.52,7502,51.74
3,英文、化學、生物                                                                                            ,151.5,200,1.38,7702,53.12
3,英文、化學、生物                                                                                            ,148.5,217,1.5,7919,54.62
3,英文、化學、生物                                                                                            ,145.5,213,1.47,8132,56.09
3,英文、化學、生物                                                                                            ,142.5,221,1.52,8353,57.61
3,英文、化學、生物                                                                                            ,139.5,183,1.26,8536,58.87
3,英文、化學、生物                                                                                            ,136.5,243,1.68,8779,60.55
3,英文、化學、生物                                                                                            ,133.5,196,1.35,8975,61.9
3,英文、化學、生物                                                                                            ,130.5,177,1.22,9152,63.12
3,英文、化學、生物                                                                                            ,127.5,206,1.42,9358,64.54
3,英文、化學、生物                                                                                            ,124.5,183,1.26,9541,65.8
3,英文、化學、生物                                                                                            ,121.5,192,1.32,9733,67.13
3,英文、化學、生物                                                                                            ,118.5,217,1.5,9950,68.63
3,英文、化學、生物                                                                                            ,115.5,212,1.46,10162,70.09
3,英文、化學、生物                                                                                            ,112.5,200,1.38,10362,71.47
3,英文、化學、生物                                                                                            ,109.5,195,1.34,10557,72.81
3,英文、化學、生物                                                                                            ,106.5,195,1.34,10752,74.16
3,英文、化學、生物                                                                                            ,103.5,153,1.06,10905,75.21
3,英文、化學、生物                                                                                            ,100.5,160,1.1,11065,76.32
3,英文、化學、生物                                                                                            ,97.5,216,1.49,11281,77.81
3,英文、化學、生物                                                                                            ,94.5,184,1.27,11465,79.07
3,英文、化學、生物                                                                                            ,91.5,198,1.37,11663,80.44
3,英文、化學、生物                                                                                            ,88.5,179,1.23,11842,81.67
3,英文、化學、生物                                                                                            ,85.5,167,1.15,12009,82.83
3,英文、化學、生物                                                                                            ,82.5,189,1.3,12198,84.13
3,英文、化學、生物                                                                                            ,79.5,160,1.1,12358,85.23
3,英文、化學、生物                                                                                            ,76.5,171,1.18,12529,86.41
3,英文、化學、生物                                                                                            ,73.5,165,1.14,12694,87.55
3,英文、化學、生物                                                                                            ,70.5,160,1.1,12854,88.65
3,英文、化學、生物                                                                                            ,67.5,131,0.9,12985,89.56
3,英文、化學、生物                                                                                            ,64.5,135,0.93,13120,90.49
3,英文、化學、生物                                                                                            ,61.5,129,0.89,13249,91.38
3,英文、化學、生物                                                                                            ,58.5,117,0.81,13366,92.19
3,英文、化學、生物                                                                                            ,55.5,113,0.78,13479,92.97
3,英文、化學、生物                                                                                            ,52.5,80,0.55,13559,93.52
3,英文、化學、生物                                                                                            ,49.5,75,0.52,13634,94.03
3,英文、化學、生物                                                                                            ,46.5,57,0.39,13691,94.43
3,英文、化學、生物                                                                                            ,43.5,38,0.26,13729,94.69
3,英文、化學、生物                                                                                            ,40.5,28,0.19,13757,94.88
3,英文、化學、生物                                                                                            ,37.5,19,0.13,13776,95.01
3,英文、化學、生物                                                                                            ,34.5,11,0.08,13787,95.09
3,英文、化學、生物                                                                                            ,31.5,13,0.09,13800,95.18
3,英文、化學、生物                                                                                            ,28.5,11,0.08,13811,95.25
3,英文、化學、生物                                                                                            ,25.5,5,0.03,13816,95.29
3,英文、化學、生物                                                                                            ,22.5,5,0.03,13821,95.32
3,英文、化學、生物                                                                                            ,19.5,13,0.09,13834,95.41
3,英文、化學、生物                                                                                            ,16.5,8,0.06,13842,95.47
3,英文、化學、生物                                                                                            ,13.5,4,0.03,13846,95.5
3,英文、化學、生物                                                                                            ,10.5,3,0.02,13849,95.52
3,英文、化學、生物                                                                                            ,7.5,3,0.02,13852,95.54
3,英文、化學、生物                                                                                            ,4.5,2,0.01,13854,95.55
3,英文、化學、生物                                                                                            ,1.5,645,4.45,14499,100
4,英文、物理、生物                                                                                            ,298.5,0,0,0,0
4,英文、物理、生物                                                                                            ,295.5,0,0,0,0
4,英文、物理、生物                                                                                            ,292.5,0,0,0,0
4,英文、物理、生物                                                                                            ,289.5,0,0,0,0
4,英文、物理、生物                                                                                            ,286.5,0,0,0,0
4,英文、物理、生物                                                                                            ,283.5,2,0.02,2,0.02
4,英文、物理、生物                                                                                            ,280.5,2,0.02,4,0.03
4,英文、物理、生物                                                                                            ,277.5,14,0.11,18,0.14
4,英文、物理、生物                                                                                            ,274.5,19,0.15,37,0.29
4,英文、物理、生物                                                                                            ,271.5,30,0.24,67,0.53
4,英文、物理、生物                                                                                            ,268.5,33,0.26,100,0.79
4,英文、物理、生物                                                                                            ,265.5,57,0.45,157,1.24
4,英文、物理、生物                                                                                            ,262.5,64,0.51,221,1.74
