組別,科目名稱                                                                                            ,分數區間均數,人數,百分比,累計人數,累計百分比
09,英文、數甲、物理、化學                                                                                         ,50,50,0.23,20598     ,95.84
09,英文、數甲、物理、化學                                                                                         ,46,35,0.16,20633     ,96.0
09,英文、數甲、物理、化學                                                                                         ,42,22,0.1,20655     ,96.10
09,英文、數甲、物理、化學                                                                                         ,38,22,0.1,20677     ,96.20
09,英文、數甲、物理、化學                                                                                         ,34,7,0.03,20684     ,96.24
09,英文、數甲、物理、化學                                                                                         ,30,9,0.04,20693     ,96.28
09,英文、數甲、物理、化學                                                                                         ,26,7,0.03,20700     ,96.31
09,英文、數甲、物理、化學                                                                                         ,22,11,0.05,20711     ,96.36
09,英文、數甲、物理、化學                                                                                         ,18,13,0.06,20724     ,96.42
09,英文、數甲、物理、化學                                                                                         ,14,7,0.03,20731     ,96.45
09,英文、數甲、物理、化學                                                                                         ,10,3,0.01,20734     ,96.47
09,英文、數甲、物理、化學                                                                                         ,6,0,0,20734     ,96.47
09,英文、數甲、物理、化學                                                                                         ,2,759,3.53,21493     ,100.0
10,英文、數甲、物理、化學、生物                                                                                      ,497.5,0,0,0         ,0.0
10,英文、數甲、物理、化學、生物                                                                                      ,492.5,0,0,0         ,0.0
10,英文、數甲、物理、化學、生物                                                                                      ,487.5,0,0,0         ,0.0
10,英文、數甲、物理、化學、生物                                                                                      ,482.5,2,0.01,2         ,0.01
10,英文、數甲、物理、化學、生物                                                                                      ,477.5,5,0.04,7         ,0.05
10,英文、數甲、物理、化學、生物                                                                                      ,472.5,9,0.07,16        ,0.12
10,英文、數甲、物理、化學、生物                                                                                      ,467.5,14,0.1,30        ,0.22
10,英文、數甲、物理、化學、生物                                                                                      ,462.5,7,0.05,37        ,0.27
10,英文、數甲、物理、化學、生物                                                                                      ,457.5,29,0.21,66        ,0.48
10,英文、數甲、物理、化學、生物                                                                                      ,452.5,42,0.31,108       ,0.78
10,英文、數甲、物理、化學、生物                                                                                      ,447.5,58,0.42,166       ,1.21
10,英文、數甲、物理、化學、生物                                                                                      ,442.5,74,0.54,240       ,1.74
10,英文、數甲、物理、化學、生物                                                                                      ,437.5,77,0.56,317       ,2.30
10,英文、數甲、物理、化學、生物                                                                                      ,432.5,87,0.63,404       ,2.94
10,英文、數甲、物理、化學、生物                                                                                      ,427.5,111,0.81,515       ,3.74
10,英文、數甲、物理、化學、生物                                                                                      ,422.5,131,0.95,646       ,4.70
10,英文、數甲、物理、化學、生物                                                                                      ,417.5,123,0.89,769       ,5.59
10,英文、數甲、物理、化學、生物                                                                                      ,412.5,147,1.07,916       ,6.66
10,英文、數甲、物理、化學、生物                                                                                      ,407.5,172,1.25,1088      ,7.91
10,英文、數甲、物理、化學、生物                                                                                      ,402.5,174,1.26,1262      ,9.17
10,英文、數甲、物理、化學、生物                                                                                      ,397.5,166,1.21,1428      ,10.38
10,英文、數甲、物理、化學、生物                                                                                      ,392.5,186,1.35,1614      ,11.73
10,英文、數甲、物理、化學、生物                                                                                      ,387.5,183,1.33,1797      ,13.06
10,英文、數甲、物理、化學、生物                                                                                      ,382.5,196,1.42,1993      ,14.49
10,英文、數甲、物理、化學、生物                                                                                      ,377.5,206,1.5,2199      ,15.98
10,英文、數甲、物理、化學、生物                                                                                      ,372.5,209,1.52,2408      ,17.50
10,英文、數甲、物理、化學、生物                                                                                      ,367.5,205,1.49,2613      ,18.99
10,英文、數甲、物理、化學、生物                                                                                      ,362.5,219,1.59,2832      ,20.58
10,英文、數甲、物理、化學、生物                                                                                      ,357.5,221,1.61,3053      ,22.19
10,英文、數甲、物理、化學、生物                                                                                      ,352.5,190,1.38,3243      ,23.57
10,英文、數甲、物理、化學、生物                                                                                      ,347.5,218,1.58,3461      ,25.15
10,英文、數甲、物理、化學、生物                                                                                      ,342.5,205,1.49,3666      ,26.64
10,英文、數甲、物理、化學、生物                                                                                      ,337.5,190,1.38,3856      ,28.03
10,英文、數甲、物理、化學、生物                                                                                      ,332.5,211,1.53,4067      ,29.56
10,英文、數甲、物理、化學、生物                                                                                      ,327.5,212,1.54,4279      ,31.10
10,英文、數甲、物理、化學、生物                                                                                      ,322.5,224,1.63,4503      ,32.73
10,英文、數甲、物理、化學、生物                                                                                      ,317.5,205,1.49,4708      ,34.22
10,英文、數甲、物理、化學、生物                                                                                      ,312.5,219,1.59,4927      ,35.81
10,英文、數甲、物理、化學、生物                                                                                      ,307.5,235,1.71,5162      ,37.52
10,英文、數甲、物理、化學、生物                                                                                      ,302.5,209,1.52,5371      ,39.04
10,英文、數甲、物理、化學、生物                                                                                      ,297.5,229,1.66,5600      ,40.70
10,英文、數甲、物理、化學、生物                                                                                      ,292.5,247,1.8,5847      ,42.50
10,英文、數甲、物理、化學、生物                                                                                      ,287.5,229,1.66,6076      ,44.16
10,英文、數甲、物理、化學、生物                                                                                      ,282.5,248,1.8,6324      ,45.96
10,英文、數甲、物理、化學、生物                                                                                      ,277.5,220,1.6,6544      ,47.56
10,英文、數甲、物理、化學、生物                                                                                      ,272.5,217,1.58,6761      ,49.14
10,英文、數甲、物理、化學、生物                                                                                      ,267.5,215,1.56,6976      ,50.70
10,英文、數甲、物理、化學、生物                                                                                      ,262.5,188,1.37,7164      ,52.07
10,英文、數甲、物理、化學、生物                                                                                      ,257.5,207,1.5,7371      ,53.57
10,英文、數甲、物理、化學、生物                                                                                      ,252.5,204,1.48,7575      ,55.05
10,英文、數甲、物理、化學、生物                                                                                      ,247.5,233,1.69,7808      ,56.75
10,英文、數甲、物理、化學、生物                                                                                      ,242.5,198,1.44,8006      ,58.19
10,英文、數甲、物理、化學、生物                                                                                      ,237.5,200,1.45,8206      ,59.64
10,英文、數甲、物理、化學、生物                                                                                      ,232.5,197,1.43,8403      ,61.07
10,英文、數甲、物理、化學、生物                                                                                      ,227.5,185,1.34,8588      ,62.42
10,英文、數甲、物理、化學、生物                                                                                      ,222.5,211,1.53,8799      ,63.95
10,英文、數甲、物理、化學、生物                                                                                      ,217.5,176,1.28,8975      ,65.23
10,英文、數甲、物理、化學、生物                                                                                      ,212.5,217,1.58,9192      ,66.81
10,英文、數甲、物理、化學、生物                                                                                      ,207.5,188,1.37,9380      ,68.17
10,英文、數甲、物理、化學、生物                                                                                      ,202.5,185,1.34,9565      ,69.52
10,英文、數甲、物理、化學、生物                                                                                      ,197.5,171,1.24,9736      ,70.76
10,英文、數甲、物理、化學、生物                                                                                      ,192.5,212,1.54,9948      ,72.30
10,英文、數甲、物理、化學、生物                                                                                      ,187.5,178,1.29,10126     ,73.60
10,英文、數甲、物理、化學、生物                                                                                      ,182.5,176,1.28,10302     ,74.87
10,英文、數甲、物理、化學、生物                                                                                      ,177.5,162,1.18,10464     ,76.05
10,英文、數甲、物理、化學、生物                                                                                      ,172.5,174,1.26,10638     ,77.32
10,英文、數甲、物理、化學、生物                                                                                      ,167.5,171,1.24,10809     ,78.56
10,英文、數甲、物理、化學、生物                                                                                      ,162.5,158,1.15,10967     ,79.71
10,英文、數甲、物理、化學、生物                                                                                      ,157.5,155,1.13,11122     ,80.83
10,英文、數甲、物理、化學、生物                                                                                      ,152.5,158,1.15,11280     ,81.98
10,英文、數甲、物理、化學、生物                                                                                      ,147.5,156,1.13,11436     ,83.12
10,英文、數甲、物理、化學、生物                                                                                      ,142.5,133,0.97,11569     ,84.08
10,英文、數甲、物理、化學、生物                                                                                      ,137.5,165,1.2,11734     ,85.28
10,英文、數甲、物理、化學、生物                                                                                      ,132.5,145,1.05,11879     ,86.34
10,英文、數甲、物理、化學、生物                                                                                      ,127.5,165,1.2,12044     ,87.54
10,英文、數甲、物理、化學、生物                                                                                      ,122.5,135,0.98,12179     ,88.52
10,英文、數甲、物理、化學、生物                                                                                      ,117.5,148,1.08,12327     ,89.59
10,英文、數甲、物理、化學、生物                                                                                      ,112.5,140,1.02,12467     ,90.61
10,英文、數甲、物理、化學、生物                                                                                      ,107.5,122,0.89,12589     ,91.50
10,英文、數甲、物理、化學、生物                                                                                      ,102.5,113,0.82,12702     ,92.32
10,英文、數甲、物理、化學、生物                                                                                      ,97.5,105,0.76,12807     ,93.08
10,英文、數甲、物理、化學、生物                                                                                      ,92.5,82,0.6,12889     ,93.68
10,英文、數甲、物理、化學、生物                                                                                      ,87.5,64,0.47,12953     ,94.14
10,英文、數甲、物理、化學、生物                                                                                      ,82.5,63,0.46,13016     ,94.60
10,英文、數甲、物理、化學、生物                                                                                      ,77.5,46,0.33,13062     ,94.93
10,英文、數甲、物理、化學、生物                                                                                      ,72.5,47,0.34,13109     ,95.28
10,英文、數甲、物理、化學、生物                                                                                      ,67.5,30,0.22,13139     ,95.49
10,英文、數甲、物理、化學、生物                                                                                      ,62.5,12,0.09,13151     ,95.58
10,英文、數甲、物理、化學、生物                                                                                      ,57.5,22,0.16,13173     ,95.74
10,英文、數甲、物理、化學、生物                                                                                      ,52.5,6,0.04,13179     ,95.78
10,英文、數甲、物理、化學、生物                                                                                      ,47.5,6,0.04,13185     ,95.83
10,英文、數甲、物理、化學、生物                                                                                      ,42.5,2,0.01,13187     ,95.84
10,英文、數甲、物理、化學、生物                                                                                      ,37.5,6,0.04,13193     ,95.89
10,英文、數甲、物理、化學、生物                                                                                      ,32.5,3,0.02,13196     ,95.91
10,英文、數甲、物理、化學、生物                                                                                      ,27.5,10,0.07,13206     ,95.98
10,英文、數甲、物理、化學、生物                                                                                      ,22.5,6,0.04,13212     ,96.02
10,英文、數甲、物理、化學、生物                                                                                      ,17.5,12,0.09,13224     ,96.11
10,英文、數甲、物理、化學、生物                                                                                      ,12.5,3,0.02,13227     ,96.13
10,英文、數甲、物理、化學、生物                                                                                      ,7.5,0,0,13227     ,96.13
10,英文、數甲、物理、化學、生物                                                                                      ,2.5,532,3.87,13759     ,100.0
11,國文、化學、生物                                                                                            ,298.5,0,0,0         ,0.0
11,國文、化學、生物                                                                                            ,295.5,0,0,0         ,0.0
11,國文、化學、生物                                                                                            ,292.5,0,0,0         ,0.0
11,國文、化學、生物                                                                                            ,289.5,0,0,0         ,0.0
11,國文、化學、生物                                                                                            ,286.5,0,0,0         ,0.0
11,國文、化學、生物                                                                                            ,283.5,0,0,0         ,0.0
11,國文、化學、生物                                                                                            ,280.5,0,0,0         ,0.0
11,國文、化學、生物                                                                                            ,277.5,1,0.01,1         ,0.01
11,國文、化學、生物                                                                                            ,274.5,0,0,1         ,0.01
11,國文、化學、生物                                                                                            ,271.5,2,0.01,3         ,0.02
11,國文、化學、生物                                                                                            ,268.5,4,0.03,7         ,0.05
11,國文、化學、生物                                                                                            ,265.5,22,0.14,29        ,0.19
11,國文、化學、生物                                                                                            ,262.5,26,0.17,55        ,0.36
11,國文、化學、生物                                                                                            ,259.5,39,0.26,94        ,0.62
11,國文、化學、生物                                                                                            ,256.5,65,0.43,159       ,1.04
11,國文、化學、生物                                                                                            ,253.5,70,0.46,229       ,1.50
11,國文、化學、生物                                                                                            ,250.5,105,0.69,334       ,2.19
11,國文、化學、生物                                                                                            ,247.5,147,0.96,481       ,3.15
11,國文、化學、生物                                                                                            ,244.5,166,1.09,647       ,4.24
11,國文、化學、生物                                                                                            ,241.5,191,1.25,838       ,5.49
11,國文、化學、生物                                                                                            ,238.5,222,1.46,1060      ,6.95
11,國文、化學、生物                                                                                            ,235.5,260,1.7,1320      ,8.65
11,國文、化學、生物                                                                                            ,232.5,267,1.75,1587      ,10.40
11,國文、化學、生物                                                                                            ,229.5,284,1.86,1871      ,12.27
11,國文、化學、生物                                                                                            ,226.5,286,1.87,2157      ,14.14
11,國文、化學、生物                                                                                            ,223.5,281,1.84,2438      ,15.98
11,國文、化學、生物                                                                                            ,220.5,313,2.05,2751      ,18.03
11,國文、化學、生物                                                                                            ,217.5,353,2.31,3104      ,20.35
11,國文、化學、生物                                                                                            ,214.5,328,2.15,3432      ,22.50
11,國文、化學、生物                                                                                            ,211.5,322,2.11,3754      ,24.61
11,國文、化學、生物                                                                                            ,208.5,338,2.22,4092      ,26.83
11,國文、化學、生物                                                                                            ,205.5,306,2.01,4398      ,28.83
11,國文、化學、生物                                                                                            ,202.5,311,2.04,4709      ,30.87
11,國文、化學、生物                                                                                            ,199.5,359,2.35,5068      ,33.22
11,國文、化學、生物                                                                                            ,196.5,297,1.95,5365      ,35.17
11,國文、化學、生物                                                                                            ,193.5,298,1.95,5663      ,37.12
11,國文、化學、生物                                                                                            ,190.5,338,2.22,6001      ,39.34
11,國文、化學、生物                                                                                            ,187.5,332,2.18,6333      ,41.52
11,國文、化學、生物                                                                                            ,184.5,333,2.18,6666      ,43.70
11,國文、化學、生物                                                                                            ,181.5,315,2.07,6981      ,45.77
11,國文、化學、生物                                                                                            ,178.5,330,2.16,7311      ,47.93
11,國文、化學、生物                                                                                            ,175.5,320,2.1,7631      ,50.03
11,國文、化學、生物                                                                                            ,172.5,294,1.93,7925      ,51.95
11,國文、化學、生物                                                                                            ,169.5,279,1.83,8204      ,53.78
11,國文、化學、生物                                                                                            ,166.5,306,2.01,8510      ,55.79
11,國文、化學、生物                                                                                            ,163.5,301,1.97,8811      ,57.76
11,國文、化學、生物                                                                                            ,160.5,287,1.88,9098      ,59.64
11,國文、化學、生物                                                                                            ,157.5,272,1.78,9370      ,61.43
11,國文、化學、生物                                                                                            ,154.5,263,1.72,9633      ,63.15
11,國文、化學、生物                                                                                            ,151.5,250,1.64,9883      ,64.79
11,國文、化學、生物                                                                                            ,148.5,265,1.74,10148     ,66.53
11,國文、化學、生物                                                                                            ,145.5,281,1.84,10429     ,68.37
11,國文、化學、生物                                                                                            ,142.5,208,1.36,10637     ,69.73
11,國文、化學、生物                                                                                            ,139.5,233,1.53,10870     ,71.26
11,國文、化學、生物                                                                                            ,136.5,254,1.67,11124     ,72.93
11,國文、化學、生物                                                                                            ,133.5,216,1.42,11340     ,74.34
11,國文、化學、生物                                                                                            ,130.5,214,1.4,11554     ,75.74
11,國文、化學、生物                                                                                            ,127.5,217,1.42,11771     ,77.17
11,國文、化學、生物                                                                                            ,124.5,205,1.34,11976     ,78.51
11,國文、化學、生物                                                                                            ,121.5,200,1.31,12176     ,79.82
11,國文、化學、生物                                                                                            ,118.5,187,1.23,12363     ,81.05
11,國文、化學、生物                                                                                            ,115.5,207,1.36,12570     ,82.40
11,國文、化學、生物                                                                                            ,112.5,203,1.33,12773     ,83.74
11,國文、化學、生物                                                                                            ,109.5,181,1.19,12954     ,84.92
11,國文、化學、生物                                                                                            ,106.5,161,1.06,13115     ,85.98
11,國文、化學、生物                                                                                            ,103.5,171,1.12,13286     ,87.10
11,國文、化學、生物                                                                                            ,100.5,159,1.04,13445     ,88.14
11,國文、化學、生物                                                                                            ,97.5,156,1.02,13601     ,89.16
11,國文、化學、生物                                                                                            ,94.5,109,0.71,13710     ,89.88
11,國文、化學、生物                                                                                            ,91.5,118,0.77,13828     ,90.65
11,國文、化學、生物                                                                                            ,88.5,124,0.81,13952     ,91.46
11,國文、化學、生物                                                                                            ,85.5,87,0.57,14039     ,92.03
11,國文、化學、生物                                                                                            ,82.5,75,0.49,14114     ,92.53
11,國文、化學、生物                                                                                            ,79.5,71,0.47,14185     ,92.99
11,國文、化學、生物                                                                                            ,76.5,65,0.43,14250     ,93.42
11,國文、化學、生物                                                                                            ,73.5,48,0.31,14298     ,93.73
11,國文、化學、生物                                                                                            ,70.5,46,0.3,14344     ,94.03
11,國文、化學、生物                                                                                            ,67.5,43,0.28,14387     ,94.32
11,國文、化學、生物                                                                                            ,64.5,47,0.31,14434     ,94.62
11,國文、化學、生物                                                                                            ,61.5,38,0.25,14472     ,94.87
11,國文、化學、生物                                                                                            ,58.5,41,0.27,14513     ,95.14
11,國文、化學、生物                                                                                            ,55.5,25,0.16,14538     ,95.31
11,國文、化學、生物                                                                                            ,52.5,20,0.13,14558     ,95.44
11,國文、化學、生物                                                                                            ,49.5,20,0.13,14578     ,95.57
11,國文、化學、生物                                                                                            ,46.5,16,0.1,14594     ,95.67
11,國文、化學、生物                                                                                            ,43.5,10,0.07,14604     ,95.74
11,國文、化學、生物                                                                                            ,40.5,7,0.05,14611     ,95.78
11,國文、化學、生物                                                                                            ,37.5,10,0.07,14621     ,95.85
11,國文、化學、生物                                                                                            ,34.5,6,0.04,14627     ,95.89
11,國文、化學、生物                                                                                            ,31.5,7,0.05,14634     ,95.94
11,國文、化學、生物                                                                                            ,28.5,2,0.01,14636     ,95.95
11,國文、化學、生物                                                                                            ,25.5,5,0.03,14641     ,95.98
11,國文、化學、生物                                                                                            ,22.5,2,0.01,14643     ,95.99
11,國文、化學、生物                                                                                            ,19.5,0,0,14643     ,95.99
11,國文、化學、生物                                                                                            ,16.5,1,0.01,14644     ,96.0
11,國文、化學、生物                                                                                            ,13.5,1,0.01,14645     ,96.01
11,國文、化學、生物                                                                                            ,10.5,1,0.01,14646     ,96.01
11,國文、化學、生物                                                                                            ,7.5,0,0,14646     ,96.01
11,國文、化學、生物                                                                                            ,4.5,0,0,14646     ,96.01
11,國文、化學、生物                                                                                            ,1.5,608,3.99,15254     ,100.0
12,國文、地理、公民與社會                                                                                         ,298.5,0,0,0         ,0.0
12,國文、地理、公民與社會                                                                                         ,295.5,0,0,0         ,0.0
12,國文、地理、公民與社會                                                                                         ,292.5,0,0,0         ,0.0
12,國文、地理、公民與社會                                                                                         ,289.5,0,0,0         ,0.0
12,國文、地理、公民與社會                                                                                         ,286.5,0,0,0         ,0.0
12,國文、地理、公民與社會                                                                                         ,283.5,0,0,0         ,0.0
12,國文、地理、公民與社會                                                                                         ,280.5,0,0,0         ,0.0
12,國文、地理、公民與社會                                                                                         ,277.5,0,0,0         ,0.0
12,國文、地理、公民與社會                                                                                         ,274.5,0,0,0         ,0.0
12,國文、地理、公民與社會                                                                                         ,271.5,0,0,0         ,0.0
12,國文、地理、公民與社會                                                                                         ,268.5,1,0,1         ,0.0
12,國文、地理、公民與社會                                                                                         ,265.5,2,0.01,3         ,0.01
12,國文、地理、公民與社會                                                                                         ,262.5,4,0.01,7         ,0.02
12,國文、地理、公民與社會                                                                                         ,259.5,8,0.03,15        ,0.05
12,國文、地理、公民與社會                                                                                         ,256.5,10,0.03,25        ,0.08
12,國文、地理、公民與社會                                                                                         ,253.5,45,0.14,70        ,0.23
12,國文、地理、公民與社會                                                                                         ,250.5,57,0.18,127       ,0.41
12,國文、地理、公民與社會                                                                                         ,247.5,88,0.28,215       ,0.69
12,國文、地理、公民與社會                                                                                         ,244.5,129,0.42,344       ,1.11
12,國文、地理、公民與社會                                                                                         ,241.5,188,0.61,532       ,1.71
12,國文、地理、公民與社會                                                                                         ,238.5,216,0.7,748       ,2.41
12,國文、地理、公民與社會                                                                                         ,235.5,294,0.95,1042      ,3.36
12,國文、地理、公民與社會                                                                                         ,232.5,369,1.19,1411      ,4.54
12,國文、地理、公民與社會                                                                                         ,229.5,405,1.3,1816      ,5.85
12,國文、地理、公民與社會                                                                                         ,226.5,514,1.66,2330      ,7.50
12,國文、地理、公民與社會                                                                                         ,223.5,596,1.92,2926      ,9.42
12,國文、地理、公民與社會                                                                                         ,220.5,576,1.86,3502      ,11.28
12,國文、地理、公民與社會                                                                                         ,217.5,660,2.13,4162      ,13.41
12,國文、地理、公民與社會                                                                                         ,214.5,684,2.2,4846      ,15.61
12,國文、地理、公民與社會                                                                                         ,211.5,715,2.3,5561      ,17.91
12,國文、地理、公民與社會                                                                                         ,208.5,791,2.55,6352      ,20.46
12,國文、地理、公民與社會                                                                                         ,205.5,777,2.5,7129      ,22.96
12,國文、地理、公民與社會                                                                                         ,202.5,857,2.76,7986      ,25.72
12,國文、地理、公民與社會                                                                                         ,199.5,893,2.88,8879      ,28.60
12,國文、地理、公民與社會                                                                                         ,196.5,867,2.79,9746      ,31.39
12,國文、地理、公民與社會                                                                                         ,193.5,872,2.81,10618     ,34.20
12,國文、地理、公民與社會                                                                                         ,190.5,918,2.96,11536     ,37.16
12,國文、地理、公民與社會                                                                                         ,187.5,908,2.92,12444     ,40.08
12,國文、地理、公民與社會                                                                                         ,184.5,931,3,13375     ,43.08
12,國文、地理、公民與社會                                                                                         ,181.5,943,3.04,14318     ,46.12
12,國文、地理、公民與社會                                                                                         ,178.5,941,3.03,15259     ,49.15
12,國文、地理、公民與社會                                                                                         ,175.5,889,2.86,16148     ,52.01
12,國文、地理、公民與社會                                                                                         ,172.5,896,2.89,17044     ,54.90
12,國文、地理、公民與社會                                                                                         ,169.5,915,2.95,17959     ,57.84
12,國文、地理、公民與社會                                                                                         ,166.5,912,2.94,18871     ,60.78
12,國文、地理、公民與社會                                                                                         ,163.5,853,2.75,19724     ,63.53
12,國文、地理、公民與社會                                                                                         ,160.5,780,2.51,20504     ,66.04
12,國文、地理、公民與社會                                                                                         ,157.5,712,2.29,21216     ,68.33
12,國文、地理、公民與社會                                                                                         ,154.5,754,2.43,21970     ,70.76
12,國文、地理、公民與社會                                                                                         ,151.5,680,2.19,22650     ,72.95
12,國文、地理、公民與社會                                                                                         ,148.5,663,2.14,23313     ,75.09
12,國文、地理、公民與社會                                                                                         ,145.5,611,1.97,23924     ,77.05
12,國文、地理、公民與社會                                                                                         ,142.5,590,1.9,24514     ,78.96
12,國文、地理、公民與社會                                                                                         ,139.5,525,1.69,25039     ,80.65
12,國文、地理、公民與社會                                                                                         ,136.5,521,1.68,25560     ,82.32
12,國文、地理、公民與社會                                                                                         ,133.5,453,1.46,26013     ,83.78
12,國文、地理、公民與社會                                                                                         ,130.5,426,1.37,26439     ,85.16
12,國文、地理、公民與社會                                                                                         ,127.5,349,1.12,26788     ,86.28
12,國文、地理、公民與社會                                                                                         ,124.5,341,1.1,27129     ,87.38
12,國文、地理、公民與社會                                                                                         ,121.5,323,1.04,27452     ,88.42
12,國文、地理、公民與社會                                                                                         ,118.5,306,0.99,27758     ,89.40
12,國文、地理、公民與社會                                                                                         ,115.5,232,0.75,27990     ,90.15
12,國文、地理、公民與社會                                                                                         ,112.5,185,0.6,28175     ,90.75
12,國文、地理、公民與社會                                                                                         ,109.5,183,0.59,28358     ,91.34
12,國文、地理、公民與社會                                                                                         ,106.5,157,0.51,28515     ,91.84
12,國文、地理、公民與社會                                                                                         ,103.5,161,0.52,28676     ,92.36
12,國文、地理、公民與社會                                                                                         ,100.5,127,0.41,28803     ,92.77
12,國文、地理、公民與社會                                                                                         ,97.5,110,0.35,28913     ,93.12
12,國文、地理、公民與社會                                                                                         ,94.5,90,0.29,29003     ,93.41
12,國文、地理、公民與社會                                                                                         ,91.5,77,0.25,29080     ,93.66
12,國文、地理、公民與社會                                                                                         ,88.5,62,0.2,29142     ,93.86
12,國文、地理、公民與社會                                                                                         ,85.5,55,0.18,29197     ,94.04
12,國文、地理、公民與社會                                                                                         ,82.5,51,0.16,29248     ,94.20
12,國文、地理、公民與社會                                                                                         ,79.5,42,0.14,29290     ,94.34
12,國文、地理、公民與社會                                                                                         ,76.5,51,0.16,29341     ,94.50
