組別,科目名稱                                                                                            ,分數區間均數,人數,百分比,累計人數,累計百分比
01,數甲、物理、化學                                                                                            ,91.5,304,1.41,16896     ,78.51
01,數甲、物理、化學                                                                                            ,88.5,328,1.52,17224     ,80.03
01,數甲、物理、化學                                                                                            ,85.5,319,1.48,17543     ,81.52
01,數甲、物理、化學                                                                                            ,82.5,266,1.24,17809     ,82.75
01,數甲、物理、化學                                                                                            ,79.5,240,1.12,18049     ,83.87
01,數甲、物理、化學                                                                                            ,76.5,256,1.19,18305     ,85.06
01,數甲、物理、化學                                                                                            ,73.5,259,1.2,18564     ,86.26
01,數甲、物理、化學                                                                                            ,70.5,240,1.12,18804     ,87.38
01,數甲、物理、化學                                                                                            ,67.5,222,1.03,19026     ,88.41
01,數甲、物理、化學                                                                                            ,64.5,213,0.99,19239     ,89.40
01,數甲、物理、化學                                                                                            ,61.5,224,1.04,19463     ,90.44
01,數甲、物理、化學                                                                                            ,58.5,207,0.96,19670     ,91.40
01,數甲、物理、化學                                                                                            ,55.5,161,0.75,19831     ,92.15
01,數甲、物理、化學                                                                                            ,52.5,167,0.78,19998     ,92.92
01,數甲、物理、化學                                                                                            ,49.5,166,0.77,20164     ,93.69
01,數甲、物理、化學                                                                                            ,46.5,132,0.61,20296     ,94.31
01,數甲、物理、化學                                                                                            ,43.5,87,0.4,20383     ,94.71
01,數甲、物理、化學                                                                                            ,40.5,80,0.37,20463     ,95.08
01,數甲、物理、化學                                                                                            ,37.5,55,0.26,20518     ,95.34
01,數甲、物理、化學                                                                                            ,34.5,52,0.24,20570     ,95.58
01,數甲、物理、化學                                                                                            ,31.5,42,0.2,20612     ,95.78
01,數甲、物理、化學                                                                                            ,28.5,31,0.14,20643     ,95.92
01,數甲、物理、化學                                                                                            ,25.5,19,0.09,20662     ,96.01
01,數甲、物理、化學                                                                                            ,22.5,9,0.04,20671     ,96.05
01,數甲、物理、化學                                                                                            ,19.5,8,0.04,20679     ,96.09
01,數甲、物理、化學                                                                                            ,16.5,8,0.04,20687     ,96.12
01,數甲、物理、化學                                                                                            ,13.5,4,0.02,20691     ,96.14
01,數甲、物理、化學                                                                                            ,10.5,3,0.01,20694     ,96.16
01,數甲、物理、化學                                                                                            ,7.5,1,0,20695     ,96.16
01,數甲、物理、化學                                                                                            ,4.5,1,0,20696     ,96.17
01,數甲、物理、化學                                                                                            ,1.5,825,3.83,21521     ,100.0
02,英文、化學、生物                                                                                            ,298.5,0,0,0         ,0.0
02,英文、化學、生物                                                                                            ,295.5,0,0,0         ,0.0
02,英文、化學、生物                                                                                            ,292.5,0,0,0         ,0.0
02,英文、化學、生物                                                                                            ,289.5,3,0.02,3         ,0.02
02,英文、化學、生物                                                                                            ,286.5,6,0.04,9         ,0.06
02,英文、化學、生物                                                                                            ,283.5,8,0.05,17        ,0.11
02,英文、化學、生物                                                                                            ,280.5,25,0.16,42        ,0.27
02,英文、化學、生物                                                                                            ,277.5,38,0.25,80        ,0.52
02,英文、化學、生物                                                                                            ,274.5,41,0.26,121       ,0.78
02,英文、化學、生物                                                                                            ,271.5,67,0.43,188       ,1.21
02,英文、化學、生物                                                                                            ,268.5,93,0.6,281       ,1.81
02,英文、化學、生物                                                                                            ,265.5,101,0.65,382       ,2.46
02,英文、化學、生物                                                                                            ,262.5,131,0.84,513       ,3.31
02,英文、化學、生物                                                                                            ,259.5,150,0.97,663       ,4.27
02,英文、化學、生物                                                                                            ,256.5,168,1.08,831       ,5.36
02,英文、化學、生物                                                                                            ,253.5,202,1.3,1033      ,6.66
02,英文、化學、生物                                                                                            ,250.5,216,1.39,1249      ,8.05
02,英文、化學、生物                                                                                            ,247.5,245,1.58,1494      ,9.63
02,英文、化學、生物                                                                                            ,244.5,208,1.34,1702      ,10.97
02,英文、化學、生物                                                                                            ,241.5,222,1.43,1924      ,12.41
02,英文、化學、生物                                                                                            ,238.5,246,1.59,2170      ,13.99
02,英文、化學、生物                                                                                            ,235.5,252,1.62,2422      ,15.62
02,英文、化學、生物                                                                                            ,232.5,234,1.51,2656      ,17.13
02,英文、化學、生物                                                                                            ,229.5,239,1.54,2895      ,18.67
02,英文、化學、生物                                                                                            ,226.5,270,1.74,3165      ,20.41
02,英文、化學、生物                                                                                            ,223.5,256,1.65,3421      ,22.06
02,英文、化學、生物                                                                                            ,220.5,251,1.62,3672      ,23.68
02,英文、化學、生物                                                                                            ,217.5,229,1.48,3901      ,25.15
02,英文、化學、生物                                                                                            ,214.5,229,1.48,4130      ,26.63
02,英文、化學、生物                                                                                            ,211.5,254,1.64,4384      ,28.27
02,英文、化學、生物                                                                                            ,208.5,255,1.64,4639      ,29.91
02,英文、化學、生物                                                                                            ,205.5,253,1.63,4892      ,31.54
02,英文、化學、生物                                                                                            ,202.5,250,1.61,5142      ,33.15
02,英文、化學、生物                                                                                            ,199.5,239,1.54,5381      ,34.70
02,英文、化學、生物                                                                                            ,196.5,236,1.52,5617      ,36.22
02,英文、化學、生物                                                                                            ,193.5,234,1.51,5851      ,37.73
02,英文、化學、生物                                                                                            ,190.5,253,1.63,6104      ,39.36
02,英文、化學、生物                                                                                            ,187.5,234,1.51,6338      ,40.87
02,英文、化學、生物                                                                                            ,184.5,255,1.64,6593      ,42.51
02,英文、化學、生物                                                                                            ,181.5,221,1.42,6814      ,43.94
02,英文、化學、生物                                                                                            ,178.5,237,1.53,7051      ,45.46
02,英文、化學、生物                                                                                            ,175.5,268,1.73,7319      ,47.19
02,英文、化學、生物                                                                                            ,172.5,254,1.64,7573      ,48.83
02,英文、化學、生物                                                                                            ,169.5,241,1.55,7814      ,50.38
02,英文、化學、生物                                                                                            ,166.5,217,1.4,8031      ,51.78
02,英文、化學、生物                                                                                            ,163.5,228,1.47,8259      ,53.25
02,英文、化學、生物                                                                                            ,160.5,232,1.5,8491      ,54.75
02,英文、化學、生物                                                                                            ,157.5,209,1.35,8700      ,56.10
02,英文、化學、生物                                                                                            ,154.5,227,1.46,8927      ,57.56
02,英文、化學、生物                                                                                            ,151.5,215,1.39,9142      ,58.95
02,英文、化學、生物                                                                                            ,148.5,219,1.41,9361      ,60.36
02,英文、化學、生物                                                                                            ,145.5,227,1.46,9588      ,61.82
02,英文、化學、生物                                                                                            ,142.5,220,1.42,9808      ,63.24
02,英文、化學、生物                                                                                            ,139.5,218,1.41,10026     ,64.65
02,英文、化學、生物                                                                                            ,136.5,211,1.36,10237     ,66.01
02,英文、化學、生物                                                                                            ,133.5,195,1.26,10432     ,67.26
02,英文、化學、生物                                                                                            ,130.5,190,1.23,10622     ,68.49
02,英文、化學、生物                                                                                            ,127.5,213,1.37,10835     ,69.86
02,英文、化學、生物                                                                                            ,124.5,190,1.23,11025     ,71.09
02,英文、化學、生物                                                                                            ,121.5,190,1.23,11215     ,72.31
02,英文、化學、生物                                                                                            ,118.5,170,1.1,11385     ,73.41
02,英文、化學、生物                                                                                            ,115.5,182,1.17,11567     ,74.58
02,英文、化學、生物                                                                                            ,112.5,176,1.13,11743     ,75.72
02,英文、化學、生物                                                                                            ,109.5,188,1.21,11931     ,76.93
02,英文、化學、生物                                                                                            ,106.5,162,1.04,12093     ,77.97
02,英文、化學、生物                                                                                            ,103.5,156,1.01,12249     ,78.98
02,英文、化學、生物                                                                                            ,100.5,191,1.23,12440     ,80.21
02,英文、化學、生物                                                                                            ,97.5,198,1.28,12638     ,81.49
02,英文、化學、生物                                                                                            ,94.5,174,1.12,12812     ,82.61
02,英文、化學、生物                                                                                            ,91.5,188,1.21,13000     ,83.82
02,英文、化學、生物                                                                                            ,88.5,172,1.11,13172     ,84.93
02,英文、化學、生物                                                                                            ,85.5,173,1.12,13345     ,86.05
02,英文、化學、生物                                                                                            ,82.5,167,1.08,13512     ,87.12
02,英文、化學、生物                                                                                            ,79.5,180,1.16,13692     ,88.28
02,英文、化學、生物                                                                                            ,76.5,158,1.02,13850     ,89.30
02,英文、化學、生物                                                                                            ,73.5,143,0.92,13993     ,90.23
02,英文、化學、生物                                                                                            ,70.5,147,0.95,14140     ,91.17
02,英文、化學、生物                                                                                            ,67.5,127,0.82,14267     ,91.99
02,英文、化學、生物                                                                                            ,64.5,92,0.59,14359     ,92.58
02,英文、化學、生物                                                                                            ,61.5,118,0.76,14477     ,93.35
02,英文、化學、生物                                                                                            ,58.5,84,0.54,14561     ,93.89
02,英文、化學、生物                                                                                            ,55.5,69,0.44,14630     ,94.33
02,英文、化學、生物                                                                                            ,52.5,42,0.27,14672     ,94.60
02,英文、化學、生物                                                                                            ,49.5,47,0.3,14719     ,94.91
02,英文、化學、生物                                                                                            ,46.5,37,0.24,14756     ,95.14
02,英文、化學、生物                                                                                            ,43.5,28,0.18,14784     ,95.33
02,英文、化學、生物                                                                                            ,40.5,13,0.08,14797     ,95.41
02,英文、化學、生物                                                                                            ,37.5,12,0.08,14809     ,95.49
02,英文、化學、生物                                                                                            ,34.5,11,0.07,14820     ,95.56
02,英文、化學、生物                                                                                            ,31.5,5,0.03,14825     ,95.59
02,英文、化學、生物                                                                                            ,28.5,8,0.05,14833     ,95.64
02,英文、化學、生物                                                                                            ,25.5,10,0.06,14843     ,95.71
02,英文、化學、生物                                                                                            ,22.5,5,0.03,14848     ,95.74
02,英文、化學、生物                                                                                            ,19.5,7,0.05,14855     ,95.78
02,英文、化學、生物                                                                                            ,16.5,10,0.06,14865     ,95.85
02,英文、化學、生物                                                                                            ,13.5,3,0.02,14868     ,95.87
02,英文、化學、生物                                                                                            ,10.5,2,0.01,14870     ,95.88
02,英文、化學、生物                                                                                            ,7.5,0,0,14870     ,95.88
02,英文、化學、生物                                                                                            ,4.5,0,0,14870     ,95.88
02,英文、化學、生物                                                                                            ,1.5,639,4.12,15509     ,100.0
03,英文、物理、化學                                                                                            ,298.5,0,0,0         ,0.0
03,英文、物理、化學                                                                                            ,295.5,0,0,0         ,0.0
03,英文、物理、化學                                                                                            ,292.5,2,0.01,2         ,0.01
03,英文、物理、化學                                                                                            ,289.5,7,0.03,9         ,0.04
03,英文、物理、化學                                                                                            ,286.5,12,0.06,21        ,0.10
03,英文、物理、化學                                                                                            ,283.5,19,0.09,40        ,0.19
03,英文、物理、化學                                                                                            ,280.5,40,0.19,80        ,0.37
03,英文、物理、化學                                                                                            ,277.5,50,0.23,130       ,0.60
03,英文、物理、化學                                                                                            ,274.5,61,0.28,191       ,0.88
03,英文、物理、化學                                                                                            ,271.5,80,0.37,271       ,1.25
03,英文、物理、化學                                                                                            ,268.5,100,0.46,371       ,1.72
03,英文、物理、化學                                                                                            ,265.5,141,0.65,512       ,2.37
03,英文、物理、化學                                                                                            ,262.5,144,0.67,656       ,3.04
03,英文、物理、化學                                                                                            ,259.5,162,0.75,818       ,3.79
03,英文、物理、化學                                                                                            ,256.5,164,0.76,982       ,4.55
03,英文、物理、化學                                                                                            ,253.5,184,0.85,1166      ,5.40
03,英文、物理、化學                                                                                            ,250.5,247,1.14,1413      ,6.54
03,英文、物理、化學                                                                                            ,247.5,205,0.95,1618      ,7.49
03,英文、物理、化學                                                                                            ,244.5,241,1.12,1859      ,8.61
03,英文、物理、化學                                                                                            ,241.5,251,1.16,2110      ,9.77
03,英文、物理、化學                                                                                            ,238.5,261,1.21,2371      ,10.98
03,英文、物理、化學                                                                                            ,235.5,262,1.21,2633      ,12.19
03,英文、物理、化學                                                                                            ,232.5,301,1.39,2934      ,13.59
03,英文、物理、化學                                                                                            ,229.5,271,1.25,3205      ,14.84
03,英文、物理、化學                                                                                            ,226.5,265,1.23,3470      ,16.07
03,英文、物理、化學                                                                                            ,223.5,287,1.33,3757      ,17.40
03,英文、物理、化學                                                                                            ,220.5,298,1.38,4055      ,18.78
03,英文、物理、化學                                                                                            ,217.5,309,1.43,4364      ,20.21
03,英文、物理、化學                                                                                            ,214.5,291,1.35,4655      ,21.55
03,英文、物理、化學                                                                                            ,211.5,300,1.39,4955      ,22.94
03,英文、物理、化學                                                                                            ,208.5,281,1.3,5236      ,24.25
03,英文、物理、化學                                                                                            ,205.5,298,1.38,5534      ,25.63
03,英文、物理、化學                                                                                            ,202.5,339,1.57,5873      ,27.19
03,英文、物理、化學                                                                                            ,199.5,308,1.43,6181      ,28.62
03,英文、物理、化學                                                                                            ,196.5,346,1.6,6527      ,30.22
03,英文、物理、化學                                                                                            ,193.5,311,1.44,6838      ,31.66
03,英文、物理、化學                                                                                            ,190.5,331,1.53,7169      ,33.20
03,英文、物理、化學                                                                                            ,187.5,354,1.64,7523      ,34.84
03,英文、物理、化學                                                                                            ,184.5,282,1.31,7805      ,36.14
03,英文、物理、化學                                                                                            ,181.5,338,1.57,8143      ,37.71
03,英文、物理、化學                                                                                            ,178.5,309,1.43,8452      ,39.14
03,英文、物理、化學                                                                                            ,175.5,344,1.59,8796      ,40.73
03,英文、物理、化學                                                                                            ,172.5,334,1.55,9130      ,42.28
03,英文、物理、化學                                                                                            ,169.5,353,1.63,9483      ,43.91
03,英文、物理、化學                                                                                            ,166.5,311,1.44,9794      ,45.35
03,英文、物理、化學                                                                                            ,163.5,320,1.48,10114     ,46.83
03,英文、物理、化學                                                                                            ,160.5,324,1.5,10438     ,48.33
03,英文、物理、化學                                                                                            ,157.5,313,1.45,10751     ,49.78
03,英文、物理、化學                                                                                            ,154.5,331,1.53,11082     ,51.32
03,英文、物理、化學                                                                                            ,151.5,339,1.57,11421     ,52.88
03,英文、物理、化學                                                                                            ,148.5,315,1.46,11736     ,54.34
03,英文、物理、化學                                                                                            ,145.5,288,1.33,12024     ,55.68
03,英文、物理、化學                                                                                            ,142.5,304,1.41,12328     ,57.08
03,英文、物理、化學                                                                                            ,139.5,322,1.49,12650     ,58.58
03,英文、物理、化學                                                                                            ,136.5,289,1.34,12939     ,59.91
03,英文、物理、化學                                                                                            ,133.5,303,1.4,13242     ,61.32
03,英文、物理、化學                                                                                            ,130.5,317,1.47,13559     ,62.78
03,英文、物理、化學                                                                                            ,127.5,328,1.52,13887     ,64.30
03,英文、物理、化學                                                                                            ,124.5,274,1.27,14161     ,65.57
03,英文、物理、化學                                                                                            ,121.5,316,1.46,14477     ,67.04
03,英文、物理、化學                                                                                            ,118.5,305,1.41,14782     ,68.45
03,英文、物理、化學                                                                                            ,115.5,293,1.36,15075     ,69.80
03,英文、物理、化學                                                                                            ,112.5,264,1.22,15339     ,71.03
03,英文、物理、化學                                                                                            ,109.5,290,1.34,15629     ,72.37
03,英文、物理、化學                                                                                            ,106.5,286,1.32,15915     ,73.69
03,英文、物理、化學                                                                                            ,103.5,295,1.37,16210     ,75.06
03,英文、物理、化學                                                                                            ,100.5,304,1.41,16514     ,76.47
03,英文、物理、化學                                                                                            ,97.5,309,1.43,16823     ,77.90
03,英文、物理、化學                                                                                            ,94.5,290,1.34,17113     ,79.24
03,英文、物理、化學                                                                                            ,91.5,281,1.3,17394     ,80.54
03,英文、物理、化學                                                                                            ,88.5,303,1.4,17697     ,81.95
03,英文、物理、化學                                                                                            ,85.5,260,1.2,17957     ,83.15
03,英文、物理、化學                                                                                            ,82.5,305,1.41,18262     ,84.56
03,英文、物理、化學                                                                                            ,79.5,274,1.27,18536     ,85.83
03,英文、物理、化學                                                                                            ,76.5,272,1.26,18808     ,87.09
03,英文、物理、化學                                                                                            ,73.5,235,1.09,19043     ,88.18
03,英文、物理、化學                                                                                            ,70.5,241,1.12,19284     ,89.29
03,英文、物理、化學                                                                                            ,67.5,245,1.13,19529     ,90.43
03,英文、物理、化學                                                                                            ,64.5,220,1.02,19749     ,91.45
03,英文、物理、化學                                                                                            ,61.5,201,0.93,19950     ,92.38
03,英文、物理、化學                                                                                            ,58.5,167,0.77,20117     ,93.15
03,英文、物理、化學                                                                                            ,55.5,147,0.68,20264     ,93.83
03,英文、物理、化學                                                                                            ,52.5,138,0.64,20402     ,94.47
03,英文、物理、化學                                                                                            ,49.5,107,0.5,20509     ,94.97
03,英文、物理、化學                                                                                            ,46.5,90,0.42,20599     ,95.38
03,英文、物理、化學                                                                                            ,43.5,42,0.19,20641     ,95.58
03,英文、物理、化學                                                                                            ,40.5,41,0.19,20682     ,95.77
03,英文、物理、化學                                                                                            ,37.5,35,0.16,20717     ,95.93
03,英文、物理、化學                                                                                            ,34.5,17,0.08,20734     ,96.01
03,英文、物理、化學                                                                                            ,31.5,14,0.06,20748     ,96.07
03,英文、物理、化學                                                                                            ,28.5,13,0.06,20761     ,96.13
03,英文、物理、化學                                                                                            ,25.5,10,0.05,20771     ,96.18
03,英文、物理、化學                                                                                            ,22.5,15,0.07,20786     ,96.25
03,英文、物理、化學                                                                                            ,19.5,13,0.06,20799     ,96.31
03,英文、物理、化學                                                                                            ,16.5,13,0.06,20812     ,96.37
03,英文、物理、化學                                                                                            ,13.5,4,0.02,20816     ,96.39
03,英文、物理、化學                                                                                            ,10.5,2,0.01,20818     ,96.40
03,英文、物理、化學                                                                                            ,7.5,2,0.01,20820     ,96.41
