組別,分數區間,人數,,
01,298.5,0,,
01,295.5,0,,
01,292.5,0,,
01,289.5,0,,
01,286.5,0,,
01,283.5,2,,
01,280.5,2,,
01,277.5,10,,
01,274.5,14,,
01,271.5,21,,
01,268.5,36,,
01,265.5,56,,
01,262.5,89,,
01,259.5,112,,
01,256.5,134,,
01,253.5,155,,
01,250.5,198,,
01,247.5,228,,
01,244.5,241,,
01,241.5,288,,
01,238.5,312,,
01,235.5,356,,
01,232.5,351,,
01,229.5,384,,
01,226.5,397,,
01,223.5,429,,
01,220.5,407,,
01,217.5,413,,
01,214.5,442,,
01,211.5,465,,
01,208.5,463,,
01,205.5,444,,
01,202.5,445,,
01,199.5,472,,
01,196.5,481,,
01,193.5,456,,
01,190.5,457,,
01,187.5,487,,
01,184.5,442,,
01,181.5,476,,
01,178.5,515,,
01,175.5,471,,
01,172.5,488,,
01,169.5,464,,
01,166.5,467,,
01,163.5,538,,
01,160.5,468,,
01,157.5,472,,
01,154.5,497,,
01,151.5,509,,
01,148.5,558,,
01,145.5,527,,
01,142.5,528,,
01,139.5,551,,
01,136.5,515,,
01,133.5,516,,
01,130.5,476,,
01,127.5,493,,
01,124.5,523,,
01,121.5,481,,
01,118.5,445,,
01,115.5,416,,
01,112.5,400,,
01,109.5,389,,
01,106.5,391,,
01,103.5,294,,
01,100.5,293,,
01,97.5,301,,
01,94.5,237,,
01,91.5,239,,
01,88.5,216,,
01,85.5,214,,
01,82.5,165,,
01,79.5,161,,
01,76.5,147,,
01,73.5,115,,
01,70.5,107,,
01,67.5,82,,
01,64.5,85,,
01,61.5,63,,
01,58.5,56,,
01,55.5,43,,
01,52.5,29,,
01,49.5,20,,
01,46.5,25,,
01,43.5,15,,
01,40.5,7,,
01,37.5,13,,
01,34.5,8,,
01,31.5,8,,
01,28.5,8,,
01,25.5,7,,
01,22.5,9,,
01,19.5,8,,
01,16.5,13,,
01,13.5,5,,
01,10.5,8,,
01,7.5,4,,
01,4.5,6,,
01,1.5,982,,
02,298.5,0,,
02,295.5,0,,
02,292.5,6,,
02,289.5,11,,
02,286.5,26,,
02,283.5,31,,
02,280.5,52,,
02,277.5,55,,
02,274.5,88,,
02,271.5,67,,
02,268.5,93,,
02,265.5,111,,
02,262.5,168,,
02,259.5,137,,
02,256.5,156,,
02,253.5,143,,
02,250.5,187,,
02,247.5,190,,
02,244.5,213,,
02,241.5,226,,
02,238.5,233,,
02,235.5,206,,
02,232.5,255,,
02,229.5,219,,
02,226.5,247,,
02,223.5,256,,
02,220.5,268,,
02,217.5,259,,
02,214.5,241,,
02,211.5,264,,
02,208.5,299,,
02,205.5,264,,
02,202.5,293,,
02,199.5,306,,
02,196.5,300,,
02,193.5,296,,
02,190.5,286,,
02,187.5,316,,
02,184.5,297,,
02,181.5,268,,
02,178.5,289,,
02,175.5,317,,
02,172.5,305,,
02,169.5,330,,
02,166.5,301,,
02,163.5,275,,
02,160.5,324,,
02,157.5,317,,
02,154.5,293,,
02,151.5,295,,
02,148.5,278,,
02,145.5,269,,
02,142.5,308,,
02,139.5,338,,
02,136.5,296,,
02,133.5,278,,
02,130.5,261,,
02,127.5,274,,
02,124.5,276,,
02,121.5,266,,
02,118.5,284,,
02,115.5,252,,
02,112.5,274,,
02,109.5,297,,
02,106.5,280,,
02,103.5,267,,
02,100.5,258,,
02,97.5,313,,
02,94.5,273,,
02,91.5,276,,
02,88.5,265,,
02,85.5,263,,
02,82.5,269,,
02,79.5,259,,
02,76.5,253,,
02,73.5,261,,
02,70.5,212,,
02,67.5,235,,
02,64.5,218,,
02,61.5,193,,
02,58.5,200,,
02,55.5,183,,
02,52.5,157,,
02,49.5,137,,
02,46.5,133,,
02,43.5,103,,
02,40.5,84,,
02,37.5,66,,
02,34.5,47,,
02,31.5,32,,
02,28.5,29,,
02,25.5,21,,
02,22.5,9,,
02,19.5,11,,
02,16.5,5,,
02,13.5,3,,
02,10.5,4,,
02,7.5,2,,
02,4.5,1,,
02,1.5,849,,
03,298.5,0,,
03,295.5,0,,
03,292.5,0,,
03,289.5,2,,
03,286.5,5,,
03,283.5,1,,
03,280.5,10,,
03,277.5,13,,
03,274.5,28,,
03,271.5,40,,
03,268.5,58,,
03,265.5,63,,
03,262.5,93,,
03,259.5,94,,
03,256.5,136,,
03,253.5,145,,
03,250.5,151,,
03,247.5,186,,
03,244.5,174,,
03,241.5,200,,
03,238.5,205,,
03,235.5,203,,
03,232.5,195,,
03,229.5,213,,
03,226.5,218,,
03,223.5,200,,
03,220.5,208,,
03,217.5,208,,
03,214.5,245,,
03,211.5,194,,
03,208.5,190,,
03,205.5,207,,
03,202.5,200,,
03,199.5,182,,
03,196.5,227,,
03,193.5,226,,
03,190.5,196,,
03,187.5,219,,
03,184.5,220,,
03,181.5,212,,
03,178.5,245,,
03,175.5,233,,
03,172.5,210,,
03,169.5,218,,
03,166.5,201,,
03,163.5,186,,
03,160.5,214,,
03,157.5,207,,
03,154.5,221,,
03,151.5,200,,
03,148.5,217,,
03,145.5,213,,
03,142.5,221,,
03,139.5,183,,
03,136.5,243,,
03,133.5,196,,
03,130.5,177,,
03,127.5,206,,
03,124.5,183,,
03,121.5,192,,
03,118.5,217,,
03,115.5,212,,
03,112.5,200,,
03,109.5,195,,
03,106.5,195,,
03,103.5,153,,
03,100.5,160,,
03,97.5,216,,
03,94.5,184,,
03,91.5,198,,
03,88.5,179,,
03,85.5,167,,
03,82.5,189,,
03,79.5,160,,
03,76.5,171,,
03,73.5,165,,
03,70.5,160,,
03,67.5,131,,
03,64.5,135,,
03,61.5,129,,
03,58.5,117,,
03,55.5,113,,
03,52.5,80,,
03,49.5,75,,
03,46.5,57,,
03,43.5,38,,
03,40.5,28,,
03,37.5,19,,
03,34.5,11,,
03,31.5,13,,
03,28.5,11,,
03,25.5,5,,
03,22.5,5,,
03,19.5,13,,
03,16.5,8,,
03,13.5,4,,
03,10.5,3,,
03,7.5,3,,
03,4.5,2,,
03,1.5,645,,
04,298.5,0,,
04,295.5,0,,
04,292.5,0,,
04,289.5,0,,
04,286.5,0,,
04,283.5,2,,
04,280.5,2,,
04,277.5,14,,
04,274.5,19,,
04,271.5,30,,
04,268.5,33,,
04,265.5,57,,
04,262.5,64,,
04,259.5,92,,
04,256.5,111,,
04,253.5,116,,
04,250.5,139,,
04,247.5,152,,
04,244.5,166,,
04,241.5,183,,
04,238.5,224,,
04,235.5,208,,
04,232.5,213,,
04,229.5,207,,
04,226.5,194,,
04,223.5,190,,
04,220.5,213,,
04,217.5,180,,
04,214.5,201,,
04,211.5,195,,
04,208.5,181,,
04,205.5,201,,
04,202.5,165,,
04,199.5,172,,
04,196.5,190,,
04,193.5,174,,
04,190.5,180,,
04,187.5,211,,
04,184.5,208,,
04,181.5,201,,
04,178.5,198,,
04,175.5,200,,
04,172.5,209,,
04,169.5,168,,
04,166.5,207,,
04,163.5,210,,
04,160.5,194,,
04,157.5,201,,
04,154.5,192,,
04,151.5,201,,
04,148.5,175,,
04,145.5,185,,
04,142.5,169,,
04,139.5,201,,
04,136.5,200,,
04,133.5,178,,
04,130.5,173,,
04,127.5,172,,
04,124.5,149,,
04,121.5,179,,
04,118.5,161,,
04,115.5,168,,
04,112.5,150,,
04,109.5,159,,
04,106.5,173,,
04,103.5,175,,
04,100.5,163,,
04,97.5,158,,
04,94.5,130,,
04,91.5,153,,
04,88.5,148,,
04,85.5,171,,
04,82.5,158,,
04,79.5,135,,
04,76.5,121,,
04,73.5,120,,
04,70.5,94,,
04,67.5,116,,
04,64.5,87,,
04,61.5,93,,
04,58.5,76,,
04,55.5,74,,
04,52.5,55,,
04,49.5,49,,
04,46.5,40,,
04,43.5,30,,
04,40.5,21,,
04,37.5,22,,
04,34.5,10,,
04,31.5,6,,
04,28.5,10,,
04,25.5,3,,
04,22.5,7,,
04,19.5,11,,
04,16.5,7,,
04,13.5,4,,
04,10.5,2,,
04,7.5,1,,
04,4.5,1,,
04,1.5,558,,
05,298.5,0,,
05,295.5,0,,
05,292.5,2,,
05,289.5,5,,
05,286.5,4,,
05,283.5,21,,
05,280.5,35,,
05,277.5,50,,
05,274.5,62,,
05,271.5,87,,
05,268.5,93,,
05,265.5,131,,
05,262.5,137,,
05,259.5,156,,
05,256.5,180,,
05,253.5,162,,
05,250.5,201,,
05,247.5,215,,
05,244.5,218,,
05,241.5,237,,
05,238.5,249,,
05,235.5,230,,
05,232.5,269,,
05,229.5,283,,
05,226.5,270,,
05,223.5,237,,
05,220.5,279,,
05,217.5,279,,
05,214.5,248,,
05,211.5,293,,
05,208.5,255,,
05,205.5,286,,
05,202.5,292,,
05,199.5,311,,
05,196.5,314,,
05,193.5,294,,
05,190.5,285,,
05,187.5,294,,
05,184.5,313,,
05,181.5,275,,
05,178.5,298,,
05,175.5,310,,
05,172.5,310,,
05,169.5,302,,
05,166.5,309,,
05,163.5,292,,
05,160.5,317,,
05,157.5,285,,
05,154.5,313,,
05,151.5,280,,
05,148.5,269,,
05,145.5,252,,
05,142.5,296,,
05,139.5,305,,
05,136.5,301,,
05,133.5,312,,
05,130.5,247,,
05,127.5,277,,
05,124.5,265,,
05,121.5,259,,
05,118.5,271,,
05,115.5,297,,
05,112.5,257,,
05,109.5,270,,
05,106.5,233,,
05,103.5,262,,
05,100.5,283,,
05,97.5,285,,
05,94.5,284,,
05,91.5,270,,
05,88.5,273,,
05,85.5,284,,
05,82.5,263,,
05,79.5,277,,
05,76.5,240,,
05,73.5,263,,
05,70.5,283,,
05,67.5,268,,
05,64.5,245,,
05,61.5,209,,
05,58.5,216,,
05,55.5,192,,
05,52.5,182,,
05,49.5,130,,
05,46.5,104,,
05,43.5,82,,
05,40.5,67,,
05,37.5,45,,
05,34.5,28,,
05,31.5,16,,
05,28.5,16,,
05,25.5,11,,
05,22.5,5,,
05,19.5,12,,
05,16.5,7,,
05,13.5,4,,
05,10.5,1,,
05,7.5,1,,
05,4.5,2,,
05,1.5,804,,
06,398.00 ,0,,
06,394.00 ,0,,
06,390.00 ,0,,
06,386.00 ,0,,
06,382.00 ,2,,
06,378.00 ,4,,
06,374.00 ,12,,
06,370.00 ,19,,
06,366.00 ,32,,
06,362.00 ,34,,
06,358.00 ,57,,
06,354.00 ,82,,
06,350.00 ,86,,
06,346.00 ,118,,
06,342.00 ,113,,
06,338.00 ,124,,
06,334.00 ,146,,
06,330.00 ,165,,
06,326.00 ,161,,
06,322.00 ,189,,
06,318.00 ,197,,
06,314.00 ,199,,
06,310.00 ,188,,
06,306.00 ,157,,
06,302.00 ,207,,
06,298.00 ,186,,
06,294.00 ,168,,
06,290.00 ,164,,
06,286.00 ,183,,
06,282.00 ,172,,
06,278.00 ,157,,
06,274.00 ,201,,
06,270.00 ,202,,
06,266.00 ,181,,
06,262.00 ,153,,
06,258.00 ,161,,
06,254.00 ,203,,
06,250.00 ,189,,
06,246.00 ,187,,
06,242.00 ,186,,
06,238.00 ,190,,
06,234.00 ,208,,
06,230.00 ,188,,
06,226.00 ,190,,
06,222.00 ,193,,
06,218.00 ,187,,
06,214.00 ,183,,
06,210.00 ,198,,
06,206.00 ,182,,
06,202.00 ,193,,
06,198.00 ,192,,
06,194.00 ,168,,
06,190.00 ,182,,
06,186.00 ,161,,
06,182.00 ,166,,
06,178.00 ,143,,
06,174.00 ,188,,
06,170.00 ,195,,
06,166.00 ,170,,
06,162.00 ,145,,
06,158.00 ,170,,
06,154.00 ,147,,
06,150.00 ,163,,
06,146.00 ,164,,
06,142.00 ,142,,
06,138.00 ,164,,
06,134.00 ,152,,
06,130.00 ,162,,
06,126.00 ,142,,
06,122.00 ,162,,
06,118.00 ,154,,
06,114.00 ,146,,
06,110.00 ,144,,
06,106.00 ,140,,
06,102.00 ,128,,
06,98.00 ,147,,
06,94.00 ,130,,
06,90.00 ,116,,
06,86.00 ,115,,
06,82.00 ,82,,
06,78.00 ,110,,
06,74.00 ,82,,
06,70.00 ,89,,
06,66.00 ,56,,
06,62.00 ,43,,
06,58.00 ,35,,
06,54.00 ,19,,
06,50.00 ,25,,
06,46.00 ,8,,
06,42.00 ,8,,
06,38.00 ,7,,
06,34.00 ,5,,
06,30.00 ,8,,
06,26.00 ,2,,
06,22.00 ,8,,
06,18.00 ,10,,
06,14.00 ,6,,
06,10.00 ,2,,
06,6.00 ,1,,
06,2.00 ,555,,
07,298.5,0,,
07,295.5,0,,
07,292.5,0,,
07,289.5,0,,
07,286.5,0,,
07,283.5,0,,
07,280.5,0,,
07,277.5,1,,
07,274.5,2,,
07,271.5,4,,
07,268.5,7,,
07,265.5,13,,
07,262.5,28,,
07,259.5,39,,
07,256.5,54,,
07,253.5,56,,
07,250.5,106,,
07,247.5,125,,
07,244.5,151,,
07,241.5,191,,
07,238.5,209,,
07,235.5,221,,
07,232.5,257,,
07,229.5,295,,
07,226.5,317,,
07,223.5,304,,
07,220.5,347,,
07,217.5,393,,
07,214.5,380,,
07,211.5,376,,
07,208.5,394,,
07,205.5,395,,
07,202.5,414,,
07,199.5,427,,
07,196.5,411,,
07,193.5,393,,
07,190.5,416,,
07,187.5,423,,
07,184.5,458,,
07,181.5,413,,
07,178.5,445,,
07,175.5,387,,
07,172.5,423,,
07,169.5,421,,
07,166.5,442,,
07,163.5,482,,
07,160.5,453,,
07,157.5,463,,
07,154.5,443,,
07,151.5,482,,
07,148.5,473,,
07,145.5,528,,
07,142.5,495,,
07,139.5,485,,
07,136.5,512,,
07,133.5,489,,
07,130.5,503,,
07,127.5,498,,
07,124.5,453,,
07,121.5,462,,
07,118.5,503,,
07,115.5,434,,
07,112.5,421,,
07,109.5,374,,
07,106.5,369,,
07,103.5,363,,
07,100.5,306,,
07,97.5,287,,
07,94.5,248,,
07,91.5,251,,
07,88.5,238,,
07,85.5,211,,
07,82.5,167,,
07,79.5,156,,
07,76.5,140,,
07,73.5,116,,
07,70.5,97,,
07,67.5,93,,
07,64.5,69,,
07,61.5,59,,
07,58.5,38,,
07,55.5,28,,
07,52.5,37,,
07,49.5,17,,
07,46.5,21,,
07,43.5,17,,
07,40.5,9,,
07,37.5,11,,
07,34.5,10,,
07,31.5,8,,
07,28.5,4,,
07,25.5,10,,
07,22.5,8,,
07,19.5,15,,
07,16.5,8,,
07,13.5,16,,
07,10.5,7,,
07,7.5,2,,
07,4.5,1,,
07,1.5,829,,
08,298.5,0,,
08,295.5,0,,
08,292.5,0,,
08,289.5,0,,
08,286.5,0,,
08,283.5,0,,
08,280.5,0,,
08,277.5,1,,
08,274.5,3,,
08,271.5,7,,
08,268.5,14,,
08,265.5,22,,
08,262.5,47,,
08,259.5,46,,
08,256.5,76,,
08,253.5,100,,
08,250.5,148,,
08,247.5,179,,
08,244.5,222,,
08,241.5,243,,
08,238.5,267,,
08,235.5,297,,
08,232.5,345,,
08,229.5,312,,
08,226.5,389,,
08,223.5,357,,
08,220.5,422,,
08,217.5,427,,
08,214.5,468,,
08,211.5,482,,
08,208.5,468,,
08,205.5,485,,
08,202.5,495,,
08,199.5,467,,
08,196.5,517,,
08,193.5,486,,
08,190.5,494,,
08,187.5,548,,
08,184.5,495,,
08,181.5,521,,
08,178.5,509,,
08,175.5,507,,
08,172.5,560,,
08,169.5,524,,
08,166.5,476,,
08,163.5,558,,
08,160.5,550,,
08,157.5,562,,
08,154.5,551,,
08,151.5,559,,
08,148.5,555,,
08,145.5,581,,
08,142.5,599,,
08,139.5,564,,
08,136.5,562,,
08,133.5,542,,
08,130.5,554,,
08,127.5,542,,
08,124.5,570,,
08,121.5,506,,
08,118.5,470,,
08,115.5,480,,
08,112.5,453,,
08,109.5,416,,
08,106.5,314,,
08,103.5,310,,
08,100.5,334,,
08,97.5,264,,
08,94.5,285,,
08,91.5,201,,
08,88.5,235,,
08,85.5,205,,
08,82.5,195,,
08,79.5,157,,
08,76.5,128,,
08,73.5,112,,
08,70.5,94,,
08,67.5,71,,
08,64.5,68,,
08,61.5,49,,
08,58.5,46,,
08,55.5,26,,
08,52.5,25,,
08,49.5,20,,
08,46.5,22,,
08,43.5,15,,
08,40.5,11,,
08,37.5,10,,
08,34.5,9,,
08,31.5,9,,
08,28.5,5,,
08,25.5,12,,
08,22.5,12,,
08,19.5,19,,
08,16.5,9,,
08,13.5,20,,
08,10.5,10,,
08,7.5,3,,
08,4.5,0,,
08,1.5,976,,
09,398.00 ,0,,
09,394.00 ,0,,
09,390.00 ,0,,
09,386.00 ,0,,
09,382.00 ,0,,
09,378.00 ,0,,
09,374.00 ,0,,
09,370.00 ,0,,
09,366.00 ,1,,
09,362.00 ,1,,
09,358.00 ,7,,
09,354.00 ,7,,
09,350.00 ,21,,
09,346.00 ,29,,
09,342.00 ,46,,
09,338.00 ,71,,
09,334.00 ,93,,
09,330.00 ,125,,
09,326.00 ,152,,
09,322.00 ,179,,
09,318.00 ,230,,
09,314.00 ,240,,
09,310.00 ,270,,
09,306.00 ,283,,
09,302.00 ,329,,
09,298.00 ,358,,
09,294.00 ,366,,
09,290.00 ,347,,
09,286.00 ,393,,
09,282.00 ,430,,
09,278.00 ,416,,
09,274.00 ,445,,
09,270.00 ,424,,
09,266.00 ,448,,
09,262.00 ,440,,
09,258.00 ,438,,
09,254.00 ,456,,
09,250.00 ,473,,
09,246.00 ,446,,
09,242.00 ,479,,
09,238.00 ,478,,
09,234.00 ,463,,
09,230.00 ,497,,
09,226.00 ,469,,
09,222.00 ,502,,
09,218.00 ,516,,
09,214.00 ,494,,
09,210.00 ,516,,
09,206.00 ,481,,
09,202.00 ,531,,
09,198.00 ,493,,
09,194.00 ,493,,
09,190.00 ,501,,
09,186.00 ,517,,
09,182.00 ,516,,
09,178.00 ,445,,
09,174.00 ,476,,
09,170.00 ,455,,
09,166.00 ,423,,
09,162.00 ,365,,
09,158.00 ,351,,
09,154.00 ,332,,
09,150.00 ,302,,
09,146.00 ,253,,
09,142.00 ,264,,
09,138.00 ,248,,
09,134.00 ,226,,
09,130.00 ,190,,
09,126.00 ,181,,
09,122.00 ,143,,
09,118.00 ,128,,
09,114.00 ,112,,
09,110.00 ,100,,
09,106.00 ,86,,
09,102.00 ,74,,
09,98.00 ,51,,
09,94.00 ,43,,
09,90.00 ,55,,
09,86.00 ,42,,
09,82.00 ,40,,
09,78.00 ,30,,
09,74.00 ,29,,
09,70.00 ,30,,
09,66.00 ,21,,
09,62.00 ,13,,
09,58.00 ,10,,
09,54.00 ,12,,
09,50.00 ,12,,
09,46.00 ,11,,
09,42.00 ,8,,
09,38.00 ,8,,
09,34.00 ,8,,
09,30.00 ,6,,
09,26.00 ,10,,
09,22.00 ,12,,
09,18.00 ,14,,
09,14.00 ,18,,
09,10.00 ,8,,
09,6.00 ,1,,
09,2.00 ,774,,
10,298.5,0,,
10,295.5,0,,
10,292.5,0,,
10,289.5,0,,
10,286.5,0,,
10,283.5,0,,
10,280.5,3,,
10,277.5,1,,
10,274.5,11,,
10,271.5,19,,
10,268.5,31,,
10,265.5,31,,
10,262.5,52,,
10,259.5,81,,
10,256.5,105,,
10,253.5,104,,
10,250.5,127,,
10,247.5,163,,
10,244.5,181,,
10,241.5,223,,
10,238.5,220,,
10,235.5,237,,
10,232.5,265,,
10,229.5,250,,
10,226.5,274,,
10,223.5,287,,
10,220.5,319,,
10,217.5,315,,
10,214.5,316,,
10,211.5,294,,
10,208.5,336,,
10,205.5,343,,
10,202.5,306,,
10,199.5,317,,
10,196.5,301,,
10,193.5,307,,
10,190.5,311,,
10,187.5,302,,
10,184.5,319,,
10,181.5,320,,
10,178.5,343,,
10,175.5,340,,
10,172.5,359,,
10,169.5,321,,
10,166.5,342,,
10,163.5,331,,
10,160.5,353,,
10,157.5,329,,
10,154.5,352,,
10,151.5,352,,
10,148.5,325,,
10,145.5,361,,
10,142.5,352,,
10,139.5,379,,
10,136.5,441,,
10,133.5,380,,
10,130.5,400,,
10,127.5,406,,
10,124.5,466,,
10,121.5,440,,
10,118.5,489,,
10,115.5,418,,
10,112.5,474,,
10,109.5,475,,
10,106.5,456,,
10,103.5,486,,
10,100.5,484,,
10,97.5,416,,
10,94.5,474,,
10,91.5,475,,
10,88.5,414,,
10,85.5,375,,
10,82.5,394,,
10,79.5,312,,
10,76.5,288,,
10,73.5,245,,
10,70.5,275,,
10,67.5,202,,
10,64.5,193,,
10,61.5,139,,
10,58.5,109,,
10,55.5,98,,
10,52.5,59,,
10,49.5,63,,
10,46.5,41,,
10,43.5,47,,
10,40.5,25,,
10,37.5,18,,
10,34.5,19,,
10,31.5,17,,
10,28.5,21,,
10,25.5,9,,
10,22.5,10,,
10,19.5,7,,
10,16.5,10,,
10,13.5,6,,
10,10.5,2,,
10,7.5,2,,
10,4.5,2,,
10,1.5,794,,
11,298.5,0,,
11,295.5,0,,
11,292.5,3,,
11,289.5,4,,
11,286.5,7,,
11,283.5,15,,
11,280.5,21,,
11,277.5,41,,
11,274.5,53,,
11,271.5,57,,
11,268.5,104,,
11,265.5,100,,
11,262.5,119,,
11,259.5,148,,
11,256.5,138,,
11,253.5,172,,
11,250.5,202,,
11,247.5,199,,
11,244.5,222,,
11,241.5,225,,
11,238.5,225,,
11,235.5,255,,
11,232.5,235,,
11,229.5,289,,
11,226.5,272,,
11,223.5,300,,
11,220.5,261,,
11,217.5,334,,
11,214.5,324,,
11,211.5,284,,
11,208.5,305,,
11,205.5,327,,
11,202.5,352,,
11,199.5,336,,
11,196.5,308,,
11,193.5,358,,
11,190.5,316,,
11,187.5,329,,
11,184.5,354,,
11,181.5,308,,
11,178.5,351,,
11,175.5,362,,
11,172.5,355,,
11,169.5,353,,
11,166.5,339,,
11,163.5,335,,
11,160.5,355,,
11,157.5,337,,
11,154.5,301,,
11,151.5,329,,
11,148.5,307,,
11,145.5,334,,
11,142.5,304,,
11,139.5,302,,
11,136.5,319,,
11,133.5,319,,
11,130.5,315,,
11,127.5,308,,
11,124.5,305,,
11,121.5,283,,
11,118.5,281,,
11,115.5,300,,
11,112.5,301,,
11,109.5,276,,
11,106.5,295,,
11,103.5,273,,
11,100.5,291,,
11,97.5,317,,
11,94.5,313,,
11,91.5,285,,
11,88.5,327,,
11,85.5,297,,
11,82.5,274,,
11,79.5,280,,
11,76.5,283,,
11,73.5,281,,
11,70.5,262,,
11,67.5,277,,
11,64.5,242,,
11,61.5,237,,
11,58.5,205,,
11,55.5,214,,
11,52.5,184,,
11,49.5,160,,
11,46.5,117,,
11,43.5,111,,
11,40.5,97,,
11,37.5,78,,
11,34.5,49,,
11,31.5,34,,
11,28.5,29,,
11,25.5,20,,
11,22.5,13,,
11,19.5,16,,
11,16.5,7,,
11,13.5,13,,
11,10.5,3,,
11,7.5,3,,
11,4.5,3,,
11,1.5,876,,
12,398.00 ,0,,
12,394.00 ,0,,
12,390.00 ,0,,
12,386.00 ,0,,
12,382.00 ,2,,
12,378.00 ,5,,
12,374.00 ,8,,
12,370.00 ,16,,
12,366.00 ,23,,
12,362.00 ,24,,
12,358.00 ,52,,
12,354.00 ,72,,
12,350.00 ,73,,
12,346.00 ,109,,
12,342.00 ,93,,
12,338.00 ,124,,
12,334.00 ,132,,
12,330.00 ,190,,
12,326.00 ,172,,
12,322.00 ,189,,
12,318.00 ,166,,
12,314.00 ,168,,
12,310.00 ,181,,
12,306.00 ,175,,
12,302.00 ,232,,
12,298.00 ,223,,
12,294.00 ,223,,
12,290.00 ,194,,
12,286.00 ,185,,
12,282.00 ,213,,
12,278.00 ,202,,
12,274.00 ,207,,
12,270.00 ,219,,
12,266.00 ,220,,
12,262.00 ,211,,
12,258.00 ,219,,
12,254.00 ,219,,
12,250.00 ,225,,
12,246.00 ,211,,
12,242.00 ,216,,
12,238.00 ,227,,
12,234.00 ,225,,
12,230.00 ,216,,
12,226.00 ,231,,
12,222.00 ,231,,
12,218.00 ,241,,
12,214.00 ,215,,
12,210.00 ,223,,
12,206.00 ,185,,
12,202.00 ,213,,
12,198.00 ,188,,
12,194.00 ,223,,
12,190.00 ,223,,
12,186.00 ,188,,
12,182.00 ,192,,
12,178.00 ,222,,
12,174.00 ,199,,
12,170.00 ,207,,
12,166.00 ,186,,
12,162.00 ,182,,
12,158.00 ,182,,
12,154.00 ,195,,
12,150.00 ,200,,
12,146.00 ,177,,
12,142.00 ,195,,
12,138.00 ,195,,
12,134.00 ,209,,
12,130.00 ,189,,
12,126.00 ,193,,
12,122.00 ,178,,
12,118.00 ,187,,
12,114.00 ,174,,
12,110.00 ,164,,
12,106.00 ,156,,
12,102.00 ,160,,
12,98.00 ,162,,
12,94.00 ,148,,
12,90.00 ,132,,
12,86.00 ,133,,
12,82.00 ,114,,
12,78.00 ,107,,
12,74.00 ,107,,
12,70.00 ,87,,
12,66.00 ,78,,
12,62.00 ,49,,
12,58.00 ,49,,
12,54.00 ,37,,
12,50.00 ,26,,
12,46.00 ,17,,
12,42.00 ,10,,
12,38.00 ,12,,
12,34.00 ,9,,
12,30.00 ,8,,
12,26.00 ,2,,
12,22.00 ,7,,
12,18.00 ,8,,
12,14.00 ,6,,
12,10.00 ,4,,
12,6.00 ,1,,
12,2.00 ,627,,
13,298.5,0,,
13,295.5,0,,
13,292.5,0,,
13,289.5,2,,
13,286.5,5,,
13,283.5,8,,
13,280.5,20,,
13,277.5,30,,
13,274.5,28,,
13,271.5,55,,
13,268.5,72,,
13,265.5,96,,
13,262.5,118,,
13,259.5,122,,
13,256.5,139,,
13,253.5,181,,
13,250.5,189,,
13,247.5,192,,
13,244.5,226,,
13,241.5,191,,
13,238.5,265,,
13,235.5,263,,
13,232.5,276,,
13,229.5,250,,
13,226.5,271,,
13,223.5,289,,
13,220.5,288,,
13,217.5,309,,
13,214.5,314,,
13,211.5,305,,
13,208.5,306,,
13,205.5,362,,
13,202.5,343,,
13,199.5,324,,
13,196.5,313,,
13,193.5,307,,
13,190.5,341,,
13,187.5,334,,
13,184.5,303,,
13,181.5,314,,
13,178.5,317,,
13,175.5,330,,
13,172.5,362,,
13,169.5,339,,
13,166.5,342,,
13,163.5,349,,
13,160.5,297,,
13,157.5,319,,
13,154.5,291,,
13,151.5,347,,
13,148.5,315,,
13,145.5,298,,
13,142.5,276,,
13,139.5,302,,
13,136.5,271,,
13,133.5,286,,
13,130.5,283,,
13,127.5,285,,
13,124.5,282,,
13,121.5,290,,
13,118.5,261,,
13,115.5,288,,
13,112.5,274,,
13,109.5,256,,
13,106.5,266,,
13,103.5,275,,
13,100.5,280,,
13,97.5,284,,
13,94.5,261,,
13,91.5,282,,
13,88.5,298,,
13,85.5,244,,
13,82.5,226,,
13,79.5,278,,
13,76.5,269,,
13,73.5,209,,
13,70.5,241,,
13,67.5,236,,
13,64.5,194,,
13,61.5,189,,
13,58.5,165,,
13,55.5,156,,
13,52.5,130,,
13,49.5,117,,
13,46.5,116,,
13,43.5,93,,
13,40.5,66,,
13,37.5,42,,
13,34.5,22,,
13,31.5,27,,
13,28.5,17,,
13,25.5,17,,
13,22.5,20,,
13,19.5,13,,
13,16.5,6,,
13,13.5,7,,
13,10.5,2,,
13,7.5,1,,
13,4.5,2,,
13,1.5,813,,
14,398.00 ,0,,
14,394.00 ,0,,
14,390.00 ,0,,
14,386.00 ,3,,
14,382.00 ,4,,
14,378.00 ,15,,
14,374.00 ,27,,
14,370.00 ,32,,
14,366.00 ,48,,
14,362.00 ,68,,
14,358.00 ,85,,
14,354.00 ,101,,
14,350.00 ,134,,
14,346.00 ,137,,
14,342.00 ,145,,
14,338.00 ,182,,
14,334.00 ,187,,
14,330.00 ,196,,
14,326.00 ,194,,
14,322.00 ,222,,
14,318.00 ,250,,
14,314.00 ,252,,
14,310.00 ,256,,
14,306.00 ,241,,
14,302.00 ,262,,
14,298.00 ,245,,
14,294.00 ,266,,
14,290.00 ,311,,
14,286.00 ,291,,
14,282.00 ,282,,
14,278.00 ,307,,
14,274.00 ,320,,
