組別,分數區間,人數,,
58,294.00 ,344,,
58,290.00 ,318,,
58,286.00 ,332,,
58,282.00 ,331,,
58,278.00 ,369,,
58,274.00 ,335,,
58,270.00 ,354,,
58,266.00 ,364,,
58,262.00 ,351,,
58,258.00 ,355,,
58,254.00 ,361,,
58,250.00 ,378,,
58,246.00 ,330,,
58,242.00 ,379,,
58,238.00 ,344,,
58,234.00 ,377,,
58,230.00 ,386,,
58,226.00 ,374,,
58,222.00 ,378,,
58,218.00 ,394,,
58,214.00 ,384,,
58,210.00 ,388,,
58,206.00 ,403,,
58,202.00 ,389,,
58,198.00 ,377,,
58,194.00 ,406,,
58,190.00 ,456,,
58,186.00 ,417,,
58,182.00 ,426,,
58,178.00 ,412,,
58,174.00 ,494,,
58,170.00 ,461,,
58,166.00 ,501,,
58,162.00 ,517,,
58,158.00 ,500,,
58,154.00 ,478,,
58,150.00 ,469,,
58,146.00 ,466,,
58,142.00 ,458,,
58,138.00 ,495,,
58,134.00 ,452,,
58,130.00 ,419,,
58,126.00 ,399,,
58,122.00 ,335,,
58,118.00 ,327,,
58,114.00 ,288,,
58,110.00 ,261,,
58,106.00 ,247,,
58,102.00 ,204,,
58,98.00 ,189,,
58,94.00 ,141,,
58,90.00 ,110,,
58,86.00 ,85,,
58,82.00 ,77,,
58,78.00 ,58,,
58,74.00 ,40,,
58,70.00 ,41,,
58,66.00 ,36,,
58,62.00 ,15,,
58,58.00 ,12,,
58,54.00 ,10,,
58,50.00 ,8,,
58,46.00 ,5,,
58,42.00 ,10,,
58,38.00 ,6,,
58,34.00 ,3,,
58,30.00 ,2,,
58,26.00 ,2,,
58,22.00 ,2,,
58,18.00 ,1,,
58,14.00 ,2,,
58,10.00 ,1,,
58,6.00 ,3,,
58,2.00 ,789,,
59,497.50 ,0,,
59,492.50 ,0,,
59,487.50 ,0,,
59,482.50 ,0,,
59,477.50 ,0,,
59,472.50 ,0,,
59,467.50 ,2,,
59,462.50 ,1,,
59,457.50 ,2,,
59,452.50 ,3,,
59,447.50 ,5,,
59,442.50 ,14,,
59,437.50 ,17,,
59,432.50 ,23,,
59,427.50 ,23,,
59,422.50 ,47,,
59,417.50 ,45,,
59,412.50 ,50,,
59,407.50 ,56,,
59,402.50 ,64,,
59,397.50 ,72,,
59,392.50 ,67,,
59,387.50 ,71,,
59,382.50 ,78,,
59,377.50 ,85,,
59,372.50 ,74,,
59,367.50 ,87,,
59,362.50 ,113,,
59,357.50 ,115,,
59,352.50 ,116,,
59,347.50 ,108,,
59,342.50 ,123,,
59,337.50 ,144,,
59,332.50 ,122,,
59,327.50 ,147,,
59,322.50 ,122,,
59,317.50 ,153,,
59,312.50 ,121,,
59,307.50 ,149,,
59,302.50 ,141,,
59,297.50 ,139,,
59,292.50 ,141,,
59,287.50 ,129,,
59,282.50 ,134,,
59,277.50 ,109,,
59,272.50 ,114,,
59,267.50 ,116,,
59,262.50 ,130,,
59,257.50 ,140,,
59,252.50 ,121,,
59,247.50 ,123,,
59,242.50 ,110,,
59,237.50 ,122,,
59,232.50 ,117,,
59,227.50 ,124,,
59,222.50 ,103,,
59,217.50 ,114,,
59,212.50 ,105,,
59,207.50 ,83,,
59,202.50 ,90,,
59,197.50 ,91,,
59,192.50 ,89,,
59,187.50 ,96,,
59,182.50 ,76,,
59,177.50 ,125,,
59,172.50 ,112,,
59,167.50 ,109,,
59,162.50 ,92,,
59,157.50 ,87,,
59,152.50 ,100,,
59,147.50 ,97,,
59,142.50 ,99,,
59,137.50 ,97,,
59,132.50 ,87,,
59,127.50 ,84,,
59,122.50 ,70,,
59,117.50 ,69,,
59,112.50 ,59,,
59,107.50 ,60,,
59,102.50 ,54,,
59,97.50 ,35,,
59,92.50 ,42,,
59,87.50 ,30,,
59,82.50 ,15,,
59,77.50 ,15,,
59,72.50 ,9,,
59,67.50 ,11,,
59,62.50 ,5,,
59,57.50 ,2,,
59,52.50 ,4,,
59,47.50 ,1,,
59,42.50 ,2,,
59,37.50 ,2,,
59,32.50 ,1,,
59,27.50 ,0,,
59,22.50 ,2,,
59,17.50 ,3,,
59,12.50 ,0,,
59,7.50 ,0,,
59,2.50 ,245,,
60,398.00 ,0,,
60,394.00 ,0,,
60,390.00 ,0,,
60,386.00 ,0,,
60,382.00 ,0,,
60,378.00 ,0,,
60,374.00 ,0,,
60,370.00 ,4,,
60,366.00 ,8,,
60,362.00 ,14,,
60,358.00 ,16,,
60,354.00 ,29,,
60,350.00 ,30,,
60,346.00 ,39,,
60,342.00 ,63,,
60,338.00 ,72,,
60,334.00 ,83,,
60,330.00 ,74,,
60,326.00 ,115,,
60,322.00 ,105,,
60,318.00 ,119,,
60,314.00 ,119,,
60,310.00 ,123,,
60,306.00 ,145,,
60,302.00 ,163,,
60,298.00 ,189,,
60,294.00 ,185,,
60,290.00 ,202,,
60,286.00 ,166,,
60,282.00 ,192,,
60,278.00 ,191,,
60,274.00 ,188,,
60,270.00 ,203,,
60,266.00 ,202,,
60,262.00 ,211,,
60,258.00 ,206,,
60,254.00 ,216,,
60,250.00 ,206,,
60,246.00 ,223,,
60,242.00 ,222,,
60,238.00 ,208,,
60,234.00 ,207,,
60,230.00 ,225,,
60,226.00 ,187,,
60,222.00 ,193,,
60,218.00 ,166,,
60,214.00 ,177,,
60,210.00 ,203,,
60,206.00 ,155,,
60,202.00 ,161,,
60,198.00 ,194,,
60,194.00 ,171,,
60,190.00 ,162,,
60,186.00 ,162,,
60,182.00 ,136,,
60,178.00 ,150,,
60,174.00 ,149,,
60,170.00 ,167,,
60,166.00 ,162,,
60,162.00 ,152,,
60,158.00 ,165,,
60,154.00 ,151,,
60,150.00 ,168,,
60,146.00 ,140,,
60,142.00 ,140,,
60,138.00 ,145,,
60,134.00 ,137,,
60,130.00 ,145,,
60,126.00 ,126,,
60,122.00 ,141,,
60,118.00 ,158,,
60,114.00 ,117,,
60,110.00 ,122,,
60,106.00 ,93,,
60,102.00 ,93,,
60,98.00 ,87,,
60,94.00 ,77,,
60,90.00 ,73,,
60,86.00 ,60,,
60,82.00 ,48,,
60,78.00 ,39,,
60,74.00 ,31,,
60,70.00 ,23,,
60,66.00 ,26,,
60,62.00 ,11,,
60,58.00 ,10,,
60,54.00 ,9,,
60,50.00 ,4,,
60,46.00 ,3,,
60,42.00 ,5,,
60,38.00 ,2,,
60,34.00 ,0,,
60,30.00 ,0,,
60,26.00 ,2,,
60,22.00 ,4,,
60,18.00 ,2,,
60,14.00 ,5,,
60,10.00 ,1,,
60,6.00 ,0,,
60,2.00 ,296,,
61,398.00 ,0,,
61,394.00 ,0,,
61,390.00 ,0,,
61,386.00 ,0,,
61,382.00 ,0,,
61,378.00 ,1,,
61,374.00 ,1,,
61,370.00 ,2,,
61,366.00 ,5,,
61,362.00 ,15,,
61,358.00 ,26,,
61,354.00 ,42,,
61,350.00 ,65,,
61,346.00 ,84,,
61,342.00 ,107,,
61,338.00 ,153,,
61,334.00 ,162,,
61,330.00 ,186,,
61,326.00 ,229,,
61,322.00 ,289,,
61,318.00 ,272,,
61,314.00 ,284,,
61,310.00 ,329,,
61,306.00 ,357,,
61,302.00 ,340,,
61,298.00 ,389,,
61,294.00 ,388,,
61,290.00 ,389,,
61,286.00 ,371,,
61,282.00 ,371,,
61,278.00 ,418,,
61,274.00 ,412,,
61,270.00 ,397,,
61,266.00 ,420,,
61,262.00 ,409,,
61,258.00 ,386,,
61,254.00 ,411,,
61,250.00 ,417,,
61,246.00 ,415,,
61,242.00 ,428,,
61,238.00 ,471,,
61,234.00 ,400,,
61,230.00 ,421,,
61,226.00 ,442,,
61,222.00 ,445,,
61,218.00 ,458,,
61,214.00 ,446,,
61,210.00 ,444,,
61,206.00 ,437,,
61,202.00 ,481,,
61,198.00 ,503,,
61,194.00 ,503,,
61,190.00 ,475,,
61,186.00 ,512,,
61,182.00 ,513,,
61,178.00 ,513,,
61,174.00 ,529,,
61,170.00 ,576,,
61,166.00 ,539,,
61,162.00 ,527,,
61,158.00 ,579,,
61,154.00 ,541,,
61,150.00 ,573,,
61,146.00 ,530,,
61,142.00 ,476,,
61,138.00 ,452,,
61,134.00 ,451,,
61,130.00 ,416,,
61,126.00 ,386,,
61,122.00 ,359,,
61,118.00 ,325,,
61,114.00 ,306,,
61,110.00 ,247,,
61,106.00 ,233,,
61,102.00 ,199,,
61,98.00 ,147,,
61,94.00 ,135,,
61,90.00 ,109,,
61,86.00 ,89,,
61,82.00 ,64,,
61,78.00 ,56,,
61,74.00 ,29,,
61,70.00 ,38,,
61,66.00 ,27,,
61,62.00 ,19,,
61,58.00 ,7,,
61,54.00 ,10,,
61,50.00 ,7,,
61,46.00 ,5,,
61,42.00 ,7,,
61,38.00 ,5,,
61,34.00 ,4,,
61,30.00 ,2,,
61,26.00 ,2,,
61,22.00 ,3,,
61,18.00 ,1,,
61,14.00 ,2,,
61,10.00 ,1,,
61,6.00 ,3,,
61,2.00 ,901,,
62,398.00 ,0,,
62,394.00 ,0,,
62,390.00 ,0,,
62,386.00 ,0,,
62,382.00 ,0,,
62,378.00 ,2,,
62,374.00 ,2,,
62,370.00 ,4,,
62,366.00 ,9,,
62,362.00 ,16,,
62,358.00 ,23,,
62,354.00 ,29,,
62,350.00 ,52,,
62,346.00 ,65,,
62,342.00 ,110,,
62,338.00 ,127,,
62,334.00 ,152,,
62,330.00 ,192,,
62,326.00 ,210,,
62,322.00 ,249,,
62,318.00 ,284,,
62,314.00 ,289,,
62,310.00 ,341,,
62,306.00 ,356,,
62,302.00 ,364,,
62,298.00 ,342,,
62,294.00 ,389,,
62,290.00 ,390,,
62,286.00 ,448,,
62,282.00 ,392,,
62,278.00 ,442,,
62,274.00 ,392,,
62,270.00 ,395,,
62,266.00 ,422,,
62,262.00 ,417,,
62,258.00 ,423,,
62,254.00 ,403,,
62,250.00 ,425,,
62,246.00 ,417,,
62,242.00 ,419,,
62,238.00 ,434,,
62,234.00 ,407,,
62,230.00 ,385,,
62,226.00 ,440,,
62,222.00 ,439,,
62,218.00 ,437,,
62,214.00 ,452,,
62,210.00 ,475,,
62,206.00 ,437,,
62,202.00 ,462,,
62,198.00 ,433,,
62,194.00 ,486,,
62,190.00 ,466,,
62,186.00 ,492,,
62,182.00 ,491,,
62,178.00 ,506,,
62,174.00 ,538,,
62,170.00 ,545,,
62,166.00 ,517,,
62,162.00 ,551,,
62,158.00 ,506,,
62,154.00 ,568,,
62,150.00 ,568,,
62,146.00 ,542,,
62,142.00 ,524,,
62,138.00 ,535,,
62,134.00 ,493,,
62,130.00 ,481,,
62,126.00 ,468,,
62,122.00 ,426,,
62,118.00 ,402,,
62,114.00 ,379,,
62,110.00 ,355,,
62,106.00 ,333,,
62,102.00 ,254,,
62,98.00 ,232,,
62,94.00 ,231,,
62,90.00 ,191,,
62,86.00 ,136,,
62,82.00 ,127,,
62,78.00 ,101,,
62,74.00 ,70,,
62,70.00 ,61,,
62,66.00 ,36,,
62,62.00 ,32,,
62,58.00 ,12,,
62,54.00 ,5,,
62,50.00 ,9,,
62,46.00 ,6,,
62,42.00 ,8,,
62,38.00 ,8,,
62,34.00 ,4,,
62,30.00 ,4,,
62,26.00 ,3,,
62,22.00 ,2,,
62,18.00 ,2,,
62,14.00 ,3,,
62,10.00 ,1,,
62,6.00 ,2,,
62,2.00 ,954,,
64,497.50 ,0,,
64,492.50 ,0,,
64,487.50 ,0,,
64,482.50 ,0,,
64,477.50 ,0,,
64,472.50 ,0,,
64,467.50 ,1,,
64,462.50 ,2,,
64,457.50 ,4,,
64,452.50 ,6,,
64,447.50 ,12,,
64,442.50 ,14,,
64,437.50 ,33,,
64,432.50 ,41,,
64,427.50 ,64,,
64,422.50 ,81,,
64,417.50 ,111,,
64,412.50 ,153,,
64,407.50 ,161,,
64,402.50 ,195,,
64,397.50 ,216,,
64,392.50 ,245,,
64,387.50 ,300,,
64,382.50 ,285,,
64,377.50 ,324,,
64,372.50 ,333,,
64,367.50 ,309,,
64,362.50 ,374,,
64,357.50 ,375,,
64,352.50 ,359,,
64,347.50 ,372,,
64,342.50 ,394,,
64,337.50 ,379,,
64,332.50 ,369,,
64,327.50 ,393,,
64,322.50 ,375,,
64,317.50 ,377,,
64,312.50 ,405,,
64,307.50 ,354,,
64,302.50 ,376,,
64,297.50 ,426,,
64,292.50 ,360,,
64,287.50 ,384,,
64,282.50 ,407,,
64,277.50 ,461,,
64,272.50 ,412,,
64,267.50 ,388,,
64,262.50 ,428,,
64,257.50 ,374,,
64,252.50 ,407,,
64,247.50 ,445,,
64,242.50 ,437,,
64,237.50 ,456,,
64,232.50 ,465,,
64,227.50 ,483,,
64,222.50 ,435,,
64,217.50 ,509,,
64,212.50 ,485,,
64,207.50 ,511,,
64,202.50 ,484,,
64,197.50 ,472,,
64,192.50 ,454,,
64,187.50 ,468,,
64,182.50 ,426,,
64,177.50 ,410,,
64,172.50 ,414,,
64,167.50 ,392,,
64,162.50 ,326,,
64,157.50 ,320,,
64,152.50 ,289,,
64,147.50 ,258,,
64,142.50 ,250,,
64,137.50 ,204,,
64,132.50 ,186,,
64,127.50 ,131,,
64,122.50 ,117,,
64,117.50 ,111,,
64,112.50 ,104,,
64,107.50 ,71,,
64,102.50 ,62,,
64,97.50 ,49,,
64,92.50 ,30,,
64,87.50 ,18,,
64,82.50 ,18,,
64,77.50 ,10,,
64,72.50 ,14,,
64,67.50 ,9,,
64,62.50 ,12,,
64,57.50 ,4,,
64,52.50 ,4,,
64,47.50 ,5,,
64,42.50 ,5,,
64,37.50 ,5,,
64,32.50 ,4,,
64,27.50 ,1,,
64,22.50 ,3,,
64,17.50 ,3,,
64,12.50 ,1,,
64,7.50 ,1,,
64,2.50 ,773,,
65,497.50 ,0,,
65,492.50 ,0,,
65,487.50 ,0,,
65,482.50 ,0,,
65,477.50 ,0,,
65,472.50 ,0,,
65,467.50 ,0,,
65,462.50 ,2,,
65,457.50 ,7,,
65,452.50 ,9,,
65,447.50 ,13,,
65,442.50 ,22,,
65,437.50 ,45,,
65,432.50 ,64,,
65,427.50 ,82,,
65,422.50 ,120,,
65,417.50 ,158,,
65,412.50 ,183,,
65,407.50 ,227,,
65,402.50 ,233,,
65,397.50 ,268,,
65,392.50 ,286,,
65,387.50 ,339,,
65,382.50 ,331,,
65,377.50 ,359,,
65,372.50 ,392,,
65,367.50 ,376,,
65,362.50 ,447,,
65,357.50 ,439,,
65,352.50 ,417,,
65,347.50 ,443,,
65,342.50 ,429,,
65,337.50 ,446,,
65,332.50 ,461,,
65,327.50 ,420,,
65,322.50 ,429,,
65,317.50 ,437,,
65,312.50 ,474,,
65,307.50 ,430,,
65,302.50 ,424,,
65,297.50 ,435,,
65,292.50 ,470,,
65,287.50 ,484,,
65,282.50 ,477,,
65,277.50 ,517,,
65,272.50 ,453,,
65,267.50 ,493,,
65,262.50 ,487,,
65,257.50 ,476,,
65,252.50 ,486,,
65,247.50 ,509,,
65,242.50 ,507,,
65,237.50 ,548,,
65,232.50 ,554,,
65,227.50 ,525,,
65,222.50 ,538,,
65,217.50 ,590,,
65,212.50 ,541,,
65,207.50 ,552,,
65,202.50 ,560,,
65,197.50 ,548,,
65,192.50 ,512,,
65,187.50 ,501,,
65,182.50 ,462,,
65,177.50 ,424,,
65,172.50 ,427,,
65,167.50 ,376,,
65,162.50 ,376,,
65,157.50 ,323,,
65,152.50 ,308,,
65,147.50 ,246,,
65,142.50 ,247,,
65,137.50 ,198,,
65,132.50 ,189,,
65,127.50 ,165,,
65,122.50 ,115,,
65,117.50 ,97,,
65,112.50 ,91,,
65,107.50 ,63,,
65,102.50 ,60,,
65,97.50 ,42,,
65,92.50 ,34,,
65,87.50 ,27,,
65,82.50 ,26,,
65,77.50 ,8,,
65,72.50 ,11,,
65,67.50 ,10,,
65,62.50 ,14,,
65,57.50 ,4,,
65,52.50 ,3,,
65,47.50 ,8,,
65,42.50 ,7,,
65,37.50 ,5,,
65,32.50 ,2,,
65,27.50 ,1,,
65,22.50 ,4,,
65,17.50 ,2,,
65,12.50 ,1,,
65,7.50 ,2,,
65,2.50 ,895,,
66,298.5,0,,
66,295.5,0,,
66,292.5,0,,
66,289.5,0,,
66,286.5,1,,
66,283.5,1,,
66,280.5,1,,
66,277.5,3,,
66,274.5,2,,
66,271.5,16,,
66,268.5,32,,
66,265.5,41,,
66,262.5,63,,
66,259.5,76,,
66,256.5,88,,
66,253.5,134,,
66,250.5,154,,
66,247.5,187,,
66,244.5,210,,
66,241.5,213,,
66,238.5,236,,
66,235.5,252,,
66,232.5,309,,
66,229.5,340,,
66,226.5,340,,
66,223.5,383,,
66,220.5,342,,
66,217.5,441,,
66,214.5,419,,
66,211.5,421,,
66,208.5,449,,
66,205.5,453,,
66,202.5,430,,
66,199.5,457,,
66,196.5,459,,
66,193.5,426,,
66,190.5,447,,
66,187.5,456,,
66,184.5,448,,
66,181.5,434,,
66,178.5,476,,
66,175.5,437,,
66,172.5,430,,
66,169.5,439,,
66,166.5,431,,
66,163.5,404,,
66,160.5,419,,
66,157.5,405,,
66,154.5,397,,
66,151.5,381,,
66,148.5,409,,
66,145.5,391,,
66,142.5,383,,
66,139.5,370,,
66,136.5,392,,
66,133.5,380,,
66,130.5,382,,
66,127.5,321,,
66,124.5,354,,
66,121.5,330,,
66,118.5,363,,
66,115.5,329,,
66,112.5,372,,
66,109.5,356,,
66,106.5,338,,
66,103.5,347,,
66,100.5,348,,
66,97.5,351,,
66,94.5,316,,
66,91.5,311,,
66,88.5,330,,
66,85.5,243,,
66,82.5,241,,
66,79.5,240,,
66,76.5,202,,
66,73.5,212,,
66,70.5,182,,
66,67.5,178,,
66,64.5,136,,
66,61.5,99,,
66,58.5,89,,
66,55.5,72,,
66,52.5,75,,
66,49.5,43,,
66,46.5,28,,
66,43.5,24,,
66,40.5,18,,
66,37.5,9,,
66,34.5,5,,
66,31.5,4,,
66,28.5,2,,
66,25.5,3,,
66,22.5,1,,
66,19.5,2,,
66,16.5,0,,
66,13.5,0,,
66,10.5,1,,
66,7.5,0,,
66,4.5,0,,
66,1.5,975,,
68,398.00 ,0,,
68,394.00 ,0,,
68,390.00 ,0,,
68,386.00 ,0,,
68,382.00 ,0,,
68,378.00 ,1,,
68,374.00 ,0,,
68,370.00 ,1,,
68,366.00 ,2,,
68,362.00 ,7,,
68,358.00 ,8,,
68,354.00 ,9,,
68,350.00 ,23,,
68,346.00 ,56,,
68,342.00 ,60,,
68,338.00 ,79,,
68,334.00 ,106,,
68,330.00 ,105,,
68,326.00 ,133,,
68,322.00 ,164,,
68,318.00 ,203,,
68,314.00 ,175,,
68,310.00 ,201,,
68,306.00 ,211,,
68,302.00 ,263,,
68,298.00 ,241,,
68,294.00 ,255,,
68,290.00 ,246,,
68,286.00 ,271,,
68,282.00 ,270,,
68,278.00 ,261,,
68,274.00 ,226,,
68,270.00 ,260,,
68,266.00 ,260,,
68,262.00 ,270,,
68,258.00 ,273,,
68,254.00 ,282,,
68,250.00 ,272,,
68,246.00 ,287,,
68,242.00 ,274,,
68,238.00 ,270,,
68,234.00 ,274,,
68,230.00 ,244,,
68,226.00 ,250,,
68,222.00 ,251,,
68,218.00 ,253,,
68,214.00 ,249,,
68,210.00 ,248,,
68,206.00 ,238,,
68,202.00 ,256,,
68,198.00 ,227,,
68,194.00 ,228,,
68,190.00 ,228,,
68,186.00 ,222,,
68,182.00 ,214,,
68,178.00 ,215,,
68,174.00 ,215,,
68,170.00 ,198,,
68,166.00 ,201,,
68,162.00 ,200,,
68,158.00 ,209,,
68,154.00 ,206,,
68,150.00 ,210,,
68,146.00 ,196,,
68,142.00 ,200,,
68,138.00 ,184,,
68,134.00 ,182,,
68,130.00 ,192,,
68,126.00 ,182,,
68,122.00 ,176,,
68,118.00 ,144,,
68,114.00 ,150,,
68,110.00 ,144,,
68,106.00 ,129,,
68,102.00 ,133,,
68,98.00 ,126,,
68,94.00 ,99,,
68,90.00 ,97,,
68,86.00 ,74,,
68,82.00 ,60,,
68,78.00 ,60,,
68,74.00 ,43,,
68,70.00 ,40,,
68,66.00 ,33,,
68,62.00 ,20,,
68,58.00 ,16,,
68,54.00 ,13,,
68,50.00 ,7,,
68,46.00 ,8,,
68,42.00 ,2,,
68,38.00 ,5,,
68,34.00 ,3,,
68,30.00 ,1,,
68,26.00 ,1,,
68,22.00 ,3,,
68,18.00 ,6,,
68,14.00 ,0,,
68,10.00 ,0,,
68,6.00 ,0,,
68,2.00 ,601,,
70,398.00 ,0,,
70,394.00 ,0,,
70,390.00 ,0,,
70,386.00 ,0,,
70,382.00 ,1,,
70,378.00 ,1,,
70,374.00 ,2,,
70,370.00 ,6,,
70,366.00 ,12,,
70,362.00 ,29,,
70,358.00 ,37,,
70,354.00 ,60,,
70,350.00 ,68,,
70,346.00 ,85,,
70,342.00 ,117,,
70,338.00 ,131,,
70,334.00 ,155,,
70,330.00 ,170,,
70,326.00 ,205,,
70,322.00 ,223,,
70,318.00 ,248,,
70,314.00 ,265,,
70,310.00 ,276,,
70,306.00 ,289,,
70,302.00 ,298,,
70,298.00 ,323,,
70,294.00 ,331,,
70,290.00 ,335,,
70,286.00 ,343,,
70,282.00 ,362,,
70,278.00 ,368,,
70,274.00 ,381,,
70,270.00 ,338,,
70,266.00 ,418,,
70,262.00 ,369,,
70,258.00 ,401,,
70,254.00 ,372,,
70,250.00 ,418,,
70,246.00 ,433,,
70,242.00 ,390,,
70,238.00 ,389,,
70,234.00 ,404,,
70,230.00 ,376,,
70,226.00 ,414,,
70,222.00 ,378,,
70,218.00 ,353,,
70,214.00 ,341,,
70,210.00 ,354,,
70,206.00 ,375,,
70,202.00 ,384,,
70,198.00 ,355,,
70,194.00 ,345,,
70,190.00 ,369,,
70,186.00 ,331,,
70,182.00 ,352,,
70,178.00 ,323,,
70,174.00 ,289,,
70,170.00 ,347,,
70,166.00 ,300,,
70,162.00 ,299,,
70,158.00 ,345,,
70,154.00 ,334,,
70,150.00 ,312,,
70,146.00 ,299,,
70,142.00 ,327,,
70,138.00 ,316,,
70,134.00 ,308,,
70,130.00 ,303,,
70,126.00 ,304,,
70,122.00 ,279,,
70,118.00 ,281,,
70,114.00 ,294,,
70,110.00 ,274,,
70,106.00 ,239,,
70,102.00 ,223,,
70,98.00 ,196,,
70,94.00 ,168,,
70,90.00 ,172,,
70,86.00 ,157,,
70,82.00 ,140,,
70,78.00 ,89,,
70,74.00 ,74,,
70,70.00 ,61,,
70,66.00 ,36,,
70,62.00 ,40,,
70,58.00 ,21,,
70,54.00 ,18,,
70,50.00 ,15,,
70,46.00 ,14,,
70,42.00 ,1,,
70,38.00 ,10,,
70,34.00 ,4,,
70,30.00 ,6,,
70,26.00 ,5,,
70,22.00 ,5,,
70,18.00 ,6,,
70,14.00 ,5,,
70,10.00 ,3,,
70,6.00 ,1,,
70,2.00 ,806,,
71,497.50 ,0,,
71,492.50 ,0,,
71,487.50 ,0,,
71,482.50 ,0,,
71,477.50 ,0,,
71,472.50 ,0,,
71,467.50 ,1,,
71,462.50 ,6,,
71,457.50 ,3,,
71,452.50 ,8,,
71,447.50 ,12,,
71,442.50 ,33,,
71,437.50 ,42,,
71,432.50 ,68,,
71,427.50 ,81,,
71,422.50 ,95,,
71,417.50 ,94,,
71,412.50 ,124,,
71,407.50 ,159,,
71,402.50 ,178,,
71,397.50 ,180,,
71,392.50 ,197,,
71,387.50 ,202,,
71,382.50 ,194,,
71,377.50 ,223,,
71,372.50 ,205,,
71,367.50 ,257,,
71,362.50 ,223,,
71,357.50 ,228,,
71,352.50 ,240,,
71,347.50 ,243,,
71,342.50 ,203,,
71,337.50 ,235,,
71,332.50 ,228,,
71,327.50 ,247,,
71,322.50 ,263,,
71,317.50 ,247,,
71,312.50 ,250,,
71,307.50 ,264,,
71,302.50 ,251,,
71,297.50 ,240,,
71,292.50 ,238,,
71,287.50 ,252,,
71,282.50 ,252,,
71,277.50 ,219,,
71,272.50 ,210,,
71,267.50 ,232,,
71,262.50 ,221,,
71,257.50 ,228,,
71,252.50 ,238,,
71,247.50 ,221,,
71,242.50 ,198,,
71,237.50 ,224,,
71,232.50 ,203,,
71,227.50 ,226,,
71,222.50 ,223,,
71,217.50 ,205,,
71,212.50 ,197,,
71,207.50 ,220,,
71,202.50 ,187,,
71,197.50 ,178,,
71,192.50 ,183,,
71,187.50 ,201,,
71,182.50 ,185,,
71,177.50 ,197,,
71,172.50 ,189,,
71,167.50 ,201,,
71,162.50 ,160,,
71,157.50 ,168,,
71,152.50 ,159,,
71,147.50 ,174,,
71,142.50 ,170,,
71,137.50 ,147,,
71,132.50 ,137,,
71,127.50 ,124,,
71,122.50 ,117,,
71,117.50 ,115,,
71,112.50 ,101,,
71,107.50 ,93,,
71,102.50 ,75,,
71,97.50 ,58,,
71,92.50 ,44,,
71,87.50 ,38,,
71,82.50 ,24,,
71,77.50 ,18,,
71,72.50 ,15,,
71,67.50 ,5,,
71,62.50 ,13,,
71,57.50 ,6,,
71,52.50 ,10,,
71,47.50 ,2,,
71,42.50 ,1,,
71,37.50 ,4,,
71,32.50 ,2,,
71,27.50 ,0,,
71,22.50 ,3,,
71,17.50 ,6,,
71,12.50 ,1,,
71,7.50 ,0,,
71,2.50 ,560,,
72,398.00 ,0,,
72,394.00 ,0,,
72,390.00 ,0,,
72,386.00 ,0,,
72,382.00 ,1,,
72,378.00 ,0,,
72,374.00 ,2,,
72,370.00 ,3,,
72,366.00 ,7,,
72,362.00 ,18,,
72,358.00 ,35,,
72,354.00 ,40,,
72,350.00 ,54,,
72,346.00 ,80,,
72,342.00 ,104,,
72,338.00 ,127,,
72,334.00 ,153,,
72,330.00 ,151,,
72,326.00 ,202,,
72,322.00 ,228,,
72,318.00 ,230,,
72,314.00 ,262,,
72,310.00 ,281,,
72,306.00 ,287,,
72,302.00 ,282,,
72,298.00 ,317,,
72,294.00 ,319,,
72,290.00 ,352,,
72,286.00 ,363,,
72,282.00 ,370,,
72,278.00 ,349,,
72,274.00 ,360,,
72,270.00 ,369,,
72,266.00 ,390,,
72,262.00 ,363,,
72,258.00 ,377,,
72,254.00 ,347,,
72,250.00 ,380,,
72,246.00 ,398,,
72,242.00 ,372,,
72,238.00 ,400,,
72,234.00 ,379,,
72,230.00 ,438,,
72,226.00 ,360,,
72,222.00 ,382,,
72,218.00 ,349,,
72,214.00 ,365,,
72,210.00 ,324,,
72,206.00 ,337,,
72,202.00 ,339,,
72,198.00 ,332,,
72,194.00 ,305,,
72,190.00 ,305,,
72,186.00 ,328,,
72,182.00 ,288,,
72,178.00 ,299,,
72,174.00 ,272,,
72,170.00 ,295,,
72,166.00 ,309,,
72,162.00 ,294,,
72,158.00 ,295,,
72,154.00 ,319,,
72,150.00 ,293,,
72,146.00 ,282,,
72,142.00 ,297,,
72,138.00 ,287,,
72,134.00 ,290,,
72,130.00 ,252,,
72,126.00 ,295,,
72,122.00 ,253,,
72,118.00 ,243,,
72,114.00 ,223,,
72,110.00 ,230,,
72,106.00 ,208,,
72,102.00 ,162,,
72,98.00 ,165,,
72,94.00 ,165,,
72,90.00 ,136,,
72,86.00 ,95,,
72,82.00 ,101,,
72,78.00 ,82,,
72,74.00 ,58,,
72,70.00 ,38,,
72,66.00 ,36,,
72,62.00 ,26,,
72,58.00 ,16,,
72,54.00 ,18,,
72,50.00 ,11,,
72,46.00 ,9,,
72,42.00 ,9,,
72,38.00 ,6,,
72,34.00 ,3,,
72,30.00 ,4,,
72,26.00 ,4,,
72,22.00 ,8,,
72,18.00 ,7,,
72,14.00 ,5,,
72,10.00 ,1,,
72,6.00 ,1,,
72,2.00 ,742,,
73,497.50 ,0,,
73,492.50 ,0,,
73,487.50 ,0,,
73,482.50 ,0,,
73,477.50 ,0,,
73,472.50 ,1,,
73,467.50 ,0,,
73,462.50 ,0,,
