組別,分數區間,人數
06,306,413
06,302,457
06,298,431
06,294,468
06,290,473
06,286,454
06,282,475
06,278,442
06,274,444
06,270,490
06,266,483
06,262,494
06,258,459
06,254,513
06,250,522
06,246,529
06,242,522
06,238,544
06,234,536
06,230,555
06,226,533
06,222,524
06,218,555
06,214,476
06,210,486
06,206,437
06,202,443
06,198,407
06,194,394
06,190,394
06,186,360
06,182,305
06,178,316
06,174,273
06,170,250
06,166,209
06,162,215
06,158,176
06,154,169
06,150,161
06,146,139
06,142,108
06,138,96
06,134,92
06,130,83
06,126,92
06,122,75
06,118,61
06,114,50
06,110,43
06,106,34
06,102,35
06,98,26
06,94,21
06,90,24
06,86,32
06,82,31
06,78,23
06,74,27
06,70,14
06,66,23
06,62,18
06,58,13
06,54,10
06,50,10
06,46,7
06,42,9
06,38,10
06,34,8
06,30,12
06,26,6
06,22,7
06,18,14
06,14,12
06,10,4
06,6,1
06,2,772
07,298.5,0
07,295.5,0
07,292.5,1
07,289.5,1
07,286.5,8
07,283.5,12
07,280.5,20
07,277.5,41
07,274.5,62
07,271.5,82
07,268.5,121
07,265.5,136
07,262.5,168
07,259.5,193
07,256.5,212
07,253.5,221
07,250.5,237
07,247.5,248
07,244.5,259
07,241.5,285
07,238.5,301
07,235.5,363
07,232.5,340
07,229.5,333
07,226.5,336
07,223.5,297
07,220.5,352
07,217.5,343
07,214.5,320
07,211.5,315
07,208.5,307
07,205.5,309
07,202.5,308
07,199.5,328
07,196.5,303
07,193.5,327
07,190.5,325
07,187.5,347
07,184.5,268
07,181.5,310
07,178.5,322
07,175.5,333
07,172.5,359
07,169.5,338
07,166.5,350
07,163.5,337
07,160.5,369
07,157.5,339
07,154.5,394
07,151.5,340
07,148.5,344
07,145.5,386
07,142.5,401
07,139.5,364
07,136.5,370
07,133.5,374
07,130.5,373
07,127.5,414
07,124.5,393
07,121.5,391
07,118.5,374
07,115.5,370
07,112.5,345
07,109.5,360
07,106.5,339
07,103.5,367
07,100.5,338
07,97.5,310
07,94.5,287
07,91.5,290
07,88.5,278
07,85.5,223
07,82.5,230
07,79.5,209
07,76.5,139
07,73.5,151
07,70.5,121
07,67.5,114
07,64.5,95
07,61.5,73
07,58.5,62
07,55.5,65
07,52.5,47
07,49.5,34
07,46.5,23
07,43.5,16
07,40.5,24
07,37.5,14
07,34.5,13
07,31.5,15
07,28.5,18
07,25.5,10
07,22.5,15
07,19.5,6
07,16.5,10
07,13.5,7
07,10.5,5
07,7.5,4
07,4.5,2
07,1.5,758
08,298.5,0
08,295.5,0
08,292.5,0
08,289.5,1
08,286.5,1
08,283.5,3
08,280.5,5
08,277.5,12
08,274.5,21
08,271.5,38
08,268.5,42
08,265.5,41
08,262.5,59
08,259.5,74
08,256.5,88
08,253.5,101
08,250.5,82
08,247.5,101
08,244.5,109
08,241.5,132
08,238.5,112
08,235.5,126
08,232.5,125
08,229.5,136
08,226.5,124
08,223.5,128
08,220.5,159
08,217.5,126
08,214.5,126
08,211.5,123
08,208.5,114
08,205.5,145
08,202.5,103
08,199.5,111
08,196.5,122
08,193.5,117
08,190.5,123
08,187.5,113
08,184.5,104
08,181.5,108
08,178.5,98
08,175.5,116
08,172.5,122
08,169.5,125
08,166.5,139
08,163.5,136
08,160.5,114
08,157.5,120
08,154.5,127
08,151.5,115
08,148.5,120
08,145.5,98
08,142.5,114
08,139.5,83
08,136.5,97
08,133.5,118
08,130.5,81
08,127.5,96
08,124.5,95
08,121.5,81
08,118.5,74
08,115.5,68
08,112.5,74
08,109.5,82
08,106.5,84
08,103.5,94
08,100.5,74
08,97.5,93
08,94.5,64
08,91.5,83
08,88.5,82
08,85.5,71
08,82.5,68
08,79.5,54
08,76.5,67
08,73.5,72
08,70.5,57
08,67.5,64
08,64.5,72
08,61.5,65
08,58.5,53
08,55.5,44
08,52.5,56
08,49.5,37
08,46.5,34
08,43.5,40
08,40.5,26
08,37.5,18
08,34.5,16
08,31.5,6
08,28.5,13
08,25.5,3
08,22.5,4
08,19.5,9
08,16.5,4
08,13.5,1
08,10.5,1
08,7.5,1
08,4.5,0
08,1.5,255
09,298.5,0
09,295.5,0
09,292.5,0
09,289.5,1
09,286.5,4
09,283.5,6
09,280.5,8
09,277.5,12
09,274.5,22
09,271.5,25
09,268.5,50
09,265.5,57
09,262.5,68
09,259.5,69
09,256.5,92
09,253.5,117
09,250.5,138
09,247.5,164
09,244.5,199
09,241.5,194
09,238.5,207
09,235.5,254
09,232.5,276
09,229.5,256
09,226.5,297
09,223.5,290
09,220.5,294
09,217.5,314
09,214.5,295
09,211.5,353
09,208.5,329
09,205.5,354
09,202.5,383
09,199.5,314
09,196.5,323
09,193.5,352
09,190.5,364
09,187.5,333
09,184.5,356
09,181.5,339
09,178.5,341
09,175.5,364
09,172.5,390
09,169.5,354
09,166.5,353
09,163.5,333
09,160.5,342
09,157.5,357
09,154.5,333
09,151.5,316
09,148.5,354
09,145.5,269
09,142.5,357
09,139.5,314
09,136.5,320
09,133.5,331
09,130.5,276
09,127.5,304
09,124.5,309
09,121.5,324
09,118.5,301
09,115.5,320
09,112.5,303
09,109.5,323
09,106.5,298
09,103.5,253
09,100.5,249
09,97.5,272
09,94.5,250
09,91.5,303
09,88.5,253
09,85.5,268
09,82.5,232
09,79.5,260
09,76.5,281
09,73.5,246
09,70.5,228
09,67.5,231
09,64.5,192
09,61.5,199
09,58.5,171
09,55.5,140
09,52.5,165
09,49.5,116
09,46.5,115
09,43.5,100
09,40.5,71
09,37.5,41
09,34.5,55
09,31.5,37
09,28.5,28
09,25.5,13
09,22.5,13
09,19.5,5
09,16.5,13
09,13.5,2
09,10.5,3
09,7.5,1
09,4.5,0
09,1.5,707
10,398,0
10,394,0
10,390,0
10,386,0
10,382,1
10,378,1
10,374,11
10,370,3
10,366,15
10,362,24
10,358,32
10,354,47
10,350,72
10,346,85
10,342,89
10,338,110
10,334,129
10,330,165
10,326,186
10,322,196
10,318,204
10,314,190
10,310,237
10,306,248
10,302,226
10,298,219
10,294,241
10,290,250
10,286,245
10,282,263
10,278,263
10,274,250
10,270,224
10,266,250
10,262,225
10,258,239
10,254,245
10,250,242
10,246,249
10,242,249
10,238,233
10,234,229
10,230,243
10,226,238
10,222,208
10,218,208
10,214,205
10,210,221
10,206,229
10,202,201
10,198,202
10,194,226
10,190,227
10,186,213
10,182,195
10,178,208
10,174,205
10,170,184
10,166,166
10,162,176
10,158,179
10,154,185
10,150,213
10,146,194
10,142,170
10,138,156
10,134,132
10,130,172
10,126,152
10,122,152
10,118,161
10,114,149
10,110,154
10,106,122
10,102,151
10,98,114
10,94,128
10,90,101
10,86,108
10,82,82
10,78,96
10,74,80
10,70,69
10,66,67
10,62,43
10,58,42
10,54,30
10,50,27
10,46,9
10,42,11
10,38,2
10,34,8
10,30,6
10,26,5
10,22,4
10,18,6
10,14,5
10,10,3
10,6,0
10,2,528
11,298.5,0
11,295.5,0
11,292.5,3
11,289.5,1
11,286.5,5
11,283.5,9
11,280.5,21
11,277.5,24
11,274.5,43
11,271.5,46
11,268.5,77
11,265.5,82
11,262.5,99
11,259.5,123
11,256.5,132
11,253.5,161
11,250.5,164
11,247.5,212
11,244.5,224
11,241.5,228
11,238.5,266
11,235.5,258
11,232.5,284
11,229.5,295
11,226.5,293
11,223.5,299
11,220.5,275
11,217.5,340
11,214.5,331
11,211.5,309
11,208.5,306
11,205.5,283
11,202.5,328
11,199.5,268
11,196.5,317
11,193.5,358
11,190.5,348
11,187.5,311
11,184.5,295
11,181.5,350
11,178.5,307
11,175.5,332
11,172.5,320
11,169.5,312
11,166.5,297
11,163.5,272
11,160.5,311
11,157.5,306
11,154.5,308
11,151.5,303
11,148.5,296
11,145.5,264
11,142.5,270
11,139.5,298
11,136.5,261
11,133.5,265
11,130.5,281
11,127.5,240
11,124.5,296
11,121.5,262
11,118.5,261
11,115.5,270
11,112.5,250
11,109.5,270
11,106.5,251
11,103.5,253
11,100.5,242
11,97.5,227
11,94.5,262
11,91.5,230
11,88.5,223
11,85.5,247
11,82.5,219
11,79.5,213
11,76.5,199
11,73.5,215
11,70.5,198
11,67.5,174
11,64.5,217
11,61.5,157
11,58.5,171
11,55.5,142
11,52.5,126
11,49.5,115
11,46.5,126
11,43.5,78
11,40.5,68
11,37.5,61
11,34.5,52
11,31.5,25
11,28.5,22
11,25.5,21
11,22.5,15
11,19.5,9
11,16.5,12
11,13.5,6
11,10.5,2
11,7.5,0
11,4.5,1
11,1.5,633
12,398,0
12,394,0
12,390,1
12,386,0
12,382,3
12,378,7
12,374,8
12,370,23
12,366,31
12,362,52
12,358,60
12,354,78
12,350,81
12,346,126
12,342,146
12,338,156
12,334,199
12,330,182
12,326,221
12,322,271
12,318,277
12,314,254
12,310,271
12,306,318
12,302,287
12,298,287
12,294,320
12,290,310
12,286,336
12,282,303
12,278,302
12,274,299
12,270,334
12,266,302
12,262,308
12,258,317
12,254,364
12,250,332
12,246,302
12,242,314
12,238,343
12,234,297
12,230,319
12,226,313
12,222,315
12,218,268
12,214,314
12,210,291
12,206,315
12,202,263
12,198,286
12,194,286
12,190,312
12,186,293
12,182,244
12,178,257
12,174,251
12,170,272
12,166,286
12,162,291
12,158,269
12,154,261
12,150,226
12,146,276
12,142,257
12,138,258
12,134,250
12,130,223
12,126,224
12,122,218
12,118,233
12,114,229
12,110,245
12,106,231
12,102,208
12,98,199
12,94,194
12,90,167
12,86,162
12,82,156
12,78,144
12,74,131
12,70,117
12,66,118
12,62,97
12,58,55
12,54,62
12,50,37
12,46,27
12,42,18
12,38,9
12,34,13
12,30,7
12,26,4
12,22,4
12,18,6
12,14,6
12,10,2
12,6,0
12,2,616
13,497.5,0
13,492.5,0
13,487.5,0
13,482.5,1
13,477.5,0
13,472.5,5
13,467.5,5
13,462.5,13
13,457.5,22
13,452.5,36
13,447.5,56
13,442.5,66
13,437.5,84
13,432.5,108
13,427.5,123
13,422.5,137
13,417.5,155
13,412.5,188
13,407.5,212
13,402.5,206
13,397.5,213
13,392.5,224
13,387.5,222
13,382.5,221
13,377.5,202
13,372.5,197
13,367.5,238
13,362.5,227
13,357.5,194
13,352.5,209
13,347.5,196
13,342.5,210
13,337.5,211
13,332.5,215
13,327.5,219
13,322.5,198
13,317.5,221
13,312.5,253
13,307.5,182
13,302.5,210
13,297.5,189
13,292.5,194
13,287.5,194
13,282.5,194
13,277.5,192
13,272.5,188
13,267.5,158
13,262.5,173
13,257.5,171
13,252.5,173
13,247.5,200
13,242.5,184
13,237.5,171
13,232.5,170
13,227.5,168
13,222.5,160
13,217.5,177
13,212.5,169
13,207.5,144
13,202.5,157
13,197.5,159
13,192.5,140
13,187.5,142
13,182.5,132
13,177.5,137
13,172.5,159
13,167.5,132
13,162.5,146
13,157.5,116
13,152.5,126
13,147.5,133
13,142.5,115
13,137.5,106
13,132.5,124
13,127.5,105
13,122.5,110
13,117.5,116
13,112.5,81
13,107.5,66
13,102.5,86
13,97.5,83
13,92.5,76
13,87.5,46
13,82.5,54
13,77.5,49
13,72.5,34
13,67.5,24
13,62.5,22
13,57.5,10
13,52.5,15
13,47.5,1
13,42.5,2
13,37.5,3
13,32.5,7
13,27.5,5
13,22.5,4
13,17.5,8
13,12.5,1
13,7.5,2
13,2.5,442
14,298.5,0
14,295.5,0
14,292.5,0
14,289.5,0
14,286.5,0
14,283.5,0
14,280.5,0
14,277.5,0
14,274.5,0
14,271.5,0
14,268.5,2
14,265.5,4
14,262.5,6
14,259.5,11
14,256.5,18
14,253.5,34
14,250.5,48
14,247.5,98
14,244.5,102
14,241.5,131
14,238.5,144
14,235.5,198
14,232.5,243
14,229.5,200
14,226.5,285
14,223.5,290
14,220.5,294
14,217.5,297
14,214.5,269
14,211.5,302
14,208.5,296
14,205.5,305
14,202.5,302
14,199.5,279
14,196.5,308
14,193.5,284
14,190.5,315
14,187.5,268
14,184.5,308
14,181.5,291
14,178.5,303
14,175.5,266
14,172.5,263
14,169.5,289
14,166.5,290
14,163.5,269
14,160.5,269
14,157.5,231
14,154.5,254
14,151.5,268
14,148.5,258
14,145.5,229
14,142.5,250
14,139.5,212
14,136.5,228
14,133.5,198
14,130.5,196
14,127.5,206
14,124.5,192
14,121.5,213
14,118.5,186
14,115.5,179
14,112.5,168
14,109.5,180
14,106.5,169
14,103.5,151
14,100.5,147
14,97.5,132
14,94.5,114
14,91.5,125
14,88.5,121
14,85.5,85
14,82.5,75
14,79.5,82
14,76.5,83
14,73.5,58
14,70.5,57
14,67.5,58
14,64.5,42
14,61.5,27
14,58.5,27
14,55.5,27
14,52.5,20
14,49.5,27
14,46.5,9
14,43.5,12
14,40.5,7
14,37.5,6
14,34.5,7
14,31.5,7
14,28.5,8
14,25.5,4
14,22.5,2
14,19.5,2
14,16.5,4
14,13.5,0
14,10.5,0
14,7.5,0
14,4.5,1
14,1.5,500
15,298.5,0
15,295.5,0
15,292.5,0
15,289.5,0
15,286.5,0
15,283.5,0
15,280.5,0
15,277.5,0
15,274.5,0
15,271.5,1
15,268.5,1
15,265.5,11
15,262.5,16
15,259.5,27
15,256.5,48
15,253.5,71
15,250.5,96
15,247.5,122
15,244.5,154
15,241.5,172
15,238.5,220
15,235.5,229
15,232.5,236
15,229.5,222
15,226.5,248
15,223.5,236
15,220.5,243
15,217.5,271
15,214.5,235
15,211.5,233
15,208.5,229
15,205.5,237
15,202.5,221
15,199.5,235
15,196.5,237
15,193.5,237
15,190.5,245
15,187.5,274
15,184.5,237
15,181.5,247
15,178.5,226
15,175.5,227
15,172.5,235
15,169.5,240
15,166.5,261
15,163.5,228
15,160.5,238
15,157.5,192
15,154.5,188
15,151.5,218
15,148.5,224
15,145.5,204
15,142.5,209
15,139.5,194
15,136.5,202
15,133.5,188
15,130.5,177
15,127.5,163
15,124.5,179
15,121.5,159
15,118.5,154
15,115.5,152
15,112.5,151
15,109.5,144
15,106.5,133
15,103.5,121
15,100.5,116
15,97.5,108
15,94.5,120
15,91.5,99
15,88.5,110
15,85.5,96
15,82.5,80
15,79.5,57
15,76.5,60
15,73.5,51
15,70.5,50
15,67.5,51
15,64.5,44
15,61.5,31
15,58.5,29
15,55.5,28
15,52.5,19
15,49.5,17
15,46.5,9
15,43.5,16
15,40.5,4
15,37.5,6
15,34.5,7
15,31.5,7
15,28.5,5
15,25.5,2
15,22.5,0
15,19.5,2
15,16.5,3
15,13.5,1
15,10.5,0
15,7.5,0
15,4.5,1
15,1.5,415
16,298.5,0
16,295.5,0
16,292.5,0
16,289.5,0
16,286.5,0
16,283.5,0
16,280.5,0
16,277.5,1
16,274.5,0
16,271.5,1
16,268.5,4
16,265.5,10
16,262.5,22
16,259.5,25
16,256.5,63
16,253.5,77
16,250.5,104
16,247.5,142
16,244.5,197
16,241.5,215
16,238.5,238
16,235.5,241
16,232.5,301
16,229.5,318
16,226.5,325
16,223.5,330
16,220.5,380
16,217.5,347
16,214.5,352
16,211.5,338
16,208.5,394
16,205.5,374
16,202.5,360
16,199.5,400
16,196.5,351
16,193.5,338
16,190.5,377
16,187.5,363
16,184.5,370
16,181.5,406
16,178.5,329
16,175.5,378
16,172.5,368
16,169.5,319
16,166.5,337
16,163.5,359
16,160.5,335
16,157.5,344
16,154.5,311
16,151.5,326
16,148.5,302
16,145.5,326
16,142.5,364
16,139.5,308
16,136.5,307
16,133.5,295
16,130.5,297
16,127.5,278
16,124.5,316
16,121.5,316
16,118.5,280
16,115.5,306
16,112.5,274
16,109.5,267
16,106.5,283
16,103.5,293
16,100.5,250
16,97.5,250
16,94.5,223
16,91.5,218
16,88.5,204
16,85.5,184
16,82.5,170
16,79.5,177
16,76.5,135
16,73.5,125
16,70.5,102
16,67.5,87
16,64.5,73
16,61.5,82
16,58.5,57
16,55.5,51
16,52.5,37
16,49.5,26
16,46.5,15
16,43.5,17
16,40.5,9
16,37.5,3
16,34.5,7
16,31.5,7
16,28.5,5
16,25.5,3
16,22.5,3
16,19.5,1
16,16.5,3
16,13.5,1
16,10.5,0
16,7.5,1
16,4.5,1
16,1.5,586
17,298.5,0
17,295.5,0
17,292.5,0
17,289.5,0
17,286.5,0
17,283.5,0
17,280.5,0
17,277.5,0
17,274.5,1
17,271.5,1
17,268.5,2
17,265.5,5
17,262.5,12
17,259.5,20
17,256.5,42
17,253.5,58
17,250.5,70
17,247.5,119
17,244.5,139
17,241.5,186
17,238.5,230
17,235.5,269
17,232.5,363
17,229.5,338
17,226.5,413
17,223.5,438
17,220.5,476
17,217.5,552
17,214.5,534
17,211.5,604
17,208.5,521
17,205.5,627
17,202.5,592
17,199.5,595
17,196.5,603
17,193.5,612
17,190.5,617
17,187.5,598
17,184.5,669
17,181.5,592
17,178.5,617
17,175.5,603
17,172.5,650
17,169.5,605
17,166.5,498
17,163.5,570
17,160.5,529
17,157.5,481
17,154.5,506
17,151.5,463
17,148.5,458
17,145.5,382
17,142.5,363
17,139.5,340
17,136.5,285
17,133.5,262
17,130.5,227
17,127.5,220
17,124.5,208
17,121.5,186
17,118.5,168
17,115.5,149
17,112.5,115
17,109.5,95
17,106.5,101
17,103.5,86
17,100.5,60
17,97.5,58
17,94.5,54
17,91.5,54
17,88.5,45
17,85.5,35
17,82.5,28
17,79.5,33
17,76.5,38
17,73.5,35
17,70.5,22
17,67.5,29
17,64.5,26
17,61.5,21
17,58.5,24
17,55.5,19
17,52.5,20
17,49.5,24
17,46.5,22
17,43.5,15
17,40.5,14
17,37.5,5
17,34.5,7
17,31.5,10
17,28.5,10
17,25.5,9
17,22.5,8
17,19.5,6
17,16.5,7
17,13.5,2
17,10.5,0
17,7.5,0
17,4.5,1
17,1.5,786
19,298.5,0
19,295.5,0
19,292.5,0
19,289.5,0
19,286.5,0
19,283.5,0
19,280.5,0
19,277.5,0
19,274.5,0
19,271.5,2
19,268.5,5
19,265.5,15
19,262.5,21
19,259.5,44
19,256.5,68
19,253.5,79
19,250.5,127
19,247.5,140
19,244.5,226
19,241.5,235
19,238.5,347
19,235.5,381
19,232.5,417
19,229.5,450
19,226.5,495
19,223.5,530
19,220.5,537
19,217.5,605
19,214.5,597
19,211.5,611
19,208.5,650
19,205.5,627
19,202.5,662
19,199.5,616
19,196.5,684
19,193.5,583
19,190.5,597
19,187.5,597
19,184.5,631
19,181.5,609
19,178.5,623
19,175.5,536
19,172.5,541
19,169.5,551
19,166.5,530
19,163.5,512
19,160.5,472
19,157.5,444
19,154.5,437
19,151.5,414
19,148.5,356
19,145.5,359
19,142.5,342
19,139.5,342
19,136.5,300
19,133.5,247
19,130.5,203
19,127.5,197
19,124.5,166
19,121.5,201
19,118.5,144
19,115.5,160
19,112.5,123
19,109.5,110
19,106.5,97
19,103.5,84
19,100.5,84
19,97.5,66
19,94.5,56
19,91.5,44
19,88.5,50
19,85.5,45
19,82.5,42
19,79.5,28
19,76.5,38
19,73.5,33
19,70.5,30
19,67.5,29
19,64.5,25
19,61.5,25
19,58.5,30
19,55.5,20
19,52.5,20
19,49.5,25
19,46.5,21
19,43.5,11
19,40.5,12
19,37.5,9
19,34.5,16
19,31.5,8
19,28.5,6
19,25.5,10
19,22.5,8
19,19.5,5
19,16.5,6
19,13.5,2
19,10.5,0
19,7.5,0
19,4.5,1
19,1.5,814
20,298.5,0
20,295.5,0
20,292.5,0
20,289.5,0
20,286.5,0
20,283.5,0
20,280.5,0
20,277.5,0
20,274.5,0
20,271.5,0
20,268.5,3
20,265.5,8
20,262.5,8
20,259.5,34
20,256.5,45
20,253.5,53
20,250.5,100
20,247.5,117
20,244.5,169
20,241.5,255
20,238.5,296
20,235.5,347
20,232.5,395
20,229.5,487
20,226.5,496
20,223.5,560
20,220.5,628
20,217.5,653
20,214.5,717
20,211.5,686
20,208.5,708
20,205.5,717
20,202.5,756
20,199.5,744
20,196.5,716
20,193.5,789
20,190.5,717
20,187.5,716
20,184.5,717
20,181.5,704
20,178.5,692
20,175.5,724
20,172.5,636
20,169.5,646
20,166.5,662
20,163.5,592
20,160.5,593
