組別,分數區間,人數
06,172.5,432
06,169.5,425
06,166.5,431
06,163.5,419
06,160.5,403
06,157.5,424
06,154.5,417
06,151.5,399
06,148.5,410
06,145.5,385
06,142.5,388
06,139.5,405
06,136.5,381
06,133.5,360
06,130.5,362
06,127.5,367
06,124.5,370
06,121.5,352
06,118.5,345
06,115.5,336
06,112.5,347
06,109.5,339
06,106.5,357
06,103.5,299
06,100.5,337
06,97.5,317
06,94.5,287
06,91.5,292
06,88.5,310
06,85.5,282
06,82.5,272
06,79.5,264
06,76.5,270
06,73.5,247
06,70.5,226
06,67.5,210
06,64.5,219
06,61.5,214
06,58.5,175
06,55.5,164
06,52.5,173
06,49.5,158
06,46.5,95
06,43.5,106
06,40.5,79
06,37.5,50
06,34.5,30
06,31.5,31
06,28.5,15
06,25.5,19
06,22.5,13
06,19.5,12
06,16.5,15
06,13.5,7
06,10.5,6
06,7.5,1
06,4.5,0
06,1.5,1004
07,398,0
07,394,0
07,390,0
07,386,2
07,382,4
07,378,11
07,374,18
07,370,29
07,366,40
07,362,60
07,358,78
07,354,90
07,350,119
07,346,136
07,342,160
07,338,195
07,334,201
07,330,221
07,326,261
07,322,270
07,318,279
07,314,274
07,310,309
07,306,314
07,302,337
07,298,346
07,294,377
07,290,357
07,286,406
07,282,372
07,278,382
07,274,391
07,270,444
07,266,426
07,262,414
07,258,377
07,254,426
07,250,434
07,246,429
07,242,448
07,238,434
07,234,427
07,230,384
07,226,381
07,222,446
07,218,436
07,214,389
07,210,398
07,206,420
07,202,418
07,198,403
07,194,376
07,190,373
07,186,384
07,182,369
07,178,339
07,174,371
07,170,346
07,166,376
07,162,373
07,158,349
07,154,342
07,150,333
07,146,344
07,142,347
07,138,312
07,134,295
07,130,344
07,126,332
07,122,289
07,118,267
07,114,257
07,110,268
07,106,219
07,102,255
07,98,226
07,94,241
07,90,211
07,86,198
07,82,165
07,78,165
07,74,147
07,70,134
07,66,90
07,62,85
07,58,66
07,54,43
07,50,29
07,46,16
07,42,16
07,38,17
07,34,4
07,30,9
07,26,8
07,22,11
07,18,11
07,14,5
07,10,5
07,6,0
07,2,980
08,497.5,0
08,492.5,0
08,487.5,0
08,482.5,2
08,477.5,4
08,472.5,4
08,467.5,18
08,462.5,26
08,457.5,40
08,452.5,60
08,447.5,74
08,442.5,98
08,437.5,125
08,432.5,132
08,427.5,143
08,422.5,185
08,417.5,165
08,412.5,212
08,407.5,215
08,402.5,231
08,397.5,208
08,392.5,211
08,387.5,215
08,382.5,242
08,377.5,218
08,372.5,246
08,367.5,238
08,362.5,255
08,357.5,224
08,352.5,280
08,347.5,264
08,342.5,256
08,337.5,258
08,332.5,276
08,327.5,277
08,322.5,291
08,317.5,271
08,312.5,295
08,307.5,246
08,302.5,276
08,297.5,263
08,292.5,273
08,287.5,258
08,282.5,240
08,277.5,275
08,272.5,243
08,267.5,249
08,262.5,256
08,257.5,245
08,252.5,224
08,247.5,247
08,242.5,212
08,237.5,232
08,232.5,230
08,227.5,207
08,222.5,202
08,217.5,224
08,212.5,209
08,207.5,205
08,202.5,210
08,197.5,207
08,192.5,219
08,187.5,195
08,182.5,204
08,177.5,179
08,172.5,214
08,167.5,202
08,162.5,189
08,157.5,188
08,152.5,159
08,147.5,179
08,142.5,170
08,137.5,175
08,132.5,142
08,127.5,156
08,122.5,133
08,117.5,128
08,112.5,134
08,107.5,102
08,102.5,84
08,97.5,89
08,92.5,89
08,87.5,73
08,82.5,51
08,77.5,41
08,72.5,40
08,67.5,23
08,62.5,15
08,57.5,14
08,52.5,5
08,47.5,4
08,42.5,13
08,37.5,9
08,32.5,5
08,27.5,6
08,22.5,7
08,17.5,7
08,12.5,5
08,7.5,1
08,2.5,692
09,298.5,0
09,295.5,0
09,292.5,0
09,289.5,0
09,286.5,0
09,283.5,0
09,280.5,1
09,277.5,3
09,274.5,9
09,271.5,20
09,268.5,34
09,265.5,50
09,262.5,91
09,259.5,125
09,256.5,149
09,253.5,197
09,250.5,210
09,247.5,247
09,244.5,275
09,241.5,257
09,238.5,258
09,235.5,304
09,232.5,285
09,229.5,306
09,226.5,309
09,223.5,309
09,220.5,328
09,217.5,304
09,214.5,313
09,211.5,345
09,208.5,325
09,205.5,332
09,202.5,323
09,199.5,338
09,196.5,307
09,193.5,300
09,190.5,337
09,187.5,341
09,184.5,296
09,181.5,301
09,178.5,322
09,175.5,339
09,172.5,296
09,169.5,283
09,166.5,333
09,163.5,274
09,160.5,318
09,157.5,270
09,154.5,281
09,151.5,285
09,148.5,272
09,145.5,281
09,142.5,280
09,139.5,277
09,136.5,267
09,133.5,268
09,130.5,235
09,127.5,249
09,124.5,252
09,121.5,246
09,118.5,235
09,115.5,228
09,112.5,226
09,109.5,208
09,106.5,169
09,103.5,165
09,100.5,169
09,97.5,135
09,94.5,135
09,91.5,135
09,88.5,97
09,85.5,83
09,82.5,77
09,79.5,64
09,76.5,56
09,73.5,63
09,70.5,53
09,67.5,42
09,64.5,57
09,61.5,39
09,58.5,37
09,55.5,26
09,52.5,32
09,49.5,15
09,46.5,17
09,43.5,14
09,40.5,9
09,37.5,5
09,34.5,5
09,31.5,6
09,28.5,8
09,25.5,2
09,22.5,0
09,19.5,3
09,16.5,5
09,13.5,0
09,10.5,0
09,7.5,1
09,4.5,0
09,1.5,792
11,298.5,0
11,295.5,0
11,292.5,0
11,289.5,0
11,286.5,0
11,283.5,0
11,280.5,0
11,277.5,0
11,274.5,0
11,271.5,7
11,268.5,8
11,265.5,29
11,262.5,61
11,259.5,90
11,256.5,121
11,253.5,194
11,250.5,257
11,247.5,329
11,244.5,421
11,241.5,514
11,238.5,639
11,235.5,686
11,232.5,730
11,229.5,780
11,226.5,870
11,223.5,877
11,220.5,938
11,217.5,1016
11,214.5,962
11,211.5,975
11,208.5,991
11,205.5,1009
11,202.5,999
11,199.5,1020
11,196.5,1013
11,193.5,1022
11,190.5,996
11,187.5,1007
11,184.5,960
11,181.5,956
11,178.5,916
11,175.5,886
11,172.5,856
11,169.5,782
11,166.5,764
11,163.5,670
11,160.5,658
11,157.5,583
11,154.5,551
11,151.5,491
11,148.5,427
11,145.5,374
11,142.5,375
11,139.5,294
11,136.5,332
11,133.5,273
11,130.5,224
11,127.5,215
11,124.5,178
11,121.5,152
11,118.5,133
11,115.5,133
11,112.5,97
11,109.5,116
11,106.5,77
11,103.5,66
11,100.5,80
11,97.5,51
11,94.5,66
11,91.5,59
11,88.5,52
11,85.5,41
11,82.5,33
11,79.5,34
11,76.5,37
11,73.5,25
11,70.5,49
11,67.5,33
11,64.5,40
11,61.5,22
11,58.5,27
11,55.5,24
11,52.5,16
11,49.5,17
11,46.5,13
11,43.5,7
11,40.5,13
11,37.5,15
11,34.5,14
11,31.5,17
11,28.5,8
11,25.5,8
11,22.5,3
11,19.5,5
11,16.5,3
11,13.5,3
11,10.5,1
11,7.5,2
11,4.5,1
11,1.5,1530
12,298.5,0
12,295.5,0
12,292.5,0
12,289.5,0
12,286.5,0
12,283.5,0
12,280.5,0
12,277.5,0
12,274.5,0
12,271.5,1
12,268.5,0
12,265.5,4
12,262.5,10
12,259.5,17
12,256.5,39
12,253.5,63
12,250.5,98
12,247.5,155
12,244.5,208
12,241.5,271
12,238.5,379
12,235.5,478
12,232.5,574
12,229.5,638
12,226.5,666
12,223.5,804
12,220.5,841
12,217.5,928
12,214.5,948
12,211.5,981
12,208.5,1016
12,205.5,1068
12,202.5,1112
12,199.5,1114
12,196.5,1104
12,193.5,1101
12,190.5,1098
12,187.5,1105
12,184.5,1140
12,181.5,1110
12,178.5,1118
12,175.5,1112
12,172.5,1082
12,169.5,1015
12,166.5,1042
12,163.5,958
12,160.5,906
12,157.5,871
12,154.5,819
12,151.5,821
12,148.5,796
12,145.5,695
12,142.5,653
12,139.5,545
12,136.5,588
12,133.5,484
12,130.5,394
12,127.5,365
12,124.5,322
12,121.5,306
12,118.5,276
12,115.5,258
12,112.5,208
12,109.5,187
12,106.5,166
12,103.5,157
12,100.5,129
12,97.5,107
12,94.5,109
12,91.5,81
12,88.5,85
12,85.5,75
12,82.5,57
12,79.5,49
12,76.5,73
12,73.5,39
12,70.5,60
12,67.5,57
12,64.5,53
12,61.5,33
12,58.5,30
12,55.5,30
12,52.5,26
12,49.5,21
12,46.5,21
12,43.5,11
12,40.5,18
12,37.5,15
12,34.5,18
12,31.5,17
12,28.5,10
12,25.5,10
12,22.5,8
12,19.5,7
12,16.5,4
12,13.5,3
12,10.5,1
12,7.5,3
12,4.5,0
12,1.5,1767
14,398,0
14,394,0
14,390,0
14,386,0
14,382,0
14,378,0
14,374,0
14,370,0
14,366,1
14,362,2
14,358,4
14,354,12
14,350,22
14,346,52
14,342,95
14,338,147
14,334,200
14,330,268
14,326,385
14,322,451
14,318,538
14,314,573
14,310,684
14,306,772
14,302,807
14,298,843
14,294,839
14,290,924
14,286,948
14,282,954
14,278,937
14,274,987
14,270,952
14,266,953
14,262,1000
14,258,977
14,254,995
14,250,1009
14,246,985
14,242,919
14,238,949
14,234,894
14,230,800
14,226,843
14,222,840
14,218,750
14,214,697
14,210,674
14,206,581
14,202,588
14,198,468
14,194,458
14,190,413
14,186,342
14,182,335
14,178,300
14,174,271
14,170,231
14,166,209
14,162,178
14,158,171
14,154,130
14,150,124
14,146,136
14,142,121
14,138,82
14,134,86
14,130,60
14,126,57
14,122,71
14,118,73
14,114,49
14,110,46
14,106,32
14,102,33
14,98,19
14,94,27
14,90,18
14,86,12
14,82,13
14,78,18
14,74,17
14,70,32
14,66,40
14,62,17
14,58,25
14,54,19
14,50,18
14,46,9
14,42,15
14,38,17
14,34,18
14,30,16
14,26,12
14,22,5
14,18,4
14,14,5
14,10,1
14,6,2
14,2,1510
15,398,0
15,394,0
15,390,0
15,386,0
15,382,0
15,378,0
15,374,0
15,370,0
15,366,2
15,362,5
15,358,13
15,354,32
15,350,68
15,346,75
15,342,130
15,338,189
15,334,223
15,330,305
15,326,392
15,322,444
15,318,490
15,314,603
15,310,583
15,306,637
15,302,643
15,298,730
15,294,739
15,290,743
15,286,772
15,282,773
15,278,811
15,274,749
15,270,809
15,266,780
15,262,824
15,258,823
15,254,813
15,250,830
15,246,842
15,242,859
15,238,795
15,234,830
15,230,833
15,226,830
15,222,863
15,218,845
15,214,844
15,210,861
15,206,815
15,202,826
15,198,841
15,194,807
15,190,724
15,186,704
15,182,727
15,178,664
15,174,605
15,170,588
15,166,572
15,162,502
15,158,510
15,154,420
15,150,423
15,146,356
15,142,294
15,138,288
15,134,278
15,130,239
15,126,188
15,122,182
15,118,158
15,114,152
15,110,133
15,106,110
15,102,92
15,98,78
15,94,57
15,90,67
15,86,37
15,82,43
15,78,36
15,74,30
15,70,26
15,66,40
15,62,25
15,58,24
15,54,25
15,50,18
15,46,7
15,42,16
15,38,11
15,34,9
15,30,10
15,26,3
15,22,4
15,18,5
15,14,4
15,10,1
15,6,4
15,2,1689
16,497.5,0
16,492.5,0
16,487.5,0
16,482.5,0
16,477.5,0
16,472.5,0
16,467.5,0
16,462.5,0
16,457.5,5
16,452.5,7
16,447.5,19
16,442.5,52
16,437.5,76
16,432.5,120
16,427.5,165
16,422.5,218
16,417.5,310
16,412.5,364
16,407.5,400
16,402.5,490
16,397.5,555
16,392.5,575
16,387.5,602
16,382.5,626
16,377.5,686
16,372.5,673
16,367.5,721
16,362.5,713
16,357.5,727
16,352.5,682
16,347.5,753
16,342.5,752
16,337.5,777
16,332.5,738
16,327.5,764
16,322.5,762
16,317.5,726
16,312.5,775
16,307.5,749
16,302.5,795
16,297.5,816
16,292.5,787
16,287.5,771
16,282.5,806
16,277.5,744
16,272.5,795
16,267.5,795
16,262.5,691
16,257.5,737
16,252.5,701
16,247.5,654
16,242.5,615
16,237.5,595
16,232.5,526
16,227.5,530
16,222.5,437
16,217.5,440
16,212.5,378
16,207.5,369
16,202.5,306
16,197.5,278
16,192.5,290
16,187.5,247
16,182.5,196
16,177.5,174
16,172.5,163
16,167.5,151
16,162.5,141
16,157.5,149
16,152.5,96
16,147.5,91
16,142.5,87
16,137.5,62
16,132.5,81
16,127.5,57
16,122.5,55
16,117.5,36
16,112.5,34
16,107.5,28
16,102.5,31
16,97.5,14
16,92.5,10
16,87.5,12
16,82.5,11
16,77.5,10
16,72.5,12
16,67.5,32
16,62.5,22
16,57.5,21
16,52.5,14
16,47.5,12
16,42.5,15
16,37.5,13
16,32.5,12
16,27.5,4
16,22.5,3
16,17.5,3
16,12.5,4
16,7.5,3
16,2.5,1456
17,298.5,0
17,295.5,0
17,292.5,0
17,289.5,0
17,286.5,0
17,283.5,0
17,280.5,0
17,277.5,0
17,274.5,3
17,271.5,1
17,268.5,5
17,265.5,9
17,262.5,15
17,259.5,21
17,256.5,43
17,253.5,52
17,250.5,75
17,247.5,80
17,244.5,108
17,241.5,132
17,238.5,142
17,235.5,184
17,232.5,183
17,229.5,222
17,226.5,240
17,223.5,250
17,220.5,253
17,217.5,259
17,214.5,279
17,211.5,302
17,208.5,321
17,205.5,325
17,202.5,379
17,199.5,368
17,196.5,364
17,193.5,403
17,190.5,403
17,187.5,378
17,184.5,370
17,181.5,392
17,178.5,412
17,175.5,363
17,172.5,370
17,169.5,345
17,166.5,360
17,163.5,364
17,160.5,342
17,157.5,315
17,154.5,347
17,151.5,294
17,148.5,341
17,145.5,266
17,142.5,294
17,139.5,299
17,136.5,290
17,133.5,252
17,130.5,270
17,127.5,290
17,124.5,259
17,121.5,257
17,118.5,225
17,115.5,242
17,112.5,271
17,109.5,240
17,106.5,220
17,103.5,222
17,100.5,206
17,97.5,194
17,94.5,193
17,91.5,172
17,88.5,167
17,85.5,157
17,82.5,123
17,79.5,110
17,76.5,127
17,73.5,90
17,70.5,79
17,67.5,89
17,64.5,75
17,61.5,60
17,58.5,59
17,55.5,37
17,52.5,39
17,49.5,26
17,46.5,33
17,43.5,15
17,40.5,17
17,37.5,11
17,34.5,8
17,31.5,12
17,28.5,7
17,25.5,2
17,22.5,0
17,19.5,0
17,16.5,4
17,13.5,2
17,10.5,0
17,7.5,1
17,4.5,0
17,1.5,837
18,298.5,0
18,295.5,0
18,292.5,0
18,289.5,0
18,286.5,0
18,283.5,0
18,280.5,1
18,277.5,1
18,274.5,1
18,271.5,3
18,268.5,7
18,265.5,10
18,262.5,23
18,259.5,34
18,256.5,57
18,253.5,66
18,250.5,75
18,247.5,96
18,244.5,125
18,241.5,151
18,238.5,199
18,235.5,217
18,232.5,241
18,229.5,275
18,226.5,280
18,223.5,313
18,220.5,335
18,217.5,377
18,214.5,372
18,211.5,391
18,208.5,436
18,205.5,481
18,202.5,433
18,199.5,484
18,196.5,517
18,193.5,513
18,190.5,552
18,187.5,509
18,184.5,593
18,181.5,542
18,178.5,564
18,175.5,562
18,172.5,528
18,169.5,577
18,166.5,547
18,163.5,574
18,160.5,527
18,157.5,514
18,154.5,504
18,151.5,550
18,148.5,505
18,145.5,515
18,142.5,500
18,139.5,501
18,136.5,484
18,133.5,479
18,130.5,457
18,127.5,513
18,124.5,442
18,121.5,426
18,118.5,418
18,115.5,421
18,112.5,347
18,109.5,380
18,106.5,364
18,103.5,344
18,100.5,317
18,97.5,320
18,94.5,271
18,91.5,265
18,88.5,259
18,85.5,232
18,82.5,210
18,79.5,209
18,76.5,165
18,73.5,143
18,70.5,147
18,67.5,124
18,64.5,104
18,61.5,81
18,58.5,68
18,55.5,63
18,52.5,60
18,49.5,33
18,46.5,33
18,43.5,22
18,40.5,17
18,37.5,11
18,34.5,9
18,31.5,11
18,28.5,7
18,25.5,5
18,22.5,4
18,19.5,5
18,16.5,4
18,13.5,1
18,10.5,3
18,7.5,1
18,4.5,0
18,1.5,1053
19,398,0
19,394,0
19,390,0
19,386,0
19,382,0
19,378,0
19,374,2
19,370,1
19,366,1
19,362,13
19,358,9
19,354,24
19,350,42
19,346,73
19,342,69
19,338,95
19,334,123
19,330,138
19,326,166
19,322,176
19,318,225
19,314,222
19,310,240
19,306,233
19,302,282
19,298,250
19,294,236
19,290,279
19,286,278
19,282,295
19,278,328
19,274,316
19,270,323
19,266,342
19,262,356
19,258,343
19,254,328
19,250,317
19,246,337
19,242,348
19,238,310
19,234,323
19,230,325
19,226,335
19,222,319
19,218,325
19,214,308
19,210,280
19,206,309
19,202,283
19,198,270
19,194,286
19,190,298
19,186,269
19,182,268
19,178,265
19,174,270
19,170,258
19,166,254
19,162,262
19,158,257
19,154,209
19,150,208
19,146,228
19,142,227
19,138,218
19,134,195
19,130,226
19,126,170
19,122,173
19,118,151
19,114,141
19,110,154
19,106,123
19,102,113
19,98,75
19,94,83
19,90,76
19,86,61
19,82,37
19,78,51
19,74,44
19,70,37
19,66,42
19,62,35
19,58,23
19,54,12
19,50,12
19,46,10
19,42,9
19,38,8
19,34,5
19,30,5
19,26,4
19,22,1
19,18,4
19,14,2
19,10,0
19,6,1
19,2,764
20,298.5,0
20,295.5,0
20,292.5,0
20,289.5,0
20,286.5,0
20,283.5,0
20,280.5,0
20,277.5,1
20,274.5,1
20,271.5,1
20,268.5,3
20,265.5,11
20,262.5,15
20,259.5,23
20,256.5,46
20,253.5,45
20,250.5,65
20,247.5,68
20,244.5,87
20,241.5,124
20,238.5,123
20,235.5,175
20,232.5,180
20,229.5,204
20,226.5,241
20,223.5,261
20,220.5,285
20,217.5,276
20,214.5,314
20,211.5,341
20,208.5,384
20,205.5,389
20,202.5,379
20,199.5,443
20,196.5,447
20,193.5,454
20,190.5,526
20,187.5,491
20,184.5,506
20,181.5,513
20,178.5,506
20,175.5,566
20,172.5,543
20,169.5,516
20,166.5,554
20,163.5,555
20,160.5,530
20,157.5,537
20,154.5,553
20,151.5,553
20,148.5,556
20,145.5,525
20,142.5,537
20,139.5,503
20,136.5,525
20,133.5,524
20,130.5,519
20,127.5,464
20,124.5,475
20,121.5,478
20,118.5,414
20,115.5,438
20,112.5,439
20,109.5,443
20,106.5,393
20,103.5,358
20,100.5,364
20,97.5,345
20,94.5,287
20,91.5,283
20,88.5,297
20,85.5,230
20,82.5,267
20,79.5,217
20,76.5,171
20,73.5,164
20,70.5,161
20,67.5,134
20,64.5,113
20,61.5,78
20,58.5,74
20,55.5,59
20,52.5,69
20,49.5,37
20,46.5,27
20,43.5,17
20,40.5,22
20,37.5,10
20,34.5,10
20,31.5,14
20,28.5,4
20,25.5,7
20,22.5,5
20,19.5,5
20,16.5,5
20,13.5,4
20,10.5,4
20,7.5,1
20,4.5,0
20,1.5,997
21,398,0
21,394,0
21,390,0
21,386,0
21,382,0
21,378,0
21,374,2
21,370,0
21,366,2
21,362,10
21,358,19
21,354,24
21,350,32
21,346,69
21,342,68
21,338,85
21,334,101
21,330,149
21,326,146
21,322,191
21,318,239
21,314,219
21,310,257
21,306,285
21,302,281
21,298,317
21,294,334
21,290,364
21,286,372
21,282,335
21,278,407
21,274,419
21,270,430
21,266,442
21,262,439
21,258,484
21,254,492
21,250,501
21,246,477
21,242,461
21,238,516
21,234,495
21,230,477
21,226,500
21,222,472
21,218,458
21,214,483
21,210,514
21,206,541
21,202,515
21,198,483
21,194,466
21,190,447
21,186,451
21,182,487
21,178,479
21,174,444
21,170,432
21,166,459
21,162,417
21,158,456
21,154,404
21,150,388
21,146,392
21,142,392
21,138,335
21,134,332
21,130,341
21,126,296
21,122,275
21,118,268
21,114,243
21,110,214
21,106,222
21,102,197
21,98,163
21,94,138
21,90,108
21,86,109
21,82,72
21,78,75
21,74,53
21,70,53
21,66,49
21,62,45
21,58,32
21,54,22
21,50,16
21,46,8
21,42,11
21,38,5
21,34,10
21,30,6
21,26,5
21,22,5
21,18,2
21,14,2
21,10,2
21,6,1
21,2,974
22,497.5,0
22,492.5,0
22,487.5,0
22,482.5,0
22,477.5,0
22,472.5,1
22,467.5,1
22,462.5,3
22,457.5,6
22,452.5,12
22,447.5,20
22,442.5,40
22,437.5,54
22,432.5,79
22,427.5,75
22,422.5,104
22,417.5,144
22,412.5,138
