組別,分數區間,人數
03,52.5,138
03,49.5,107
03,46.5,90
03,43.5,42
03,40.5,41
03,37.5,35
03,34.5,17
03,31.5,14
03,28.5,13
03,25.5,10
03,22.5,15
03,19.5,13
03,16.5,13
03,13.5,4
03,10.5,2
03,7.5,2
03,4.5,0
03,1.5,776
04,398,0
04,394,0
04,390,1
04,386,3
04,382,6
04,378,17
04,374,28
04,370,36
04,366,54
04,362,68
04,358,93
04,354,121
04,350,130
04,346,167
04,342,142
04,338,183
04,334,173
04,330,216
04,326,195
04,322,186
04,318,198
04,314,220
04,310,186
04,306,214
04,302,228
04,298,219
04,294,195
04,290,219
04,286,172
04,282,197
04,278,213
04,274,207
04,270,186
04,266,207
04,262,238
04,258,217
04,254,207
04,250,204
04,246,224
04,242,215
04,238,238
04,234,206
04,230,248
04,226,198
04,222,236
04,218,188
04,214,199
04,210,210
04,206,181
04,202,206
04,198,187
04,194,198
04,190,191
04,186,223
04,182,192
04,178,167
04,174,191
04,170,171
04,166,177
04,162,162
04,158,161
04,154,188
04,150,174
04,146,159
04,142,163
04,138,160
04,134,163
04,130,148
04,126,148
04,122,149
04,118,157
04,114,158
04,110,158
04,106,164
04,102,140
04,98,128
04,94,102
04,90,124
04,86,93
04,82,100
04,78,89
04,74,71
04,70,47
04,66,42
04,62,39
04,58,28
04,54,14
04,50,12
04,46,8
04,42,3
04,38,4
04,34,5
04,30,6
04,26,6
04,22,10
04,18,8
04,14,7
04,10,1
04,6,0
04,2,545
05,298.5,0
05,295.5,0
05,292.5,0
05,289.5,0
05,286.5,0
05,283.5,1
05,280.5,2
05,277.5,6
05,274.5,11
05,271.5,23
05,268.5,36
05,265.5,58
05,262.5,87
05,259.5,129
05,256.5,174
05,253.5,199
05,250.5,259
05,247.5,286
05,244.5,327
05,241.5,352
05,238.5,376
05,235.5,419
05,232.5,467
05,229.5,478
05,226.5,486
05,223.5,534
05,220.5,510
05,217.5,579
05,214.5,561
05,211.5,636
05,208.5,582
05,205.5,617
05,202.5,637
05,199.5,595
05,196.5,568
05,193.5,656
05,190.5,698
05,187.5,684
05,184.5,682
05,181.5,705
05,178.5,768
05,175.5,716
05,172.5,752
05,169.5,781
05,166.5,816
05,163.5,795
05,160.5,751
05,157.5,800
05,154.5,766
05,151.5,808
05,148.5,795
05,145.5,807
05,142.5,762
05,139.5,758
05,136.5,712
05,133.5,691
05,130.5,659
05,127.5,622
05,124.5,615
05,121.5,545
05,118.5,559
05,115.5,467
05,112.5,426
05,109.5,434
05,106.5,393
05,103.5,364
05,100.5,301
05,97.5,278
05,94.5,260
05,91.5,203
05,88.5,216
05,85.5,170
05,82.5,146
05,79.5,133
05,76.5,122
05,73.5,95
05,70.5,83
05,67.5,56
05,64.5,67
05,61.5,61
05,58.5,30
05,55.5,30
05,52.5,17
05,49.5,18
05,46.5,16
05,43.5,12
05,40.5,8
05,37.5,15
05,34.5,6
05,31.5,12
05,28.5,10
05,25.5,12
05,22.5,8
05,19.5,22
05,16.5,18
05,13.5,21
05,10.5,12
05,7.5,4
05,4.5,0
05,1.5,1526
06,298.5,0
06,295.5,0
06,292.5,0
06,289.5,0
06,286.5,0
06,283.5,0
06,280.5,0
06,277.5,2
06,274.5,4
06,271.5,2
06,268.5,9
06,265.5,9
06,262.5,26
06,259.5,29
06,256.5,36
06,253.5,49
06,250.5,63
06,247.5,89
06,244.5,106
06,241.5,133
06,238.5,160
06,235.5,163
06,232.5,227
06,229.5,243
06,226.5,281
06,223.5,304
06,220.5,329
06,217.5,317
06,214.5,362
06,211.5,400
06,208.5,446
06,205.5,423
06,202.5,484
06,199.5,424
06,196.5,473
06,193.5,450
06,190.5,478
06,187.5,486
06,184.5,503
06,181.5,478
06,178.5,515
06,175.5,517
06,172.5,538
06,169.5,538
06,166.5,548
06,163.5,595
06,160.5,599
06,157.5,657
06,154.5,635
06,151.5,609
06,148.5,601
06,145.5,685
06,142.5,671
06,139.5,663
06,136.5,738
06,133.5,674
06,130.5,771
06,127.5,729
06,124.5,699
06,121.5,738
06,118.5,699
06,115.5,689
06,112.5,676
06,109.5,681
06,106.5,634
06,103.5,653
06,100.5,618
06,97.5,546
06,94.5,530
06,91.5,516
06,88.5,473
06,85.5,396
06,82.5,380
06,79.5,352
06,76.5,271
06,73.5,247
06,70.5,221
06,67.5,144
06,64.5,134
06,61.5,112
06,58.5,88
06,55.5,77
06,52.5,72
06,49.5,36
06,46.5,35
06,43.5,18
06,40.5,18
06,37.5,21
06,34.5,17
06,31.5,20
06,28.5,15
06,25.5,12
06,22.5,12
06,19.5,15
06,16.5,9
06,13.5,9
06,10.5,6
06,7.5,5
06,4.5,2
06,1.5,1269
07,298.5,0
07,295.5,0
07,292.5,0
07,289.5,4
07,286.5,4
07,283.5,9
07,280.5,10
07,277.5,15
07,274.5,23
07,271.5,30
07,268.5,36
07,265.5,55
07,262.5,56
07,259.5,92
07,256.5,95
07,253.5,112
07,250.5,104
07,247.5,125
07,244.5,140
07,241.5,160
07,238.5,189
07,235.5,192
07,232.5,219
07,229.5,245
07,226.5,230
07,223.5,263
07,220.5,242
07,217.5,301
07,214.5,287
07,211.5,299
07,208.5,313
07,205.5,343
07,202.5,299
07,199.5,372
07,196.5,359
07,193.5,343
07,190.5,392
07,187.5,386
07,184.5,362
07,181.5,376
07,178.5,368
07,175.5,379
07,172.5,410
07,169.5,380
07,166.5,382
07,163.5,394
07,160.5,383
07,157.5,384
07,154.5,352
07,151.5,352
07,148.5,394
07,145.5,383
07,142.5,388
07,139.5,355
07,136.5,367
07,133.5,335
07,130.5,353
07,127.5,348
07,124.5,350
07,121.5,342
07,118.5,327
07,115.5,363
07,112.5,348
07,109.5,356
07,106.5,319
07,103.5,348
07,100.5,335
07,97.5,326
07,94.5,319
07,91.5,342
07,88.5,334
07,85.5,310
07,82.5,318
07,79.5,312
07,76.5,313
07,73.5,254
07,70.5,256
07,67.5,270
07,64.5,270
07,61.5,256
07,58.5,228
07,55.5,219
07,52.5,207
07,49.5,196
07,46.5,149
07,43.5,120
07,40.5,117
07,37.5,75
07,34.5,61
07,31.5,41
07,28.5,24
07,25.5,18
07,22.5,12
07,19.5,13
07,16.5,16
07,13.5,6
07,10.5,3
07,7.5,2
07,4.5,0
07,1.5,844
08,298.5,0
08,295.5,0
08,292.5,1
08,289.5,5
08,286.5,5
08,283.5,7
08,280.5,17
08,277.5,14
08,274.5,19
08,271.5,43
08,268.5,42
08,265.5,69
08,262.5,79
08,259.5,86
08,256.5,115
08,253.5,104
08,250.5,109
08,247.5,118
08,244.5,162
08,241.5,182
08,238.5,175
08,235.5,212
08,232.5,209
08,229.5,236
08,226.5,258
08,223.5,215
08,220.5,257
08,217.5,250
08,214.5,310
08,211.5,258
08,208.5,301
08,205.5,316
08,202.5,296
08,199.5,289
08,196.5,328
08,193.5,318
08,190.5,347
08,187.5,337
08,184.5,324
08,181.5,318
08,178.5,326
08,175.5,356
08,172.5,355
08,169.5,340
08,166.5,337
08,163.5,346
08,160.5,345
08,157.5,356
08,154.5,356
08,151.5,330
08,148.5,327
08,145.5,357
08,142.5,349
08,139.5,312
08,136.5,343
08,133.5,344
08,130.5,342
08,127.5,310
08,124.5,333
08,121.5,306
08,118.5,342
08,115.5,302
08,112.5,303
08,109.5,280
08,106.5,329
08,103.5,348
08,100.5,322
08,97.5,350
08,94.5,303
08,91.5,312
08,88.5,325
08,85.5,317
08,82.5,313
08,79.5,299
08,76.5,292
08,73.5,300
08,70.5,266
08,67.5,263
08,64.5,235
08,61.5,248
08,58.5,207
08,55.5,197
08,52.5,199
08,49.5,165
08,46.5,133
08,43.5,124
08,40.5,99
08,37.5,79
08,34.5,58
08,31.5,37
08,28.5,31
08,25.5,30
08,22.5,17
08,19.5,15
08,16.5,13
08,13.5,6
08,10.5,3
08,7.5,1
08,4.5,2
08,1.5,789
09,398,0
09,394,0
09,390,1
09,386,3
09,382,9
09,378,8
09,374,11
09,370,22
09,366,28
09,362,47
09,358,54
09,354,73
09,350,87
09,346,89
09,342,104
09,338,126
09,334,157
09,330,136
09,326,176
09,322,201
09,318,209
09,314,231
09,310,230
09,306,226
09,302,230
09,298,257
09,294,282
09,290,305
09,286,268
09,282,297
09,278,315
09,274,317
09,270,320
09,266,324
09,262,313
09,258,338
09,254,303
09,250,356
09,246,344
09,242,372
09,238,359
09,234,322
09,230,365
09,226,338
09,222,332
09,218,366
09,214,373
09,210,363
09,206,318
09,202,342
09,198,339
09,194,347
09,190,356
09,186,325
09,182,317
09,178,316
09,174,310
09,170,310
09,166,320
09,162,308
09,158,309
09,154,326
09,150,316
09,146,317
09,142,280
09,138,326
09,134,327
09,130,329
09,126,316
09,122,300
09,118,285
09,114,293
09,110,281
09,106,274
09,102,274
09,98,235
09,94,249
09,90,217
09,86,233
09,82,199
09,78,211
09,74,196
09,70,167
09,66,132
09,62,108
09,58,85
09,54,68
09,50,50
09,46,35
09,42,22
09,38,22
09,34,7
09,30,9
09,26,7
09,22,11
09,18,13
09,14,7
09,10,3
09,6,0
09,2,759
10,497.5,0
10,492.5,0
10,487.5,0
10,482.5,2
10,477.5,5
10,472.5,9
10,467.5,14
10,462.5,7
10,457.5,29
10,452.5,42
10,447.5,58
10,442.5,74
10,437.5,77
10,432.5,87
10,427.5,111
10,422.5,131
10,417.5,123
10,412.5,147
10,407.5,172
10,402.5,174
10,397.5,166
10,392.5,186
10,387.5,183
10,382.5,196
10,377.5,206
10,372.5,209
10,367.5,205
10,362.5,219
10,357.5,221
10,352.5,190
10,347.5,218
10,342.5,205
10,337.5,190
10,332.5,211
10,327.5,212
10,322.5,224
10,317.5,205
10,312.5,219
10,307.5,235
10,302.5,209
10,297.5,229
10,292.5,247
10,287.5,229
10,282.5,248
10,277.5,220
10,272.5,217
10,267.5,215
10,262.5,188
10,257.5,207
10,252.5,204
10,247.5,233
10,242.5,198
10,237.5,200
10,232.5,197
10,227.5,185
10,222.5,211
10,217.5,176
10,212.5,217
10,207.5,188
10,202.5,185
10,197.5,171
10,192.5,212
10,187.5,178
10,182.5,176
10,177.5,162
10,172.5,174
10,167.5,171
10,162.5,158
10,157.5,155
10,152.5,158
10,147.5,156
10,142.5,133
10,137.5,165
10,132.5,145
10,127.5,165
10,122.5,135
10,117.5,148
10,112.5,140
10,107.5,122
10,102.5,113
10,97.5,105
10,92.5,82
10,87.5,64
10,82.5,63
10,77.5,46
10,72.5,47
10,67.5,30
10,62.5,12
10,57.5,22
10,52.5,6
10,47.5,6
10,42.5,2
10,37.5,6
10,32.5,3
10,27.5,10
10,22.5,6
10,17.5,12
10,12.5,3
10,7.5,0
10,2.5,532
11,298.5,0
11,295.5,0
11,292.5,0
11,289.5,0
11,286.5,0
11,283.5,0
11,280.5,0
11,277.5,1
11,274.5,0
11,271.5,2
11,268.5,4
11,265.5,22
11,262.5,26
11,259.5,39
11,256.5,65
11,253.5,70
11,250.5,105
11,247.5,147
11,244.5,166
11,241.5,191
11,238.5,222
11,235.5,260
11,232.5,267
11,229.5,284
11,226.5,286
11,223.5,281
11,220.5,313
11,217.5,353
11,214.5,328
11,211.5,322
11,208.5,338
11,205.5,306
11,202.5,311
11,199.5,359
11,196.5,297
11,193.5,298
11,190.5,338
11,187.5,332
11,184.5,333
11,181.5,315
11,178.5,330
11,175.5,320
11,172.5,294
11,169.5,279
11,166.5,306
11,163.5,301
11,160.5,287
11,157.5,272
11,154.5,263
11,151.5,250
11,148.5,265
11,145.5,281
11,142.5,208
11,139.5,233
11,136.5,254
11,133.5,216
11,130.5,214
11,127.5,217
11,124.5,205
11,121.5,200
11,118.5,187
11,115.5,207
11,112.5,203
11,109.5,181
11,106.5,161
11,103.5,171
11,100.5,159
11,97.5,156
11,94.5,109
11,91.5,118
11,88.5,124
11,85.5,87
11,82.5,75
11,79.5,71
11,76.5,65
11,73.5,48
11,70.5,46
11,67.5,43
11,64.5,47
11,61.5,38
11,58.5,41
11,55.5,25
11,52.5,20
11,49.5,20
11,46.5,16
11,43.5,10
11,40.5,7
11,37.5,10
11,34.5,6
11,31.5,7
11,28.5,2
11,25.5,5
11,22.5,2
11,19.5,0
11,16.5,1
11,13.5,1
11,10.5,1
11,7.5,0
11,4.5,0
11,1.5,608
12,298.5,0
12,295.5,0
12,292.5,0
12,289.5,0
12,286.5,0
12,283.5,0
12,280.5,0
12,277.5,0
12,274.5,0
12,271.5,0
12,268.5,1
12,265.5,2
12,262.5,4
12,259.5,8
12,256.5,10
12,253.5,45
12,250.5,57
12,247.5,88
12,244.5,129
12,241.5,188
12,238.5,216
12,235.5,294
12,232.5,369
12,229.5,405
12,226.5,514
12,223.5,596
12,220.5,576
12,217.5,660
12,214.5,684
12,211.5,715
12,208.5,791
12,205.5,777
12,202.5,857
12,199.5,893
12,196.5,867
12,193.5,872
12,190.5,918
12,187.5,908
12,184.5,931
12,181.5,943
12,178.5,941
12,175.5,889
12,172.5,896
12,169.5,915
12,166.5,912
12,163.5,853
12,160.5,780
12,157.5,712
12,154.5,754
12,151.5,680
12,148.5,663
12,145.5,611
12,142.5,590
12,139.5,525
12,136.5,521
12,133.5,453
12,130.5,426
12,127.5,349
12,124.5,341
12,121.5,323
12,118.5,306
12,115.5,232
12,112.5,185
12,109.5,183
12,106.5,157
12,103.5,161
12,100.5,127
12,97.5,110
12,94.5,90
12,91.5,77
12,88.5,62
12,85.5,55
12,82.5,51
12,79.5,42
12,76.5,51
12,73.5,43
12,70.5,44
12,67.5,47
12,64.5,36
12,61.5,37
12,58.5,28
12,55.5,21
12,52.5,15
12,49.5,18
12,46.5,20
12,43.5,16
12,40.5,11
12,37.5,11
12,34.5,11
12,31.5,14
12,28.5,6
12,25.5,6
12,22.5,7
12,19.5,5
12,16.5,5
12,13.5,4
12,10.5,3
12,7.5,1
12,4.5,0
12,1.5,1298
14,298.5,0
14,295.5,0
14,292.5,0
14,289.5,0
14,286.5,0
14,283.5,0
14,280.5,0
14,277.5,1
14,274.5,0
14,271.5,1
14,268.5,5
14,265.5,5
14,262.5,9
14,259.5,34
14,256.5,58
14,253.5,92
14,250.5,120
14,247.5,183
14,244.5,250
14,241.5,372
14,238.5,434
14,235.5,503
14,232.5,539
14,229.5,641
14,226.5,720
14,223.5,729
14,220.5,777
14,217.5,847
14,214.5,839
14,211.5,884
14,208.5,908
14,205.5,954
14,202.5,937
14,199.5,888
14,196.5,915
14,193.5,884
14,190.5,911
14,187.5,942
14,184.5,940
14,181.5,892
14,178.5,912
14,175.5,862
14,172.5,875
14,169.5,854
14,166.5,804
14,163.5,771
14,160.5,707
14,157.5,662
14,154.5,622
14,151.5,526
14,148.5,582
14,145.5,485
14,142.5,440
14,139.5,419
14,136.5,407
14,133.5,360
14,130.5,319
14,127.5,280
14,124.5,255
14,121.5,208
14,118.5,182
14,115.5,190
14,112.5,168
14,109.5,112
14,106.5,96
14,103.5,91
14,100.5,79
14,97.5,75
14,94.5,60
14,91.5,54
14,88.5,51
14,85.5,34
14,82.5,33
14,79.5,39
14,76.5,30
14,73.5,32
14,70.5,32
14,67.5,38
14,64.5,32
14,61.5,38
14,58.5,25
14,55.5,18
14,52.5,19
14,49.5,13
14,46.5,20
14,43.5,16
14,40.5,13
14,37.5,7
14,34.5,9
14,31.5,11
14,28.5,4
14,25.5,6
14,22.5,7
14,19.5,4
14,16.5,4
14,13.5,3
14,10.5,3
14,7.5,2
14,4.5,0
14,1.5,1324
15,298.5,0
15,295.5,0
15,292.5,0
15,289.5,0
15,286.5,0
15,283.5,0
15,280.5,0
15,277.5,0
15,274.5,0
15,271.5,0
15,268.5,4
15,265.5,4
15,262.5,11
15,259.5,21
15,256.5,51
15,253.5,62
15,250.5,109
15,247.5,155
15,244.5,228
15,241.5,311
15,238.5,377
15,235.5,460
15,232.5,515
15,229.5,559
15,226.5,663
15,223.5,747
15,220.5,774
15,217.5,837
15,214.5,873
15,211.5,877
15,208.5,924
15,205.5,932
15,202.5,1021
15,199.5,1011
15,196.5,1023
15,193.5,1023
15,190.5,1029
15,187.5,999
15,184.5,1003
15,181.5,1052
15,178.5,1042
15,175.5,964
15,172.5,949
15,169.5,912
15,166.5,968
15,163.5,855
15,160.5,763
15,157.5,783
15,154.5,711
15,151.5,686
15,148.5,673
15,145.5,604
15,142.5,549
15,139.5,497
15,136.5,502
15,133.5,415
15,130.5,382
15,127.5,373
15,124.5,365
15,121.5,287
15,118.5,258
15,115.5,236
15,112.5,198
15,109.5,178
15,106.5,145
15,103.5,106
15,100.5,139
15,97.5,114
15,94.5,121
15,91.5,77
15,88.5,77
15,85.5,65
15,82.5,51
15,79.5,47
15,76.5,56
15,73.5,45
15,70.5,48
15,67.5,50
15,64.5,40
15,61.5,38
15,58.5,34
15,55.5,33
15,52.5,26
15,49.5,19
15,46.5,20
15,43.5,16
15,40.5,13
15,37.5,13
15,34.5,12
15,31.5,14
15,28.5,8
15,25.5,6
15,22.5,7
15,19.5,8
15,16.5,5
15,13.5,4
15,10.5,4
15,7.5,1
15,4.5,0
15,1.5,1520
17,398,0
17,394,0
17,390,0
17,386,0
17,382,0
17,378,0
17,374,0
17,370,0
17,366,0
17,362,1
17,358,4
17,354,5
17,350,16
17,346,22
17,342,46
17,338,84
17,334,128
17,330,181
17,326,254
17,322,306
17,318,371
17,314,460
17,310,549
17,306,579
17,302,625
17,298,694
17,294,691
17,290,794
17,286,747
17,282,789
17,278,849
17,274,886
17,270,905
17,266,935
17,262,841
17,258,888
17,254,920
17,250,898
17,246,840
17,242,906
17,238,923
17,234,871
17,230,879
17,226,849
17,222,810
17,218,752
17,214,707
17,210,708
17,206,598
17,202,584
17,198,579
17,194,498
17,190,522
17,186,439
17,182,398
17,178,356
17,174,364
17,170,318
17,166,296
17,162,246
17,158,195
17,154,185
17,150,164
17,146,145
17,142,134
17,138,108
17,134,104
17,130,88
17,126,63
17,122,58
17,118,47
17,114,53
17,110,33
17,106,43
17,102,29
17,98,28
17,94,22
17,90,19
17,86,23
17,82,10
17,78,18
17,74,23
17,70,27
17,66,21
17,62,26
17,58,24
17,54,16
17,50,17
17,46,21
17,42,13
17,38,8
17,34,12
17,30,8
17,26,5
17,22,9
17,18,5
17,14,5
17,10,4
17,6,0
17,2,1297
18,298.5,0
18,295.5,0
18,292.5,0
18,289.5,0
18,286.5,0
18,283.5,0
18,280.5,0
18,277.5,0
18,274.5,0
18,271.5,0
18,268.5,0
18,265.5,2
18,262.5,4
18,259.5,6
18,256.5,7
18,253.5,12
18,250.5,18
18,247.5,19
18,244.5,50
18,241.5,65
18,238.5,84
18,235.5,124
18,232.5,161
18,229.5,175
18,226.5,218
18,223.5,243
18,220.5,325
18,217.5,365
18,214.5,403
18,211.5,464
18,208.5,476
18,205.5,521
18,202.5,580
18,199.5,602
18,196.5,645
18,193.5,685
18,190.5,686
18,187.5,729
18,184.5,729
18,181.5,789
18,178.5,825
18,175.5,848
18,172.5,772
18,169.5,830
18,166.5,812
18,163.5,886
18,160.5,869
18,157.5,922
18,154.5,937
18,151.5,924
18,148.5,863
18,145.5,894
18,142.5,863
18,139.5,817
18,136.5,805
18,133.5,780
18,130.5,773
18,127.5,629
18,124.5,666
18,121.5,567
18,118.5,531
18,115.5,504
18,112.5,426
18,109.5,434
18,106.5,327
18,103.5,310
18,100.5,295
18,97.5,258
18,94.5,251
18,91.5,188
18,88.5,172
18,85.5,151
18,82.5,121
18,79.5,106
18,76.5,90
18,73.5,84
18,70.5,71
18,67.5,51
18,64.5,56
18,61.5,49
18,58.5,34
18,55.5,30
18,52.5,19
18,49.5,18
18,46.5,27
18,43.5,14
18,40.5,10
18,37.5,8
18,34.5,14
18,31.5,7
18,28.5,7
18,25.5,2
18,22.5,12
18,19.5,3
18,16.5,5
18,13.5,3
18,10.5,4
18,7.5,5
18,4.5,0
18,1.5,1273
19,398,0
19,394,0
19,390,0
19,386,0
19,382,0
19,378,0
19,374,0
19,370,0
19,366,0
19,362,2
19,358,0
19,354,3
19,350,2
19,346,10
19,342,13
19,338,25
19,334,45
19,330,68
19,326,89
19,322,124
19,318,154
19,314,203
19,310,261
19,306,284
19,302,357
19,298,462
19,294,508
19,290,520
19,286,547
19,282,614
19,278,664
19,274,762
19,270,721
19,266,746
19,262,818
19,258,789
19,254,854
19,250,892
19,246,912
19,242,878
19,238,1006
19,234,1010
19,230,977
19,226,1038
19,222,1028
19,218,1039
19,214,958
19,210,950
19,206,978
19,202,939
19,198,882
19,194,800
19,190,812
19,186,772
19,182,699
19,178,631
19,174,631
19,170,585
19,166,517
19,162,487
19,158,440
19,154,381
19,150,357
19,146,311
19,142,284
19,138,280
19,134,222
19,130,186
19,126,181
19,122,141
19,118,152
19,114,108
19,110,117
19,106,96
19,102,92
19,98,62
19,94,63
19,90,56
19,86,36
19,82,33
19,78,39
19,74,38
19,70,40
19,66,25
19,62,32
19,58,19
19,54,10
19,50,11
19,46,16
19,42,9
19,38,9
19,34,9
19,30,7
19,26,4
19,22,8
19,18,6
19,14,5
19,10,4
19,6,5
19,2,1436
20,497.5,0
20,492.5,0
20,487.5,0
20,482.5,0
20,477.5,0
20,472.5,0
20,467.5,0
20,462.5,0
20,457.5,0
20,452.5,1
20,447.5,2
20,442.5,0
20,437.5,5
20,432.5,12
20,427.5,13
20,422.5,31
20,417.5,49
20,412.5,76
20,407.5,109
20,402.5,136
20,397.5,208
20,392.5,243
20,387.5,277
20,382.5,344
20,377.5,403
20,372.5,486
20,367.5,518
20,362.5,508
20,357.5,628
20,352.5,608
20,347.5,683
20,342.5,687
20,337.5,717
20,332.5,742
20,327.5,705
20,322.5,821
20,317.5,804
20,312.5,807
20,307.5,816
20,302.5,896
20,297.5,883
20,292.5,922
20,287.5,898
20,282.5,922
20,277.5,915
20,272.5,892
20,267.5,868
20,262.5,804
20,257.5,841
20,252.5,826
20,247.5,732
20,242.5,687
20,237.5,640
20,232.5,601
20,227.5,559
20,222.5,549
20,217.5,514
20,212.5,485
20,207.5,399
20,202.5,370
20,197.5,341
20,192.5,306
20,187.5,276
20,182.5,242
20,177.5,220
20,172.5,182
20,167.5,142
20,162.5,143
20,157.5,116
20,152.5,135
20,147.5,96
20,142.5,77
20,137.5,67
20,132.5,48
20,127.5,56
20,122.5,46
20,117.5,36
20,112.5,45
20,107.5,28
20,102.5,30
20,97.5,32
20,92.5,23
20,87.5,13
20,82.5,11
20,77.5,15
20,72.5,17
20,67.5,22
20,62.5,24
20,57.5,11
20,52.5,9
20,47.5,13
20,42.5,8
20,37.5,9
20,32.5,9
20,27.5,5
20,22.5,10
20,17.5,6
20,12.5,3
20,7.5,7
20,2.5,1236
21,298.5,0
21,295.5,0
21,292.5,0
21,289.5,0
21,286.5,0
21,283.5,0
21,280.5,0
21,277.5,0
21,274.5,1
21,271.5,0
21,268.5,8
21,265.5,5
21,262.5,11
21,259.5,16
21,256.5,30
21,253.5,34
21,250.5,45
21,247.5,61
21,244.5,76
21,241.5,93
21,238.5,105
21,235.5,149
21,232.5,157
21,229.5,179
21,226.5,199
21,223.5,218
21,220.5,249
21,217.5,264
21,214.5,281
21,211.5,301
21,208.5,345
21,205.5,367
21,202.5,380
21,199.5,392
21,196.5,408
21,193.5,436
21,190.5,456
21,187.5,443
21,184.5,486
21,181.5,506
21,178.5,470
21,175.5,493
21,172.5,556
21,169.5,516
