組別,分數區間,人數
06,247.5,190
06,244.5,228
06,241.5,254
06,238.5,269
06,235.5,310
06,232.5,313
06,229.5,344
06,226.5,358
06,223.5,371
06,220.5,393
06,217.5,380
06,214.5,387
06,211.5,411
06,208.5,405
06,205.5,405
06,202.5,417
06,199.5,413
06,196.5,426
06,193.5,409
06,190.5,383
06,187.5,374
06,184.5,404
06,181.5,382
06,178.5,434
06,175.5,394
06,172.5,415
06,169.5,408
06,166.5,418
06,163.5,428
06,160.5,460
06,157.5,406
06,154.5,447
06,151.5,464
06,148.5,444
06,145.5,463
06,142.5,478
06,139.5,493
06,136.5,491
06,133.5,542
06,130.5,512
06,127.5,463
06,124.5,516
06,121.5,507
06,118.5,495
06,115.5,460
06,112.5,478
06,109.5,445
06,106.5,443
06,103.5,485
06,100.5,379
06,97.5,416
06,94.5,383
06,91.5,334
06,88.5,347
06,85.5,339
06,82.5,308
06,79.5,269
06,76.5,215
06,73.5,185
06,70.5,180
06,67.5,150
06,64.5,126
06,61.5,101
06,58.5,91
06,55.5,75
06,52.5,49
06,49.5,42
06,46.5,30
06,43.5,29
06,40.5,24
06,37.5,18
06,34.5,12
06,31.5,17
06,28.5,4
06,25.5,13
06,22.5,12
06,19.5,14
06,16.5,5
06,13.5,5
06,10.5,6
06,7.5,3
06,4.5,3
06,1.5,1041
07,298.5,0
07,295.5,1
07,292.5,1
07,289.5,0
07,286.5,6
07,283.5,12
07,280.5,16
07,277.5,24
07,274.5,40
07,271.5,64
07,268.5,76
07,265.5,107
07,262.5,105
07,259.5,136
07,256.5,181
07,253.5,153
07,250.5,185
07,247.5,226
07,244.5,236
07,241.5,276
07,238.5,228
07,235.5,282
07,232.5,286
07,229.5,280
07,226.5,310
07,223.5,323
07,220.5,318
07,217.5,327
07,214.5,328
07,211.5,338
07,208.5,355
07,205.5,348
07,202.5,295
07,199.5,358
07,196.5,310
07,193.5,320
07,190.5,337
07,187.5,344
07,184.5,338
07,181.5,342
07,178.5,317
07,175.5,358
07,172.5,356
07,169.5,347
07,166.5,360
07,163.5,329
07,160.5,328
07,157.5,310
07,154.5,309
07,151.5,310
07,148.5,281
07,145.5,326
07,142.5,321
07,139.5,334
07,136.5,322
07,133.5,299
07,130.5,314
07,127.5,295
07,124.5,298
07,121.5,269
07,118.5,284
07,115.5,298
07,112.5,272
07,109.5,292
07,106.5,282
07,103.5,293
07,100.5,275
07,97.5,264
07,94.5,263
07,91.5,262
07,88.5,278
07,85.5,260
07,82.5,272
07,79.5,239
07,76.5,238
07,73.5,236
07,70.5,226
07,67.5,220
07,64.5,212
07,61.5,203
07,58.5,194
07,55.5,180
07,52.5,185
07,49.5,140
07,46.5,104
07,43.5,107
07,40.5,75
07,37.5,62
07,34.5,50
07,31.5,40
07,28.5,25
07,25.5,23
07,22.5,14
07,19.5,11
07,16.5,15
07,13.5,10
07,10.5,5
07,7.5,1
07,4.5,1
07,1.5,824
08,398,0
08,394,0
08,390,0
08,386,1
08,382,1
08,378,6
08,374,15
08,370,16
08,366,25
08,362,56
08,358,61
08,354,98
08,350,95
08,346,120
08,342,144
08,338,168
08,334,186
08,330,212
08,326,209
08,322,197
08,318,215
08,314,256
08,310,234
08,306,264
08,302,237
08,298,218
08,294,240
08,290,261
08,286,238
08,282,232
08,278,238
08,274,231
08,270,248
08,266,232
08,262,212
08,258,281
08,254,244
08,250,241
08,246,232
08,242,237
08,238,228
08,234,251
08,230,263
08,226,217
08,222,226
08,218,234
08,214,214
08,210,229
08,206,223
08,202,216
08,198,223
08,194,214
08,190,209
08,186,209
08,182,218
08,178,196
08,174,204
08,170,179
08,166,180
08,162,191
08,158,164
08,154,166
08,150,161
08,146,180
08,142,188
08,138,189
08,134,159
08,130,177
08,126,181
08,122,171
08,118,163
08,114,182
08,110,132
08,106,132
08,102,143
08,98,152
08,94,133
08,90,104
08,86,105
08,82,99
08,78,91
08,74,84
08,70,72
08,66,64
08,62,32
08,58,49
08,54,22
08,50,18
08,46,14
08,42,21
08,38,7
08,34,10
08,30,9
08,26,7
08,22,9
08,18,8
08,14,8
08,10,3
08,6,1
08,2,585
09,298.5,0
09,295.5,1
09,292.5,0
09,289.5,4
09,286.5,4
09,283.5,10
09,280.5,25
09,277.5,39
09,274.5,38
09,271.5,62
09,268.5,85
09,265.5,93
09,262.5,118
09,259.5,129
09,256.5,158
09,253.5,182
09,250.5,162
09,247.5,197
09,244.5,212
09,241.5,206
09,238.5,241
09,235.5,243
09,232.5,252
09,229.5,289
09,226.5,303
09,223.5,279
09,220.5,298
09,217.5,324
09,214.5,293
09,211.5,306
09,208.5,331
09,205.5,355
09,202.5,329
09,199.5,308
09,196.5,297
09,193.5,277
09,190.5,345
09,187.5,298
09,184.5,311
09,181.5,320
09,178.5,320
09,175.5,320
09,172.5,362
09,169.5,313
09,166.5,327
09,163.5,303
09,160.5,316
09,157.5,294
09,154.5,285
09,151.5,334
09,148.5,282
09,145.5,282
09,142.5,293
09,139.5,278
09,136.5,285
09,133.5,283
09,130.5,300
09,127.5,279
09,124.5,291
09,121.5,281
09,118.5,274
09,115.5,248
09,112.5,259
09,109.5,284
09,106.5,226
09,103.5,267
09,100.5,242
09,97.5,235
09,94.5,234
09,91.5,268
09,88.5,240
09,85.5,250
09,82.5,210
09,79.5,247
09,76.5,192
09,73.5,242
09,70.5,229
09,67.5,211
09,64.5,192
09,61.5,188
09,58.5,181
09,55.5,155
09,52.5,146
09,49.5,135
09,46.5,121
09,43.5,95
09,40.5,60
09,37.5,55
09,34.5,52
09,31.5,35
09,28.5,28
09,25.5,21
09,22.5,17
09,19.5,11
09,16.5,9
09,13.5,14
09,10.5,6
09,7.5,1
09,4.5,1
09,1.5,772
10,398,0
10,394,1
10,390,1
10,386,4
10,382,4
10,378,11
10,374,22
10,370,39
10,366,61
10,362,62
10,358,102
10,354,115
10,350,142
10,346,154
10,342,196
10,338,158
10,334,203
10,330,220
10,326,206
10,322,262
10,318,238
10,314,281
10,310,275
10,306,297
10,302,301
10,298,273
10,294,296
10,290,300
10,286,307
10,282,329
10,278,318
10,274,277
10,270,285
10,266,315
10,262,330
10,258,305
10,254,273
10,250,306
10,246,298
10,242,303
10,238,338
10,234,337
10,230,311
10,226,320
10,222,306
10,218,292
10,214,274
10,210,333
10,206,302
10,202,326
10,198,305
10,194,279
10,190,267
10,186,291
10,182,283
10,178,275
10,174,264
10,170,295
10,166,280
10,162,266
10,158,266
10,154,265
10,150,280
10,146,265
10,142,245
10,138,267
10,134,266
10,130,251
10,126,244
10,122,247
10,118,249
10,114,234
10,110,221
10,106,213
10,102,214
10,98,235
10,94,184
10,90,183
10,86,163
10,82,162
10,78,167
10,74,146
10,70,119
10,66,99
10,62,83
10,58,65
10,54,57
10,50,37
10,46,35
10,42,17
10,38,13
10,34,9
10,30,14
10,26,15
10,22,12
10,18,7
10,14,7
10,10,3
10,6,1
10,2,744
11,497.5,0
11,492.5,0
11,487.5,0
11,482.5,2
11,477.5,3
11,472.5,6
11,467.5,12
11,462.5,29
11,457.5,44
11,452.5,64
11,447.5,83
11,442.5,101
11,437.5,101
11,432.5,141
11,427.5,162
11,422.5,160
11,417.5,167
11,412.5,185
11,407.5,172
11,402.5,207
11,397.5,196
11,392.5,242
11,387.5,224
11,382.5,211
11,377.5,213
11,372.5,205
11,367.5,236
11,362.5,178
11,357.5,218
11,352.5,216
11,347.5,209
11,342.5,186
11,337.5,202
11,332.5,220
11,327.5,194
11,322.5,180
11,317.5,215
11,312.5,226
11,307.5,234
11,302.5,195
11,297.5,218
11,292.5,212
11,287.5,210
11,282.5,201
11,277.5,218
11,272.5,205
11,267.5,199
11,262.5,211
11,257.5,179
11,252.5,188
11,247.5,184
11,242.5,183
11,237.5,179
11,232.5,183
11,227.5,173
11,222.5,194
11,217.5,168
11,212.5,156
11,207.5,159
11,202.5,152
11,197.5,152
11,192.5,151
11,187.5,157
11,182.5,148
11,177.5,156
11,172.5,134
11,167.5,157
11,162.5,152
11,157.5,149
11,152.5,162
11,147.5,136
11,142.5,140
11,137.5,121
11,132.5,115
11,127.5,134
11,122.5,114
11,117.5,108
11,112.5,101
11,107.5,99
11,102.5,78
11,97.5,67
11,92.5,63
11,87.5,68
11,82.5,38
11,77.5,35
11,72.5,39
11,67.5,22
11,62.5,17
11,57.5,20
11,52.5,11
11,47.5,14
11,42.5,8
11,37.5,4
11,32.5,7
11,27.5,8
11,22.5,7
11,17.5,7
11,12.5,5
11,7.5,2
11,2.5,517
12,298.5,0
12,295.5,0
12,292.5,0
12,289.5,0
12,286.5,0
12,283.5,0
12,280.5,0
12,277.5,0
12,274.5,1
12,271.5,7
12,268.5,4
12,265.5,15
12,262.5,37
12,259.5,55
12,256.5,81
12,253.5,95
12,250.5,110
12,247.5,153
12,244.5,215
12,241.5,225
12,238.5,270
12,235.5,221
12,232.5,243
12,229.5,279
12,226.5,279
12,223.5,310
12,220.5,268
12,217.5,280
12,214.5,285
12,211.5,316
12,208.5,276
12,205.5,290
12,202.5,296
12,199.5,284
12,196.5,280
12,193.5,299
12,190.5,302
12,187.5,281
12,184.5,318
12,181.5,293
12,178.5,303
12,175.5,319
12,172.5,276
12,169.5,283
12,166.5,291
12,163.5,264
12,160.5,290
12,157.5,265
12,154.5,272
12,151.5,242
12,148.5,209
12,145.5,250
12,142.5,248
12,139.5,234
12,136.5,201
12,133.5,230
12,130.5,234
12,127.5,189
12,124.5,204
12,121.5,193
12,118.5,215
12,115.5,205
12,112.5,192
12,109.5,163
12,106.5,158
12,103.5,149
12,100.5,141
12,97.5,111
12,94.5,103
12,91.5,117
12,88.5,110
12,85.5,104
12,82.5,84
12,79.5,60
12,76.5,63
12,73.5,68
12,70.5,44
12,67.5,46
12,64.5,32
12,61.5,45
12,58.5,44
12,55.5,26
12,52.5,21
12,49.5,13
12,46.5,18
12,43.5,18
12,40.5,12
12,37.5,10
12,34.5,10
12,31.5,10
12,28.5,6
12,25.5,8
12,22.5,2
12,19.5,6
12,16.5,3
12,13.5,5
12,10.5,1
12,7.5,1
12,4.5,0
12,1.5,564
13,298.5,0
13,295.5,0
13,292.5,0
13,289.5,0
13,286.5,0
13,283.5,0
13,280.5,0
13,277.5,0
13,274.5,0
13,271.5,0
13,268.5,0
13,265.5,0
13,262.5,1
13,259.5,2
13,256.5,2
13,253.5,2
13,250.5,19
13,247.5,21
13,244.5,31
13,241.5,51
13,238.5,75
13,235.5,80
13,232.5,122
13,229.5,162
13,226.5,176
13,223.5,243
13,220.5,264
13,217.5,335
13,214.5,359
13,211.5,453
13,208.5,488
13,205.5,565
13,202.5,627
13,199.5,585
13,196.5,639
13,193.5,648
13,190.5,663
13,187.5,716
13,184.5,686
13,181.5,695
13,178.5,758
13,175.5,726
13,172.5,765
13,169.5,717
13,166.5,762
13,163.5,769
13,160.5,796
13,157.5,786
13,154.5,783
13,151.5,723
13,148.5,698
13,145.5,729
13,142.5,637
13,139.5,584
13,136.5,544
13,133.5,526
13,130.5,524
13,127.5,426
13,124.5,412
13,121.5,346
13,118.5,361
13,115.5,296
13,112.5,243
13,109.5,243
13,106.5,207
13,103.5,149
13,100.5,155
13,97.5,135
13,94.5,123
13,91.5,121
13,88.5,100
13,85.5,86
13,82.5,59
13,79.5,56
13,76.5,53
13,73.5,48
13,70.5,49
13,67.5,44
13,64.5,46
13,61.5,32
13,58.5,32
13,55.5,25
13,52.5,21
13,49.5,20
13,46.5,18
13,43.5,12
13,40.5,10
13,37.5,19
13,34.5,13
13,31.5,6
13,28.5,12
13,25.5,6
13,22.5,6
13,19.5,7
13,16.5,6
13,13.5,4
13,10.5,0
13,7.5,1
13,4.5,0
13,1.5,1051
15,298.5,0
15,295.5,0
15,292.5,0
15,289.5,0
15,286.5,0
15,283.5,0
15,280.5,0
15,277.5,0
15,274.5,0
15,271.5,0
15,268.5,0
15,265.5,4
15,262.5,0
15,259.5,11
15,256.5,18
15,253.5,16
15,250.5,34
15,247.5,59
15,244.5,97
15,241.5,113
15,238.5,154
15,235.5,212
15,232.5,232
15,229.5,268
15,226.5,335
15,223.5,415
15,220.5,429
15,217.5,505
15,214.5,534
15,211.5,557
15,208.5,571
15,205.5,631
15,202.5,672
15,199.5,714
15,196.5,697
15,193.5,725
15,190.5,669
15,187.5,683
15,184.5,703
15,181.5,731
15,178.5,695
15,175.5,700
15,172.5,703
15,169.5,713
15,166.5,669
15,163.5,743
15,160.5,672
15,157.5,628
15,154.5,647
15,151.5,650
15,148.5,621
15,145.5,563
15,142.5,558
15,139.5,531
15,136.5,502
15,133.5,483
15,130.5,432
15,127.5,415
15,124.5,329
15,121.5,324
15,118.5,276
15,115.5,262
15,112.5,257
15,109.5,229
15,106.5,190
15,103.5,175
15,100.5,147
15,97.5,155
15,94.5,134
15,91.5,96
15,88.5,74
15,85.5,79
15,82.5,55
15,79.5,74
15,76.5,52
15,73.5,56
15,70.5,50
15,67.5,42
15,64.5,58
15,61.5,31
15,58.5,24
15,55.5,24
15,52.5,21
15,49.5,23
15,46.5,18
15,43.5,15
15,40.5,12
15,37.5,22
15,34.5,13
15,31.5,6
15,28.5,11
15,25.5,6
15,22.5,5
15,19.5,9
15,16.5,5
15,13.5,3
15,10.5,2
15,7.5,1
15,4.5,0
15,1.5,1077
16,298.5,0
16,295.5,0
16,292.5,0
16,289.5,0
16,286.5,0
16,283.5,0
16,280.5,0
16,277.5,0
16,274.5,0
16,271.5,0
16,268.5,0
16,265.5,0
16,262.5,4
16,259.5,6
16,256.5,5
16,253.5,9
16,250.5,27
16,247.5,31
16,244.5,75
16,241.5,89
16,238.5,157
16,235.5,153
16,232.5,202
16,229.5,263
16,226.5,299
16,223.5,363
16,220.5,441
16,217.5,487
16,214.5,534
16,211.5,554
16,208.5,668
16,205.5,685
16,202.5,689
16,199.5,748
16,196.5,763
16,193.5,784
16,190.5,783
16,187.5,716
16,184.5,790
16,181.5,785
16,178.5,839
16,175.5,789
16,172.5,820
16,169.5,812
16,166.5,846
16,163.5,790
16,160.5,758
16,157.5,769
16,154.5,794
16,151.5,693
16,148.5,698
16,145.5,690
16,142.5,662
16,139.5,593
16,136.5,588
16,133.5,512
16,130.5,468
16,127.5,462
16,124.5,418
16,121.5,420
16,118.5,347
16,115.5,319
16,112.5,303
16,109.5,258
16,106.5,254
16,103.5,195
16,100.5,174
16,97.5,179
16,94.5,168
16,91.5,139
16,88.5,135
16,85.5,95
16,82.5,74
16,79.5,73
16,76.5,74
16,73.5,72
16,70.5,74
16,67.5,46
16,64.5,62
16,61.5,46
16,58.5,23
16,55.5,34
16,52.5,30
16,49.5,31
16,46.5,18
16,43.5,14
16,40.5,18
16,37.5,21
16,34.5,11
16,31.5,8
16,28.5,15
16,25.5,12
16,22.5,6
16,19.5,6
16,16.5,6
16,13.5,3
16,10.5,0
16,7.5,1
16,4.5,0
16,1.5,1271
17,398,0
17,394,0
17,390,0
17,386,0
17,382,0
17,378,0
17,374,0
17,370,0
17,366,0
17,362,0
17,358,0
17,354,0
17,350,2
17,346,2
17,342,5
17,338,11
17,334,21
17,330,31
17,326,53
17,322,100
17,318,109
17,314,125
17,310,197
17,306,216
17,302,271
17,298,310
17,294,379
17,290,463
17,286,484
17,282,510
17,278,567
17,274,639
17,270,645
17,266,676
17,262,666
17,258,682
17,254,741
17,250,652
17,246,673
17,242,712
17,238,750
17,234,716
17,230,721
17,226,767
17,222,729
17,218,722
17,214,727
17,210,723
17,206,668
17,202,697
17,198,596
17,194,616
17,190,610
17,186,533
17,182,491
17,178,470
17,174,433
17,170,384
17,166,326
17,162,330
17,158,314
17,154,237
17,150,239
17,146,212
17,142,171
17,138,174
17,134,132
17,130,127
17,126,142
17,122,104
17,118,68
17,114,75
17,110,64
17,106,51
17,102,39
17,98,27
17,94,35
17,90,32
17,86,21
17,82,13
17,78,23
17,74,25
17,70,28
17,66,35
17,62,24
17,58,15
17,54,22
17,50,19
17,46,19
17,42,13
17,38,20
17,34,13
17,30,13
17,26,7
17,22,6
17,18,8
17,14,5
17,10,1
17,6,0
17,2,1044
18,298.5,0
18,295.5,0
18,292.5,0
18,289.5,0
18,286.5,0
18,283.5,0
18,280.5,0
18,277.5,1
18,274.5,1
18,271.5,5
18,268.5,5
18,265.5,11
18,262.5,13
18,259.5,28
18,256.5,32
18,253.5,67
18,250.5,88
18,247.5,125
18,244.5,127
18,241.5,187
18,238.5,229
18,235.5,273
18,232.5,264
18,229.5,320
18,226.5,389
18,223.5,426
18,220.5,450
18,217.5,455
18,214.5,458
18,211.5,504
18,208.5,520
18,205.5,495
18,202.5,561
18,199.5,556
18,196.5,460
18,193.5,496
18,190.5,538
18,187.5,514
18,184.5,497
18,181.5,499
18,178.5,480
18,175.5,498
18,172.5,452
18,169.5,516
18,166.5,556
18,163.5,537
18,160.5,537
18,157.5,587
18,154.5,560
18,151.5,542
18,148.5,532
18,145.5,542
18,142.5,564
18,139.5,588
18,136.5,571
18,133.5,531
18,130.5,571
18,127.5,526
18,124.5,500
18,121.5,488
18,118.5,429
18,115.5,428
18,112.5,447
18,109.5,386
18,106.5,344
18,103.5,322
18,100.5,307
18,97.5,252
18,94.5,253
18,91.5,196
18,88.5,189
18,85.5,190
18,82.5,127
18,79.5,124
18,76.5,110
18,73.5,107
18,70.5,84
18,67.5,68
18,64.5,81
18,61.5,61
18,58.5,49
18,55.5,43
18,52.5,30
18,49.5,32
18,46.5,28
18,43.5,26
18,40.5,4
18,37.5,7
18,34.5,10
18,31.5,10
18,28.5,7
18,25.5,4
18,22.5,8
18,19.5,4
18,16.5,4
18,13.5,2
18,10.5,4
18,7.5,2
18,4.5,1
18,1.5,1043
19,398,0
19,394,0
19,390,0
19,386,0
19,382,0
19,378,0
19,374,0
19,370,0
19,366,0
19,362,0
19,358,3
19,354,5
19,350,11
19,346,14
19,342,27
19,338,41
19,334,81
19,330,108
19,326,128
19,322,184
19,318,238
19,314,263
19,310,325
19,306,397
19,302,428
19,298,494
19,294,509
19,290,551
19,286,552
19,282,558
19,278,571
19,274,574
19,270,572
19,266,595
19,262,589
19,258,643
19,254,583
19,250,626
19,246,615
19,242,652
19,238,610
19,234,632
19,230,623
19,226,637
19,222,674
19,218,694
19,214,636
19,210,651
19,206,633
19,202,658
19,198,629
19,194,678
19,190,657
19,186,557
19,182,591
19,178,612
19,174,579
19,170,487
19,166,459
19,162,467
19,158,463
19,154,419
19,150,379
19,146,346
19,142,336
19,138,263
19,134,270
19,130,257
19,126,207
19,122,194
19,118,173
19,114,142
19,110,130
19,106,117
19,102,99
19,98,99
19,94,64
19,90,62
19,86,51
19,82,44
19,78,44
19,74,50
19,70,48
19,66,26
19,62,28
19,58,17
19,54,27
19,50,19
19,46,14
19,42,9
19,38,4
19,34,6
19,30,8
19,26,5
19,22,7
19,18,5
19,14,4
19,10,1
19,6,2
19,2,1198
20,497.5,0
20,492.5,0
20,487.5,0
20,482.5,0
20,477.5,0
20,472.5,0
20,467.5,0
20,462.5,0
20,457.5,0
20,452.5,0
20,447.5,0
20,442.5,2
20,437.5,7
20,432.5,10
20,427.5,18
20,422.5,32
20,417.5,56
20,412.5,61
20,407.5,96
20,402.5,142
20,397.5,198
20,392.5,189
20,387.5,274
20,382.5,298
20,377.5,358
20,372.5,409
20,367.5,455
20,362.5,451
20,357.5,529
20,352.5,534
20,347.5,530
20,342.5,552
20,337.5,505
20,332.5,555
20,327.5,568
20,322.5,544
20,317.5,542
20,312.5,613
20,307.5,564
20,302.5,605
20,297.5,559
20,292.5,563
20,287.5,600
20,282.5,656
20,277.5,638
20,272.5,594
20,267.5,638
20,262.5,634
20,257.5,616
20,252.5,604
20,247.5,595
20,242.5,629
20,237.5,580
20,232.5,584
20,227.5,550
20,222.5,523
20,217.5,475
20,212.5,440
20,207.5,419
20,202.5,403
20,197.5,350
20,192.5,329
20,187.5,304
20,182.5,243
20,177.5,248
20,172.5,223
20,167.5,198
20,162.5,159
20,157.5,174
20,152.5,152
20,147.5,114
