"校系
代碼",校名,系組名,國文,英文,數學甲,數學乙,歷史,地理,公民與社會,物理,化學,生物,術科,"錄取名額
(含外加)","普通生
錄取分數"
107,國立臺灣師範大學,公民教育與活動領導學系(公費)-苗栗縣,1.25,1.25,0,1,0,0,2,0,0,0,0,1,431.45
110,國立臺灣師範大學,公民教育與活動領導學系(公費)-新北市,1.25,1.25,0,1,0,0,2,0,0,0,0,1,440.78
111,國立臺灣師範大學,特殊教育學系(自費),1.25,1.25,0,1,1,0,1,0,0,0,0,15,396.2
112,國立臺灣師範大學,特殊教育學系(公費英語)-臺北市,1,2,0,1,1,0,1,0,0,0,0,1,542.68
113,國立臺灣師範大學,特殊教育學系(公費國文)-臺北市,2,1,0,1,1,0,1,0,0,0,0,1,480.6
114,國立臺灣師範大學,國文學系,2,1.5,0,0,1,1,0,0,0,0,0,51,415.05
115,國立臺灣師範大學,英語學系,1.5,2,0,1,0,0,0,0,0,0,0,32,331.9
116,國立臺灣師範大學,歷史學系,1.25,1.25,0,1,1.5,1,0,0,0,0,0,36,440.25
117,國立臺灣師範大學,地理學系,1,1.25,0,1,1,1.5,0,0,0,0,0,31,422.5
120,國立臺灣師範大學,臺灣語文學系,2,1.75,0,0,1.5,1,1,0,0,0,0,9,551.48
121,國立臺灣師範大學,數學系(自費),1,1,2,0,0,0,0,1.5,1,0,0,40,401.55
122,國立臺灣師範大學,數學系(公費)-臺南市,1,1,2,0,0,0,0,1.5,1,0,0,2,522.6
123,國立臺灣師範大學,物理學系(自費),1,1,1,0,0,0,0,1,1,0,0,27,321
124,國立臺灣師範大學,物理學系(公費)-苗栗縣,1,1,1,0,0,0,0,1,1,0,0,1,398
125,國立臺灣師範大學,物理學系(公費)-臺南市,1,1,1,0,0,0,0,1,1,0,0,1,413.4
126,國立臺灣師範大學,化學系,1,1.25,1,0,0,0,0,1.5,1.75,0,0,39,427.75
127,國立臺灣師範大學,生命科學系,1,1.25,1,0,0,0,0,0,1.25,1.5,0,39,408.33
130,國立臺灣師範大學,地球科學系,0,1,2,0,0,0,0,2,1.5,0,0,19,408.5
131,國立臺灣師範大學,資訊工程學系,1,1,1,0,0,0,0,1,1,0,0,17,328.7
132,國立臺灣師範大學,美術學系國畫組,1,1,0,0,1,0,0,0,0,0,2,7,345.9
133,國立臺灣師範大學,美術學系西畫組,1,1,0,0,1,0,0,0,0,0,2,5,358.16
134,國立臺灣師範大學,設計學系平面與媒體設計組,1.25,1.25,0,0,1,0,0,0,0,0,2,5,411.48
135,國立臺灣師範大學,設計學系產品與室內設計組,1,1.5,1.5,0,0,0,0,1.5,0,0,0,8,359.2
136,國立臺灣師範大學,工業教育學系能源應用組,1,1.5,1.5,0,0,0,0,0,0,0,0,1,269.1
137,國立臺灣師範大學,科技應用與人力資源發展學系,1,1.25,1.25,0,0,0,0,1,1,0,0,23,331.73
140,國立臺灣師範大學,圖文傳播學系,1.25,1.25,1,0,0,0,0,1,1,0,0,12,343.85
141,國立臺灣師範大學,機電工程學系,1,1.5,2,0,0,0,0,2,1,0,0,19,486.4
142,國立臺灣師範大學,電機工程學系,1,1.5,1.5,0,0,0,0,1.5,1,0,0,18,426.65
143,國立臺灣師範大學,體育學系,2,1,1,0,0,0,0,0,0,2,2,9,452.18
144,國立臺灣師範大學,應用華語文學系,2,2,0,1,1,1,0,0,0,0,0,20,508.8
145,國立臺灣師範大學,東亞學系政治與經濟組,2,2,0,1.5,0,0,1,0,0,0,0,8,462.2
146,國立臺灣師範大學,東亞學系漢學與文化組,2,2,0,0,1.5,1,0,0,0,0,0,7,505.55
147,國立臺灣師範大學,音樂學系-鋼琴,1,1,0,0,0,0,0,0,0,0,2,1,298.6
150,國立臺灣師範大學,音樂學系-聲樂,1,1,0,0,0,0,0,0,0,0,2,2,254.82
151,國立臺灣師範大學,音樂學系-小提琴,1,1,0,0,0,0,0,0,0,0,2,2,298.58
152,國立臺灣師範大學,音樂學系-理論作曲,1,1,0,0,0,0,0,0,0,0,2,1,311.2
153,國立臺灣師範大學,音樂學系-中國傳統樂器,1,1,0,0,0,0,0,0,0,0,2,2,243.48
154,國立臺灣師範大學,企業管理學系,1.5,2,0,2,0,0,0,0,0,0,0,25,394.3
155,國立中興大學,中國文學系,2,1.5,0,0,1.25,0,0,0,0,0,0,22,351.68
156,國立中興大學,外國語文學系,1,2,0,1,1,1,0,0,0,0,0,44,430.1
157,國立中興大學,歷史學系,1,1,0,1,1.5,1,0,0,0,0,0,25,394.65
160,國立中興大學,財務金融學系,1,2,0,2,0,0,0,0,0,0,0,34,356.3
161,國立中興大學,企業管理學系,1,2,0,2,0,0,0,0,0,0,0,35,346.3
162,國立中興大學,法律學系,1.5,1.5,0,1,1,0,1,0,0,0,0,21,444.3
163,國立中興大學,行銷學系,1,2,0,2,0,0,0,0,0,0,0,22,346.2
164,國立中興大學,資訊管理學系,1,2,2,0,0,0,0,0,0,0,0,17,313.6
165,國立中興大學,會計學系,1,1.5,0,1.5,0,0,0,0,0,0,0,17,284.1
166,國立中興大學,應用經濟學系,1,2,1.5,0,0,0,0,0,0,0,0,30,280.5
167,國立中興大學,化學系,1,1.5,2,0,0,0,0,1,2,0,0,27,472.3
170,國立中興大學,物理學系一般物理組,1,1.5,1.5,0,0,0,0,1.5,1,0,0,21,403.35
171,國立中興大學,物理學系光電物理組,1,1.5,1.5,0,0,0,0,1.5,1,0,0,9,413.4
172,國立中興大學,應用數學系,1,1.5,2,0,0,0,0,1.5,1,0,0,52,411.4
173,國立中興大學,資訊科學與工程學系,1,1,1.5,0,0,0,0,1,1,0,0,24,352.95
174,國立中興大學,機械工程學系,1,1.5,2,0,0,0,0,2,1,0,0,51,471.3
175,國立中興大學,土木工程學系,1,1.5,2,0,0,0,0,2,1,0,0,69,454.95
176,國立中興大學,環境工程學系,1,1,1.5,0,0,0,0,1.5,1.5,0,0,22,402.6
177,國立中興大學,電機工程學系,1,1,1,0,0,0,0,1,1,0,0,44,328
200,國立中興大學,化學工程學系,1,1,1,0,0,0,0,1,1,0,0,25,321.1
201,國立中興大學,材料科學與工程學系,1,1,1,0,0,0,0,1,1,0,0,25,322.7
202,國立中興大學,水土保持學系,1,1.5,2,0,0,0,0,2,1,0,0,24,444.1
203,國立中興大學,生物產業機電工程學系,1,1,1,0,0,0,0,1,1,0,0,36,308.2
204,國立中興大學,農藝學系,1,1.5,1,0,0,0,0,0,1.5,1.5,0,25,411.15
205,國立中興大學,園藝學系,1,1.5,1,0,0,0,0,0,1.5,2,0,26,445.85
206,國立中興大學,森林學系林學組,0,1.5,1,0,0,0,0,1,1,1.5,0,21,357.25
207,國立中興大學,森林學系木材科學組,0,1.5,1,0,0,0,0,1.25,1.5,1,0,22,352.98
210,國立中興大學,植物病理學系,1,1.5,1,0,0,0,0,0,1.5,1.5,0,33,412.7
211,國立中興大學,昆蟲學系,1,1.5,1,0,0,0,0,0,1.5,1.5,0,29,390.25
212,國立中興大學,動物科學系,1,1.5,1,0,0,0,0,0,1.5,1.5,0,15,449.15
213,國立中興大學,土壤環境科學系,0,2,1,0,0,0,0,1,2,2,0,27,478
214,國立中興大學,食品暨應用生物科技學系,1,1.5,1,0,0,0,0,0,1.5,1.5,0,30,427.05
215,國立中興大學,生物科技學士學位學程,1,1.5,0,0,0,0,0,1,1.5,1.5,0,24,440.2
216,國立中興大學,景觀與遊憩學士學位學程,1,1.5,1.5,0,0,0,0,1,0,0,0,10,293.6
217,國立中興大學,國際農企業學士學位學程,1,2,1,0,0,0,0,0,0,1,0,7,326.7
220,國立中興大學,生命科學系,1,1.25,1,0,0,0,0,0,1.75,1.75,0,33,440.28
221,國立中興大學,獸醫學系,1,1.5,1,0,0,0,0,0,1.5,1.5,0,32,508.7
222,國立成功大學,中國文學系,1.5,1,0,1,1,1,0,0,0,0,0,37,392.5
223,國立成功大學,外國語文學系,1.5,2,0,1,1,1,0,0,0,0,0,35,481.55
224,國立成功大學,歷史學系,1.25,1.25,0,0,1.5,1,0,0,0,0,0,39,386
225,國立成功大學,台灣文學系,2,2,0,1,1,1,0,0,0,0,0,29,491.9
226,國立成功大學,數學系,0,1.5,2,0,0,0,0,1.5,0,0,0,18,349.2
227,國立成功大學,物理學系物理組,1,1,1.5,0,0,0,0,1.5,1,0,0,20,429.9
230,國立成功大學,物理學系光電科學組,1,1,1.5,0,0,0,0,1.5,1,0,0,5,444.7
231,國立成功大學,化學系,1,1,1,0,0,0,0,1,1.5,0,0,40,387.4
232,國立成功大學,地球科學系,1,1,1,0,0,0,0,1,1,0,0,33,329.7
233,國立成功大學,光電科學與工程學系,1,1,1,0,0,0,0,1,1,0,0,30,358.6
234,國立成功大學,機械工程學系,1,1,1,0,0,0,0,1,1,0,0,73,350.8
235,國立成功大學,化學工程學系,1,1,1,0,0,0,0,1,1,0,0,76,351.8
236,國立成功大學,材料科學及工程學系,1,1,1,0,0,0,0,1,1,0,0,45,362.6
237,國立成功大學,資源工程學系,1,1,1,0,0,0,0,1,1,0,0,24,337.9
240,國立成功大學,土木工程學系,1,1,1,0,0,0,0,1,1,0,0,56,340.7
241,國立成功大學,水利及海洋工程學系,1,1.5,1.75,0,0,0,0,1.5,1,0,0,26,446.4
242,國立成功大學,工程科學系,1,1,1,0,0,0,0,1,1,0,0,24,350.2
243,國立成功大學,系統及船舶機電工程學系,1,1,1,0,0,0,0,1,1,0,0,23,340.6
244,國立成功大學,航空太空工程學系,1,1,1,0,0,0,0,1,1,0,0,22,348.9
245,國立成功大學,環境工程學系,1,1,1,0,0,0,0,1,1,0,0,24,339.7
246,國立成功大學,測量及空間資訊學系,1,1,1,0,0,0,0,1,1,0,0,30,328.1
247,國立成功大學,生物醫學工程學系,1,1,1,0,0,0,0,1,1,0,0,20,352
250,國立成功大學,工業與資訊管理學系,1,1,1,0,0,0,0,1,1,0,0,17,343.6
251,國立成功大學,交通管理科學系,1,1,1,0,0,0,0,1,1,0,0,34,331.7
252,國立成功大學,企業管理學系,1,1,0,1,0,0,0,0,0,0,0,38,219.3
253,國立成功大學,統計學系,1,1.5,1.5,0,0,0,0,0,0,0,0,38,269.6
254,國立成功大學,會計學系,1,2,0,2,1,1,0,0,0,0,0,25,528.3
255,國立成功大學,醫學系,0,1,1,0,0,0,0,1,1,1,0,29,442
256,國立成功大學,醫學檢驗生物技術學系,1,1.25,1,0,0,0,0,0,1.25,1.25,0,27,414.6
257,國立成功大學,護理學系,1,1.25,1,0,0,0,0,0,1,1,0,25,358.4
260,國立成功大學,職能治療學系,1,1,1,0,0,0,0,1,0,1,0,27,355.6
261,國立成功大學,物理治療學系,1,1.25,1,0,0,0,0,1,0,1,0,23,381.53
262,國立成功大學,藥學系,1,1,1,0,0,0,0,0,1.25,1,0,10,418.3
263,國立成功大學,政治學系,1.25,1.25,0,1,1,0,1,0,0,0,0,28,400.63
264,國立成功大學,經濟學系,1.5,2,0,2,0,0,0,0,0,0,0,33,405.05
265,國立成功大學,法律學系,1,1,0,1,1,0,1,0,0,0,0,41,379.1
266,國立成功大學,心理學系,1,1.5,1.5,0,0,0,0,0,1,1,0,37,413
267,國立成功大學,電機工程學系,1,1,1,0,0,0,0,1,1,0,0,18,385
270,國立成功大學,資訊工程學系,1,1,1,0,0,0,0,1,1,0,0,35,364.6
271,國立成功大學,建築學系,1.25,1,1.25,0,0,0,0,1.25,1,0,0,24,432
272,國立成功大學,都市計劃學系,1.5,1.5,1.5,0,0,0,0,1,1,0,0,18,433.75
273,國立成功大學,工業設計學系,1,1.5,1,0,0,0,0,1.5,1,0,0,28,422.2
274,國立成功大學,生命科學系,0,1.25,1,0,0,0,0,1,1.5,1.5,0,23,443.53
275,國立成功大學,生物科技與產業科學系,0,1.25,1,0,0,0,0,1,1.5,1.5,0,19,444.5
276,國立成功大學,大一全校不分系學士學位學程,1,1,1,0,0,0,0,1,1,0,0,3,382.1
277,東吳大學,中國文學系,2,1.5,0,1,1,1,0,0,0,0,0,82,377.05
300,東吳大學,歷史學系,2,1.5,0,0,2,0,0,0,0,0,0,25,366.95
301,東吳大學,哲學系,2,2,0,2,1,0,1,0,0,0,0,32,440.4
302,東吳大學,政治學系,1.5,1.5,0,1,0,0,1.5,0,0,0,0,59,346.45
303,東吳大學,社會學系,1.5,1.5,0,1,0,0,1.5,0,0,0,0,50,330.2
304,東吳大學,社會工作學系,1.5,1.5,0,1,0,0,1.5,0,0,0,0,52,322.85
305,東吳大學,音樂學系-鋼琴、聲樂,1,1,0,0,0,0,0,0,0,0,2,5,239.32
306,東吳大學,音樂學系-弦樂、理論作曲,1,1,0,0,0,0,0,0,0,0,2,7,243.96
307,東吳大學,音樂學系-銅管樂、木管樂、擊樂,1,1,0,0,0,0,0,0,0,0,2,4,257.8
310,東吳大學,英文學系,1.5,2,0,1,0,0,0,0,0,0,0,89,269.15
311,東吳大學,日本語文學系,1.5,1.5,0,1,1,1,0,0,0,0,0,63,384.05
312,東吳大學,德國文化學系,1.5,2,0,1,0,0,0,0,0,0,0,24,276.2
313,東吳大學,數學系,1.5,1.5,2,0,0,0,0,0,0,0,0,10,220.2
314,東吳大學,物理學系,1,1.5,1.5,0,0,0,0,2,1,0,0,26,232.55
315,東吳大學,化學系,1,1,1.5,0,0,0,0,1.5,2,0,0,16,270.6
316,東吳大學,微生物學系應用微生物組,1,2,0,0,0,0,0,0,1.25,1.25,0,9,279.25
317,東吳大學,微生物學系生物科技組,1,2,1,0,0,0,0,0,1.25,1.25,0,8,326.45
320,東吳大學,心理學系,1,2,1.5,0,0,0,0,0,0,0,0,23,228.5
321,東吳大學,法律學系,1,1,0,1,1,0,1,0,0,0,0,124,357.5
322,東吳大學,經濟學系,1.5,2,0,2,0,0,0,0,0,0,0,109,332.45
323,東吳大學,會計學系,1.5,2,0,1.5,1,1,0,0,0,0,0,103,479.1
324,東吳大學,企業管理學系,1,1.5,0,1.5,0,0,0,0,0,0,0,138,242.15
325,東吳大學,國際經營與貿易學系,1,2,0,1.5,0,0,0,0,0,0,0,48,298.4
326,東吳大學,財務工程與精算數學系自然組,1,1,2,0,0,0,0,0,0,0,0,14,209.8
327,東吳大學,財務工程與精算數學系社會組,1,1,0,2,0,0,0,0,0,0,0,69,250.6
330,東吳大學,資訊管理學系,1.75,2,0,2,0,0,0,0,0,0,0,38,336.83
331,東吳大學,巨量資料管理學院學士學位學程自然組,1.5,1.5,2,0,0,0,0,0,0,0,0,12,259.1
332,東吳大學,巨量資料管理學院學士學位學程社會組,1.5,1.5,0,2,0,0,0,0,0,0,0,12,325.35
333,國立政治大學,中國文學系,1.5,1.25,0,1,1,0,0,0,0,0,0,58,346.53
334,國立政治大學,歷史學系,1,1,0,1,1.5,1,0,0,0,0,0,26,421.6
335,國立政治大學,哲學系,1.25,1.25,0,1.25,1,0,1,0,0,0,0,18,430.25
336,國立政治大學,教育學系(自費),1.5,1.5,0,1.25,1,1,0,0,0,0,0,28,460.45
337,國立政治大學,教育學系(公費)-桃園市,1.5,1.5,0,1.25,1,1,0,0,0,0,0,1,507.7
340,國立政治大學,政治學系,1.5,1.5,0,1.25,0,0,1,0,0,0,0,34,385.6
341,國立政治大學,社會學系,1.5,1.5,0,1.5,0,0,1,0,0,0,0,31,401.85
342,國立政治大學,財政學系,1,1.5,0,1.5,0,0,0,0,0,0,0,50,301.2
343,國立政治大學,公共行政學系,1.5,1.5,0,1.25,0,0,1,0,0,0,0,30,388.35
344,國立政治大學,地政學系土地資源規劃組,1.5,1.5,0,1.5,1,1,0,0,0,0,0,33,484.9
345,國立政治大學,地政學系土地管理組,1.5,1.5,0,1.5,1,1,0,0,0,0,0,27,488.55
346,國立政治大學,地政學系土地測量與資訊組,1.25,1.5,2,0,0,0,0,1,1,0,0,28,434.45
347,國立政治大學,經濟學系,1,1.5,0,1.5,0,0,0,0,0,0,0,64,300.65
350,國立政治大學,民族學系,1,1,0,0,0,0,1.25,0,0,0,0,26,247.3
351,國立政治大學,外交學系,1.5,1.75,0,1.25,1,1,0,0,0,0,0,38,496.5
352,國立政治大學,國際經營與貿易學系,1.5,2,0,2,0,0,0,0,0,0,0,45,425
353,國立政治大學,金融學系,1,1.5,0,2,0,0,0,0,0,0,0,33,358.6
354,國立政治大學,會計學系,1.5,2,0,2,1,1,0,0,0,0,0,65,576.95
355,國立政治大學,統計學系社會組,1.5,1.5,0,2,1,1,0,0,0,0,0,17,534.95
356,國立政治大學,統計學系自然組,1.5,1.5,2,0,0,0,0,1,1,0,0,8,491.05
357,國立政治大學,企業管理學系,1,2,0,2,0,0,0,0,0,0,0,48,385.2
360,國立政治大學,資訊管理學系社會組,1,2,0,2,0,0,0,0,0,0,0,29,380.1
361,國立政治大學,資訊管理學系自然組,1,2,2,0,0,0,0,0,0,0,0,29,349.4
362,國立政治大學,財務管理學系,1,2,0,2,0,0,0,0,0,0,0,22,404.6
363,國立政治大學,風險管理與保險學系,1,1.5,0,1.5,0,0,0,0,0,0,0,33,304.15
364,國立政治大學,傳播學院大一大二不分系,1.5,1.5,0,1,1,0,1,0,0,0,0,110,455.55
365,國立政治大學,英國語文學系,1.5,2,0,1,1,1,0,0,0,0,0,38,495.85
366,國立政治大學,阿拉伯語文學系,1.5,1.5,0,1,1.25,1,0,0,0,0,0,25,464.75
367,國立政治大學,斯拉夫語文學系,1.5,1.5,0,1,1,1,0,0,0,0,0,33,445.3
370,國立政治大學,日本語文學系,1.5,1.5,0,1,1,1,0,0,0,0,0,18,451.85
371,國立政治大學,韓國語文學系,1.5,1.5,0,1,1,1,0,0,0,0,0,14,450.45
372,國立政治大學,土耳其語文學系,2,2,0,1,0,0,0,0,0,0,0,15,363.8
373,國立政治大學,歐洲語文學系法文組,1.5,1.5,0,1,1,1,0,0,0,0,0,10,452.6
374,國立政治大學,歐洲語文學系德文組,1.5,1.5,0,1,1,1,0,0,0,0,0,8,455.95
375,國立政治大學,歐洲語文學系西班牙文組,1.5,1.5,0,1,1,1,0,0,0,0,0,13,451.75
376,國立政治大學,法律學系,1,2,0,1,1,0,1,0,0,0,0,86,473.1
377,國立政治大學,應用數學系,1,1,1.5,0,0,0,0,1,1,0,0,26,363.1
400,國立政治大學,心理學系,1,1.25,1,0,0,0,0,0,0,0,0,22,226.15
401,國立政治大學,資訊科學系,1,1.5,2,0,0,0,0,1.5,0,0,0,27,406.75
402,高雄醫學大學,醫學系,0,1,1,0,0,0,0,1,1,1,0,34,430.7
403,高雄醫學大學,運動醫學系,1,1.25,0,0,0,0,0,1,1.25,1.25,0,15,328.08
404,高雄醫學大學,呼吸治療學系,1,1.25,0,0,0,0,0,1,1.25,1.25,0,24,371.28
405,高雄醫學大學,牙醫學系,1,0,1,0,0,0,0,1,1,1,0,52,405.3
406,高雄醫學大學,口腔衛生學系,1,1.5,1,0,0,0,0,0,1,1.25,0,26,298.9
407,高雄醫學大學,藥學系,1,1.25,0,0,0,0,0,1,1.25,1.25,0,59,461.15
410,高雄醫學大學,香粧品學系,1,1.5,1,0,0,0,0,0,1.5,1.5,0,24,355.95
411,高雄醫學大學,護理學系,1.25,1.5,1,0,0,0,0,0,1,1.5,0,43,353.88
412,高雄醫學大學,醫學檢驗生物技術學系,1,1.25,1,0,0,0,0,0,1.25,1.25,0,25,394.6
413,高雄醫學大學,醫學影像暨放射科學系,0,1,1,0,0,0,0,1.25,1.25,1.25,0,11,371.28
414,高雄醫學大學,公共衛生學系,1,1.5,1.5,0,0,0,0,0,1,1.25,0,35,315.1
415,高雄醫學大學,心理學系,2,2,1.5,0,0,0,0,0,0,1,0,29,405
416,高雄醫學大學,職能治療學系,1.5,1.5,0,0,0,0,0,1,0,1.5,0,24,382.1
417,高雄醫學大學,物理治療學系,1,1.5,1.5,0,0,0,0,1,0,1.5,0,27,429.75
420,高雄醫學大學,醫學社會學與社會工作學系,2,2,1.75,0,0,0,0,0,0,1,0,30,326.65
421,高雄醫學大學,醫務管理暨醫療資訊學系,1.5,1.5,2,0,0,0,0,1,0,0,0,20,296.5
422,高雄醫學大學,醫藥暨應用化學系醫藥化學組,1,1.5,1.5,0,0,0,0,1,1.5,0,0,41,369.7
423,高雄醫學大學,醫藥暨應用化學系應用化學組,1,1.5,1.5,0,0,0,0,1,1.5,0,0,36,346.15
424,高雄醫學大學,生物醫學暨環境生物學系,1,1.5,1,0,0,0,0,0,1.25,1.5,0,25,350.75
425,高雄醫學大學,生物科技學系,1,1.25,1,0,0,0,0,0,1.5,1.5,0,37,365.18
426,中原大學,應用數學系,1.25,1.25,2,0,0,0,0,0,0,0,0,34,161.53
427,中原大學,物理學系物理組,0,1,1.5,0,0,0,0,2,0,0,0,11,177.2
430,中原大學,物理學系光電與材料科學組,0,1,1.5,0,0,0,0,2,0,0,0,11,179.5
