"校系
代碼",校名,系組名,國文,英文,數學甲,數學乙,歷史,地理,公民與社會,物理,化學,生物,術科,"錄取名額
(含外加)","普通生
錄取分數"
431,中原大學,化學系化學組,0,1,1.5,0,0,0,0,1.5,2,0,0,24,239.85
432,中原大學,化學系材料化學組,0,1,1.5,0,0,0,0,1.5,2,0,0,20,250.75
433,中原大學,心理學系,1.5,2,2,0,0,0,0,0,0,0,0,63,228.05
434,中原大學,生物科技學系,0,1.75,0,0,0,0,0,0,2,2,0,50,268.45
435,中原大學,化學工程學系綠能製程組,1,1.5,1.5,0,0,0,0,1.5,1,0,0,14,255
436,中原大學,化學工程學系生化工程組,1,1.5,1.5,0,0,0,0,1.5,1,0,0,15,257.2
437,中原大學,化學工程學系材料工程組,1,1.5,1.5,0,0,0,0,1.5,1,0,0,23,284
440,中原大學,土木工程學系,2,1,1,0,0,0,0,2,0,0,0,46,247.1
441,中原大學,機械工程學系,1.5,1,2,0,0,0,0,2,1,0,0,68,293.7
442,中原大學,生物醫學工程學系,0,1,2,0,0,0,0,2,2,0,0,57,251.9
443,中原大學,環境工程學系,1,1.5,1.5,0,0,0,0,1,2,0,0,28,259.45
444,中原大學,電機資訊學院學士班,1,1,1,0,0,0,0,1,0,0,0,20,178.9
445,中原大學,工業與系統工程學系工程組,2,2,2,0,0,0,0,1,0,0,0,25,266
446,中原大學,工業與系統工程學系管理組,2,2,0,1.5,0,0,0,0,0,0,0,10,280.4
447,中原大學,電子工程學系,1,1,1,0,0,0,0,1,1,0,0,43,206.2
450,中原大學,資訊工程學系,1,1,1,0,0,0,0,1,0,0,0,23,186
451,中原大學,電機工程學系,1,1,1,0,0,0,0,1,0,0,0,14,205.4
452,中原大學,商學院不分系,1.75,2,0,2,1,1,0,0,0,0,0,51,420.3
453,中原大學,企業管理學系服務業管理組,2,2,0,1.75,1,1,0,0,0,0,0,25,411.5
454,中原大學,企業管理學系高科技業管理組,2,2,0,1.75,1,1,0,0,0,0,0,25,406.2
455,中原大學,企業管理學系工商管理組,2,2,0,1.75,1,1,0,0,0,0,0,51,401.2
456,中原大學,國際經營與貿易學系,1.75,2,0,2,0,0,0,0,0,0,0,48,291.28
457,中原大學,會計學系,1.75,2,0,2,1,1,0,0,0,0,0,82,414.3
460,中原大學,資訊管理學系,1.75,2,0,2,0,0,0,0,0,0,0,42,277.15
461,中原大學,財務金融學系,1.75,2,0,2,1,1,0,0,0,0,0,64,427.95
462,中原大學,財經法律學系,1.5,1.5,0,1.5,1,0,1,0,0,0,0,45,392
463,中原大學,建築學系,1.75,1.75,2,0,0,0,0,1,1,0,0,22,426.05
464,中原大學,室內設計學系,2,1,0,1,2,1.5,0,0,0,0,0,23,495.8
465,中原大學,商業設計學系,2,2,0,1,1.5,1,0,0,0,0,0,36,444.7
466,中原大學,景觀學系,1,1.5,0,1,2,2,0,0,0,0,0,18,462.05
467,中原大學,特殊教育學系,1.5,1.5,0,1.5,1,1,0,0,0,0,0,20,337.35
470,中原大學,應用外國語文學系,1.5,2,0,0,1,1,0,0,0,0,0,59,314.45
471,中原大學,應用華語文學系,2,1.75,0,0,1.25,1,0,0,0,0,0,35,335.83
472,東海大學,中國文學系,2,1.75,0,0,2,0,0,0,0,0,0,58,325.83
473,東海大學,外國語文學系,1.5,2,0,0,1.5,1,0,0,0,0,0,41,383.6
474,東海大學,歷史學系,2,1.75,0,0,2,0,0,0,0,0,0,29,335.7
475,東海大學,日本語言文化學系,1.5,1.5,0,1,1,1,0,0,0,0,0,32,339.35
476,東海大學,哲學系,2,1.5,0,1,1,0,1.75,0,0,0,0,24,384.35
477,東海大學,應用物理學系材料及奈米科技組,1,1.25,1.5,0,0,0,0,1.75,1,0,0,14,222.78
500,東海大學,應用物理學系光電組,1,1.25,1.5,0,0,0,0,1.75,1,0,0,16,225.23
501,東海大學,化學系化學組,1,2,1.5,0,0,0,0,1,2,0,0,12,288.3
502,東海大學,化學系化學生物組(A組),1,2,1.5,0,0,0,0,1,2,0,0,12,293.8
503,東海大學,化學系化學生物組(B組),1,2,1,0,0,0,0,0,2,1.75,0,12,358.3
504,東海大學,生命科學系生物醫學組,1.75,2,0,0,0,0,0,0,1,2,0,8,370.6
505,東海大學,生命科學系生態暨生物多樣性組,1.75,2,0,0,0,0,0,0,0,2,0,10,311
506,東海大學,應用數學系(A組),2,1.5,2,0,0,0,0,0,0,0,0,13,208.7
507,東海大學,應用數學系(B組),2,1.5,0,2,0,0,0,0,0,0,0,12,260.9
510,東海大學,化學工程與材料工程學系,1,1,2,0,0,0,0,1,2,0,0,54,250.1
511,東海大學,工業工程與經營資訊學系(A組),2,2,2,0,0,0,0,1,0,0,0,11,272.3
512,東海大學,工業工程與經營資訊學系(B組),2,2,0,1.75,0,0,0,0,0,0,0,14,286
513,東海大學,環境科學與工程學系(自然A組),2,1.5,1,0,0,0,0,0,2,0,0,15,271.95
514,東海大學,環境科學與工程學系(自然B組),2,1.5,1,0,0,0,0,0,0,2,0,16,293.7
515,東海大學,資訊工程學系資電工程組,1.5,2,2,0,0,0,0,0,0,0,0,10,231.4
516,東海大學,資訊工程學系數位創意組,2,2,0,1.5,0,0,0,0,0,0,0,8,293.8
517,東海大學,資訊工程學系軟體工程組,1.5,2,2,0,0,0,0,0,0,0,0,17,235.2
520,東海大學,電機工程學系IC設計與無線通訊組,1.5,1.5,2,0,0,0,0,0,0,0,0,7,215.2
521,東海大學,電機工程學系奈米電子與能源技術組,1.5,1.5,2,0,0,0,0,0,0,0,0,14,201.6
522,東海大學,企業管理學系(行銷與數位經營組),2,2,0,1.5,0,0,0,0,0,0,0,37,280.8
523,東海大學,企業管理學系(綠色與永續發展組),2,1.75,0,1.75,0,0,0,0,0,0,0,21,272.28
524,東海大學,企業管理學系(創業與組織領導組),1.75,2,0,2,1,1,0,0,0,0,0,26,421.93
525,東海大學,國際經營與貿易學系,1.5,2,0,1.5,0,0,0,0,0,0,0,104,255.4
526,東海大學,會計學系,1.75,2,0,2,1,1,0,0,0,0,0,50,449.68
527,東海大學,財務金融學系,1.75,2,0,2,0,0,0,0,0,0,0,65,312.1
530,東海大學,統計學系(自然組),1,1,2,0,0,0,0,0,0,0,0,23,142.2
531,東海大學,統計學系(社會組),1,1,0,2,0,0,0,0,0,0,0,14,205.6
532,東海大學,資訊管理學系,1.75,2,0,2,0,0,0,0,0,0,0,26,284.23
533,東海大學,經濟學系一般經濟組,1.5,2,0,2,1,1,0,0,0,0,0,47,394.5
534,東海大學,經濟學系產業經濟組,1.5,2,0,2,1,1,0,0,0,0,0,30,386.35
535,東海大學,政治學系政治理論組,1.75,2,0,0,0,0,2,0,0,0,0,20,312.25
536,東海大學,政治學系國際關係組,1.75,2,0,0,0,0,2,0,0,0,0,26,327.53
537,東海大學,行政管理暨政策學系,2,2,0,0,0,0,1.5,0,0,0,0,30,314
540,東海大學,社會學系,2,1.5,0,1,0,0,1.5,0,0,0,0,43,313.95
541,東海大學,社會工作學系,2,2,0,0,0,0,1.75,0,0,0,0,46,326.6
542,東海大學,畜產與生物科技學系(A組),1,1,0,0,0,0,0,0,0,2,0,10,225.8
543,東海大學,畜產與生物科技學系(B組),1,1,0,0,0,0,0,0,2,0,0,9,196.4
544,東海大學,畜產與生物科技學系(C組),1,1,0,2,0,0,0,0,0,0,0,8,207
545,東海大學,食品科學系(A組),1,2,1,0,0,0,0,0,2,2,0,21,389.9
546,東海大學,食品科學系(B組),1,2,0,1,0,0,0,0,2,2,0,17,380.2
547,東海大學,餐旅管理學系,2,2,0,1.5,1,1,0,0,0,0,0,18,424.7
550,東海大學,美術學系,2,1,0,0,1,1,0,0,0,0,2,14,379.7
551,東海大學,音樂學系-聲樂,1,1,0,0,0,0,0,0,0,0,2,1,240.44
552,東海大學,音樂學系-綜合樂器,1,1,0,0,0,0,0,0,0,0,2,5,203
553,東海大學,建築學系,1.5,2,1.75,0,0,0,0,1,1,0,0,22,453.8
554,東海大學,工業設計學系,2,2,1.75,0,0,0,0,1,0,0,0,12,356.85
555,東海大學,景觀學系(社會組),2,2,0,1,0,0,0,0,0,0,0,16,279.8
556,東海大學,景觀學系(自然A組),2,2,1,0,0,0,0,0,0,0,0,8,259.4
557,東海大學,景觀學系(自然B組),2,2,0,0,0,0,0,0,0,1.5,0,8,293.65
560,東海大學,法律學系,1.5,1.5,0,1,1,0,1,0,0,0,0,70,384.3
561,東海大學,國際經營管理學位學程(英語專班),1.25,2,0,1,0,0,0,0,0,0,0,18,250.3
562,國立清華大學,中國文學系,1.5,1.25,0,1,1,1,0,0,0,0,0,23,414.95
563,國立清華大學,外國語文學系,1,2,0,1,1,1,0,0,0,0,0,15,454.5
564,國立清華大學,人文社會學院學士班,1.5,1.5,0,1,1,0,1,0,0,0,0,31,443.95
565,國立清華大學,經濟學系第1組,1,2,0,2,1,1,0,0,0,0,0,33,528.9
566,國立清華大學,經濟學系第2組,1,2,0,2,0,0,0,0,0,0,0,32,375.1
567,國立清華大學,科技管理學院學士班,1.5,2,1.5,0,0,0,0,1,1,0,0,8,504.3
570,國立清華大學,計量財務金融學系甲組,1,1.5,1.5,0,0,0,0,0,0,0,0,9,294.75
571,國立清華大學,計量財務金融學系乙組,1,1.5,0,1.5,0,0,0,0,0,0,0,10,308.15
572,國立清華大學,數學系數學組,1,1.25,1.5,0,0,0,0,1.5,1,0,0,7,455.03
573,國立清華大學,數學系應用數學組,1,1.25,1.5,0,0,0,0,1.5,1,0,0,11,452.6
574,國立清華大學,物理學系物理組,1,1,1,0,0,0,0,1,1,0,0,8,375.4
575,國立清華大學,物理學系光電物理組,1,1,1,0,0,0,0,1,1,0,0,7,379.3
576,國立清華大學,化學系,1,1,1,0,0,0,0,1,1,0,0,23,367.7
577,國立清華大學,理學院學士班,1,1,1,0,0,0,0,1,1,0,0,5,374.1
600,國立清華大學,生醫工程與環境科學系,1,1,1,0,0,0,0,1,1,0,0,10,360
601,國立清華大學,工程與系統科學系甲組,1,1,1,0,0,0,0,1,1,0,0,10,366.8
602,國立清華大學,工程與系統科學系乙組,1,1,1,0,0,0,0,1,1,0,0,16,364.4
603,國立清華大學,原子科學院學士班,1,1,1,0,0,0,0,1,1,0,0,8,361.1
604,國立清華大學,化學工程學系,1,1,1,0,0,0,0,1,1,0,0,31,378
605,國立清華大學,動力機械工程學系甲組,1,1,1,0,0,0,0,1,1,0,0,3,387.9
606,國立清華大學,動力機械工程學系乙組,1,1,1,0,0,0,0,1,1,0,0,5,381.7
607,國立清華大學,材料科學工程學系,1,1,1,0,0,0,0,1,1,0,0,13,385.5
610,國立清華大學,工業工程與工程管理學系,1,1.5,1.5,0,0,0,0,1,1,0,0,16,427.45
611,國立清華大學,工學院學士班,1,1,1,0,0,0,0,1,1,0,0,9,382.3
612,國立清華大學,電機工程學系甲組,1,1,1,0,0,0,0,1,1,0,0,4,399.9
613,國立清華大學,電機工程學系乙組,1,1.5,1.5,0,0,0,0,1.5,1,0,0,23,508.2
614,國立清華大學,資訊工程學系甲組(電子資訊組),1,1,1,0,0,0,0,1,1,0,0,5,387.8
615,國立清華大學,資訊工程學系乙組(資訊工程組),1,1,1,0,0,0,0,1,1,0,0,30,372
616,國立清華大學,電機資訊學院學士班,1,1,1,0,0,0,0,1,1,0,0,11,385.6
617,國立清華大學,生命科學系,0,1.25,1,0,0,0,0,1,1.25,1.25,0,14,419.6
620,國立清華大學,醫學科學系,0,1.25,1,0,0,0,0,1,1.25,1,0,6,419.43
621,國立清華大學,生命科學院學士班,0,1,1,0,0,0,0,1,1,1,0,19,364.8
622,中國醫藥大學,牙醫學系,1,1,1,0,0,0,0,0,1,1,0,24,405.4
623,中國醫藥大學,醫學系,0,1,1,0,0,0,0,1,1,1,0,74,426.6
624,中國醫藥大學,中醫學系甲組,1,1,1.5,0,0,0,0,0,1,1,0,18,447.4
625,中國醫藥大學,中醫學系乙組,1,1,1.5,0,0,0,0,0,1,1,0,23,440.7
626,中國醫藥大學,藥學系,1,1.25,1,0,0,0,0,0,1.5,1,0,116,436.55
627,中國醫藥大學,公共衛生學系,2,1,1.5,0,0,0,0,0,1,2,0,16,435.1
630,中國醫藥大學,護理學系,1,2,1,0,0,0,0,0,1.5,1.5,0,29,407.55
631,中國醫藥大學,醫學檢驗生物技術學系,1,1.75,0,0,0,0,0,1,1.5,1.75,0,27,492.35
632,中國醫藥大學,營養學系,1,2,1,0,0,0,0,0,2,2,0,28,520.3
633,中國醫藥大學,物理治療學系,1,2,1,0,0,0,0,1,0,1.25,0,23,421.75
634,中國醫藥大學,生物科技學系,1,1.25,1,0,0,0,0,0,1.25,1.5,0,23,353.7
635,中國醫藥大學,運動醫學系,0,2,1,0,0,0,0,1.25,1,1.5,0,18,351.7
636,中國醫藥大學,中國藥學暨中藥資源學系,1,1.5,1,0,0,0,0,0,1.5,1.5,0,28,426.4
637,中國醫藥大學,醫務管理學系,1.75,2,2,0,0,0,0,0,0,0,0,19,287.8
640,中國醫藥大學,職業安全與衛生學系,2,1,1.5,0,0,0,0,0,2,1,0,16,378.9
641,中國醫藥大學,藥用化妝品學系,1,1.5,1,0,0,0,0,0,1.5,1.5,0,34,369.9
642,中國醫藥大學,健康風險管理學系,1,1.5,1.5,0,0,0,0,0,1.5,1,0,7,330.65
643,中國醫藥大學,生物醫學影像暨放射科學學系,1,0,2,0,0,0,0,1.5,1,2,0,10,480.5
644,中國醫藥大學,口腔衛生學系,1,1.5,1,0,0,0,0,0,1,1.25,0,14,310.4
645,國立交通大學,電機資訊學士班,0,1.5,2,0,0,0,0,2,1,0,0,6,530.3
646,國立交通大學,奈米科學及工程學士學位學程,1,1,1,0,0,0,0,1,1,0,0,7,371.1
647,國立交通大學,電子工程學系甲組,1,1.5,1.5,0,0,0,0,1.5,1,0,0,4,522.75
650,國立交通大學,電子工程學系乙組,1,1.5,1.5,0,0,0,0,1.5,1,0,0,10,509.5
651,國立交通大學,電機工程學系甲組,1,1,1,0,0,0,0,1,1,0,0,4,402.6
652,國立交通大學,電機工程學系乙組,0,1,2,0,0,0,0,2,1.5,0,0,21,527
653,國立交通大學,光電工程學系,1,1,1.5,0,0,0,0,1,1,0,0,11,410.45
654,國立交通大學,資訊工程學系資電工程組,1,1,1,0,0,0,0,1,1,0,0,14,383.6
655,國立交通大學,資訊工程學系資訊工程組,1,1,1,0,0,0,0,1,1,0,0,29,375.8
656,國立交通大學,資訊工程學系網路與多媒體工程組,1,1,1,0,0,0,0,1,1,0,0,14,372.4
657,國立交通大學,材料科學與工程學系,1,1,1,0,0,0,0,1,1,0,0,41,371.4
660,國立交通大學,機械工程學系,1,1,1,0,0,0,0,1,1,0,0,36,365.6
661,國立交通大學,土木工程學系,1,1,1,0,0,0,0,1,1,0,0,48,347.2
662,國立交通大學,理學院科學學士學位學程甲組,1,1,1,0,0,0,0,1,1,0,0,4,369.2
663,國立交通大學,電子物理學系光電與奈米科學組,1,1,1,0,0,0,0,1,1,0,0,7,376.2
664,國立交通大學,電子物理學系電子物理組,1,1,1,0,0,0,0,1,1,0,0,15,370.8
665,國立交通大學,應用化學系,1,1,1,0,0,0,0,1,1,0,0,26,356.5
666,國立交通大學,應用數學系,1,1,1.5,0,0,0,0,1,1,0,0,25,384.2
667,國立交通大學,生物科技學系,0,1.25,1,0,0,0,0,1,1.5,1.5,0,33,447.83
670,國立交通大學,資訊管理與財務金融學系資訊管理組,1,2,2,0,0,0,0,0,0,0,0,7,364.9
671,國立交通大學,資訊管理與財務金融學系財務金融組,1,2,0,2,0,0,0,0,0,0,0,4,392.3
672,國立交通大學,管理科學系,1,2,0,2,0,0,0,0,0,0,0,21,376.8
673,國立交通大學,運輸與物流管理學系,1,1.5,1.5,0,0,0,0,1,0,0,0,18,342.7
674,國立交通大學,工業工程與管理學系,1,1.5,1.5,0,0,0,0,1,1,0,0,39,414.35
675,國立交通大學,外國語文學系,1.5,2,0,1,1,1,0,0,0,0,0,28,483.45
676,國立交通大學,傳播與科技學系,1.5,1.5,0,1,1,1,0,0,0,0,0,16,446.2
677,國立交通大學,人文社會學系,1,1,0,1,1,0,1,0,0,0,0,30,365.1
700,淡江大學,中國文學學系,2,1,0,0,1.5,0,0,0,0,0,0,53,273.45
701,淡江大學,歷史學系,1.5,1,0,0,1.5,0,0,0,0,0,0,72,236.65
702,淡江大學,資訊與圖書館學系,2,2,0,1.5,1,0,0,0,0,0,0,58,329.1
703,淡江大學,大眾傳播學系,1.5,1.5,0,0,1,1,1,0,0,0,0,36,385.25
704,淡江大學,資訊傳播學系,1.5,1.5,0,1.5,1,1,0,0,0,0,0,48,368.35
705,淡江大學,教育科技學系,2,2,0,1.5,0,0,0,0,0,0,0,52,264
706,淡江大學,英文學系,1,2,0,0,1,0,0,0,0,0,0,106,248.9
707,淡江大學,法國語文學系,2,2,0,0,1,1,0,0,0,0,0,76,354.1
710,淡江大學,德國語文學系,1.5,2,0,0,1,1,0,0,0,0,0,34,340.9
711,淡江大學,西班牙語文學系,1,2,0,0,1,1,0,0,0,0,0,73,293.8
712,淡江大學,日本語文學系,1.5,1.5,0,1,1.5,1,0,0,0,0,0,89,383.5
713,淡江大學,俄國語文學系,2,2,0,0,1,0,0,0,0,0,0,28,281.9
714,淡江大學,商管學院全球財務管理全英語學士學位學程,1.5,2,0,2,0,0,0,0,0,0,0,5,348.15
715,淡江大學,財務金融學系,1.5,2,0,2,0,0,0,0,0,0,0,77,325.95
716,淡江大學,產業經濟學系,1.5,2,0,2,0,0,0,0,0,0,0,47,299.7
717,淡江大學,國際企業學系經貿管理組,1.5,2,0,2,0,0,0,0,0,0,0,34,322.1
720,淡江大學,國際企業學系國際商學全英語組,1,2,0,1.5,0,0,0,0,0,0,0,5,281.4
721,淡江大學,保險學系,1.5,2,0,2,0,0,0,0,0,0,0,42,277.7
722,淡江大學,經濟學系,1.5,2,0,2,0,0,0,0,0,0,0,85,303.85
723,淡江大學,會計學系,1.5,2,0,2,0,0,0,0,0,0,0,73,318
724,淡江大學,企業管理學系,1.5,2,0,2,0,0,0,0,0,0,0,63,311
725,淡江大學,統計學系,1.5,2,0,2,0,0,0,0,0,0,0,79,279.7
726,淡江大學,資訊管理學系,1.5,2,0,2,0,0,0,0,0,0,0,102,280.5
727,淡江大學,運輸管理學系,1.5,2,0,2,0,0,0,0,0,0,0,55,282.7
730,淡江大學,公共行政學系,1.5,2,0,0,1,0,1,0,0,0,0,56,326.1
731,淡江大學,管理科學學系,1.5,2,2,0,0,0,0,0,0,0,0,49,208.85
732,淡江大學,外交與國際關係學系全英語學士班,1.5,2,0,0,1.5,0,0,0,0,0,0,3,369.6
733,淡江大學,理學院尖端材料科學學士學位學程,1,1,2,0,0,0,0,1.5,1.5,0,0,36,225.95
734,淡江大學,數學學系數學組,1.5,1,2,0,0,0,0,2,0,0,0,28,210.1
735,淡江大學,數學學系資料科學與數理統計組,1.5,1,2,0,0,0,0,2,0,0,0,31,208.65
736,淡江大學,化學學系化學與生物化學組,1,1,2,0,0,0,0,2,2,0,0,38,300
737,淡江大學,化學學系材料化學組,1,1,2,0,0,0,0,2,2,0,0,31,354.2
740,淡江大學,物理學系光電物理組,1,1,1.5,0,0,0,0,1.5,1,0,0,25,211.75
741,淡江大學,物理學系應用物理組,1,1,1.5,0,0,0,0,1.5,1,0,0,32,200.15
742,淡江大學,建築學系,1.5,2,1.5,0,0,0,0,1,1,0,0,29,384.15
743,淡江大學,土木工程學系工程設施組,1,1.5,1.5,0,0,0,0,1.5,0,0,0,76,176.1
744,淡江大學,土木工程學系營建企業組,1,1.5,1.5,0,0,0,0,1.5,0,0,0,40,190.9
745,淡江大學,資訊工程學系,2,2,2,0,0,0,0,1,1,0,0,68,337
746,淡江大學,機械與機電工程學系光機電整合組,1.5,1,2,0,0,0,0,2,1,0,0,31,300.95
747,淡江大學,機械與機電工程學系精密機械組,1.5,1,2,0,0,0,0,2,1,0,0,39,283.2
750,淡江大學,電機工程學系電機資訊組,1.5,1,2,0,0,0,0,2,1,0,0,23,366.55
751,淡江大學,電機工程學系電機通訊組,1.5,1,2,0,0,0,0,2,1,0,0,26,348.35
752,淡江大學,電機工程學系電機與系統組,1.5,1,2,0,0,0,0,2,1,0,0,14,398.75
753,淡江大學,化學工程與材料工程學系,2,1,2,0,0,0,0,1,2,0,0,63,313.4
754,淡江大學,航空太空工程學系,1,2,2,0,0,0,0,2,1,0,0,38,308.6
755,淡江大學,水資源及環境工程學系水資源工程組,2,0,1.5,0,0,0,0,1,0,0,0,18,182.7
756,淡江大學,水資源及環境工程學系環境工程組,2,0,1.5,0,0,0,0,0,1,0,0,16,190.1
757,淡江大學,"資訊創新與科技學系軟體工程全英語組(蘭
陽校園)",1,2,2,0,0,0,0,0,0,0,0,17,166.1
760,淡江大學,"資訊創新與科技學系應用資訊全英語組(蘭
陽校園)",1,2,0,2,0,0,0,0,0,0,0,17,219.6
761,淡江大學,國際觀光管理學系全英語學士班(蘭陽校園),1,2,0,1,1,1,0,0,0,0,0,53,288.6
762,淡江大學,英美語言文化學系全英語學士班(蘭陽校園),2,2,0,0,1,0,0,0,0,0,0,20,277
763,淡江大學,全球政治經濟學系全英語學士班(蘭陽校園),1,2,0,0,1,0,0,0,0,0,0,8,242.9
764,逢甲大學,中國文學系,2,1,0,0,2,0,0,0,0,0,0,30,296.2
765,逢甲大學,外國語文學系,1.5,2,0,0,1.25,0,0,0,0,0,0,48,266.38
766,逢甲大學,會計學系,2,2,0,2,1,1,0,0,0,0,0,88,409.1
767,逢甲大學,國際貿易學系,1.25,2,0,1.5,1,1,0,0,0,0,0,46,355.18
770,逢甲大學,財務金融學系,1,1.5,0,1.5,0,0,0,0,0,0,0,83,194
771,逢甲大學,風險管理與保險學系,2,2,0,2,1,1,0,0,0,0,0,45,393.2
772,逢甲大學,財務工程與精算學士學位學程,1,1.5,0,2,0,0,0,0,0,0,0,22,213.75
773,逢甲大學,財稅學系,1.5,2,0,2,1,1,0,0,0,0,0,28,381.4
774,逢甲大學,合作經濟學系,1.5,2,0,2,1,1,0,0,0,0,0,25,368.9
775,逢甲大學,統計學系,1.5,1.75,0,2,0,0,0,0,0,0,0,44,239.78
776,逢甲大學,經濟學系,1.5,2,0,2,1,1,0,0,0,0,0,60,374.25
777,逢甲大學,企業管理學系,2,2,0,1.5,1,1,0,0,0,0,0,51,386.2
1000,逢甲大學,國際企業管理學士學位學程(英語專班),1.5,2,0,1.5,1,1,0,0,0,0,0,6,408
1001,逢甲大學,行銷學系,2,2,0,1.75,0,0,0,0,0,0,0,24,290.9
1002,逢甲大學,機械與電腦輔助工程學系,2,1,2,0,0,0,0,2,0,0,0,20,274.4
1003,逢甲大學,纖維與複合材料學系,2,1,2,0,0,0,0,1,2,0,0,33,284.5
1004,逢甲大學,工業工程與系統管理學系A組,2,1,2,0,0,0,0,2,0,0,0,13,260.9
1005,逢甲大學,工業工程與系統管理學系B組,2,2,0,1.5,0,0,0,0,0,0,0,14,261.6
1006,逢甲大學,化學工程學系,2,1,2,0,0,0,0,1,2,0,0,35,327.2
1007,逢甲大學,航太與系統工程學系,2,1,2,0,0,0,0,2,1,0,0,24,315.6
1010,逢甲大學,精密系統設計學士學位學程,2,1,2,0,0,0,0,2,0,0,0,11,258.3
1011,逢甲大學,應用數學系A組,1.75,1.75,2,0,0,0,0,0,0,0,0,10,214.63
1012,逢甲大學,應用數學系B組,1.75,1.75,0,2,0,0,0,0,0,0,0,14,252.38
1013,逢甲大學,環境工程與科學學系,2,1,1.75,0,0,0,0,1,2,0,0,25,293.1
1014,逢甲大學,材料科學與工程學系,2,1,1.5,0,0,0,0,1,1.25,0,0,28,267.43
1015,逢甲大學,光電學系,2,1,1.5,0,0,0,0,1.5,1,0,0,34,263.6
1016,逢甲大學,資訊工程學系,1.75,1,1.5,0,0,0,0,1.5,1,0,0,35,284.8
1017,逢甲大學,電子工程學系,2,1,1.75,0,0,0,0,1.75,0,0,0,13,271.55
1020,逢甲大學,電機工程學系,1.5,1,1.75,0,0,0,0,1.5,1,0,0,40,311.7
1021,逢甲大學,自動控制工程學系,2,1,1.75,0,0,0,0,1.75,0,0,0,13,254.75
1022,逢甲大學,資訊電機學院不分系榮譽班,1.75,1,1.75,0,0,0,0,1.5,1,0,0,14,293.2
1023,逢甲大學,通訊工程學系,2,1,1,0,0,0,0,1,0,0,0,15,209.2
1024,逢甲大學,土木工程學系,2,0,1.75,0,0,0,0,1.75,0,0,0,29,234.7
1025,逢甲大學,水利工程與資源保育學系,2,0,1.75,0,0,0,0,2,0,0,0,21,223.4
1026,逢甲大學,土地管理學系,1.5,1,0,1,1,1.5,0,0,0,0,0,31,326.65
1027,逢甲大學,建築學系,2,2,1.75,0,0,0,0,1,0,0,0,30,330.65
1030,逢甲大學,都市計畫與空間資訊學系都市計畫組,2,1,0,1,1,2,0,0,0,0,0,16,398.5
1031,逢甲大學,都市計畫與空間資訊學系空間資訊組,2,1,0,1,1,2,0,0,0,0,0,18,386.1
1032,逢甲大學,運輸科技與管理學系,2,1.75,0,2,0,0,0,0,0,0,0,34,274.85
1033,國立中央大學,中國文學系,2,1.5,0,0,1.5,1,0,0,0,0,0,33,444.45
1034,國立中央大學,英美語文學系,1.5,2,0,0,1.25,1,0,0,0,0,0,39,437.98
1035,國立中央大學,法國語文學系,1.5,2,0,0,1.25,1,0,0,0,0,0,37,434.73
1036,國立中央大學,企業管理學系,1.5,2,0,2,0,0,0,0,0,0,0,73,382.05
1037,國立中央大學,財務金融學系,1,1.5,0,1.5,0,0,0,0,0,0,0,40,290.7
1040,國立中央大學,經濟學系,1.25,2,0,2,0,0,0,0,0,0,0,28,373.38
1041,國立中央大學,數學系,1,1.25,1.5,0,0,0,0,1.25,1,0,0,32,376.7
1042,國立中央大學,物理學系,1,1,1.5,0,0,0,0,1.5,1,0,0,27,399.75
1043,國立中央大學,化學學系,1,1,1.25,0,0,0,0,1.25,1.5,0,0,27,400.1
1044,國立中央大學,生命科學系,1,1,1,0,0,0,0,0,1.25,1.5,0,32,379.75
1045,國立中央大學,光電科學與工程學系,1,1,1,0,0,0,0,1,1,0,0,22,339.6
1046,國立中央大學,大氣科學學系大氣組,1,1,2,0,0,0,0,2,1,0,0,24,449
1047,國立中央大學,大氣科學學系太空組,1,1,2,0,0,0,0,2,1,0,0,19,447.5
1050,國立中央大學,地球科學學系,1,1.5,2,0,0,0,0,2,1,0,0,34,463.45
1051,國立中央大學,化學工程與材料工程學系,1,1,1,0,0,0,0,1,1,0,0,28,340.2
1052,國立中央大學,土木工程學系,1,1.5,2,0,0,0,0,2,1,0,0,60,476.65
1053,國立中央大學,機械工程學系光機電工程組,1,1.5,2,0,0,0,0,2,1,0,0,27,511.8
1054,國立中央大學,機械工程學系先進材料與精密製造組,1,1.5,2,0,0,0,0,2,1,0,0,30,500.1
1055,國立中央大學,機械工程學系設計與分析組,1,1.5,2,0,0,0,0,2,1,0,0,27,495.6
1056,國立中央大學,資訊管理學系,1.5,2,2,0,0,0,0,0,0,0,0,47,351.15
1057,國立中央大學,電機工程學系,1,1,1,0,0,0,0,1,1,0,0,26,355
1060,國立中央大學,資訊工程學系,1,1,1,0,0,0,0,1,1,0,0,41,343.4
1061,國立中央大學,通訊工程學系,1,1,1,0,0,0,0,1,1,0,0,19,336.1
1062,國立中央大學,理學院學士班,1,1,1.5,0,0,0,0,1.25,1.25,0,0,10,407.75
1063,國立中央大學,客家語文暨社會科學學系,1.5,1,0,1,1,0,1.5,0,0,0,0,9,423.85
1064,國立中央大學,生醫科學與工程學系,0,1,0,0,0,0,0,1.25,1.25,0,0,10,258.5
1065,中國文化大學,哲學系,2,1.5,0,0,2,0,0,0,0,0,0,31,279.5
1066,中國文化大學,中國文學系中國文學組,2,2,0,0,2,1,0,0,0,0,0,73,352.2
