"系組
代碼",校名,系組名,國文,英文,數學甲,數學乙,歷史,地理,公民與社會,物理,化學,生物,術科,"錄取人數
(含外加)","普通生
錄取分數"
0415,高雄醫學大學            ,公共衛生學系,1,2,2,0,0,0,0,0,1,1.5,0,23,445.20
0416,高雄醫學大學            ,職能治療學系,1.5,1.5,0,0,0,0,0,1,0,1.5,0,28,418.28
0417,高雄醫學大學            ,物理治療學系,1,1.5,1.5,0,0,0,0,1,0,1.5,0,16,476.90
0420,高雄醫學大學            ,醫務管理暨醫療資訊學系,1.5,2,2,0,0,0,0,1,0,1,0,11,445.20
0421,高雄醫學大學            ,醫藥暨應用化學系醫藥化學組,0,1.5,1.5,0,0,0,0,0,1.5,1,0,14,359.00
0422,高雄醫學大學            ,醫藥暨應用化學系應用化學組,0,1.5,1.5,0,0,0,0,1,1.5,0,0,11,341.70
0423,高雄醫學大學            ,生物醫學暨環境生物學系,1,1.5,1,0,0,0,0,0,1.25,1.5,0,15,400.68
0424,高雄醫學大學            ,生物科技學系,1,1.25,1,0,0,0,0,0,1.25,1.75,0,16,402.76
0425,高雄醫學大學            ,心理學系,2,2,1.5,0,0,0,0,0,0,1,0,22,460.50
0426,高雄醫學大學            ,醫學社會學與社會工作學系,2,2,1.75,0,0,0,0,0,0,1,0,22,405.80
0427,中原大學                ,應用數學系,1.25,1.25,2,0,0,0,0,0,0,0,0,10,251.59
0430,中原大學                ,物理學系物理組,0,1,1.5,0,0,0,0,2,0,0,0,9,235.10
0431,中原大學                ,物理學系光電與材料科學組,0,1,1.5,0,0,0,0,2,0,0,0,8,232.45
0432,中原大學                ,化學系化學組,0,1,1.5,0,0,0,0,1.5,2,0,0,7,340.75
0433,中原大學                ,化學系材料化學組,0,1,1.5,0,0,0,0,1.5,2,0,0,7,330.70
0434,中原大學                ,心理學系,1.5,2,2,0,0,0,0,0,0,0,0,20,323.70
0435,中原大學                ,生物科技學系,0,1.75,0,0,0,0,0,0,2,2,0,19,324.05
0436,中原大學                ,化學工程學系綠能製程組,1,1.5,1.5,0,0,0,0,1.5,1,0,0,9,362.53
0437,中原大學                ,化學工程學系生化工程組,1,1.5,1.5,0,0,0,0,1.5,1,0,0,10,370.58
0440,中原大學                ,化學工程學系材料工程組,1,1.5,1.5,0,0,0,0,1.5,1,0,0,10,382.98
0441,中原大學                ,土木工程學系,2,1,1,0,0,0,0,2,0,0,0,23,347.15
0442,中原大學                ,機械工程學系,2,1,2,0,0,0,0,2,1,0,0,13,470.70
0443,中原大學                ,生物醫學工程學系,0,1,2,0,0,0,0,2,2,0,0,23,354.85
0444,中原大學                ,環境工程學系,2,1.5,1,0,0,0,0,1,2,0,0,7,423.60
0445,中原大學                ,電機資訊學院學士班,0,1,1,0,0,0,0,1,0,0,0,7,170.80
0446,中原大學                ,工業與系統工程學系工程組,1,1,1,0,0,0,0,0,0,0,0,15,169.60
0447,中原大學                ,工業與系統工程學系管理組,1,1,0,1,0,0,0,0,0,0,0,6,202.60
0450,中原大學                ,電子工程學系,1,1,1,0,0,0,0,1,1,0,0,28,290.05
0451,中原大學                ,資訊工程學系,1,1,1,0,0,0,0,1,0,0,0,14,250.90
0452,中原大學                ,電機工程學系,0,1,1,0,0,0,0,1,0,0,0,16,175.65
0453,中原大學                ,商學院不分系,1.75,2,0,2,1,1,0,0,0,0,0,49,479.20
0454,中原大學                ,企業管理學系服務業管理組,2,2,0,1.75,1,1,0,0,0,0,0,4,494.95
0455,中原大學                ,企業管理學系高科技業管理組,1.75,2,0,2,1,1,0,0,0,0,0,3,500.80
0456,中原大學                ,企業管理學系工商管理組,2,2,0,1.75,1,1,0,0,0,0,0,2,505.30
0457,中原大學                ,國際經營與貿易學系,1.75,2,0,2,0,0,0,0,0,0,0,7,407.70
0460,中原大學                ,會計學系,1.75,2,0,2,1,1,0,0,0,0,0,13,517.00
0461,中原大學                ,資訊管理學系,1.75,2,0,2,0,0,0,0,0,0,0,3,412.30
0462,中原大學                ,財務金融學系,1.75,2,0,2,1,1,0,0,0,0,0,15,514.90
0463,中原大學                ,財經法律學系,1.5,1.5,0,1.5,1,0,1,0,0,0,0,20,453.10
0464,中原大學                ,建築學系,1.75,1.75,2,0,0,0,0,1,1,0,0,14,487.15
0465,中原大學                ,室內設計學系,2,1,0,1,2,1.5,0,0,0,0,0,9,534.80
0466,中原大學                ,商業設計學系商業設計組,2,2,0,1,1.5,1,0,0,0,0,0,19,476.20
0467,中原大學                ,商業設計學系產品設計組,2,2,1,0,0,0,0,1,1,0,0,14,385.10
0470,中原大學                ,景觀學系,1,1.5,0,1,2,2,0,0,0,0,0,8,472.93
0471,中原大學                ,特殊教育學系,1.5,1.5,0,1.5,1,1,0,0,0,0,0,12,387.78
0472,中原大學                ,應用外國語文學系,1.5,2,0,0,1,1,0,0,0,0,0,13,368.90
0473,中原大學                ,應用華語文學系,2,1.75,0,0,1.25,1,0,0,0,0,0,11,387.16
0474,東海大學                ,中國文學系,2,1.75,0,0,2,0,0,0,0,0,0,47,345.10
0475,東海大學                ,外國語文學系,1.25,2,0,0,1,0,0,0,0,0,0,58,262.50
0476,東海大學                ,歷史學系,2,1.75,0,0,2,0,0,0,0,0,0,24,353.28
0477,東海大學                ,日本語言文化學系,1.75,2,0,0,1.5,0,0,0,0,0,0,27,330.50
0500,東海大學                ,哲學系,2,1.5,0,1,1,0,1.75,0,0,0,0,18,430.45
0501,東海大學                ,應用物理學系(A組),1,1,1,0,0,0,0,0,0,0,0,4,166.40
0502,東海大學                ,應用物理學系(B組),1,1,0,1,0,0,0,0,0,0,0,3,186.75
0503,東海大學                ,化學系化學組,0,1.5,1.5,0,0,0,0,1,2,0,0,6,301.78
0504,東海大學                ,化學系化學生物組(A組),0,1.5,1.5,0,0,0,0,1,2,0,0,3,301.33
0505,東海大學                ,化學系化學生物組(B組),0,1.5,1,0,0,0,0,0,2,1.5,0,3,330.55
0506,東海大學                ,生命科學系生物醫學組,1.75,2,0,0,0,0,0,0,1,2,0,7,427.20
0507,東海大學                ,生命科學系生態生物多樣性組,1.75,2,0,0,0,0,0,0,0,2,0,7,360.30
0510,東海大學                ,應用數學系(A組),1.75,1.75,2,0,0,0,0,0,0,0,0,3,299.88
0511,東海大學                ,應用數學系(B組),1.75,1.75,0,2,0,0,0,0,0,0,0,2,361.66
0512,東海大學                ,化工與材工系(製程及能源組),1,1,2,0,0,0,0,2,2,0,0,2,419.45
0513,東海大學                ,化工與材工系(材料工程組),1,1,2,0,0,0,0,2,2,0,0,8,414.70
0514,東海大學                ,化工與材工系(生化工程組),1,1,2,0,0,0,0,0,1,2,0,7,374.95
0515,東海大學                ,工工與經營系(設計與生產組),1.75,2,1.75,0,0,0,0,0,0,0,0,10,302.80
0516,東海大學                ,工工與經營系(經營與管理組),1.75,2,0,1.75,0,0,0,0,0,0,0,12,334.03
0517,東海大學                ,環境科學與工程系(自然A組),2,1.5,1,0,0,0,0,0,2,0,0,7,360.70
0520,東海大學                ,環境科學與工程系(自然B組),2,1.5,1,0,0,0,0,0,0,2,0,11,363.40
0521,東海大學                ,資訊工程學系資電工程組,1.5,2,2,0,0,0,0,0,0,0,0,5,323.80
0522,東海大學                ,資訊工程學系數位創意組,2,2,0,1.5,0,0,0,0,0,0,0,5,366.10
0523,東海大學                ,資訊工程學系軟體工程組,1.5,2,2,0,0,0,0,0,0,0,0,13,315.40
0524,東海大學                ,電機工程學系,2,1.25,1.25,0,0,0,0,0,0,0,0,23,276.53
0525,東海大學                ,企管學系(行銷與數位經營組),2,2,0,1.75,0,0,0,0,0,0,0,20,346.70
0526,東海大學                ,企管學系(服務創新與經營組),2,2,0,1.75,0,0,0,0,0,0,0,15,340.40
0527,東海大學                ,企管學系(創業與組織領導組),2,2,0,1.75,0,0,0,0,0,0,0,15,341.80
0530,東海大學                ,國際經營與貿易學系,1.5,2,0,1.5,0,0,0,0,0,0,0,88,294.80
0531,東海大學                ,會計學系,2,2,0,1,0,0,0,0,0,0,0,60,323.50
0532,東海大學                ,財務金融學系,1.75,2,0,2,0,0,0,0,0,0,0,49,371.80
0533,東海大學                ,統計學系(巨量資料管理組),1,1.5,2,0,0,0,0,0,0,0,0,5,244.18
0534,東海大學                ,統計學系(決策管理組),1,1.5,0,2,0,0,0,0,0,0,0,4,291.60
0535,東海大學                ,資管學系(物聯網與大數據組),2,2,0,1.75,0,0,0,0,0,0,0,10,375.00
0536,東海大學                ,資管學系(行銷與電子商務組),2,2,0,1.75,0,0,0,0,0,0,0,8,366.95
0537,東海大學                ,經濟學系一般經濟組,1.5,1.5,0,1.5,1,1,0,0,0,0,0,77,374.98
0540,東海大學                ,經濟學系產業經濟組,1.5,1.5,0,1.5,1,1,0,0,0,0,0,26,373.85
0541,東海大學                ,政治學系政治理論組,1.75,2,0,0,0,0,2,0,0,0,0,18,378.70
0542,東海大學                ,政治學系國際關係組,1.75,2,0,0,0,0,2,0,0,0,0,18,388.40
0543,東海大學                ,行政管理暨政策學系,2,2,0,0,0,0,1.5,0,0,0,0,23,364.90
0544,東海大學                ,社會學系,2,1.5,0,0,0,0,1.5,0,0,0,0,33,325.20
0545,東海大學                ,社會工作學系,2,2,0,0,0,0,1.75,0,0,0,0,48,365.20
0546,東海大學                ,畜產與生物科技學系(A組),1,1,0,0,0,0,0,0,0,2,0,20,246.85
0547,東海大學                ,畜產與生物科技學系(B組),1,1,0,0,0,0,0,0,2,0,0,20,221.70
0550,東海大學                ,食品科學系(A組),1,2,1,0,0,0,0,0,2,2,0,14,424.10
0551,東海大學                ,食品科學系(B組),1,2,0,1,0,0,0,0,2,2,0,12,428.30
0552,東海大學                ,餐旅管理學系,2,2,0,1.5,1,1,0,0,0,0,0,14,426.50
0553,東海大學                ,美術學系,2,1,0,0,1,1,0,0,0,0,2,7,400.35
0554,東海大學                ,音樂學系,1,1,0,0,0,0,0,0,0,0,2,10,242.78
0555,東海大學                ,建築學系,1.5,2,1.75,0,0,0,0,1,1,0,0,14,501.40
0556,東海大學                ,工業設計學系,2,2,1.75,0,0,0,0,1,0,0,0,25,378.50
0557,東海大學                ,景觀學系,2,2,0,0,0,0,0,0,0,1.5,0,7,355.65
0560,東海大學                ,法律學系,1.5,1.5,0,1,1,0,1,0,0,0,0,85,414.68
0561,東海大學                ,國際經管學位學程(英語專班),1,2,0,1.25,0,0,0,0,0,0,0,7,280.50
0562,東海大學                ,永續科學與工程學士學位學程,0,2,1.5,0,0,0,0,0,1,1,0,24,220.50
0563,國立清華大學            ,中國文學系甲組(一般組),1.5,1.25,0,1,1,1,0,0,0,0,0,25,444.71
0564,國立清華大學            ,中國文學系乙組(華語教學組),1.5,1.5,0,1,1,1,0,0,0,0,0,10,460.43
0565,國立清華大學            ,外國語文學系,1,2,0,1,1,1,0,0,0,0,0,13,480.80
0566,國立清華大學            ,人文社會學院學士班,1.5,1.5,0,1,1,0,1,0,0,0,0,31,474.35
0567,國立清華大學            ,教育與學習科技學系,2,2,0,1,1,0,0,0,0,0,0,8,470.90
0570,國立清華大學            ,幼兒教育學系,1.5,1.5,0,1,1,0,0,0,0,0,0,7,387.18
0571,國立清華大學            ,特殊教育學系,2,2,0,1,1,0,1,0,0,0,0,13,539.00
0572,國立清華大學            ,教育心理與諮商學系,1.5,2,0,1.5,0,0,0,0,0,0,0,22,409.50
0573,國立清華大學            ,英語教學系,1.5,2,0,1,1,1,0,0,0,0,0,10,506.40
0574,國立清華大學            ,體育學系,1.25,2,0,1.25,0,0,0,0,0,0,0,4,357.75
0575,國立清華大學            ,竹師教育學院(雙專長組),1,2,0,2,0,0,0,0,0,0,0,5,414.20
0576,國立清華大學            ,竹師教育學院(永續發展組),1,2,0,2,0,0,0,0,0,0,0,7,410.50
0577,國立清華大學            ,經濟學系第1組,1,2,0,2,1,1,0,0,0,0,0,22,575.30
0600,國立清華大學            ,經濟學系第2組,1,2,0,2,0,0,0,0,0,0,0,22,433.00
0601,國立清華大學            ,科技管理學院學士班,1.5,2,1.5,0,0,0,0,1,1,0,0,8,541.20
0602,國立清華大學            ,計量財務金融學系甲組,1,1.5,1.5,0,0,0,0,0,0,0,0,9,318.98
0603,國立清華大學            ,計量財務金融學系乙組,1,1.5,0,1.5,0,0,0,0,0,0,0,9,357.08
0604,國立清華大學            ,數學系甲組(數學組),1,1.5,2,0,0,0,0,1.5,1,0,0,6,536.45
0605,國立清華大學            ,數學系乙組(應用數學組),1,1.5,2,0,0,0,0,1.5,1,0,0,10,532.50
0606,國立清華大學            ,物理學系物理組(甲組一般組),1,1,1,0,0,0,0,1,1,0,0,9,393.58
0607,國立清華大學            ,物理學系物理組(天文物理組),1,1,1,0,0,0,0,1,1,0,0,2,396.20
0610,國立清華大學            ,物理學系光電物理組,1,1,1,0,0,0,0,1,1,0,0,6,391.65
0611,國立清華大學            ,化學系,1,1,1,0,0,0,0,1,1,0,0,29,385.40
0612,國立清華大學            ,理學院學士班,1,1,1,0,0,0,0,1,1,0,0,14,390.80
0613,國立清華大學            ,生醫工程與環境科學系,1,1,1,0,0,0,0,1,1,0,0,11,382.45
0614,國立清華大學            ,工程與系統系(低碳綠能組),1,1,1,0,0,0,0,1,1,0,0,9,387.60
0615,國立清華大學            ,工程與系統系(智慧奈米組),1,1,1,0,0,0,0,1,1,0,0,4,390.45
0616,國立清華大學            ,原子科學院學士班,1,1,1,0,0,0,0,1,1,0,0,5,386.10
0617,國立清華大學            ,化學工程學系,1,1,1,0,0,0,0,1,1,0,0,15,393.10
0620,國立清華大學            ,動力機械工程學系甲組,1,1,1,0,0,0,0,1,1,0,0,13,397.20
0621,國立清華大學            ,動力機械工程學系乙組,1,1,1,0,0,0,0,1,1,0,0,10,395.25
0622,國立清華大學            ,材料科學工程學系甲組,1,1,1,0,0,0,0,1,1,0,0,13,406.35
0623,國立清華大學            ,材料科學工程學系乙組,1,1,1,0,0,0,0,1,1,0,0,7,403.90
0624,國立清華大學            ,工業工程與工程管理學系,1,1.5,1.5,0,0,0,0,1,1,0,0,15,455.68
0625,國立清華大學            ,工學院學士班,1,1,1,0,0,0,0,1,1,0,0,4,403.45
0626,國立清華大學            ,電機工程學系甲組,1,1,1,0,0,0,0,1,1,0,0,3,421.60
0627,國立清華大學            ,電機工程學系乙組,1,1.5,1.5,0,0,0,0,1.5,1,0,0,6,540.45
0630,國立清華大學            ,資訊工程系甲組(電子資訊組),1,1,1,0,0,0,0,1,1,0,0,5,418.90
0631,國立清華大學            ,資訊工程系乙組(資訊工程組),1,1,1,0,0,0,0,1,1,0,0,19,408.30
0632,國立清華大學            ,資訊工程系丙組(人工智慧組),1,1,1,0,0,0,0,1,1,0,0,5,411.15
0633,國立清華大學            ,電機資訊學院學士班,1,1,1,0,0,0,0,1,1,0,0,3,420.08
0634,國立清華大學            ,生命科學系,0,1.25,1,0,0,0,0,1,1.25,1.25,0,43,415.39
0635,國立清華大學            ,醫學科學系,0,1.5,1,0,0,0,0,1,1.5,1.5,0,9,497.45
0636,國立清華大學            ,生命科學院學士班,0,1,1,0,0,0,0,1,1,1,0,6,378.70
0637,國立清華大學            ,藝術與設計學系創作組,1.5,1,0,0,1.5,0,0,0,0,0,0,10,311.75
0640,國立清華大學            ,藝術與設計學系設計組,1.5,1,0,0,1.5,0,0,0,0,0,0,11,316.65
0641,國立清華大學            ,藝術學院學士班,1.25,1.5,0,1.5,0,0,0,0,0,0,0,7,354.50
0642,中國醫藥大學            ,牙醫學系,0,1,1,0,0,0,0,1,1,1,0,13,421.20
0643,中國醫藥大學            ,醫學系,0,1,1,0,0,0,0,1,1,1,0,22,427.75
0644,中國醫藥大學            ,中醫學系甲組,1,1,1.5,0,0,0,0,0,1,1,0,11,468.15
0645,中國醫藥大學            ,中醫學系乙組,1,1,1.5,0,0,0,0,0,1,1,0,10,463.95
0646,中國醫藥大學            ,藥學系,1,1,1,0,0,0,0,0,1,1,0,51,408.95
0647,中國醫藥大學            ,公共衛生學院大一不分系,2,2,0,0,0,0,0,0,1,2,0,24,478.80
0650,中國醫藥大學            ,護理學系,1,1.5,0,0,0,0,0,0,1,1.5,0,23,343.10
0651,中國醫藥大學            ,醫學檢驗生物技術學系,1,1,0,0,0,0,0,0,1.5,1.75,0,14,416.00
0652,中國醫藥大學            ,營養學系,1,2,0,0,0,0,0,0,2,2,0,9,517.60
0653,中國醫藥大學            ,物理治療學系,0,1.5,1,0,0,0,0,1,0,1.25,0,15,347.35
0654,中國醫藥大學            ,生物科技學系,1,1.25,0,0,0,0,0,0,1.25,1.5,0,27,345.39
0655,中國醫藥大學            ,運動醫學系,0,2,1,0,0,0,0,1.25,0,1.5,0,9,362.53
0656,中國醫藥大學            ,中國藥學暨中藥資源學系,0,1.5,1,0,0,0,0,0,1.5,1.5,0,7,417.48
0657,中國醫藥大學            ,藥用化妝品學系,1,2,0,0,0,0,0,0,2,2,0,24,468.20
0660,中國醫藥大學            ,生物醫學影像暨放射科學學系,0,1.25,1.5,0,0,0,0,1.25,0,1,0,9,335.20
0661,國立交通大學            ,電機工程學系甲組,1,1,1,0,0,0,0,1,1,0,0,3,421.85
0662,國立交通大學            ,電機工程學系乙組,0,1.5,2,0,0,0,0,2,1,0,0,11,539.43
0663,國立交通大學            ,光電工程學系,1,1.5,1.5,0,0,0,0,1.5,1,0,0,8,508.23
0664,國立交通大學            ,資訊工程學系甲組,1,1,1,0,0,0,0,1,1,0,0,5,419.90
0665,國立交通大學            ,資訊工程學系乙組,1,1,1,0,0,0,0,1,1,0,0,20,409.25
0666,國立交通大學            ,奈米科學及工程學士學位學程,1,1,1,0,0,0,0,1,1,0,0,5,395.10
0667,國立交通大學            ,材料科學與工程學系甲組,1,1,1,0,0,0,0,1,1,0,0,3,409.40
0670,國立交通大學            ,材料科學與工程學系乙組,1,1,1,0,0,0,0,1,1,0,0,11,397.00
0671,國立交通大學            ,機械工程學系,1,1,1,0,0,0,0,1,1,0,0,31,385.40
0672,國立交通大學            ,土木工程學系,1,1,1,0,0,0,0,1,1,0,0,33,369.80
0673,國立交通大學            ,理學院科學學士學位學程甲組,1,1,1,0,0,0,0,1,1,0,0,5,390.05
0674,國立交通大學            ,電子物理學系光電奈米科學組,1,1,1,0,0,0,0,1,1,0,0,3,395.75
0675,國立交通大學            ,電子物理學系電子物理組,1,1,1,0,0,0,0,1,1,0,0,7,392.53
0676,國立交通大學            ,應用化學系,1,1,1,0,0,0,0,1,1,0,0,18,381.35
0677,國立交通大學            ,應用數學系,1,1,1.5,0,0,0,0,1,1,0,0,13,418.45
0700,國立交通大學            ,生物科技學系,0,1.25,1,0,0,0,0,1,1.5,1.5,0,58,442.25
0701,國立交通大學            ,資管與財金學系資訊管理組,1,2,2,0,0,0,0,0,0,0,0,3,417.20
0702,國立交通大學            ,資管與財金學系財務金融組,1,2,0,2,0,0,0,0,0,0,0,3,454.10
0703,國立交通大學            ,管理科學系,1,2,0,2,0,0,0,0,0,0,0,28,428.90
0704,國立交通大學            ,運輸與物流管理學系,1,1.5,1.5,0,0,0,0,1,0,0,0,13,371.85
0705,國立交通大學            ,工業工程與管理學系,1,1.5,1.5,0,0,0,0,1,1,0,0,18,450.08
0706,國立交通大學            ,外國語文學系,1.5,2,0,1,1,1,0,0,0,0,0,11,520.20
0707,國立交通大學            ,傳播與科技學系,1.5,1.5,0,1,1,1,0,0,0,0,0,11,476.35
0710,國立交通大學            ,人文社會學系,1,1,0,1,1,0,1,0,0,0,0,23,390.65
0711,淡江大學                ,中國文學學系,2,1,0,0,1.5,0,0,0,0,0,0,49,290.35
0712,淡江大學                ,歷史學系,1.5,1,0,0,2,0,0,0,0,0,0,50,284.15
0713,淡江大學                ,資訊與圖書館學系,2,2,0,1.5,1,0,0,0,0,0,0,48,367.60
0714,淡江大學                ,大眾傳播學系,1.5,1.5,0,0,1,1,1,0,0,0,0,20,394.53
0715,淡江大學                ,資訊傳播學系,1.5,1.5,0,1.5,1,1,0,0,0,0,0,31,395.10
0716,淡江大學                ,教育科技學系,2,2,0,1.5,0,0,0,0,0,0,0,55,310.50
0717,淡江大學                ,英文學系,1,2,0,0,1,0,0,0,0,0,0,62,264.40
0720,淡江大學                ,法國語文學系,2,2,0,0,1,1,0,0,0,0,0,74,380.90
0721,淡江大學                ,德國語文學系,1.5,2,0,0,1,1,0,0,0,0,0,32,356.90
0722,淡江大學                ,西班牙語文學系,1,2,0,0,1,1,0,0,0,0,0,34,324.50
0723,淡江大學                ,日本語文學系,1.5,1.5,0,0,1,0,0,0,0,0,0,61,264.08
0724,淡江大學                ,俄國語文學系,2,2,0,0,1,0,0,0,0,0,0,25,317.90
0725,淡江大學                ,商管學院全球財管學位學程,1,2,0,2,0,0,0,0,0,0,0,7,362.10
0726,淡江大學                ,財務金融學系,1,1.5,0,2,0,0,0,0,0,0,0,57,319.25
0727,淡江大學                ,產業經濟學系,1,1.5,0,2,0,0,0,0,0,0,0,31,286.70
0730,淡江大學                ,國際企業學系經貿管理組,1,1.5,0,2,0,0,0,0,0,0,0,26,313.98
0731,淡江大學                ,國際企業系國際商學全英語組,1,2,0,2,0,0,0,0,0,0,0,7,358.10
0732,淡江大學                ,風險管理與保險學系,1,1.5,0,2,0,0,0,0,0,0,0,45,278.62
0733,淡江大學                ,經濟學系,1,1.5,0,2,0,0,0,0,0,0,0,49,301.63
0734,淡江大學                ,會計學系,1,1.5,0,2,0,0,0,0,0,0,0,47,313.53
0735,淡江大學                ,企業管理學系,1,1.5,0,2,0,0,0,0,0,0,0,59,302.43
0736,淡江大學                ,統計學系,1,1.5,0,2,0,0,0,0,0,0,0,57,285.30
0737,淡江大學                ,資訊管理學系,1,1.5,0,2,0,0,0,0,0,0,0,75,288.40
0740,淡江大學                ,運輸管理學系,1,1.5,0,2,0,0,0,0,0,0,0,40,269.33
0741,淡江大學                ,公共行政學系,1.5,2,0,0,1,0,1,0,0,0,0,43,354.80
0742,淡江大學                ,管理科學學系(事業經營組),1,1.5,0,2,0,0,0,0,0,0,0,18,277.63
0743,淡江大學                ,管理科學系(行銷流通管理組),1,1.5,0,2,0,0,0,0,0,0,0,17,279.60
0744,淡江大學                ,外交與國際關係學系學士班,1.5,2,0,0,1.5,0,0,0,0,0,0,3,384.60
0745,淡江大學                ,理學院尖端材料科學學位學程,1,1,2,0,0,0,0,1.5,1.5,0,0,20,326.00
0746,淡江大學                ,數學學系數學組,1.5,1,2,0,0,0,0,1.5,0,0,0,23,304.90
0747,淡江大學                ,數學系資料科學與數理統計組,1.5,1,2,0,0,0,0,1.5,0,0,0,29,291.45
0750,淡江大學                ,化學學系化學與生物化學組,1,1,2,0,0,0,0,2,2,0,0,34,381.65
0751,淡江大學                ,化學學系材料化學組,1,1,2,0,0,0,0,2,2,0,0,22,394.90
0752,淡江大學                ,物理學系光電物理組,1,0,0,0,0,0,0,2,1.5,0,0,17,247.80
0753,淡江大學                ,物理學系應用物理組,1,0,0,0,0,0,0,2,1.5,0,0,26,241.00
0754,淡江大學                ,建築學系,1.5,2,1.5,0,0,0,0,1,1,0,0,28,408.60
0755,淡江大學                ,土木工程學系,2,0,1,0,0,0,0,1.5,0,0,0,44,253.25
0756,淡江大學                ,資訊工程學系,2,1,1.5,0,0,0,0,1,0,0,0,41,330.80
0757,淡江大學                ,機械與機電工程學系光機電組,1.5,1,2,0,0,0,0,2,1,0,0,17,392.95
0760,淡江大學                ,機械與機電工程系精密機械組,1.5,1,2,0,0,0,0,2,1,0,0,27,383.50
0761,淡江大學                ,電機工程學系電機資訊組,1.5,1,2,0,0,0,0,2,1,0,0,7,436.30
0762,淡江大學                ,電機工程學系電機通訊組,1.5,1,2,0,0,0,0,2,1,0,0,10,426.40
0763,淡江大學                ,電機工程學系電機與系統組,1.5,1,2,0,0,0,0,2,1,0,0,14,446.80
0764,淡江大學                ,化學工程與材料工程學系,2,1,1.5,0,0,0,0,1,2,0,0,42,401.80
0765,淡江大學                ,航空太空工程學系,1,2,2,0,0,0,0,2,1,0,0,36,405.70
0766,淡江大學                ,水資源及環工系水資源工程組,2,0,1.5,0,0,0,0,1,0,0,0,9,254.20
0767,淡江大學                ,水資源及環工系環境工程組,2,0,1,0,0,0,0,0,1.5,0,0,8,270.20
0770,淡江大學                ,資訊創新與科技系軟體工程組,1,2,2,0,0,0,0,0,0,0,0,33,232.50
0771,淡江大學                ,資訊創新與科技系應用資訊組,1,2,0,2,0,0,0,0,0,0,0,40,257.30
0772,淡江大學                ,國際觀光管理系(海外實習組),1,2,0,0,0,1,0,0,0,0,0,17,219.50
0773,淡江大學                ,國際觀光管理系(產業實習組),1,2,0,0,0,1,0,0,0,0,0,18,206.50
0774,淡江大學                ,英美語言文化學系全英語班,1,2,0,0,1,0,0,0,0,0,0,40,215.30
0775,淡江大學                ,全球政治經濟學系全英語班,1,2,0,0,1,0,0,0,0,0,0,48,209.60
0776,逢甲大學                ,機械與電腦輔助工程學系,2,0,1.5,0,0,0,0,1.5,0,0,0,18,287.10
0777,逢甲大學                ,纖維與複合材料學系,2,1,2,0,0,0,0,1,2,0,0,13,413.60
1000,逢甲大學                ,工業工程與系統管理學系A組,2,2,1,0,0,0,0,0,0,0,0,9,296.70
1001,逢甲大學                ,工業工程與系統管理學系B組,2,2,0,1,0,0,0,0,0,0,0,10,305.10
1002,逢甲大學                ,化學工程學系,2,1,2,0,0,0,0,1,2,0,0,17,452.60
1003,逢甲大學                ,航太與系統工程學系,2,1,2,0,0,0,0,2,1,0,0,10,466.15
1004,逢甲大學                ,精密系統設計學士學位學程,2,0,1.5,0,0,0,0,2,0,0,0,6,303.80
1005,逢甲大學                ,會計學系,2,2,0,2,1,1,0,0,0,0,0,28,507.00
1006,逢甲大學                ,國際經營與貿易學系,1.25,2,0,1.5,0,0,0,0,0,0,0,25,288.30
1007,逢甲大學                ,國際經營與貿易系國企管理班,1,2,0,1.25,0,0,0,0,0,0,0,6,280.10
1010,逢甲大學                ,財稅學系,1.5,1.5,0,1.5,1,1,0,0,0,0,0,16,400.73
1011,逢甲大學                ,合作經濟暨社會事業經營學系,1.5,2,0,1.5,1,1,0,0,0,0,0,7,404.20
1012,逢甲大學                ,統計學系商業大數據組,1.5,1.75,0,2,0,0,0,0,0,0,0,12,324.00
1013,逢甲大學                ,統計系數據分析與市場決策組,1.5,1.75,0,2,0,0,0,0,0,0,0,12,318.33
1014,逢甲大學                ,經濟學系,1.5,2,0,2,1,1,0,0,0,0,0,14,451.50
1015,逢甲大學                ,企業管理學系,2,2,0,1.75,1,1,0,0,0,0,0,42,452.40
1016,逢甲大學                ,行銷學系,2,2,0,1.75,0,0,0,0,0,0,0,9,366.60
1017,逢甲大學                ,應用數學系A組,1.75,1.75,2,0,0,0,0,0,0,0,0,12,301.48
1020,逢甲大學                ,應用數學系B組,1.75,1.75,0,2,0,0,0,0,0,0,0,8,344.81
1021,逢甲大學                ,材料科學與工程學系,1,2,1,0,0,0,0,1.5,2,0,0,19,414.15
1022,逢甲大學                ,環境工程與科學學系,2,0,1.75,0,0,0,0,0,2,0,0,16,328.60
1023,逢甲大學                ,光電科學與工程學系A組,2,1.5,1.5,0,0,0,0,0,0,0,0,9,302.15
1024,逢甲大學                ,光電科學與工程學系B組,1.5,1.5,0,2,0,0,0,0,0,0,0,8,330.73
1025,逢甲大學                ,中國文學系,2,1.25,0,0,2,0,0,0,0,0,0,11,327.13
1026,逢甲大學                ,外國語文學系,1.75,2,0,0,1.75,0,0,0,0,0,0,32,337.58
1027,逢甲大學                ,資訊工程學系甲組,2,1,1.5,0,0,0,0,1.75,0,0,0,15,380.10
1030,逢甲大學                ,資訊工程學系乙組,2,1.5,0,1.5,0,0,0,0,0,0,0,14,359.15
1031,逢甲大學                ,電子工程學系甲組,1,1,1,0,0,0,0,1.5,0,0,0,6,263.35
