"校系
代碼",校名,系組名,國文,英文,數學甲,數學乙,歷史,地理,公民與社會,物理,化學,生物,術科,"錄取人數
(含外加)","普通生
錄取分數"
2770,南華大學,幼兒教育學系,2,1.5,0,0,1.25,0,0,0,0,0,0,26,141.48
2771,南華大學,文學系,2,1,0,0,2,2,1,0,0,0,0,15,212.2
2772,南華大學,外國語文學系,1.5,2,0,0,1.25,0,0,0,0,0,0,15,105.48
2773,南華大學,應用社會學系社會學組,2,1,0,1,2,1,0,0,0,0,0,7,274.1
2774,南華大學,應用社會學系社會工作組,2,1,0,1,2,1,0,0,0,0,0,18,268.7
2775,南華大學,傳播學系,2,0,0,0,2,1,0,0,0,0,0,27,150.6
2776,南華大學,國際事務與企業學系,2,1,0,0,2,0,0,0,0,0,0,10,136.7
2777,南華大學,視覺與媒體藝術學系,2,0,0,0,2,1,0,0,0,0,0,12,153.2
3000,南華大學,民族音樂學系,2,1,0,0,2,2,0,0,0,0,0,3,202.6
3001,南華大學,創意產品設計學系,2,2,0,1,0,0,0,0,0,0,0,20,96.2
3002,南華大學,建築與景觀學系社會組,2,1,0,1,0,2,0,0,0,0,0,12,174.4
3003,南華大學,建築與景觀學系自然組,2,1,2,0,0,0,0,2,0,0,0,3,196.1
3004,南華大學,資訊工程學系網路多媒體組,2,1.75,0,2,0,0,0,0,0,0,0,9,124.1
3005,南華大學,資訊工程學系晶片系統組,2,1.75,2,0,0,0,0,0,0,0,0,12,95.3
3006,南華大學,自然生物科技學系,2,1,0,0,0,0,0,0,1,2,0,18,165.2
3007,南華大學,資訊管理學系資訊管理組,2,1.75,0,2,0,0,0,0,0,0,0,7,106.4
3010,南華大學,資訊管理學系網路多媒體應用組,2,1.75,0,2,0,0,0,0,0,0,0,2,111.9
3011,國立臺灣體育運動大學,體育學系,2,1.75,0,0,0,0,0,0,0,0,2,31,278.32
3012,國立臺灣體育運動大學,休閒運動學系,1.75,2,0,0,0,0,0,0,0,0,2,12,276.43
3013,國立臺灣體育運動大學,運動事業管理學系,2,2,0,1.75,1,1,0,0,0,0,0,24,384.2
3014,國立臺灣體育運動大學,運動健康科學系,1,2,0,0,0,0,0,1,1.5,2,0,30,290.4
3015,國立臺灣體育運動大學,運動資訊與傳播學系(傳播組),2,2,0,0,1.75,1,0,0,0,0,0,12,394.6
3016,國立臺灣體育運動大學,運動資訊與傳播學系(資訊組),1.75,2,0,2,0,0,0,0,0,0,0,12,289.3
3017,國立臺南藝術大學,藝術史學系,1.5,1.75,0,1,1.5,1,0,0,0,0,0,33,350.55
3020,國立臺南藝術大學,應用音樂學系(藝術管理組),1.5,1.5,0,0,1,1,0,0,0,0,0,6,307.25
3021,國立臺南藝術大學,應用音樂學系(音樂工程與創作組),1,1,0,1.5,0,0,0,0,0,0,2,10,226.04
3022,國立臺南藝術大學,材質創作與設計系,1.5,1.5,0,1,1,0,0,0,0,0,2,15,376
3023,玄奘大學,社會工作學系,2,0,0,0,2,1,2,0,0,0,0,25,207.4
3024,玄奘大學,應用心理學系,2,0,0,0,2,1,2,0,0,0,0,34,213.4
3025,玄奘大學,法律學系,2,0,0,0,2,1,2,0,0,0,0,28,206
3026,玄奘大學,大眾傳播學系,2,1,0,0,2,2,0,0,0,0,0,16,190.9
3027,玄奘大學,廣播與電視新聞學系,2,1,0,0,2,2,0,0,0,0,0,6,188.3
3030,玄奘大學,影劇藝術學系,2,1,0,0,2,2,0,0,0,0,0,15,188
3031,玄奘大學,視覺傳達設計學系廣告設計組,2,1,0,0,2,2,0,0,0,0,0,3,205.9
3032,玄奘大學,視覺傳達設計學系數位媒體組,2,1,0,0,2,2,0,0,0,0,0,5,210
3033,玄奘大學,藝術與創意設計學系,2,1,0,0,2,2,0,0,0,0,0,8,176
3034,玄奘大學,時尚設計學系,2,1,0,0,2,2,0,0,0,0,0,10,235.5
3035,玄奘大學,應用外語學系(日語組),2,1,0,0,2,2,0,0,0,0,0,4,224.8
3036,玄奘大學,應用外語學系(英語組),2,1,0,0,2,2,0,0,0,0,0,1,198.8
3037,玄奘大學,企業管理學系,2,1,0,0,2,2,0,0,0,0,0,3,196.4
3040,玄奘大學,資訊管理學系,2,1,0,0,2,2,0,0,0,0,0,2,252
3041,玄奘大學,餐旅管理學系,2,1,0,0,2,2,0,0,0,0,0,5,240.7
3042,真理大學,工業管理與經營資訊學系(台北校區),2,1,0,1,2,2,0,0,0,0,0,61,192.4
3043,真理大學,企業管理學系(台北校區),2,1,0,1,2,2,0,0,0,0,0,68,258.7
3044,真理大學,資訊管理學系(台北校區),2,1,0,1,0,0,0,0,0,0,0,66,98.4
3045,真理大學,法律學系(台北校區),2,1,0,0,2,0,2,0,0,0,0,61,308.7
3046,真理大學,會計資訊學系(台北校區),2,2,0,1.5,0,0,0,0,0,0,0,53,100.8
3047,真理大學,財務金融學系(台北校區),2,1,0,1,2,2,0,0,0,0,0,65,228.2
3050,真理大學,國際貿易學系(台北校區),2,2,0,1.75,0,0,0,0,0,0,0,61,126.9
3051,真理大學,財政稅務學系(台北校區),2,2,0,1.75,0,0,0,0,0,0,0,28,106.8
3052,真理大學,經濟學系(台北校區),2,1.75,0,2,0,0,0,0,0,0,0,38,110.3
3053,真理大學,觀光事業學系(台北校區),1,2,0,1,2,2,0,0,0,0,0,63,274
3054,真理大學,觀光數位知識學系(台北校區),2,1,0,1,2,2,0,0,0,0,0,45,250.4
3055,真理大學,人文與資訊學系(台北校區),2,1,0,0,2,2,1,0,0,0,0,22,296.5
3056,真理大學,宗教文化與組織管理學系(台北校區),2,1,0,0,2,1,0,0,0,0,0,14,152.9
3057,真理大學,英美語文學系(台北校區),2,2,0,0,1,2,0,0,0,0,0,73,227
3060,真理大學,應用日語學系(台北校區),2,1.5,0,0,1.5,0,0,0,0,0,0,49,159
3061,真理大學,台灣文學系(台北校區),2,0,0,0,1.5,1.5,0,0,0,0,0,22,182.95
3062,真理大學,音樂應用學系-演奏教學組(台北校區),1.5,1.5,0,0,0,0,0,0,0,0,2,9,196.61
3063,真理大學,音樂應用學系-行政管理組(台北校區),2,1.5,0,0,1,0,0,0,0,0,0,15,155.25
3064,真理大學,"財務與精算學系精算與保險經營組(台北校
區)",2,1,0,2,2,1,0,0,0,0,0,17,179
3065,真理大學,財務與精算學系財務資訊組(台北校區),2,1.75,0,2,0,0,0,0,0,0,0,20,129.4
3066,真理大學,資訊工程學系乙組(台北校區),2,1.75,0,2,0,0,0,0,0,0,0,37,100.8
3067,真理大學,資訊工程學系甲組(台北校區),2,1,0,1,2,2,0,0,0,0,0,12,274.4
3070,真理大學,運動管理學系(台北校區),2,1,0,0,2,2,0,0,0,0,0,47,238.2
3071,真理大學,運動資訊傳播學系(台北校區),2,2,0,1.75,0,0,0,0,0,0,0,37,161.2
3072,真理大學,休閒遊憩事業學系(台南校區),2,2,0,1,1,2,0,0,0,0,0,13,187.6
3073,國立臺北大學,法律學系法學組,1.5,1.5,0,1,1,0,1,0,0,0,0,27,457.75
3074,國立臺北大學,法律學系司法組,1.5,1.5,0,1,1,0,1,0,0,0,0,30,460
3075,國立臺北大學,法律學系財經法組,1.5,1.5,0,1,1,0,1,0,0,0,0,35,460.6
3076,國立臺北大學,企業管理學系,1.5,2,0,2,0,0,0,0,0,0,0,55,423.8
3077,國立臺北大學,金融與合作經營學系,1,2,0,2,1,1,0,0,0,0,0,34,539.5
3100,國立臺北大學,會計學系,1,2,0,2,1,1,0,0,0,0,0,94,531.4
3101,國立臺北大學,統計學系,1,1.25,0,1.5,0,0,0,0,0,0,0,50,287
3102,國立臺北大學,休閒運動管理學系,1.5,2,0,1.5,0,0,0,0,0,0,0,10,372.45
3103,國立臺北大學,公共行政暨政策學系,1.5,1.5,0,1,1,0,1.5,0,0,0,0,85,471.25
3104,國立臺北大學,財政學系,1.25,1.25,0,1.25,1,1,0,0,0,0,0,40,430
3105,國立臺北大學,不動產與城鄉環境學系,1,1.5,0,1.5,0,1,0,0,0,0,0,69,365.35
3106,國立臺北大學,經濟學系,1,1.5,0,1.5,0,0,0,0,0,0,0,91,306.75
3107,國立臺北大學,社會學系,1,1.5,0,1,0,0,0,0,0,0,0,28,256.5
3110,國立臺北大學,社會工作學系,1.5,1.25,0,1,1,0,1.25,0,0,0,0,34,428.08
3111,國立臺北大學,中國文學系,2,1.25,0,1,1.25,1,0,0,0,0,0,34,456
3112,國立臺北大學,應用外語學系,1.5,2,0,0,1,1,0,0,0,0,0,40,404.95
3113,國立臺北大學,歷史學系,1.25,1.25,0,0,1.5,1,1,0,0,0,0,32,432.55
3114,國立臺北大學,資訊工程學系,1,1.25,1.5,0,0,0,0,1.25,1,0,0,33,382.58
3115,國立臺北大學,通訊工程學系,1,1.25,1.5,0,0,0,0,1.25,1,0,0,20,375.95
3116,國立臺北大學,電機工程學系,1,1,1,0,0,0,0,1,1,0,0,22,322.4
3117,國立嘉義大學,教育學系(自費),1.5,1.5,0,1.5,1,0,1,0,0,0,0,27,370.9
3120,國立嘉義大學,教育學系(公費)-雲林縣,1.5,1.5,0,1.5,1,0,1,0,0,0,0,1,528.9
3121,國立嘉義大學,輔導與諮商學系,1.5,1.5,0,1.5,1,0,1,0,0,0,0,34,399.35
3122,國立嘉義大學,特殊教育學系,1.5,1.5,0,1.5,1,1,0,0,0,0,0,22,352.25
3123,國立嘉義大學,幼兒教育學系,1.5,1.5,0,1,1,1,0,0,0,0,0,22,321.05
3124,國立嘉義大學,體育與健康休閒學系,2,2,0,2,0,0,0,0,0,0,1,10,270.86
3125,國立嘉義大學,數位學習設計與管理學系(社會組),1.5,1.5,0,1.5,1,1,0,0,0,0,0,14,387.1
3126,國立嘉義大學,數位學習設計與管理學系(自然組),2,2,1.5,0,0,0,0,0,0,0,0,13,252
3127,國立嘉義大學,中國文學系,2,1,0,1,1.5,1,0,0,0,0,0,37,367.75
3130,國立嘉義大學,外國語言學系英語教學組(自費),1.5,1.5,0,1,1,1,0,0,0,0,0,28,329.7
3131,國立嘉義大學,外國語言學系英語教學組(公費)-臺南市,1.5,1.5,0,1,1,1,0,0,0,0,0,1,542.08
3132,國立嘉義大學,外國語言學系應用外語組,1.5,1.5,0,1,1,1,0,0,0,0,0,33,352.9
3133,國立嘉義大學,應用歷史學系,1.25,1,0,0,1.5,1.25,0,0,0,0,0,28,298.95
3134,國立嘉義大學,音樂學系-鋼琴,1,1,0,0,0,0,0,0,0,0,2,6,177.28
3135,國立嘉義大學,音樂學系-綜合樂器,1,1,0,0,0,0,0,0,0,0,2,18,151.7
3136,國立嘉義大學,視覺藝術學系,2,1.5,0,0,1,1,0,0,0,0,2,26,370.54
3137,國立嘉義大學,企業管理學系,2,1.5,0,2,1,1,0,0,0,0,0,29,486.05
3140,國立嘉義大學,應用經濟學系,1,1.5,0,1.5,0,0,0,0,0,0,0,27,266.8
3141,國立嘉義大學,生物事業管理學系,2,1.5,0,0,0,0,0,0,0,2,0,26,279
3142,國立嘉義大學,資訊管理學系,2,1.5,2,0,0,0,0,0,0,0,0,32,265.55
3143,國立嘉義大學,財務金融學系,1.5,2,0,2,0,0,0,0,0,0,0,27,376.15
3144,國立嘉義大學,行銷與觀光管理學系,1.5,1.5,0,1.5,1,1,0,0,0,0,0,22,395.5
3145,國立嘉義大學,農藝學系,1,1.5,1,0,0,0,0,0,1.5,1.5,0,18,327.55
3146,國立嘉義大學,園藝學系,1,1.5,1,0,0,0,0,0,1.5,1.5,0,23,293.65
3147,國立嘉義大學,森林暨自然資源學系,1,1.5,1,0,0,0,0,0,1.5,1.5,0,20,321.35
3150,國立嘉義大學,木質材料與設計學系,1,1.5,1,0,0,0,0,1.5,1.5,0,0,27,272.6
3151,國立嘉義大學,動物科學系,1,1.5,1,0,0,0,0,0,1.5,1.5,0,21,396.3
3152,國立嘉義大學,獸醫學系,1,1.25,1,0,0,0,0,0,1.25,1.25,0,28,440.7
3153,國立嘉義大學,生物農業科技學系,1,1.5,1,0,0,0,0,0,1.5,1.5,0,22,323.9
3154,國立嘉義大學,景觀學系(社會組),2,1,0,1.5,1,2,0,0,0,0,0,13,446.5
3155,國立嘉義大學,景觀學系(自然組),1.5,1,1,0,0,0,0,0,0,2,0,13,273.1
3156,國立嘉義大學,植物醫學系,1,1.5,1,0,0,0,0,0,1.5,1.5,0,26,340.5
3157,國立嘉義大學,應用數學系,1,1.5,2,0,0,0,0,1.5,1,0,0,20,308.1
3160,國立嘉義大學,電子物理學系,1,1.5,1.5,0,0,0,0,2,1,0,0,20,349.5
3161,國立嘉義大學,應用化學系,1,2,1,0,0,0,0,1.5,2,0,0,28,393.3
3162,國立嘉義大學,生物機電工程學系,1,1.5,1.75,0,0,0,0,1.5,1,0,0,27,316.5
3163,國立嘉義大學,土木與水資源工程學系,1,1.5,2,0,0,0,0,1.75,1,0,0,39,306.48
3164,國立嘉義大學,資訊工程學系,1,1.5,2,0,0,0,0,1.25,1,0,0,31,338.73
3165,國立嘉義大學,電機工程學系,1,1.5,1.75,0,0,0,0,1.5,1,0,0,32,354.95
3166,國立嘉義大學,機械與能源工程學系,1,1.5,1.75,0,0,0,0,1.5,1,0,0,31,325.2
3167,國立嘉義大學,食品科學系,1,1.5,1,0,0,0,0,0,2,1.5,0,26,371.75
3170,國立嘉義大學,生化科技學系,1,1.5,1,0,0,0,0,0,2,2,0,22,404.35
3171,國立嘉義大學,水生生物科學系,1,2,1,0,0,0,0,0,2,2,0,25,374.5
3172,國立嘉義大學,生物資源學系,1,1.5,1,0,0,0,0,0,1.5,2,0,26,336.45
3173,國立嘉義大學,微生物免疫與生物藥學系,1,1.75,1,0,0,0,0,0,1.75,1.5,0,23,381.48
3174,國立高雄大學,西洋語文學系,1.5,2,0,0,1,1,1,0,0,0,0,28,401.35
3175,國立高雄大學,運動健康與休閒學系,1.5,2,0,2,0,0,0,0,0,0,0,36,317
3176,國立高雄大學,東亞語文學系日語組,2,2,0,0,1,1,0,0,0,0,0,9,398.9
3177,國立高雄大學,東亞語文學系韓語組,2,2,0,0,1,1,0,0,0,0,0,9,401.7
3200,國立高雄大學,東亞語文學系越語組,2,2,0,0,1,1,0,0,0,0,0,7,392.5
3201,國立高雄大學,法律學系,1.25,1.25,0,1,1,0,1,0,0,0,0,31,380.68
3202,國立高雄大學,政治法律學系,1.25,1.5,0,1,1,0,1,0,0,0,0,28,390.65
3203,國立高雄大學,財經法律學系,1.25,1.5,0,1.25,1,0,1,0,0,0,0,20,419.83
3204,國立高雄大學,應用經濟學系,1.5,2,0,2,0,0,0,0,0,0,0,39,378.75
3205,國立高雄大學,亞太工商管理學系企業管理組,1,1.25,0,1,1,1,0,0,0,0,0,20,356.18
3206,國立高雄大學,亞太工商管理學系工業管理組,1,1.25,1,0,0,0,0,1,1,0,0,16,259.7
3207,國立高雄大學,資訊管理學系,1,1.5,0,1.5,0,0,0,0,0,0,0,26,272.65
3210,國立高雄大學,金融管理學系,1,1.5,0,1.5,1,1,0,0,0,0,0,28,413.3
3211,國立高雄大學,應用數學系,1,1,1.5,0,0,0,0,1,0,0,0,36,221.7
3212,國立高雄大學,應用化學系,0,1.5,1,0,0,0,0,1,2,0,0,26,313.5
3213,國立高雄大學,應用物理學系,1,1,1.5,0,0,0,0,2,1,0,0,22,349.4
3214,國立高雄大學,生命科學系,0,1.25,1,0,0,0,0,1,1.5,1.5,0,28,311.2
3215,國立高雄大學,電機工程學系,1,1.5,1.5,0,0,0,0,1.5,1,0,0,50,376.15
3216,國立高雄大學,土木與環境工程學系,1,1,2,0,0,0,0,1.5,1.5,0,0,23,374.55
3217,國立高雄大學,化學工程及材料工程學系,1,1.25,1,0,0,0,0,1.25,1.5,0,0,19,356.5
3220,國立高雄大學,資訊工程學系,1,2,2,0,0,0,0,1,0,0,0,18,342.8
3221,國立高雄大學,創意設計與建築學系創意設計組,1.5,1.5,0,0,0,0,0,0,0,0,2,20,209.1
3222,國立高雄大學,創意設計與建築學系建築組,0,1.5,1.25,0,0,0,0,2,0,0,0,6,258.5
3223,慈濟大學,醫學系(自費),0,1.25,1,0,0,0,0,1,1,1.25,0,18,475.5
3224,慈濟大學,醫學系(公費),0,1.25,1,0,0,0,0,1,1,1.25,0,3,472.93
3225,慈濟大學,醫學檢驗生物技術學系,1,1.75,1,0,0,0,0,0,1.5,1.5,0,25,383.1
3226,慈濟大學,護理學系,1,2,1,0,0,0,0,0,1,2,0,25,350.3
3227,慈濟大學,公共衛生學系,1.5,2,1.5,0,0,0,0,0,1,1,0,29,222.25
3230,慈濟大學,醫學資訊學系,2,1.5,1.5,0,0,0,0,0,0,0,0,31,129.3
3231,慈濟大學,物理治療學系,1,2,1,0,0,0,0,1,0,1,0,20,349.4
3232,慈濟大學,生命科學系,1,1.75,1,0,0,0,0,0,2,2,0,26,224.78
3233,慈濟大學,分子生物暨人類遺傳學系,1,1.75,1,0,0,0,0,0,2,2,0,24,215.88
3234,慈濟大學,傳播學系,1.5,1,0,1,1,0,1.5,0,0,0,0,25,201.95
3235,慈濟大學,兒童發展與家庭教育學系,2,2,0,1,1,1,0,0,0,0,0,16,223.6
3236,慈濟大學,人類發展與心理學系,2,1.5,0,1.5,0,0,0,0,0,0,0,18,167.55
3237,慈濟大學,社會工作學系,1.5,1.5,0,1,1,0,1.5,0,0,0,0,24,239.65
3240,慈濟大學,東方語文學系中文組,2,1,0,0,1,0,0,0,0,0,0,20,95.8
3241,慈濟大學,東方語文學系日文組,2,1,0,0,1,0,0,0,0,0,0,23,114.7
3242,慈濟大學,英美語文學系,2,2,0,1,0,0,0,0,0,0,0,23,122.2
3243,臺北醫學大學,醫學系,0,1,1,0,0,0,0,1,1,1,0,34,446.5
3244,臺北醫學大學,牙醫學系,0,1,1,0,0,0,0,1,1,1,0,22,433.4
3245,臺北醫學大學,藥學系藥學組,1,1.25,1,0,0,0,0,0,1.25,1.25,0,69,458.83
3246,臺北醫學大學,藥學系臨床藥學組,1,1.25,1,0,0,0,0,0,1.25,1.25,0,13,467.95
3247,臺北醫學大學,醫學檢驗暨生物技術學系,1,1.5,1,0,0,0,0,0,1.5,1.5,0,39,482.15
3250,臺北醫學大學,護理學系,1,1.5,1,0,0,0,0,0,1.25,1.5,0,16,433.9
3251,臺北醫學大學,保健營養學系,1,2,1,0,0,0,0,0,2,2,0,26,573.2
3252,臺北醫學大學,公共衛生學系,1,1.5,1,0,0,0,0,0,1.5,1.5,0,35,442.5
3253,臺北醫學大學,醫務管理學系,1.5,1.5,0,1.25,0,0,0,0,0,0,0,25,306.8
3254,臺北醫學大學,呼吸治療學系,0,1.25,1,0,0,0,0,1,1.25,1.25,0,21,406.98
3255,臺北醫學大學,高齡健康管理學系,1,1.5,1,0,0,0,0,0,1.25,1.5,0,17,412.2
3256,臺北醫學大學,牙體技術學系,1,1.5,0,0,0,0,0,1,1.25,1.25,0,11,443.5
3257,臺北醫學大學,口腔衛生學系,1,1.25,1,0,0,0,0,0,1,1.25,0,11,368.65
3260,臺北醫學大學,生物醫學工程學系,0,1,0,0,0,0,0,1.5,1.5,1.5,0,14,427.25
3261,開南大學,企業與創業管理學系企業管理組,2,1,0,1,2,2,0,0,0,0,0,14,180.2
3262,開南大學,企業與創業管理學系創業管理組,2,1,0,1,2,2,0,0,0,0,0,1,304.2
3263,開南大學,國際企業學系,2,1,0,1,2,2,0,0,0,0,0,7,206.8
3264,開南大學,會計學系,2,1,0,1,2,2,0,0,0,0,0,10,216.3
3265,開南大學,財務金融學系財富管理組,2,1,0,1,2,2,0,0,0,0,0,1,310.5
3266,開南大學,財務金融學系金融投資組,2,1,0,1,2,2,0,0,0,0,0,1,251.5
3267,開南大學,財務金融學系營建財務組,2,1,0,1,2,2,0,0,0,0,0,0,-----
3270,開南大學,行銷學系,2,1,0,1,2,2,0,0,0,0,0,9,207.5
3271,開南大學,物流與航運管理學系,2,1,0,1,2,2,0,0,0,0,0,10,195.5
3272,開南大學,觀光與餐飲旅館學系觀光旅遊組,2,1,0,1,2,2,0,0,0,0,0,29,177.8
3273,開南大學,觀光與餐飲旅館學系餐飲旅館組,2,1,0,1,2,2,0,0,0,0,0,35,208.9
3274,開南大學,空運管理學系,2,2,0,1,1,2,0,0,0,0,0,19,182.2
3275,開南大學,運輸科技與管理學系,2,1,0,1,2,2,0,0,0,0,0,4,192.7
3276,開南大學,休閒事業管理學系,2,1,0,1,2,2,0,0,0,0,0,18,183.6
3277,開南大學,多媒體與行動商務學系,2,1,0,1,2,2,0,0,0,0,0,2,227.3
3300,開南大學,資訊管理學系資訊管理組,2,1,0,1,2,2,0,0,0,0,0,8,202.2
3301,開南大學,資訊管理學系資訊科技應用組,2,1,0,1,2,2,0,0,0,0,0,2,232.8
3302,開南大學,資訊傳播學系,2,1,0,1,2,2,0,0,0,0,0,20,197.8
3303,開南大學,創意產業與數位電影學士學位學程,2,1,0,1,2,2,0,0,0,0,0,13,219.5
3304,開南大學,數位空間與商品設計學士學位學程,2,1,0,1,2,2,0,0,0,0,0,8,201
3305,開南大學,法律學系,2,1,0,0,2,1,2,0,0,0,0,46,287.9
3306,開南大學,公共事務管理學系,1,1,0,0,2,2,2,0,0,0,0,15,232.7
3307,開南大學,應用日語學系,1,2,0,1,2,2,0,0,0,0,0,29,268.6
3310,開南大學,應用英語學系,2,1,0,1,2,2,0,0,0,0,0,14,190.2
3311,開南大學,保健營養學系,2,2,1,0,0,0,0,0,1,2,0,27,225.6
3312,開南大學,養生與健康行銷學系養生療癒組,2,1,0,1,2,2,0,0,0,0,0,1,226.6
3313,開南大學,養生與健康行銷學系健康行銷組,2,1,0,1,2,2,0,0,0,0,0,1,260
3314,開南大學,健康產業管理學系,2,1,0,1,2,2,0,0,0,0,0,9,199.8
3315,開南大學,形象與健康管理學士學位學程,2,1,0,1,2,2,0,0,0,0,0,1,308
3316,康寧大學,數位應用學系,2,2,0,1.75,0,0,0,0,0,0,0,2,102.5
3317,康寧大學,資訊傳播學系,2,2,0,1.75,0,0,0,0,0,0,0,4,100.5
3320,康寧大學,應用外語學系應用日語組,2,2,0,1.75,0,0,0,0,0,0,0,10,102.5
3321,康寧大學,應用外語學系應用英語組,2,2,0,1.75,0,0,0,0,0,0,0,6,106.6
3322,康寧大學,休閒管理學系,2,2,0,1.75,0,0,0,0,0,0,0,17,100.2
3323,康寧大學,餐飲管理學系,2,2,0,1.75,0,0,0,0,0,0,0,10,104.7
3324,康寧大學,健康照護管理學系,2,2,0,1.75,0,0,0,0,0,0,0,16,104.8
3325,康寧大學,企業管理學系,2,2,0,1.75,0,0,0,0,0,0,0,9,118.6
3326,康寧大學,嬰幼兒保育學系(台北校區),2,2,0,1.75,0,0,0,0,0,0,0,15,163.9
3327,佛光大學,文化資產與創意學系,2,1,0,0,2,2,0,0,0,0,0,10,220.7
3330,佛光大學,傳播學系(數位媒體組),2,1,0,0,2,2,0,0,0,0,0,6,258.6
3331,佛光大學,傳播學系(廣告公關組),2,1,0,0,2,2,0,0,0,0,0,6,282.4
3332,佛光大學,傳播學系(流行音樂傳播組),2,1,0,0,2,2,0,0,0,0,0,2,282.9
3333,佛光大學,產品與媒體設計學系(創意商品設計組),2,1,0,0,2,2,0,0,0,0,0,4,285.6
3334,佛光大學,"產品與媒體設計學系(視覺傳達暨數位媒體
設計組)",2,1,0,0,2,2,0,0,0,0,0,6,290.5
3335,佛光大學,資訊應用學系資訊系統與管理組,2,1,0,0,2,2,0,0,0,0,0,2,238.6
3336,佛光大學,資訊應用學系網路與多媒體組,2,2,0,1.75,0,0,0,0,0,0,0,8,161.9
3337,佛光大學,資訊應用學系學習與數位科技組,2,1,0,0,2,2,0,0,0,0,0,3,208.8
3340,佛光大學,中國文學與應用學系,2,1,0,0,2,2,0,0,0,0,0,9,201.5
3341,佛光大學,歷史學系,2,1,0,0,2,2,0,0,0,0,0,3,321.7
3342,佛光大學,外國語文學系,2,2,0,0,2,1,0,0,0,0,0,7,283.4
3343,佛光大學,社會學系,2,1,0,0,2,2,0,0,0,0,0,10,268.3
3344,佛光大學,心理學系,2,2,0,1.75,0,0,0,0,0,0,0,5,222.9
3345,佛光大學,公共事務學系國際與兩岸事務組,2,1,0,0,2,2,0,0,0,0,0,7,215
3346,佛光大學,公共事務學系政策與行政管理組,2,1,0,0,2,2,0,0,0,0,0,8,194.2
3347,佛光大學,管理學系(經營管理組),2,1,0,0,2,2,0,0,0,0,0,8,253
3350,佛光大學,管理學系(行銷與創業組),2,1,0,0,2,2,0,0,0,0,0,8,229.8
3351,佛光大學,應用經濟學系(財務金融組),2,0,0,1,2,2,0,0,0,0,0,5,231.4
3352,佛光大學,應用經濟學系(經貿產業組),2,0,0,1,2,2,0,0,0,0,0,5,200.8
3353,佛光大學,未來與樂活產業學系,2,1,0,0,2,2,0,0,0,0,0,11,210.2
3354,明道大學,企業管理學系,2,1,0,1,2,2,0,0,0,0,0,12,169
3355,明道大學,行銷與物流學系,2,1,0,1,2,2,0,0,0,0,0,4,222.6
3356,明道大學,財務金融學系,2,1,0,1,2,2,0,0,0,0,0,3,180
3357,明道大學,餐旅管理學系,2,1,0,1,2,2,0,0,0,0,0,6,205.8
3360,明道大學,休閒保健學系(社會組),2,1,0,1,2,2,0,0,0,0,0,5,192.2
3361,明道大學,休閒保健學系(自然組),2,1,1,0,0,0,0,2,2,0,0,6,145.5
3362,明道大學,精緻農業學系,2,1,1,0,0,0,0,0,2,2,0,13,180.8
3363,明道大學,資訊傳播學系,2,2,0,2,1,1,0,0,0,0,0,4,180.4
3364,明道大學,材料與能源工程學系,2,1,1,0,0,0,0,2,2,0,0,3,146.1
3365,明道大學,時尚造形學系,2,1,0,1,2,2,0,0,0,0,0,5,217.8
3366,明道大學,數位設計學系(社會組),2,1,0,1,2,2,0,0,0,0,0,5,228.4
3367,明道大學,數位設計學系(自然組),2,1,1,0,0,0,0,2,2,0,0,2,146.3
3370,明道大學,景觀與環境設計學系(社會組),2,1,0,1,2,2,0,0,0,0,0,3,208.3
3371,明道大學,景觀與環境設計學系(自然組),2,1,1,0,0,0,0,2,2,0,0,7,163.8
3372,明道大學,中國文學學系,2,2,0,0,2,1,0,0,0,0,0,7,180
3373,明道大學,應用英語學系,2,2,0,0,2,1,0,0,0,0,0,6,166.8
3374,明道大學,應用日語學系,2,1,0,1,2,2,0,0,0,0,0,6,205.6
3375,亞洲大學,健康產業管理學系(健康產業管理組),2,1,0,1,2,2,0,0,0,0,0,5,391.2
3376,亞洲大學,健康產業管理學系(醫療機構管理組),2,1,0,1,2,2,0,0,0,0,0,3,405.6
3377,亞洲大學,保健營養生技學系(食品營養組),2,1.5,0,0,0,0,0,0,0,2,0,11,260.75
3400,亞洲大學,保健營養生技學系(化妝品組),2,1.5,0,1,0,0,2,0,0,0,0,5,308.8
3401,亞洲大學,生物科技學系(應用技術組),2,1,0,0,0,0,0,0,1,2,0,13,264.4
3402,亞洲大學,生物科技學系(產業管理組),2,1,0,2,0,0,0,0,0,0,0,12,206.2
3403,亞洲大學,心理學系(心理師研修組),2,2,0,0,1,0,2,0,0,0,0,1,447
3404,亞洲大學,心理學系(諮商與臨床心理組),2,2,0,0,1,0,2,0,0,0,0,4,388.2
3405,亞洲大學,心理學系(職場健康與發展組),2,2,0,0,0,0,1.75,0,0,0,0,3,287.2
3406,亞洲大學,護理學系國際護理組,0,2,0,0,0,0,0,0,1,2,0,13,250.4
3407,亞洲大學,護理學系臨床照護組,0,2,0,0,0,0,0,0,1,2,0,14,239.2
3410,亞洲大學,視光學系,1,1.5,0,0,0,0,0,1,0,1,0,7,194.1
3411,亞洲大學,聽力暨語言治療學系,1,2,0,0,0,0,0,0,0,1.5,0,6,287.55
3412,亞洲大學,職能治療學系,0,2,0,0,0,0,0,1,0,2,0,4,309.2
